"","PSID","Gene","Module"
"SLC49A3","SLC49A3","SLC49A3","MsAge7K_00"
"ADAM15","ADAM15","ADAM15","MsAge7K_00"
"SBK3","SBK3","SBK3","MsAge7K_00"
"KIF20B","KIF20B","KIF20B","MsAge7K_00"
"MAGIX","MAGIX","MAGIX","MsAge7K_00"
"PLCG1","PLCG1","PLCG1","MsAge7K_00"
"CFTR","CFTR","CFTR","MsAge7K_00"
"GJA4","GJA4","GJA4","MsAge7K_00"
"NECAB1","NECAB1","NECAB1","MsAge7K_02"
"CATSPERZ","CATSPERZ","CATSPERZ","MsAge7K_00"
"NUPR2","NUPR2","NUPR2","MsAge7K_00"
"TFCP2L1","TFCP2L1","TFCP2L1","MsAge7K_04"
"DYNLRB2","DYNLRB2","DYNLRB2","MsAge7K_14"
"NOS2","NOS2","NOS2","MsAge7K_00"
"NMBR","NMBR","NMBR","MsAge7K_00"
"MISP3","MISP3","MISP3","MsAge7K_00"
"MYH15","MYH15","MYH15","MsAge7K_00"
"GHSR","GHSR","GHSR","MsAge7K_00"
"MYLK4","MYLK4","MYLK4","MsAge7K_00"
"OR5M3","OR5M3","OR5M3","MsAge7K_00"
"TMEM163","TMEM163","TMEM163","MsAge7K_01"
"NPTX2","NPTX2","NPTX2","MsAge7K_01"
"ITK","ITK","ITK","MsAge7K_00"
"HTR3A","HTR3A","HTR3A","MsAge7K_00"
"GNRH1","GNRH1","GNRH1","MsAge7K_00"
"RESP18","RESP18","RESP18","MsAge7K_02"
"MND1","MND1","MND1","MsAge7K_00"
"ZFX","ZFX","ZFX","MsAge7K_00"
"DNASE1L1","DNASE1L1","DNASE1L1","MsAge7K_00"
"LPAR1","LPAR1","LPAR1","MsAge7K_01"
"DMP1","DMP1","DMP1","MsAge7K_00"
"CLEC4C","CLEC4C","CLEC4C","MsAge7K_00"
"IL15","IL15","IL15","MsAge7K_00"
"MNS1","MNS1","MNS1","MsAge7K_00"
"TNFRSF4","TNFRSF4","TNFRSF4","MsAge7K_00"
"RAB42","RAB42","RAB42","MsAge7K_00"
"SERPINB1","SERPINB1","SERPINB1","MsAge7K_00"
"C19orf38","C19orf38","C19orf38","MsAge7K_00"
"MNDA","MNDA","MNDA","MsAge7K_00"
"SLC35G1","SLC35G1","SLC35G1","MsAge7K_00"
"THEMIS2","THEMIS2","THEMIS2","MsAge7K_00"
"DSP","DSP","DSP","MsAge7K_11"
"SP140","SP140","SP140","MsAge7K_00"
"CHRM2","CHRM2","CHRM2","MsAge7K_06"
"SYT15","SYT15","SYT15","MsAge7K_00"
"RNF225","RNF225","RNF225","MsAge7K_00"
"PLAU","PLAU","PLAU","MsAge7K_00"
"FAM217A","FAM217A","FAM217A","MsAge7K_00"
"AHRR","AHRR","AHRR","MsAge7K_00"
"CENPN","CENPN","CENPN","MsAge7K_00"
"SLC9A3","SLC9A3","SLC9A3","MsAge7K_00"
"SPACA9","SPACA9","SPACA9","MsAge7K_00"
"RBM47","RBM47","RBM47","MsAge7K_00"
"HSBP1L1","HSBP1L1","HSBP1L1","MsAge7K_00"
"ZP2","ZP2","ZP2","MsAge7K_00"
"C6orf10","C6orf10","C6orf10","MsAge7K_00"
"FXYD2","FXYD2","FXYD2","MsAge7K_00"
"FXYD6-FXYD2","FXYD6-FXYD2","FXYD6-FXYD2","MsAge7K_00"
"TTLL13P","TTLL13P","TTLL13P","MsAge7K_00"
"DLX2","DLX2","DLX2","MsAge7K_00"
"IDO2","IDO2","IDO2","MsAge7K_00"
"TCFL5","TCFL5","TCFL5","MsAge7K_00"
"REP15","REP15","REP15","MsAge7K_00"
"TAP2","TAP2","TAP2","MsAge7K_04"
"TSNAXIP1","TSNAXIP1","TSNAXIP1","MsAge7K_00"
"NANS","NANS","NANS","MsAge7K_00"
"TOGARAM2","TOGARAM2","TOGARAM2","MsAge7K_06"
"ITGA10","ITGA10","ITGA10","MsAge7K_00"
"RIBC2","RIBC2","RIBC2","MsAge7K_00"
"SERTAD3","SERTAD3","SERTAD3","MsAge7K_00"
"A4GALT","A4GALT","A4GALT","MsAge7K_00"
"STRC","STRC","STRC","MsAge7K_00"
"INSC","INSC","INSC","MsAge7K_09"
"CCRL2","CCRL2","CCRL2","MsAge7K_00"
"ANKRD31","ANKRD31","ANKRD31","MsAge7K_00"
"C3orf20","C3orf20","C3orf20","MsAge7K_00"
"HEPACAM2","HEPACAM2","HEPACAM2","MsAge7K_00"
"SLC6A16","SLC6A16","SLC6A16","MsAge7K_00"
"GJC2","GJC2","GJC2","MsAge7K_01"
"IP6K3","IP6K3","IP6K3","MsAge7K_04"
"PDE11A","PDE11A","PDE11A","MsAge7K_05"
"MBOAT1","MBOAT1","MBOAT1","MsAge7K_09"
"SLC35D2","SLC35D2","SLC35D2","MsAge7K_00"
"EIF4EBP1","EIF4EBP1","EIF4EBP1","MsAge7K_00"
"SCUBE2","SCUBE2","SCUBE2","MsAge7K_00"
"SYTL5","SYTL5","SYTL5","MsAge7K_03"
"SLC5A12","SLC5A12","SLC5A12","MsAge7K_00"
"XRCC3","XRCC3","XRCC3","MsAge7K_00"
"SMIM14","SMIM14","SMIM14","MsAge7K_00"
"CLYBL","CLYBL","CLYBL","MsAge7K_00"
"PLEKHG6","PLEKHG6","PLEKHG6","MsAge7K_00"
"DCXR","DCXR","DCXR","MsAge7K_00"
"IMPG2","IMPG2","IMPG2","MsAge7K_00"
"CD160","CD160","CD160","MsAge7K_00"
"SYT6","SYT6","SYT6","MsAge7K_00"
"LILRA4","LILRA4","LILRA4","MsAge7K_00"
"ALKAL2","ALKAL2","ALKAL2","MsAge7K_00"
"COMP","COMP","COMP","MsAge7K_00"
"POLE2","POLE2","POLE2","MsAge7K_00"
"NOX1","NOX1","NOX1","MsAge7K_00"
"CCDC15","CCDC15","CCDC15","MsAge7K_00"
"MYO5C","MYO5C","MYO5C","MsAge7K_00"
"GNA15","GNA15","GNA15","MsAge7K_00"
"BSPRY","BSPRY","BSPRY","MsAge7K_00"
"HS3ST2","HS3ST2","HS3ST2","MsAge7K_00"
"SUN3","SUN3","SUN3","MsAge7K_00"
"WFDC3","WFDC3","WFDC3","MsAge7K_00"
"COLQ","COLQ","COLQ","MsAge7K_00"
"ATP4A","ATP4A","ATP4A","MsAge7K_00"
"GPSM3","GPSM3","GPSM3","MsAge7K_00"
"HTRA4","HTRA4","HTRA4","MsAge7K_00"
"B3GNT9","B3GNT9","B3GNT9","MsAge7K_00"
"PBLD","PBLD","PBLD","MsAge7K_00"
"UBE2C","UBE2C","UBE2C","MsAge7K_00"
"USP51","USP51","USP51","MsAge7K_00"
"KDM7A","KDM7A","KDM7A","MsAge7K_03"
"LRMP","LRMP","LRMP","MsAge7K_00"
"CYSLTR1","CYSLTR1","CYSLTR1","MsAge7K_00"
"FBXL13","FBXL13","FBXL13","MsAge7K_00"
"DGAT2L6","DGAT2L6","DGAT2L6","MsAge7K_00"
"CD40","CD40","CD40","MsAge7K_00"
"TYROBP","TYROBP","TYROBP","MsAge7K_04"
"DOC2A","DOC2A","DOC2A","MsAge7K_00"
"EXOC3L2","EXOC3L2","EXOC3L2","MsAge7K_00"
"HHIP","HHIP","HHIP","MsAge7K_01"
"ANAPC15","ANAPC15","ANAPC15","MsAge7K_00"
"OVGP1","OVGP1","OVGP1","MsAge7K_00"
"RRM2","RRM2","RRM2","MsAge7K_00"
"CXorf57","CXorf57","CXorf57","MsAge7K_00"
"ERMN","ERMN","ERMN","MsAge7K_09"
"MYO1A","MYO1A","MYO1A","MsAge7K_00"
"PROM1","PROM1","PROM1","MsAge7K_01"
"CCHCR1","CCHCR1","CCHCR1","MsAge7K_00"
"TRIM34","TRIM34","TRIM34","MsAge7K_00"
"TRIM6-TRIM34","TRIM6-TRIM34","TRIM6-TRIM34","MsAge7K_00"
"INHBB","INHBB","INHBB","MsAge7K_00"
"C11orf65","C11orf65","C11orf65","MsAge7K_00"
"APOL3","APOL3","APOL3","MsAge7K_00"
"WNT16","WNT16","WNT16","MsAge7K_00"
"C1S","C1S","C1S","MsAge7K_00"
"MARVELD2","MARVELD2","MARVELD2","MsAge7K_00"
"CNTN5","CNTN5","CNTN5","MsAge7K_08"
"C8orf58","C8orf58","C8orf58","MsAge7K_00"
"CENPS","CENPS","CENPS","MsAge7K_00"
"SYTL4","SYTL4","SYTL4","MsAge7K_00"
"MISP","MISP","MISP","MsAge7K_00"
"GUCY2F","GUCY2F","GUCY2F","MsAge7K_00"
"CD22","CD22","CD22","MsAge7K_04"
"CTSS","CTSS","CTSS","MsAge7K_04"
"STEAP4","STEAP4","STEAP4","MsAge7K_00"
"ABI3","ABI3","ABI3","MsAge7K_00"
"FAM3D","FAM3D","FAM3D","MsAge7K_00"
"HMOX2","HMOX2","HMOX2","MsAge7K_00"
"SLAMF1","SLAMF1","SLAMF1","MsAge7K_00"
"HIST1H1B","HIST1H1B","HIST1H1B","MsAge7K_00"
"WIF1","WIF1","WIF1","MsAge7K_00"
"GPC3","GPC3","GPC3","MsAge7K_00"
"HMCN1","HMCN1","HMCN1","MsAge7K_00"
"TEKT4","TEKT4","TEKT4","MsAge7K_00"
"COL13A1","COL13A1","COL13A1","MsAge7K_00"
"CCDC87","CCDC87","CCDC87","MsAge7K_00"
"TCF24","TCF24","TCF24","MsAge7K_00"
"FOXL2","FOXL2","FOXL2","MsAge7K_00"
"GIPC2","GIPC2","GIPC2","MsAge7K_00"
"EPHA2","EPHA2","EPHA2","MsAge7K_00"
"NAT8","NAT8","NAT8","MsAge7K_00"
"ADGRF4","ADGRF4","ADGRF4","MsAge7K_00"
"MS4A7","MS4A7","MS4A7","MsAge7K_04"
"ARHGAP25","ARHGAP25","ARHGAP25","MsAge7K_06"
"DPM1","DPM1","DPM1","MsAge7K_00"
"PCDHA1","PCDHA1","PCDHA1","MsAge7K_00"
"VIM","VIM","VIM","MsAge7K_04"
"MCTP2","MCTP2","MCTP2","MsAge7K_00"
"IGDCC3","IGDCC3","IGDCC3","MsAge7K_00"
"HIC1","HIC1","HIC1","MsAge7K_00"
"GPRIN2","GPRIN2","GPRIN2","MsAge7K_00"
"RINL","RINL","RINL","MsAge7K_00"
"IFI35","IFI35","IFI35","MsAge7K_00"
"MAMDC4","MAMDC4","MAMDC4","MsAge7K_00"
"TMEM45A","TMEM45A","TMEM45A","MsAge7K_00"
"DMRTA2","DMRTA2","DMRTA2","MsAge7K_00"
"CNOT7","CNOT7","CNOT7","MsAge7K_00"
"ALDH1A3","ALDH1A3","ALDH1A3","MsAge7K_00"
"FAM183A","FAM183A","FAM183A","MsAge7K_00"
"SYNC","SYNC","SYNC","MsAge7K_00"
"ASB2","ASB2","ASB2","MsAge7K_16"
"AGT","AGT","AGT","MsAge7K_00"
"BDH2","BDH2","BDH2","MsAge7K_00"
"ST8SIA2","ST8SIA2","ST8SIA2","MsAge7K_00"
"RARRES1","RARRES1","RARRES1","MsAge7K_00"
"CTF1","CTF1","CTF1","MsAge7K_00"
"CRISPLD1","CRISPLD1","CRISPLD1","MsAge7K_00"
"CCDC188","CCDC188","CCDC188","MsAge7K_00"
"B3GNT7","B3GNT7","B3GNT7","MsAge7K_00"
"PPARG","PPARG","PPARG","MsAge7K_00"
"FANCI","FANCI","FANCI","MsAge7K_00"
"TMEM171","TMEM171","TMEM171","MsAge7K_00"
"NRAP","NRAP","NRAP","MsAge7K_00"
"GJB1","GJB1","GJB1","MsAge7K_09"
"TPX2","TPX2","TPX2","MsAge7K_00"
"LIX1L","LIX1L","LIX1L","MsAge7K_00"
"LEF1","LEF1","LEF1","MsAge7K_00"
"KLHL35","KLHL35","KLHL35","MsAge7K_00"
"LOXL2","LOXL2","LOXL2","MsAge7K_00"
"FAM19A4","FAM19A4","FAM19A4","MsAge7K_00"
"JMJD7-PLA2G4B","JMJD7-PLA2G4B","JMJD7-PLA2G4B","MsAge7K_00"
"PLA2G4B","PLA2G4B","PLA2G4B","MsAge7K_00"
"CDH19","CDH19","CDH19","MsAge7K_09"
"YAE1","YAE1","YAE1","MsAge7K_00"
"SOX11","SOX11","SOX11","MsAge7K_01"
"HHIPL2","HHIPL2","HHIPL2","MsAge7K_00"
"TFB1M","TFB1M","TFB1M","MsAge7K_00"
"TCEA3","TCEA3","TCEA3","MsAge7K_00"
"ZBTB32","ZBTB32","ZBTB32","MsAge7K_00"
"PROKR2","PROKR2","PROKR2","MsAge7K_00"
"MALRD1","MALRD1","MALRD1","MsAge7K_00"
"LRRIQ3","LRRIQ3","LRRIQ3","MsAge7K_00"
"MYADML2","MYADML2","MYADML2","MsAge7K_00"
"NINJ2","NINJ2","NINJ2","MsAge7K_09"
"ZNF593","ZNF593","ZNF593","MsAge7K_00"
"LRRC29","LRRC29","LRRC29","MsAge7K_00"
"HSPB6","HSPB6","HSPB6","MsAge7K_00"
"MECOM","MECOM","MECOM","MsAge7K_00"
"EFNA5","EFNA5","EFNA5","MsAge7K_05"
"AGTR1","AGTR1","AGTR1","MsAge7K_00"
"BATF2","BATF2","BATF2","MsAge7K_00"
"JSRP1","JSRP1","JSRP1","MsAge7K_00"
"DENND2D","DENND2D","DENND2D","MsAge7K_00"
"FCGR1B","FCGR1B","FCGR1B","MsAge7K_00"
"FCGR1A","FCGR1A","FCGR1A","MsAge7K_00"
"EFHB","EFHB","EFHB","MsAge7K_00"
"RTL9","RTL9","RTL9","MsAge7K_00"
"BMP7","BMP7","BMP7","MsAge7K_07"
"CD1D","CD1D","CD1D","MsAge7K_00"
"FRK","FRK","FRK","MsAge7K_00"
"LPXN","LPXN","LPXN","MsAge7K_00"
"ROPN1L","ROPN1L","ROPN1L","MsAge7K_00"
"MICALL2","MICALL2","MICALL2","MsAge7K_00"
"S1PR2","S1PR2","S1PR2","MsAge7K_00"
"POPDC3","POPDC3","POPDC3","MsAge7K_05"
"NPHS1","NPHS1","NPHS1","MsAge7K_00"
"CTBS","CTBS","CTBS","MsAge7K_00"
"SASH3","SASH3","SASH3","MsAge7K_00"
"BEST3","BEST3","BEST3","MsAge7K_11"
"LCK","LCK","LCK","MsAge7K_00"
"TMEM17","TMEM17","TMEM17","MsAge7K_00"
"TNFAIP2","TNFAIP2","TNFAIP2","MsAge7K_00"
"NKPD1","NKPD1","NKPD1","MsAge7K_00"
"TBC1D2","TBC1D2","TBC1D2","MsAge7K_01"
"BHMT","BHMT","BHMT","MsAge7K_01"
"PLA2G4E","PLA2G4E","PLA2G4E","MsAge7K_00"
"RASAL3","RASAL3","RASAL3","MsAge7K_00"
"GCLM","GCLM","GCLM","MsAge7K_00"
"AVIL","AVIL","AVIL","MsAge7K_00"
"OR51Q1","OR51Q1","OR51Q1","MsAge7K_00"
"MSLN","MSLN","MSLN","MsAge7K_00"
"ALOX12","ALOX12","ALOX12","MsAge7K_00"
"SLC25A21","SLC25A21","SLC25A21","MsAge7K_00"
"C9orf16","C9orf16","C9orf16","MsAge7K_00"
"PLCB2","PLCB2","PLCB2","MsAge7K_00"
"TCF15","TCF15","TCF15","MsAge7K_00"
"ARHGEF33","ARHGEF33","ARHGEF33","MsAge7K_00"
"ADAMTS5","ADAMTS5","ADAMTS5","MsAge7K_00"
"SLC27A3","SLC27A3","SLC27A3","MsAge7K_01"
"ERMAP","ERMAP","ERMAP","MsAge7K_00"
"FHL3","FHL3","FHL3","MsAge7K_00"
"C11orf94","C11orf94","C11orf94","MsAge7K_16"
"CCDC169","CCDC169","CCDC169","MsAge7K_00"
"INS","INS","INS","MsAge7K_00"
"SYT2","SYT2","SYT2","MsAge7K_02"
"GPR55","GPR55","GPR55","MsAge7K_00"
"FUT2","FUT2","FUT2","MsAge7K_00"
"SOX4","SOX4","SOX4","MsAge7K_01"
"TMEM156","TMEM156","TMEM156","MsAge7K_00"
"NOX4","NOX4","NOX4","MsAge7K_00"
"RASSF7","RASSF7","RASSF7","MsAge7K_00"
"PRX","PRX","PRX","MsAge7K_00"
"KY","KY","KY","MsAge7K_00"
"CHODL","CHODL","CHODL","MsAge7K_00"
"CYP26A1","CYP26A1","CYP26A1","MsAge7K_00"
"MYOM3","MYOM3","MYOM3","MsAge7K_00"
"BARX2","BARX2","BARX2","MsAge7K_00"
"JPH1","JPH1","JPH1","MsAge7K_00"
"ITGA5","ITGA5","ITGA5","MsAge7K_00"
"KCNH6","KCNH6","KCNH6","MsAge7K_00"
"SEC14L5","SEC14L5","SEC14L5","MsAge7K_09"
"CATSPERD","CATSPERD","CATSPERD","MsAge7K_00"
"BAZ1A","BAZ1A","BAZ1A","MsAge7K_00"
"RHOH","RHOH","RHOH","MsAge7K_00"
"TIMM10B","TIMM10B","TIMM10B","MsAge7K_00"
"SLC38A4","SLC38A4","SLC38A4","MsAge7K_00"
"MYEF2","MYEF2","MYEF2","MsAge7K_00"
"C4orf48","C4orf48","C4orf48","MsAge7K_00"
"ZNF384","ZNF384","ZNF384","MsAge7K_00"
"SFRP4","SFRP4","SFRP4","MsAge7K_00"
"PTGR1","PTGR1","PTGR1","MsAge7K_00"
"HIST1H1C","HIST1H1C","HIST1H1C","MsAge7K_00"
"PHLDA2","PHLDA2","PHLDA2","MsAge7K_00"
"VSIG10","VSIG10","VSIG10","MsAge7K_00"
"RBP4","RBP4","RBP4","MsAge7K_02"
"RIMS3","RIMS3","RIMS3","MsAge7K_02"
"HPR","HPR","HPR","MsAge7K_00"
"HP","HP","HP","MsAge7K_00"
"GLIPR1","GLIPR1","GLIPR1","MsAge7K_00"
"HELB","HELB","HELB","MsAge7K_00"
"PAPPA","PAPPA","PAPPA","MsAge7K_00"
"TMEM88","TMEM88","TMEM88","MsAge7K_00"
"ADRB3","ADRB3","ADRB3","MsAge7K_00"
"TMEM52","TMEM52","TMEM52","MsAge7K_00"
"CLEC2D","CLEC2D","CLEC2D","MsAge7K_00"
"PMAIP1","PMAIP1","PMAIP1","MsAge7K_00"
"NTF4","NTF4","NTF4","MsAge7K_00"
"TCEAL7","TCEAL7","TCEAL7","MsAge7K_00"
"FBXO5","FBXO5","FBXO5","MsAge7K_00"
"DEUP1","DEUP1","DEUP1","MsAge7K_00"
"OSGIN1","OSGIN1","OSGIN1","MsAge7K_00"
"PDE6B","PDE6B","PDE6B","MsAge7K_00"
"TEKT2","TEKT2","TEKT2","MsAge7K_00"
"AQP9","AQP9","AQP9","MsAge7K_00"
"CRHR2","CRHR2","CRHR2","MsAge7K_00"
"KIF2C","KIF2C","KIF2C","MsAge7K_00"
"TMEM53","TMEM53","TMEM53","MsAge7K_00"
"PIK3CG","PIK3CG","PIK3CG","MsAge7K_04"
"DOK1","DOK1","DOK1","MsAge7K_00"
"TNFAIP3","TNFAIP3","TNFAIP3","MsAge7K_00"
"SLC43A3","SLC43A3","SLC43A3","MsAge7K_00"
"CSF2RB","CSF2RB","CSF2RB","MsAge7K_03"
"DBP","DBP","DBP","MsAge7K_04"
"PKN3","PKN3","PKN3","MsAge7K_00"
"RETN","RETN","RETN","MsAge7K_00"
"RSF1","RSF1","RSF1","MsAge7K_00"
"COL9A2","COL9A2","COL9A2","MsAge7K_07"
"IRF9","IRF9","IRF9","MsAge7K_04"
"RASSF9","RASSF9","RASSF9","MsAge7K_00"
"SPOCD1","SPOCD1","SPOCD1","MsAge7K_00"
"ITGB6","ITGB6","ITGB6","MsAge7K_00"
"TGFB3","TGFB3","TGFB3","MsAge7K_00"
"ACOX2","ACOX2","ACOX2","MsAge7K_00"
"ADAMTS15","ADAMTS15","ADAMTS15","MsAge7K_00"
"TMC2","TMC2","TMC2","MsAge7K_00"
"A3GALT2","A3GALT2","A3GALT2","MsAge7K_00"
"C1QA","C1QA","C1QA","MsAge7K_04"
"RUNX1","RUNX1","RUNX1","MsAge7K_00"
"LRRC23","LRRC23","LRRC23","MsAge7K_00"
"HNF1B","HNF1B","HNF1B","MsAge7K_00"
"TBXAS1","TBXAS1","TBXAS1","MsAge7K_00"
"CDA","CDA","CDA","MsAge7K_00"
"ITGA2B","ITGA2B","ITGA2B","MsAge7K_00"
"LAMC3","LAMC3","LAMC3","MsAge7K_07"
"DEF6","DEF6","DEF6","MsAge7K_00"
"ASPA","ASPA","ASPA","MsAge7K_09"
"SDF2L1","SDF2L1","SDF2L1","MsAge7K_00"
"SIX5","SIX5","SIX5","MsAge7K_00"
"ARHGAP28","ARHGAP28","ARHGAP28","MsAge7K_00"
"C2orf70","C2orf70","C2orf70","MsAge7K_00"
"ID1","ID1","ID1","MsAge7K_00"
"CFAP206","CFAP206","CFAP206","MsAge7K_14"
"ADAM18","ADAM18","ADAM18","MsAge7K_00"
"E2F1","E2F1","E2F1","MsAge7K_00"
"MEGF6","MEGF6","MEGF6","MsAge7K_00"
"GNG4","GNG4","GNG4","MsAge7K_02"
"MRGPRF","MRGPRF","MRGPRF","MsAge7K_07"
"CHST14","CHST14","CHST14","MsAge7K_00"
"ADRM1","ADRM1","ADRM1","MsAge7K_00"
"LMCD1","LMCD1","LMCD1","MsAge7K_00"
"HDDC3","HDDC3","HDDC3","MsAge7K_00"
"DACT1","DACT1","DACT1","MsAge7K_00"
"RFLNA","RFLNA","RFLNA","MsAge7K_00"
"TRIM21","TRIM21","TRIM21","MsAge7K_00"
"GREB1","GREB1","GREB1","MsAge7K_00"
"CHRDL2","CHRDL2","CHRDL2","MsAge7K_00"
"SCART1","SCART1","SCART1","MsAge7K_00"
"CCDC122","CCDC122","CCDC122","MsAge7K_00"
"PRRG1","PRRG1","PRRG1","MsAge7K_09"
"ANKRD65","ANKRD65","ANKRD65","MsAge7K_00"
"CLRN1","CLRN1","CLRN1","MsAge7K_00"
"COL8A2","COL8A2","COL8A2","MsAge7K_00"
"GSG1L","GSG1L","GSG1L","MsAge7K_02"
"FOXJ1","FOXJ1","FOXJ1","MsAge7K_00"
"PYGL","PYGL","PYGL","MsAge7K_00"
"LAT","LAT","LAT","MsAge7K_00"
"HCRTR1","HCRTR1","HCRTR1","MsAge7K_00"
"SLC26A10","SLC26A10","SLC26A10","MsAge7K_11"
"ITGA2","ITGA2","ITGA2","MsAge7K_00"
"CITED1","CITED1","CITED1","MsAge7K_00"
"EFCAB9","EFCAB9","EFCAB9","MsAge7K_00"
"ECT2L","ECT2L","ECT2L","MsAge7K_00"
"MFSD4A","MFSD4A","MFSD4A","MsAge7K_00"
"SMIM3","SMIM3","SMIM3","MsAge7K_00"
"SLC41A3","SLC41A3","SLC41A3","MsAge7K_00"
"SLCO1B7","SLCO1B7","SLCO1B7","MsAge7K_00"
"SLCO1B3","SLCO1B3","SLCO1B3","MsAge7K_00"
"SLCO1B1","SLCO1B1","SLCO1B1","MsAge7K_00"
"SH2D6","SH2D6","SH2D6","MsAge7K_00"
"SSTR1","SSTR1","SSTR1","MsAge7K_05"
"DNA2","DNA2","DNA2","MsAge7K_00"
"ENPEP","ENPEP","ENPEP","MsAge7K_00"
"TMEM106A","TMEM106A","TMEM106A","MsAge7K_00"
"AARD","AARD","AARD","MsAge7K_00"
"KCNE5","KCNE5","KCNE5","MsAge7K_00"
"MSH5-SAPCD1","MSH5-SAPCD1","MSH5-SAPCD1","MsAge7K_00"
"MSH5","MSH5","MSH5","MsAge7K_00"
"FAM221A","FAM221A","FAM221A","MsAge7K_00"
"PSMG3","PSMG3","PSMG3","MsAge7K_00"
"PM20D1","PM20D1","PM20D1","MsAge7K_00"
"TOX","TOX","TOX","MsAge7K_02"
"COL17A1","COL17A1","COL17A1","MsAge7K_00"
"SMTNL2","SMTNL2","SMTNL2","MsAge7K_00"
"B3GNT8","B3GNT8","B3GNT8","MsAge7K_00"
"FCRLB","FCRLB","FCRLB","MsAge7K_00"
"NFATC1","NFATC1","NFATC1","MsAge7K_00"
"ADGRG3","ADGRG3","ADGRG3","MsAge7K_00"
"ARSI","ARSI","ARSI","MsAge7K_00"
"CRACR2A","CRACR2A","CRACR2A","MsAge7K_00"
"DDX11","DDX11","DDX11","MsAge7K_00"
"OOEP","OOEP","OOEP","MsAge7K_00"
"PLEKHD1","PLEKHD1","PLEKHD1","MsAge7K_00"
"TNNI3","TNNI3","TNNI3","MsAge7K_00"
"IL4I1","IL4I1","IL4I1","MsAge7K_00"
"FAM118B","FAM118B","FAM118B","MsAge7K_00"
"OXTR","OXTR","OXTR","MsAge7K_00"
"ROBO3","ROBO3","ROBO3","MsAge7K_11"
"CDH7","CDH7","CDH7","MsAge7K_02"
"ANXA2","ANXA2","ANXA2","MsAge7K_07"
"ESPN","ESPN","ESPN","MsAge7K_00"
"NPPC","NPPC","NPPC","MsAge7K_00"
"MOB3B","MOB3B","MOB3B","MsAge7K_06"
"RSPH1","RSPH1","RSPH1","MsAge7K_00"
"GPR151","GPR151","GPR151","MsAge7K_00"
"EBF1","EBF1","EBF1","MsAge7K_00"
"QDPR","QDPR","QDPR","MsAge7K_12"
"ADA","ADA","ADA","MsAge7K_00"
"RTBDN","RTBDN","RTBDN","MsAge7K_00"
"TCP11","TCP11","TCP11","MsAge7K_00"
"TSSK4","TSSK4","TSSK4","MsAge7K_00"
"FA2H","FA2H","FA2H","MsAge7K_01"
"GPR157","GPR157","GPR157","MsAge7K_00"
"CHRNA3","CHRNA3","CHRNA3","MsAge7K_00"
"SPTSSB","SPTSSB","SPTSSB","MsAge7K_00"
"TEAD3","TEAD3","TEAD3","MsAge7K_00"
"CATSPERG","CATSPERG","CATSPERG","MsAge7K_00"
"TUSC1","TUSC1","TUSC1","MsAge7K_00"
"SLC12A1","SLC12A1","SLC12A1","MsAge7K_00"
"HERC6","HERC6","HERC6","MsAge7K_00"
"FERMT3","FERMT3","FERMT3","MsAge7K_04"
"WISP3","WISP3","WISP3","MsAge7K_00"
"MAMSTR","MAMSTR","MAMSTR","MsAge7K_00"
"MFSD3","MFSD3","MFSD3","MsAge7K_00"
"POF1B","POF1B","POF1B","MsAge7K_00"
"TRIB1","TRIB1","TRIB1","MsAge7K_13"
"LGALS4","LGALS4","LGALS4","MsAge7K_00"
"CSF3R","CSF3R","CSF3R","MsAge7K_04"
"SLC26A8","SLC26A8","SLC26A8","MsAge7K_00"
"CCDC151","CCDC151","CCDC151","MsAge7K_00"
"ST8SIA6","ST8SIA6","ST8SIA6","MsAge7K_00"
"DSG2","DSG2","DSG2","MsAge7K_00"
"RENBP","RENBP","RENBP","MsAge7K_00"
"PAQR5","PAQR5","PAQR5","MsAge7K_00"
"MARCH3","MARCH3","MARCH3","MsAge7K_00"
"KLHL14","KLHL14","KLHL14","MsAge7K_00"
"DGCR2","DGCR2","DGCR2","MsAge7K_00"
"NOS3","NOS3","NOS3","MsAge7K_00"
"C8orf89","C8orf89","C8orf89","MsAge7K_00"
"SLC16A5","SLC16A5","SLC16A5","MsAge7K_00"
"LRRC25","LRRC25","LRRC25","MsAge7K_00"
"ITPR3","ITPR3","ITPR3","MsAge7K_00"
"KLHL41","KLHL41","KLHL41","MsAge7K_00"
"FHIT","FHIT","FHIT","MsAge7K_08"
"PLK1","PLK1","PLK1","MsAge7K_00"
"SLC7A11","SLC7A11","SLC7A11","MsAge7K_07"
"CRIP3","CRIP3","CRIP3","MsAge7K_00"
"CCDC40","CCDC40","CCDC40","MsAge7K_00"
"DEGS2","DEGS2","DEGS2","MsAge7K_00"
"RDH12","RDH12","RDH12","MsAge7K_00"
"CENPQ","CENPQ","CENPQ","MsAge7K_00"
"FANCC","FANCC","FANCC","MsAge7K_00"
"NPAS3","NPAS3","NPAS3","MsAge7K_08"
"TPPP3","TPPP3","TPPP3","MsAge7K_09"
"APOBEC3H","APOBEC3H","APOBEC3H","MsAge7K_00"
"IQCH","IQCH","IQCH","MsAge7K_00"
"TEX15","TEX15","TEX15","MsAge7K_00"
"AIF1","AIF1","AIF1","MsAge7K_00"
"ARRDC2","ARRDC2","ARRDC2","MsAge7K_00"
"SNX22","SNX22","SNX22","MsAge7K_00"
"STARD6","STARD6","STARD6","MsAge7K_00"
