"","PSID","Gene","Module"
"MAPKAPK5","MAPKAPK5","MAPKAPK5","MsAge7K_00"
"RAB29","RAB29","RAB29","MsAge7K_00"
"F12","F12","F12","MsAge7K_00"
"MAMDC2","MAMDC2","MAMDC2","MsAge7K_00"
"RSPH4A","RSPH4A","RSPH4A","MsAge7K_14"
"PGBD1","PGBD1","PGBD1","MsAge7K_00"
"MCM5","MCM5","MCM5","MsAge7K_00"
"RGS6","RGS6","RGS6","MsAge7K_02"
"KL","KL","KL","MsAge7K_00"
"NAPRT","NAPRT","NAPRT","MsAge7K_00"
"PADI2","PADI2","PADI2","MsAge7K_01"
"GULP1","GULP1","GULP1","MsAge7K_00"
"INCA1","INCA1","INCA1","MsAge7K_00"
"BBS10","BBS10","BBS10","MsAge7K_00"
"CHAF1A","CHAF1A","CHAF1A","MsAge7K_00"
"SPATA9","SPATA9","SPATA9","MsAge7K_00"
"OST4","OST4","OST4","MsAge7K_00"
"COL4A1","COL4A1","COL4A1","MsAge7K_01"
"MSH4","MSH4","MSH4","MsAge7K_00"
"WDR5B","WDR5B","WDR5B","MsAge7K_00"
"ASB18","ASB18","ASB18","MsAge7K_00"
"ZNF510","ZNF510","ZNF510","MsAge7K_00"
"COL11A2","COL11A2","COL11A2","MsAge7K_00"
"PON1","PON1","PON1","MsAge7K_00"
"GALK1","GALK1","GALK1","MsAge7K_00"
"SLC9A7","SLC9A7","SLC9A7","MsAge7K_03"
"DNAH5","DNAH5","DNAH5","MsAge7K_00"
"PHLDA1","PHLDA1","PHLDA1","MsAge7K_00"
"VAMP8","VAMP8","VAMP8","MsAge7K_00"
"ANKRD37","ANKRD37","ANKRD37","MsAge7K_00"
"FOXF2","FOXF2","FOXF2","MsAge7K_00"
"VAT1L","VAT1L","VAT1L","MsAge7K_06"
"CLDN9","CLDN9","CLDN9","MsAge7K_00"
"TSHR","TSHR","TSHR","MsAge7K_00"
"CEP112","CEP112","CEP112","MsAge7K_08"
"GSTK1","GSTK1","GSTK1","MsAge7K_00"
"NMB","NMB","NMB","MsAge7K_00"
"OPRM1","OPRM1","OPRM1","MsAge7K_05"
"SYPL2","SYPL2","SYPL2","MsAge7K_00"
"VPS26C","VPS26C","VPS26C","MsAge7K_00"
"CCDC8","CCDC8","CCDC8","MsAge7K_00"
"FBXO48","FBXO48","FBXO48","MsAge7K_00"
"ZFP41","ZFP41","ZFP41","MsAge7K_01"
"PLXND1","PLXND1","PLXND1","MsAge7K_02"
"IL17RA","IL17RA","IL17RA","MsAge7K_02"
"PARD6B","PARD6B","PARD6B","MsAge7K_00"
"USP54","USP54","USP54","MsAge7K_03"
"LSMEM1","LSMEM1","LSMEM1","MsAge7K_00"
"INSL5","INSL5","INSL5","MsAge7K_00"
"ADAMTSL2","ADAMTSL2","ADAMTSL2","MsAge7K_00"
"ASS1","ASS1","ASS1","MsAge7K_00"
"DNAH2","DNAH2","DNAH2","MsAge7K_00"
"KDM5D","KDM5D","KDM5D","MsAge7K_00"
"NGF","NGF","NGF","MsAge7K_00"
"ZNF618","ZNF618","ZNF618","MsAge7K_00"
"SCAND1","SCAND1","SCAND1","MsAge7K_00"
"CCDC51","CCDC51","CCDC51","MsAge7K_00"
"ZNF786","ZNF786","ZNF786","MsAge7K_00"
"FAM107A","FAM107A","FAM107A","MsAge7K_00"
"GADD45B","GADD45B","GADD45B","MsAge7K_13"
"ADAM12","ADAM12","ADAM12","MsAge7K_00"
"FRRS1","FRRS1","FRRS1","MsAge7K_01"
"KRT18","KRT18","KRT18","MsAge7K_00"
"KRT73","KRT73","KRT73","MsAge7K_00"
"FREM1","FREM1","FREM1","MsAge7K_00"
"EPYC","EPYC","EPYC","MsAge7K_00"
"MIEN1","MIEN1","MIEN1","MsAge7K_00"
"FN1","FN1","FN1","MsAge7K_07"
"EZH2","EZH2","EZH2","MsAge7K_00"
"SLC2A5","SLC2A5","SLC2A5","MsAge7K_00"
"CMYA5","CMYA5","CMYA5","MsAge7K_00"
"SPRYD4","SPRYD4","SPRYD4","MsAge7K_00"
"TRIP6","TRIP6","TRIP6","MsAge7K_00"
"GTF3C2","GTF3C2","GTF3C2","MsAge7K_00"
"ARSG","ARSG","ARSG","MsAge7K_09"
"NTN4","NTN4","NTN4","MsAge7K_00"
"CCDC125","CCDC125","CCDC125","MsAge7K_00"
"UACA","UACA","UACA","MsAge7K_07"
"GZMM","GZMM","GZMM","MsAge7K_00"
"FAM122B","FAM122B","FAM122B","MsAge7K_00"
"PLIN2","PLIN2","PLIN2","MsAge7K_00"
"HPGD","HPGD","HPGD","MsAge7K_00"
"KLHL33","KLHL33","KLHL33","MsAge7K_00"
"LRRC38","LRRC38","LRRC38","MsAge7K_00"
"SEPT1","SEPT1","SEPT1","MsAge7K_00"
"SGSH","SGSH","SGSH","MsAge7K_00"
"MTERF1","MTERF1","MTERF1","MsAge7K_00"
"SDSL","SDSL","SDSL","MsAge7K_00"
"RREB1","RREB1","RREB1","MsAge7K_17"
"ROM1","ROM1","ROM1","MsAge7K_00"
"GPX7","GPX7","GPX7","MsAge7K_00"
"ATP7A","ATP7A","ATP7A","MsAge7K_03"
"BCL2L11","BCL2L11","BCL2L11","MsAge7K_00"
"NOTCH3","NOTCH3","NOTCH3","MsAge7K_00"
"ACCS","ACCS","ACCS","MsAge7K_00"
"KYAT3","KYAT3","KYAT3","MsAge7K_00"
"GCNT1","GCNT1","GCNT1","MsAge7K_00"
"C2orf76","C2orf76","C2orf76","MsAge7K_00"
"RCSD1","RCSD1","RCSD1","MsAge7K_00"
"PRCD","PRCD","PRCD","MsAge7K_00"
"DERA","DERA","DERA","MsAge7K_00"
"GDPD2","GDPD2","GDPD2","MsAge7K_00"
"TINAGL1","TINAGL1","TINAGL1","MsAge7K_00"
"SORCS1","SORCS1","SORCS1","MsAge7K_00"
"STOX1","STOX1","STOX1","MsAge7K_00"
"PCSK1N","PCSK1N","PCSK1N","MsAge7K_00"
"CEP72","CEP72","CEP72","MsAge7K_00"
"RBMXL1","RBMXL1","RBMXL1","MsAge7K_12"
"FSTL3","FSTL3","FSTL3","MsAge7K_00"
"NPNT","NPNT","NPNT","MsAge7K_11"
"BEAN1","BEAN1","BEAN1","MsAge7K_02"
"PDE1C","PDE1C","PDE1C","MsAge7K_00"
"TIMM8A","TIMM8A","TIMM8A","MsAge7K_16"
"ADAMTS2","ADAMTS2","ADAMTS2","MsAge7K_00"
"CDC45","CDC45","CDC45","MsAge7K_00"
"DUSP23","DUSP23","DUSP23","MsAge7K_00"
"F2R","F2R","F2R","MsAge7K_00"
"OR51E2","OR51E2","OR51E2","MsAge7K_00"
"ALKBH3","ALKBH3","ALKBH3","MsAge7K_00"
"P3H2","P3H2","P3H2","MsAge7K_00"
"AP1S3","AP1S3","AP1S3","MsAge7K_00"
"OR7C2","OR7C2","OR7C2","MsAge7K_00"
"SYCP2","SYCP2","SYCP2","MsAge7K_00"
"LAIR1","LAIR1","LAIR1","MsAge7K_04"
"TEX45","TEX45","TEX45","MsAge7K_00"
"DLL1","DLL1","DLL1","MsAge7K_00"
"HTRA3","HTRA3","HTRA3","MsAge7K_00"
"NRTN","NRTN","NRTN","MsAge7K_00"
"DHTKD1","DHTKD1","DHTKD1","MsAge7K_00"
"PI4K2B","PI4K2B","PI4K2B","MsAge7K_00"
"STRA6","STRA6","STRA6","MsAge7K_00"
"SH2D3C","SH2D3C","SH2D3C","MsAge7K_00"
"ACAD10","ACAD10","ACAD10","MsAge7K_00"
"OPN3","OPN3","OPN3","MsAge7K_02"
"SYNE4","SYNE4","SYNE4","MsAge7K_00"
"ANGPT1","ANGPT1","ANGPT1","MsAge7K_00"
"VRK2","VRK2","VRK2","MsAge7K_00"
"APBB1IP","APBB1IP","APBB1IP","MsAge7K_04"
"TAGLN2","TAGLN2","TAGLN2","MsAge7K_00"
"FNDC8","FNDC8","FNDC8","MsAge7K_00"
"GJB6","GJB6","GJB6","MsAge7K_00"
"KCNA6","KCNA6","KCNA6","MsAge7K_00"
"FAM228A","FAM228A","FAM228A","MsAge7K_00"
"MUC13","MUC13","MUC13","MsAge7K_00"
"SCN9A","SCN9A","SCN9A","MsAge7K_02"
"RASD1","RASD1","RASD1","MsAge7K_00"
"AGRP","AGRP","AGRP","MsAge7K_00"
"FAM49A","FAM49A","FAM49A","MsAge7K_00"
"SLC7A7","SLC7A7","SLC7A7","MsAge7K_00"
"TAX1BP3","TAX1BP3","TAX1BP3","MsAge7K_00"
"LGALS1","LGALS1","LGALS1","MsAge7K_00"
"FLI1","FLI1","FLI1","MsAge7K_00"
"HMCN2","HMCN2","HMCN2","MsAge7K_00"
"IQUB","IQUB","IQUB","MsAge7K_00"
"SHC4","SHC4","SHC4","MsAge7K_00"
"CPZ","CPZ","CPZ","MsAge7K_00"
"VIT","VIT","VIT","MsAge7K_00"
"MAPKAPK3","MAPKAPK3","MAPKAPK3","MsAge7K_00"
"SMIM4","SMIM4","SMIM4","MsAge7K_00"
"ANXA3","ANXA3","ANXA3","MsAge7K_04"
"EFHC2","EFHC2","EFHC2","MsAge7K_00"
"CEP250","CEP250","CEP250","MsAge7K_00"
"FGD2","FGD2","FGD2","MsAge7K_00"
"CCDC88B","CCDC88B","CCDC88B","MsAge7K_00"
"ULBP3","ULBP3","ULBP3","MsAge7K_07"
"ULBP2","ULBP2","ULBP2","MsAge7K_07"
"ULBP1","ULBP1","ULBP1","MsAge7K_07"
"RAET1G","RAET1G","RAET1G","MsAge7K_07"
"RAET1L","RAET1L","RAET1L","MsAge7K_07"
"RAET1E","RAET1E","RAET1E","MsAge7K_07"
"EDAR","EDAR","EDAR","MsAge7K_00"
"NOG","NOG","NOG","MsAge7K_00"
"CATSPER2","CATSPER2","CATSPER2","MsAge7K_00"
"MAP3K19","MAP3K19","MAP3K19","MsAge7K_00"
"ZBTB37","ZBTB37","ZBTB37","MsAge7K_03"
"NEK8","NEK8","NEK8","MsAge7K_00"
"KDM8","KDM8","KDM8","MsAge7K_00"
"BORA","BORA","BORA","MsAge7K_00"
"LGI2","LGI2","LGI2","MsAge7K_02"
"MRTFB","MRTFB","MRTFB","MsAge7K_00"
"CSRP2","CSRP2","CSRP2","MsAge7K_01"
"C1QL2","C1QL2","C1QL2","MsAge7K_00"
"SH3BP2","SH3BP2","SH3BP2","MsAge7K_00"
"C9orf43","C9orf43","C9orf43","MsAge7K_00"
"ETHE1","ETHE1","ETHE1","MsAge7K_02"
"KIAA1522","KIAA1522","KIAA1522","MsAge7K_02"
"RASSF1","RASSF1","RASSF1","MsAge7K_00"
"EXOC3L1","EXOC3L1","EXOC3L1","MsAge7K_00"
"C15orf40","C15orf40","C15orf40","MsAge7K_00"
"SOX10","SOX10","SOX10","MsAge7K_01"
"ICOSLG","ICOSLG","ICOSLG","MsAge7K_00"
"NQO1","NQO1","NQO1","MsAge7K_00"
"ABTB2","ABTB2","ABTB2","MsAge7K_01"
"PARP12","PARP12","PARP12","MsAge7K_04"
"SEMA6A","SEMA6A","SEMA6A","MsAge7K_01"
"CNTN4","CNTN4","CNTN4","MsAge7K_02"
"PCBD2","PCBD2","PCBD2","MsAge7K_00"
"THAP4","THAP4","THAP4","MsAge7K_00"
"ORAI1","ORAI1","ORAI1","MsAge7K_00"
"FAM205C","FAM205C","FAM205C","MsAge7K_03"
"LRRTM4","LRRTM4","LRRTM4","MsAge7K_08"
"MDK","MDK","MDK","MsAge7K_00"
"GJD2","GJD2","GJD2","MsAge7K_00"
"TADA1","TADA1","TADA1","MsAge7K_00"
"ANKRD63","ANKRD63","ANKRD63","MsAge7K_06"
"RNLS","RNLS","RNLS","MsAge7K_00"
"TMEM216","TMEM216","TMEM216","MsAge7K_00"
"SNED1","SNED1","SNED1","MsAge7K_03"
"GPR149","GPR149","GPR149","MsAge7K_00"
"NES","NES","NES","MsAge7K_00"
"SMIM26","SMIM26","SMIM26","MsAge7K_10"
"WDR27","WDR27","WDR27","MsAge7K_00"
"CCDC117","CCDC117","CCDC117","MsAge7K_00"
"MLXIPL","MLXIPL","MLXIPL","MsAge7K_00"
"ZNF627","ZNF627","ZNF627","MsAge7K_00"
"BHMG1","BHMG1","BHMG1","MsAge7K_00"
"RBPJL","RBPJL","RBPJL","MsAge7K_00"
"FRAT2","FRAT2","FRAT2","MsAge7K_00"
"MPP7","MPP7","MPP7","MsAge7K_00"
"VTN","VTN","VTN","MsAge7K_07"
"CCDC89","CCDC89","CCDC89","MsAge7K_00"
"FAM43A","FAM43A","FAM43A","MsAge7K_00"
"MMP15","MMP15","MMP15","MsAge7K_01"
"ADRA2A","ADRA2A","ADRA2A","MsAge7K_00"
"SSTR4","SSTR4","SSTR4","MsAge7K_03"
"SLCO4C1","SLCO4C1","SLCO4C1","MsAge7K_00"
"CA14","CA14","CA14","MsAge7K_00"
"THBD","THBD","THBD","MsAge7K_07"
"CDHR1","CDHR1","CDHR1","MsAge7K_00"
"KLB","KLB","KLB","MsAge7K_00"
"TMEM196","TMEM196","TMEM196","MsAge7K_00"
"KCNG1","KCNG1","KCNG1","MsAge7K_05"
"SNRPF","SNRPF","SNRPF","MsAge7K_00"
"ISOC2","ISOC2","ISOC2","MsAge7K_00"
"NLRC3","NLRC3","NLRC3","MsAge7K_00"
"DLL3","DLL3","DLL3","MsAge7K_00"
"DGKI","DGKI","DGKI","MsAge7K_00"
"NEK10","NEK10","NEK10","MsAge7K_00"
"MCAM","MCAM","MCAM","MsAge7K_01"
"GPRC5C","GPRC5C","GPRC5C","MsAge7K_00"
"LIN9","LIN9","LIN9","MsAge7K_00"
"ZC3H6","ZC3H6","ZC3H6","MsAge7K_00"
"TTYH2","TTYH2","TTYH2","MsAge7K_09"
"LHX9","LHX9","LHX9","MsAge7K_00"
"FGD3","FGD3","FGD3","MsAge7K_01"
"AGBL2","AGBL2","AGBL2","MsAge7K_00"
"RASSF3","RASSF3","RASSF3","MsAge7K_02"
"SLC39A13","SLC39A13","SLC39A13","MsAge7K_00"
"INSM1","INSM1","INSM1","MsAge7K_00"
"PCDH18","PCDH18","PCDH18","MsAge7K_00"
"CSTL1","CSTL1","CSTL1","MsAge7K_00"
"DYNLT1","DYNLT1","DYNLT1","MsAge7K_00"
"NUDT22","NUDT22","NUDT22","MsAge7K_00"
"CPA2","CPA2","CPA2","MsAge7K_00"
"FKBP5","FKBP5","FKBP5","MsAge7K_15"
"TRAIP","TRAIP","TRAIP","MsAge7K_00"
"KLF15","KLF15","KLF15","MsAge7K_00"
"ETNK1","ETNK1","ETNK1","MsAge7K_03"
"GK5","GK5","GK5","MsAge7K_00"
"WHRN","WHRN","WHRN","MsAge7K_06"
"LENG9","LENG9","LENG9","MsAge7K_00"
"C19orf67","C19orf67","C19orf67","MsAge7K_00"
"PNP","PNP","PNP","MsAge7K_00"
"IMMP2L","IMMP2L","IMMP2L","MsAge7K_08"
"PRKCH","PRKCH","PRKCH","MsAge7K_00"
"KCNMB2","KCNMB2","KCNMB2","MsAge7K_08"
"NFE2L3","NFE2L3","NFE2L3","MsAge7K_00"
"PCOLCE2","PCOLCE2","PCOLCE2","MsAge7K_00"
"IGSF9B","IGSF9B","IGSF9B","MsAge7K_02"
"SCPEP1","SCPEP1","SCPEP1","MsAge7K_00"
"DYSF","DYSF","DYSF","MsAge7K_00"
"FAAP24","FAAP24","FAAP24","MsAge7K_00"
"S1PR5","S1PR5","S1PR5","MsAge7K_01"
"SLC19A3","SLC19A3","SLC19A3","MsAge7K_00"
"SEBOX","SEBOX","SEBOX","MsAge7K_00"
"POLD4","POLD4","POLD4","MsAge7K_00"
"FBN1","FBN1","FBN1","MsAge7K_00"
"CENPW","CENPW","CENPW","MsAge7K_00"
"NKIRAS2","NKIRAS2","NKIRAS2","MsAge7K_01"
"TRIM36","TRIM36","TRIM36","MsAge7K_09"
"ACOT11","ACOT11","ACOT11","MsAge7K_00"
"DAZL","DAZL","DAZL","MsAge7K_00"
"DCST1","DCST1","DCST1","MsAge7K_00"
"CDC20","CDC20","CDC20","MsAge7K_00"
"CAGE1","CAGE1","CAGE1","MsAge7K_00"
"FSTL4","FSTL4","FSTL4","MsAge7K_08"
"FGD5","FGD5","FGD5","MsAge7K_00"
"MYH7B","MYH7B","MYH7B","MsAge7K_00"
"POU3F2","POU3F2","POU3F2","MsAge7K_00"
"SULF1","SULF1","SULF1","MsAge7K_00"
"KCNJ18","KCNJ18","KCNJ18","MsAge7K_02"
"KCNJ12","KCNJ12","KCNJ12","MsAge7K_02"
"ST8SIA1","ST8SIA1","ST8SIA1","MsAge7K_00"
"SPATA13","SPATA13","SPATA13","MsAge7K_01"
"CYS1","CYS1","CYS1","MsAge7K_00"
"GUCY2D","GUCY2D","GUCY2D","MsAge7K_00"
"DOK3","DOK3","DOK3","MsAge7K_00"
"TFEB","TFEB","TFEB","MsAge7K_00"
"TUBA8","TUBA8","TUBA8","MsAge7K_00"
"OBSCN","OBSCN","OBSCN","MsAge7K_00"
"WDR89","WDR89","WDR89","MsAge7K_00"
"WFS1","WFS1","WFS1","MsAge7K_00"
"PDGFC","PDGFC","PDGFC","MsAge7K_00"
"FNDC1","FNDC1","FNDC1","MsAge7K_00"
"SASS6","SASS6","SASS6","MsAge7K_00"
"TRIM5","TRIM5","TRIM5","MsAge7K_00"
"PRELP","PRELP","PRELP","MsAge7K_00"
"TMEM51","TMEM51","TMEM51","MsAge7K_00"
"SMOC1","SMOC1","SMOC1","MsAge7K_07"
"SERTAD1","SERTAD1","SERTAD1","MsAge7K_00"
"FGF5","FGF5","FGF5","MsAge7K_00"
"PLEKHA2","PLEKHA2","PLEKHA2","MsAge7K_11"
"ADCY7","ADCY7","ADCY7","MsAge7K_00"
"CTHRC1","CTHRC1","CTHRC1","MsAge7K_00"
"EPOP","EPOP","EPOP","MsAge7K_02"
"CNTNAP4","CNTNAP4","CNTNAP4","MsAge7K_05"
"VSTM5","VSTM5","VSTM5","MsAge7K_00"
"HES1","HES1","HES1","MsAge7K_00"
"TTC12","TTC12","TTC12","MsAge7K_00"
"GPR62","GPR62","GPR62","MsAge7K_00"
"RFC4","RFC4","RFC4","MsAge7K_00"
"UNC5D","UNC5D","UNC5D","MsAge7K_05"
"SCNN1A","SCNN1A","SCNN1A","MsAge7K_00"
"PLD1","PLD1","PLD1","MsAge7K_00"
"HSD17B7","HSD17B7","HSD17B7","MsAge7K_00"
"ZNF195","ZNF195","ZNF195","MsAge7K_00"
"ZNF429","ZNF429","ZNF429","MsAge7K_00"
"SPIN2B","SPIN2B","SPIN2B","MsAge7K_00"
"SPIN2A","SPIN2A","SPIN2A","MsAge7K_00"
"HAS3","HAS3","HAS3","MsAge7K_00"
"ZBTB16","ZBTB16","ZBTB16","MsAge7K_00"
"TPM4","TPM4","TPM4","MsAge7K_00"
"PNPLA7","PNPLA7","PNPLA7","MsAge7K_00"
"MROH7","MROH7","MROH7","MsAge7K_00"
"MROH7-TTC4","MROH7-TTC4","MROH7-TTC4","MsAge7K_00"
"ABCC9","ABCC9","ABCC9","MsAge7K_03"
"GCAT","GCAT","GCAT","MsAge7K_00"
"KATNA1","KATNA1","KATNA1","MsAge7K_00"
"XRRA1","XRRA1","XRRA1","MsAge7K_00"
"TPCN2","TPCN2","TPCN2","MsAge7K_00"
"LRRC3","LRRC3","LRRC3","MsAge7K_00"
"ADRB1","ADRB1","ADRB1","MsAge7K_00"
"PET100","PET100","PET100","MsAge7K_10"
"ZNF879","ZNF879","ZNF879","MsAge7K_00"
"FLYWCH2","FLYWCH2","FLYWCH2","MsAge7K_00"
"CRELD2","CRELD2","CRELD2","MsAge7K_00"
"SDR42E1","SDR42E1","SDR42E1","MsAge7K_00"
"ACACB","ACACB","ACACB","MsAge7K_00"
"PRTG","PRTG","PRTG","MsAge7K_00"
"DTWD2","DTWD2","DTWD2","MsAge7K_00"
"TTC30B","TTC30B","TTC30B","MsAge7K_00"
"TTC30A","TTC30A","TTC30A","MsAge7K_00"
"ROBO4","ROBO4","ROBO4","MsAge7K_00"
"SIVA1","SIVA1","SIVA1","MsAge7K_00"
"CLCN1","CLCN1","CLCN1","MsAge7K_00"
"SNRNP25","SNRNP25","SNRNP25","MsAge7K_00"
"C2CD4C","C2CD4C","C2CD4C","MsAge7K_05"
"HDX","HDX","HDX","MsAge7K_00"
"CDC25C","CDC25C","CDC25C","MsAge7K_00"
"ARHGAP10","ARHGAP10","ARHGAP10","MsAge7K_00"
"TMEM74B","TMEM74B","TMEM74B","MsAge7K_00"
"TRADD","TRADD","TRADD","MsAge7K_00"
"C9orf64","C9orf64","C9orf64","MsAge7K_00"
"CLIC5","CLIC5","CLIC5","MsAge7K_00"
"LIG1","LIG1","LIG1","MsAge7K_00"
"SFT2D1","SFT2D1","SFT2D1","MsAge7K_00"
"RIIAD1","RIIAD1","RIIAD1","MsAge7K_00"
"TOB2","TOB2","TOB2","MsAge7K_13"
"CPM","CPM","CPM","MsAge7K_01"
"RBM12B","RBM12B","RBM12B","MsAge7K_00"
"PNOC","PNOC","PNOC","MsAge7K_00"
"MOXD1","MOXD1","MOXD1","MsAge7K_00"
"RAD51C","RAD51C","RAD51C","MsAge7K_00"
"REL","REL","REL","MsAge7K_00"
"GEN1","GEN1","GEN1","MsAge7K_00"
"CHADL","CHADL","CHADL","MsAge7K_01"
"CCDC160","CCDC160","CCDC160","MsAge7K_00"
"CDK6","CDK6","CDK6","MsAge7K_01"
"OR1N2","OR1N2","OR1N2","MsAge7K_00"
"SGPP2","SGPP2","SGPP2","MsAge7K_00"
"SLC39A8","SLC39A8","SLC39A8","MsAge7K_00"
"RHEBL1","RHEBL1","RHEBL1","MsAge7K_00"
"IL1RAPL1","IL1RAPL1","IL1RAPL1","MsAge7K_08"
"OAZ3","OAZ3","OAZ3","MsAge7K_00"
"MICALL1","MICALL1","MICALL1","MsAge7K_01"
"DDO","DDO","DDO","MsAge7K_00"
"SLC37A2","SLC37A2","SLC37A2","MsAge7K_00"
"GRAMD2B","GRAMD2B","GRAMD2B","MsAge7K_01"
"NR1H3","NR1H3","NR1H3","MsAge7K_00"
"CRB2","CRB2","CRB2","MsAge7K_00"
"NME4","NME4","NME4","MsAge7K_00"
"TTPA","TTPA","TTPA","MsAge7K_00"
"SLC9A4","SLC9A4","SLC9A4","MsAge7K_05"
"HAUS4","HAUS4","HAUS4","MsAge7K_00"
"CD82","CD82","CD82","MsAge7K_01"
"COL16A1","COL16A1","COL16A1","MsAge7K_00"
"IL13RA1","IL13RA1","IL13RA1","MsAge7K_00"
"MGAT4C","MGAT4C","MGAT4C","MsAge7K_08"
"KDR","KDR","KDR","MsAge7K_00"
"SV2C","SV2C","SV2C","MsAge7K_06"
"SAT2","SAT2","SAT2","MsAge7K_00"
"PPIL6","PPIL6","PPIL6","MsAge7K_01"
"DNASE1","DNASE1","DNASE1","MsAge7K_00"
"PRDM7","PRDM7","PRDM7","MsAge7K_00"
"EPN3","EPN3","EPN3","MsAge7K_00"
"COL4A4","COL4A4","COL4A4","MsAge7K_00"
"NMRAL1","NMRAL1","NMRAL1","MsAge7K_00"
"LAGE3","LAGE3","LAGE3","MsAge7K_00"
"KCNJ8","KCNJ8","KCNJ8","MsAge7K_00"
"MAML2","MAML2","MAML2","MsAge7K_08"
"ARID5A","ARID5A","ARID5A","MsAge7K_00"
"STK17B","STK17B","STK17B","MsAge7K_13"
"PALLD","PALLD","PALLD","MsAge7K_00"
"FAM117A","FAM117A","FAM117A","MsAge7K_00"
"APCDD1","APCDD1","APCDD1","MsAge7K_11"
"ZNF800","ZNF800","ZNF800","MsAge7K_00"
"MAGEB18","MAGEB18","MAGEB18","MsAge7K_00"
"MCUB","MCUB","MCUB","MsAge7K_00"
"TRAF4","TRAF4","TRAF4","MsAge7K_00"
"S100A10","S100A10","S100A10","MsAge7K_00"
"UPRT","UPRT","UPRT","MsAge7K_03"
"ZNF689","ZNF689","ZNF689","MsAge7K_00"
"OR5D13","OR5D13","OR5D13","MsAge7K_00"
"CCM2L","CCM2L","CCM2L","MsAge7K_00"
"IL18BP","IL18BP","IL18BP","MsAge7K_00"
"GNA12","GNA12","GNA12","MsAge7K_01"
"STON1-GTF2A1L","STON1-GTF2A1L","STON1-GTF2A1L","MsAge7K_00"
"STON1","STON1","STON1","MsAge7K_00"
"IL12RB2","IL12RB2","IL12RB2","MsAge7K_00"
"MT-ND6","MT-ND6","MT-ND6","MsAge7K_00"
"EDN3","EDN3","EDN3","MsAge7K_00"
"EFCC1","EFCC1","EFCC1","MsAge7K_00"
"RHPN1","RHPN1","RHPN1","MsAge7K_00"
"AGBL4","AGBL4","AGBL4","MsAge7K_08"
"OLFML2B","OLFML2B","OLFML2B","MsAge7K_15"
"TMEM158","TMEM158","TMEM158","MsAge7K_06"
"SAMD15","SAMD15","SAMD15","MsAge7K_00"
"EMCN","EMCN","EMCN","MsAge7K_00"
"LINC02210-CRHR1","LINC02210-CRHR1","LINC02210-CRHR1","MsAge7K_02"
"CRHR1","CRHR1","CRHR1","MsAge7K_02"
"FYB2","FYB2","FYB2","MsAge7K_00"
"LSM10","LSM10","LSM10","MsAge7K_00"
"RDM1","RDM1","RDM1","MsAge7K_00"
"PLEKHH1","PLEKHH1","PLEKHH1","MsAge7K_01"
"SNAPC5","SNAPC5","SNAPC5","MsAge7K_16"
"SLC17A8","SLC17A8","SLC17A8","MsAge7K_00"
"KIAA1755","KIAA1755","KIAA1755","MsAge7K_00"
"NFASC","NFASC","NFASC","MsAge7K_01"
"PMF1","PMF1","PMF1","MsAge7K_00"
"FRMD7","FRMD7","FRMD7","MsAge7K_00"
"ZNF449","ZNF449","ZNF449","MsAge7K_00"
"SERPINF1","SERPINF1","SERPINF1","MsAge7K_00"
"TFR2","TFR2","TFR2","MsAge7K_00"
"BHLHE41","BHLHE41","BHLHE41","MsAge7K_04"
"ADCY8","ADCY8","ADCY8","MsAge7K_02"
"STARD10","STARD10","STARD10","MsAge7K_00"
"FAM78A","FAM78A","FAM78A","MsAge7K_00"
"C16orf87","C16orf87","C16orf87","MsAge7K_00"
"HHIPL1","HHIPL1","HHIPL1","MsAge7K_00"
"ZBTB40","ZBTB40","ZBTB40","MsAge7K_00"
"MORC4","MORC4","MORC4","MsAge7K_00"
"UFSP1","UFSP1","UFSP1","MsAge7K_00"
"DENND1C","DENND1C","DENND1C","MsAge7K_00"
"RNASEH2C","RNASEH2C","RNASEH2C","MsAge7K_00"
"GGT5","GGT5","GGT5","MsAge7K_00"
"MYPOP","MYPOP","MYPOP","MsAge7K_00"
"LYZL4","LYZL4","LYZL4","MsAge7K_00"
"PLEK","PLEK","PLEK","MsAge7K_04"
"UBB","UBB","UBB","MsAge7K_00"
"MAPK12","MAPK12","MAPK12","MsAge7K_00"
"ZNF438","ZNF438","ZNF438","MsAge7K_00"
"PRRC1","PRRC1","PRRC1","MsAge7K_00"
"RGL3","RGL3","RGL3","MsAge7K_00"
"IL12A","IL12A","IL12A","MsAge7K_00"
"SOD3","SOD3","SOD3","MsAge7K_00"
"PLLP","PLLP","PLLP","MsAge7K_01"
"SLC10A7","SLC10A7","SLC10A7","MsAge7K_00"
"SFRP1","SFRP1","SFRP1","MsAge7K_00"
"SLC8B1","SLC8B1","SLC8B1","MsAge7K_00"
"FCGRT","FCGRT","FCGRT","MsAge7K_00"
"NFKBIL1","NFKBIL1","NFKBIL1","MsAge7K_07"
"SOX13","SOX13","SOX13","MsAge7K_00"
"CERKL","CERKL","CERKL","MsAge7K_00"
"RAD9B","RAD9B","RAD9B","MsAge7K_00"
"RHOG","RHOG","RHOG","MsAge7K_09"
"BCAS1","BCAS1","BCAS1","MsAge7K_09"
"CCDC34","CCDC34","CCDC34","MsAge7K_00"
"JAK3","JAK3","JAK3","MsAge7K_00"
"LAPTM5","LAPTM5","LAPTM5","MsAge7K_04"
