"","kTotal","kWithin","kOut","kDiff"
"TEDC1",4.40194516170944,3.40412912672616,0.997816034983273,2.40631309174289
"EGR2",12.0622493377334,4.61672219970358,7.4455271380298,-2.82880493832622
"HBA1",11.4990434887685,7.56779559863621,3.93124789013228,3.63654770850394
"HBA2",11.4990434887685,7.56779559863621,3.93124789013228,3.63654770850394
"EPS8L1",4.54457461291213,3.49286121205279,1.05171340085934,2.44114781119344
"COL6A3",18.601376887636,9.05807108679141,9.54330580084458,-0.485234714053167
"ISL1",20.565180301528,11.6878039062027,8.87737639532528,2.81042751087741
"ECEL1",13.1882883962779,4.27269088798808,8.91559750828982,-4.64290662030174
"EBF3",15.5216561321527,7.25816010864857,8.26349602350414,-1.00533591485557
"IFIT1B",19.3271557660808,8.06274761773332,11.2644081483474,-3.20166053061412
"JARID2",9.47175350732433,8.67100408580679,0.800749421517548,7.87025466428924
"POMC",5.06443601857962,4.05750347288769,1.00693254569193,3.05057092719576
"TPH1",7.2642891071606,5.65188393680222,1.61240517035838,4.03947876644385
"RBP3",7.53492438971986,5.96500213740994,1.56992225230993,4.39507988510001
"ZIC4",17.5493969189482,8.23670646904068,9.31269044990747,-1.07598398086679
"FMO2",18.6845887316835,10.7992677626432,7.8853209690403,2.91394679360294
"FMOD",18.5518118924358,10.1198495169009,8.43196237553488,1.68788714136602
"ETNPPL",11.8257895776367,8.62677828236627,3.19901129527041,5.42776698709586
"DIO3",16.5128199870348,8.31396152669137,8.19885846034346,0.11510306634791
"HIF3A",14.7103425755686,9.63622641950929,5.07411615605935,4.56211026344994
"CD74",14.0976244981674,8.42539199396404,5.67223250420333,2.7531594897607
"PRDM12",19.1039432887967,10.5807043036342,8.52323898516251,2.05746531847165
"POSTN",14.5433510032888,6.02429691155288,8.51905409173587,-2.49475718018299
"GLP1R",13.6784311520669,5.30065117278823,8.37777997927864,-3.0771288064904
"IFIT3",22.0798471604157,8.92684277557421,13.1530043848414,-4.22616160926723
"SPP1",17.0646544516746,6.43361366631849,10.6310407853561,-4.19742711903761
"SCN5A",18.8099476479443,9.47854196009771,9.33140568784657,0.147136272251142
"SIX3",17.0818968404171,7.27282715436933,9.80906968604778,-2.53624253167845
"IGFN1",9.86536931214572,3.67202093725696,6.19334837488876,-2.52132743763181
"SSPN",8.49043685740146,7.64230461499297,0.848132242408492,6.79417237258447
"NPAS4",8.31132170294247,1.98945423123063,6.32186747171184,-4.33241324048121
"PLIN4",12.4074109274604,8.57992601025517,3.82748491720524,4.75244109304993
"PLD5",19.286844493062,10.0926024140892,9.19424207897272,0.898360335116507
"DSC3",17.3051869510988,7.84013850673759,9.46504844436119,-1.6249099376236
"CTGF",21.2430912584321,7.66561949358839,13.5774717648437,-5.9118522712553
"PTGDS",18.1920971758468,10.014330001136,8.17776717471073,1.83656282642532
"SLC22A6",16.9623827554004,8.96457697576857,7.99780577963179,0.966771196136779
"ADORA2A",8.164537860829,6.08885319066152,2.07568467016748,4.01316852049405
"ALDH1A2",16.6406832733909,8.27434157419472,8.36634169919616,-0.0920001250014337
"ARC",15.562182535179,6.64502327079174,8.91715926438729,-2.27213599359555
"IFI27L2",15.6690345601235,4.9031153351561,10.7659192249674,-5.8628038898113
"CDK8",6.69740585990704,5.87605683323639,0.821349026670647,5.05470780656575
"XDH",16.4187512429569,10.54490381383,5.87384742912689,4.67105638470312
"CLDN14",22.2432939486722,12.5935181502843,9.64977579838791,2.9437423518964
"BAIAP3",13.9131567116926,5.10051090129349,8.81264581039914,-3.71213490910565
"PRG4",12.5124689112868,4.26835622531652,8.24411268597024,-3.97575646065372
"CLEC7A",20.7127567840095,8.73050652831533,11.9822502556941,-3.2517437273788
"SULT1C3",19.0363671219141,7.31394040978477,11.7224267121294,-4.40848630234459
"LAMC2",20.2421771882904,11.2342464255703,9.00793076272004,2.22631566285029
"CDH1",14.6459717577974,4.62765968301986,10.0183120747775,-5.39065239175767
"SLC47A1",9.37474233609902,2.15941866374456,7.21532367235446,-5.05590500860991
"C1orf115",17.7748181085219,9.61748657060519,8.15733153791667,1.46015503268852
"TRHR",18.1170160116198,8.56145399787246,9.55556201374739,-0.994108015874932
"CPLX3",22.6590645396608,15.4517811604065,7.20728337925422,8.24449778115231
"SP8",17.8644863576689,9.56675406724289,8.29773229042602,1.26902177681687
"BGLAP",16.0545377730949,7.48113590389019,8.5734018692047,-1.09226596531452
"HPS5",5.42018699925401,4.08490575175177,1.33528124750224,2.74962450424953
"IL33",22.3800131915036,14.3505412405377,8.02947195096591,6.32106928957182
"MT-ND3",7.69063469408936,4.86006112060442,2.83057357348494,2.02948754711948
"IRS4",10.0971771245635,2.34447998941684,7.7526971351467,-5.40821714572986
"IRF7",14.4026422336368,5.03508400473512,9.36755822890166,-4.33247422416654
"DCN",22.0598756068818,10.4558114038398,11.604064203042,-1.14825279920215
"DUOX2",16.7664002437794,8.10350046687203,8.66289977690736,-0.559399310035339
"TRH",4.12867902277151,3.3244024444298,0.804276578341713,2.52012586608808
"HLA-DQB1",12.2188220338673,7.47661191907362,4.74221011479369,2.73440180427993
"DLK1",12.5359013886864,3.66908324734048,8.86681814134596,-5.19773489400548
"ALB",5.12973883401284,3.53722267082631,1.59251616318653,1.94470650763978
"VILL",20.1693098647261,10.3896772866847,9.7796325780414,0.610044708643308
"SEC14L3",12.5215446512552,5.31500509415022,7.20653955710501,-1.89153446295479
"CXCL6",11.9107891018796,1.89688759672466,10.013901505155,-8.11701390843032
"SLC4A5",5.64426512796478,4.91755121614711,0.726713911817675,4.19083730432943
"FAM180A",12.7791949371224,4.91660036165306,7.86259457546933,-2.94599421381626
"F5",5.87688372130343,5.00749318193206,0.869390539371366,4.13810264256069
"TSHZ2",18.4467413235406,11.1974438693709,7.24929745416968,3.94814641520122
"TMEM212",13.7374042302063,3.23100402940458,10.5064002008017,-7.27539617139712
"FAM9B",6.06928287629691,4.74690792857574,1.32237494772117,3.42453298085458
"FAM9A",6.06928287629691,4.74690792857574,1.32237494772117,3.42453298085458
"RXFP1",17.7497846238678,11.7224436411821,6.02734098268569,5.69510265849642
"GPR101",15.3747955426609,6.77483250395342,8.59996303870753,-1.82513053475411
"CYBB",17.0599773497068,6.20927326103507,10.8507040886717,-4.64143082763666
"RNF122",24.2771097586946,14.9730154401657,9.30409431852889,5.66892112163679
"BACE2",15.8566355742339,4.77173667781093,11.084898896423,-6.31316221861209
"ATP6AP1L",9.7440698648708,5.48577338911179,4.25829647575901,1.22747691335278
"RAB7B",19.9606797820335,11.853955762792,8.10672401924145,3.74723174355056
"SLC6A12",8.69008428364864,3.15248905703277,5.53759522661587,-2.3851061695831
"ZIC3",17.029314581141,7.34142145888172,9.6878931222593,-2.34647166337758
"CACNG5",17.3334063997905,7.71814620509771,9.61526019469281,-1.8971139895951
"BST2",16.8216691538512,6.71728544243217,10.1043837114191,-3.38709826898689
"FAM9C",4.20580709536765,3.55326983358877,0.652537261778876,2.9007325718099
"DRD2",12.1783069050375,4.17419652657362,8.00411037846384,-3.82991385189021
"RET",11.7340642702942,4.24710989845585,7.48695437183833,-3.23984447338247
"CRABP2",11.8256780182882,4.0295618466124,7.79611617167582,-3.76655432506342
"ANKRD34C",17.1455399548069,9.16769206628146,7.97784788852543,1.18984417775603
"NGB",16.9474266151151,6.45840391988201,10.4890226952331,-4.03061877535112
"QRFPR",9.29438664102733,3.34906730320517,5.94531933782216,-2.59625203461699
"SLC6A13",14.4988720565308,7.52904873650134,6.96982332002949,0.559225416471849
"ITIH2",16.8779742132876,8.39299012950219,8.48498408378542,-0.0919939542832289
"CLIC6",4.83046399547554,4.12636359681953,0.70410039865601,3.42226319816352
"USP43",12.6852694173082,5.52444441099448,7.16082500631368,-1.6363805953192
"ASB4",11.0070645016996,3.08865578687781,7.91840871482179,-4.82975292794398
"COL3A1",11.2442779439912,6.44931316055727,4.79496478343392,1.65434837712335
"PPP3R1",5.32280735894138,4.11368970136059,1.20911765758079,2.9045720437798
"CROCC2",10.7720872885361,2.72608845257701,8.04599883595911,-5.3199103833821
"SLC10A4",13.7659183154937,6.29951740182491,7.46640091366879,-1.16688351184388
"PRKCD",19.2915584825005,7.62850611620938,11.6630523662911,-4.03454625008173
"ANO2",14.0538428365844,5.83791101140731,8.21593182517705,-2.37802081376975
"NTSR1",15.7037738749519,7.32357641287048,8.38019746208143,-1.05662104921095
"RASGEF1C",11.4096459059075,4.57369324137584,6.83595266453164,-2.2622594231558
"CBLN4",14.7633542797173,7.41627076325899,7.34708351645835,0.0691872468006398
"SPHK1",12.142809048008,2.67606557122517,9.46674347678281,-6.79067790555764
"DGKK",10.5562348564244,2.22313112966598,8.33310372675847,-6.10997259709248
"IQCA1",6.67203307408303,4.92036817923391,1.75166489484913,3.16870328438478
"TOP2A",13.6370260344097,5.20353100383543,8.43349503057425,-3.22996402673882
"FERMT1",13.1670214337337,5.77878879017375,7.38823264355997,-1.60944385338623
"RNU4-2",8.24923266625051,7.50551034914953,0.743722317100982,6.76178803204854
"ITGAX",16.8102337052308,6.65003934660118,10.1601943586296,-3.5101550120284
"ARHGAP36",10.6642199329533,2.70551948358676,7.95870044936656,-5.25318096577979
"ADGRD1",13.4978153282316,5.53394025458854,7.96387507364302,-2.42993481905449
"CCDC180",8.60219312533699,1.45608862377477,7.14610450156222,-5.69001587778745
"DKKL1",11.2320664792038,4.12271684630604,7.10934963289777,-2.98663278659173
"RNU4-1",8.21138398208467,7.48959994384723,0.721784038237442,6.76781590560978
"LGALS3BP",22.6266042288566,10.6181858531172,12.0084183757394,-1.39023252262217
"UPK1B",16.6951093059661,4.41857975677696,12.2765295491891,-7.85794979241212
"SOWAHB",19.1979057414853,11.5559416357265,7.64196410575879,3.91397752996773
"APOLD1",7.55004873140945,1.36847322289874,6.18157550851071,-4.81310228561196
"GABRQ",9.71552115478994,2.89523454178081,6.82028661300912,-3.92505207122831
"TNNT2",16.7560568669474,8.39275143846451,8.36330542848294,0.029446009981573
"RSAD2",11.3533662952891,3.07250267912136,8.28086361616777,-5.20836093704641
"SULT1C2",15.8222970591229,4.48836801499178,11.3339290441311,-6.84556102913934
"CGA",7.68724523052442,6.51735421932017,1.16989101120425,5.34746320811593
"CCDC153",14.4164683291748,3.84051039234039,10.5759579368344,-6.73544754449405
"MID1",3.91387572081128,3.1706609597042,0.743214761107079,2.42744619859712
"ADAM33",9.44047986747272,1.59078572475126,7.84969414272146,-6.25890841797021
"CYP2E1",18.5540420179964,6.7220313334308,11.8320106845656,-5.10997935113483
"SOST",11.2672453228636,3.7719305134934,7.49531480937016,-3.72338429587676
"CD44",14.5270700159162,7.95849673120771,6.5685732847085,1.38992344649921
"PENK",9.38984715679744,6.79042418820883,2.59942296858861,4.19100121962022
"GNB3",6.55905682278028,5.19071268508279,1.36834413769749,3.82236854738529
"MGP",18.1563274857045,6.61685654715026,11.5394709385542,-4.92261439140394
"ENPP6",27.9768849345145,17.0234283964452,10.9534565380693,6.06997185837594
"CD52",11.4700270832259,2.76380422760135,8.70622285562459,-5.94241862802324
"INMT",10.4413630333853,8.40362315620612,2.03773987717913,6.36588327902699
"INMT-MINDY4",10.4413630333853,8.40362315620612,2.03773987717913,6.36588327902699
"GBP5",7.86940588454305,5.60665209240238,2.26275379214067,3.34389830026171
"ASPG",15.0166906280068,3.00566293260438,12.0110276954024,-9.00536476279804
"CBLN3",5.29717360608983,4.14242131139531,1.15475229469453,2.98766901670078
"IGHM",13.4683218695684,3.67235728027712,9.79596458929127,-6.12360730901415
"COL6A1",14.0899040816986,4.42118051657396,9.66872356512465,-5.24754304855069
"TMTC2",6.34490386891217,4.3385851218323,2.00631874707987,2.33226637475243
"COX8C",10.8205833207649,2.0964609037123,8.72412241705259,-6.62766151334029
"GBP2",10.9498850847527,6.89008243764149,4.05980264711117,2.83027979053032
"SERPINA3",6.70477340177488,4.7911581756279,1.91361522614698,2.87754294948092
"HSPA1A",7.17999288077041,5.96875284572757,1.21124003504284,4.75751281068473
"HSPA1B",7.17999288077041,5.96875284572757,1.21124003504284,4.75751281068473
"AVP",5.70824602450674,4.3829319448392,1.32531407966753,3.05761786517167
"WNT6",9.93643749638017,3.64526111952873,6.29117637685144,-2.64591525732272
"A2M",4.97476336058676,3.69420810351516,1.2805552570716,2.41365284644356
"FLNC",17.4211788938032,6.46147417199615,10.9597047218071,-4.49823054981093
"WFIKKN2",6.65947778202645,5.05734449176434,1.60213329026211,3.45521120150224
"CDH26",6.2223140057209,4.58125119679733,1.64106280892357,2.94018838787375
"FAM83D",14.9834770613,5.10828488645311,9.87519217484685,-4.76690728839375
"MYBPC1",7.19521254725154,4.88750195631261,2.30771059093892,2.57979136537369
"LRRC71",7.48108501410319,0.686813222321415,6.79427179178178,-6.10745856946036
"MX1",9.960010883805,3.39126905957027,6.56874182423473,-3.17747276466445
"GALNT15",11.3424356496103,8.22397643908678,3.1184592105235,5.10551722856328
"MYH11",11.9760362597387,5.24914732898869,6.72688893074997,-1.47774160176128
"CARD17",13.3006074678638,9.1241384769611,4.17646899090274,4.94766948605835
"CARD16",13.3006074678638,9.1241384769611,4.17646899090274,4.94766948605835
"CASP1",13.3006074678638,9.1241384769611,4.17646899090274,4.94766948605835
"VWC2L",23.0272423798776,14.1856449234914,8.84159745638626,5.34404746710512
"COL8A1",6.75666931330719,5.36702212180091,1.38964719150628,3.97737493029464
"ADAMTS14",11.578398995323,0.9491009829504,10.6292980123726,-9.68019702942225
"ACER2",13.5623662179895,8.43017026279261,5.1321959551969,3.29797430759571
"PRDM6",9.97533591497092,3.33939594403894,6.63593997093197,-3.29654402689303
"SLC14A2",11.2279794173217,1.89503393240843,9.3329454849133,-7.43791155250488
"GAPDH",7.17408575970036,4.74228790849787,2.43179785120249,2.31049005729538
"GADL1",10.8681243375349,6.89601569079623,3.97210864673866,2.92390704405756
"ZNF474",8.62344876296978,5.28597216238856,3.33747660058122,1.94849556180734
"OVOL2",13.8806318892102,7.17739757477256,6.70323431443762,0.474163260334944
"FAM110D",5.31443207633917,4.41699622700846,0.89743584933071,3.51956037767775
"DRAXIN",10.2331387136208,3.03243522167033,7.20070349195044,-4.16826827028011
"COL2A1",13.1235161487609,9.15335503445487,3.97016111430601,5.18319392014886
"GSN",36.1323942461554,23.809261976518,12.3231322696373,11.4861297068807
"KCNJ2",7.97037584257655,6.16132962464945,1.8090462179271,4.35228340672235
"RPL23A",5.66018091859187,4.52226474735863,1.13791617123324,3.38434857612538
"DCT",5.43820855086518,4.38814962281227,1.05005892805291,3.33809069475936
"ISG15",9.56201772820763,1.89006621330044,7.67195151490719,-5.78188530160675
"LDOC1",7.71411818267729,0.944251708631777,6.76986647404551,-5.82561476541373
"RTP4",12.6515037206637,4.29177439467068,8.359729325993,-4.06795493132232
"ACTA2",11.6073796558315,4.70553945136153,6.90184020446993,-2.1963007531084
"CPA6",7.5680231849101,5.1957035545257,2.37231963038439,2.82338392414131
"PDE6G",7.81419236735915,6.08184620106582,1.73234616629332,4.3495000347725
"LIPM",6.16323679841855,4.61462665106532,1.54861014735323,3.06601650371209
"LRMDA",11.1496758026289,7.58836435355064,3.56131144907823,4.02705290447241
"BLOC1S1",4.992321058825,3.93444699490609,1.05787406391891,2.87657293098718
"MT-ATP8",5.21976078545193,4.26378929105284,0.955971494399092,3.30781779665375
"FOXP2",9.47578057252023,5.89869335160912,3.57708722091111,2.32160613069802
"KCNG3",15.9690716276352,7.08731155125996,8.88176007637523,-1.79444852511527
"APOD",29.4897927251294,11.1938564473854,18.295936277744,-7.10207983035859
"PBK",10.3154616688857,2.89052407661343,7.42493759227227,-4.53441351565884
"TNC",7.28647108426703,5.42610488285109,1.86036620141594,3.56573868143515
"MT1M",6.32202395731326,5.37374231931411,0.948281637999155,4.42546068131495
"MT1X",6.32202395731326,5.37374231931411,0.948281637999155,4.42546068131495
"COL1A1",13.0775336704869,6.37151476975616,6.70601890073073,-0.334504130974564
"SGCZ",14.1829523030249,4.16114510589554,10.0218071971294,-5.86066209123384
"EBF2",12.6180581600664,5.88870508333376,6.72935307673259,-0.840647993398834
"C11orf97",9.93374233182416,1.12757291225252,8.80616941957164,-7.67859650731911
"SEMA3A",11.5503305238916,4.19990986564092,7.35042065825071,-3.1505107926098
"CA13",13.7668034048187,1.68379974925571,12.083003655563,-10.3992039063073
"PEG10",13.1164935125608,3.75034446255261,9.36614905000819,-5.61580458745558
"ADAMTSL3",11.0824868254864,2.27394952237237,8.80853730311403,-6.53458778074166
"NPFFR1",9.40650899699723,2.71045533285812,6.69605366413911,-3.985598331281
"DNAH12",11.0822336762879,2.48530271005812,8.59693096622979,-6.11162825617167
"IL12RB1",7.33376544750148,1.73453585435037,5.59922959315111,-3.86469373880074
"DNALI1",9.08123385306265,2.05831176612453,7.02292208693812,-4.96461032081358
"DNAH10",12.3445098939277,2.66898951848988,9.67552037543777,-7.00653085694789
"NEUROG2",8.0963041053811,2.25125134788166,5.84505275749943,-3.59380140961777
"MOBP",31.9623332829508,20.1127215655137,11.8496117174371,8.26310984807665
"MYO3B",7.82243380187027,5.37552122116517,2.44691258070509,2.92860864046008
"RSPO1",6.43841404525327,4.71883076887631,1.71958327637696,2.99924749249935
"PAPLN",10.8925029313127,6.70328936724975,4.189213564063,2.51407580318674
"RTP1",10.8259917399918,7.18938995260358,3.63660178738822,3.55278816521536
"CLDN11",36.8538889190784,24.9115261334325,11.942362785646,12.9691633477865
"ZNF804B",12.9681473535838,2.63109818178187,10.337049171802,-7.70595099002009
"PI16",8.88608963773962,6.55328445822294,2.33280517951668,4.22047927870626
"AK7",13.7109583016893,3.54788592867978,10.1630723730095,-6.61518644432972
"SGK1",10.6624119809304,8.24017061438784,2.42224136654258,5.81792924784526
"EFCAB13",7.12183833078664,5.48857376198418,1.63326456880246,3.85530919318172
"MGMT",6.51490487914199,5.17897296232973,1.33593191681225,3.84304104551748
"CHRM5",6.13704763239805,4.23227694525678,1.90477068714128,2.3275062581155
"SLITRK6",8.80681546296511,5.34244387262549,3.46437159033962,1.87807228228587
"SLC15A2",4.72761616077032,3.92699525646004,0.80062090431028,3.12637435214976
"OSR1",8.79603737823029,1.58588687252155,7.21015050570874,-5.62426363318718
"FAT2",4.35029043064,3.3691714403273,0.981118990312696,2.38805245001461
"SHOX2",5.12006669638447,4.09748287387236,1.0225838225121,3.07489905136026
"KLF5",23.2615995559448,13.3437717833244,9.91782777262046,3.42594401070389
"GKN3P",5.65321443322447,4.32819440228268,1.32502003094179,3.00317437134089
"CLDN1",6.92537092371256,5.1119023856415,1.81346853807107,3.29843384757043
"ANGPTL4",6.58039778495348,4.83870800569897,1.74168977925451,3.09701822644445
"RASSF10",13.1505966464748,5.25602856576945,7.89456808070531,-2.63853951493585
"LHX1",7.89870984588482,2.04759679685671,5.85111304902811,-3.8035162521714
"NPBWR1",5.80440447355109,4.38053395250777,1.42387052104332,2.95666343146446
"STYK1",7.11535924500306,5.2658379929558,1.84952125204726,3.41631674090854
"RECQL4",8.14832022986067,5.86976827093713,2.27855195892354,3.59121631201359
"GALR2",6.16318474612273,4.88441055743395,1.27877418868878,3.60563636874518
"DDX60",14.8174835558461,5.10300460369285,9.71447895215325,-4.6114743484604
"ICAM1",11.6496734428099,6.98592387409168,4.66374956871825,2.32217430537342
"ANXA1",8.56317470431248,5.49369732354551,3.06947738076697,2.42421994277855
"CYP1B1",12.9106577253852,2.92654077693128,9.98411694845392,-7.05757617152264
"L3MBTL4",5.65226017425344,4.4153128713352,1.23694730291824,3.17836556841695
"DMGDH",14.4941467776667,5.34713943904799,9.14700733861874,-3.79986789957074
"SLC5A7",10.312874746255,3.04619369209206,7.26668105416297,-4.2204873620709
"ENDOU",10.7144018177741,6.81241323055748,3.90198858721658,2.9104246433409
"NNMT",7.68400234803714,5.53612313727106,2.14787921076609,3.38824392650497
"LGALS3",7.77693590678384,5.64207871812936,2.13485718865449,3.50722152947487
"C3AR1",10.4909311043474,2.64672076063832,7.84421034370909,-5.19748958307077
"MYO9A",16.8690692169307,6.82335406012201,10.0457151568087,-3.2223610966867
"ATF3",8.1375718357016,5.72509056563115,2.41248127007045,3.3126092955607
"VWF",13.1254073263458,2.74170765128137,10.3836996750645,-7.64199202378309
"SLC26A7",9.16131702966487,2.33710705059624,6.82420997906863,-4.48710292847239
"GPR182",12.7367222617576,5.29229514664376,7.44442711511385,-2.1521319684701
"ANO1",17.2786011991407,9.30382500500138,7.97477619413931,1.32904881086207
"ITGAL",8.0449975475517,5.51859799519238,2.52639955235932,2.99219844283307
"AQP1",6.24205947774849,5.15766196134975,1.08439751639873,4.07326444495102
"COL1A2",10.023586956143,5.28460481536235,4.73898214078066,0.54562267458169
"SLC17A6",12.0851165683751,3.97323028551942,8.11188628285565,-4.13865599733623
"BUB1B",4.34067962826364,3.47494466509394,0.865734963169704,2.60920970192423
"ZIC5",17.5702350033933,7.88350838567557,9.68672661771775,-1.80321823204218
"PIEZO2",9.28106871003159,6.24838535050898,3.03268335952262,3.21570199098636
"CARTPT",6.84363126204262,4.72910861703531,2.11452264500731,2.614585972028
"SLC13A3",14.7923031159941,6.23508496568469,8.55721815030946,-2.32213318462477
"GJB2",16.2242089252454,6.73367164497914,9.49053728026625,-2.75686563528711
"OR2AK2",10.6451748354477,1.74446263703944,8.90071219840823,-7.15624956136879
"DHX58",7.77030275680931,5.86349178846472,1.90681096834459,3.95668082012013
"CASR",15.3828864095526,6.96207091255966,8.42081549699293,-1.45874458443328
"DUSP1",13.0831025568273,4.71965398975782,8.36344856706948,-3.64379457731166
"KCNE2",5.96798185458409,5.10950490762789,0.858476946956204,4.25102796067168
"AEBP1",17.7976753856453,5.55779898634414,12.2398763993012,-6.68207741295703
"TNFRSF8",7.39103493945798,5.24274108303743,2.14829385642055,3.09444722661687
"ELN",14.169866640195,7.56792671087472,6.60193992932023,0.96598678155449
"CLDN2",6.73707481455728,5.54066711088218,1.1964077036751,4.34425940720708
"COL9A1",10.9443897925079,5.58599027119719,5.35839952131069,0.227590749886499
"NME9",8.04909767566837,1.09602165893259,6.95307601673578,-5.85705435780319
"GABRR2",9.63710710486488,6.87020481294006,2.76690229192482,4.10330252101524
"SCTR",8.16470407401394,5.42135565852105,2.74334841549289,2.67800724302816
"TNNI3K",9.29317802292213,2.53918821543869,6.75398980748344,-4.21480159204475
"FPGT-TNNI3K",9.29317802292213,2.53918821543869,6.75398980748344,-4.21480159204475
"MEOX1",8.0465077552857,5.95936512481198,2.08714263047373,3.87222249433825
"IFI44",6.69318836574652,4.53670049051501,2.15648787523152,2.38021261528349
"LDLRAP1",20.1777176959087,10.1126942709562,10.0650234249525,0.0476708460036974
"BDKRB2",13.3943942500388,3.24101918363779,10.153375066401,-6.91235588276319
"ITGAD",10.9273152881216,6.75758182374681,4.16973346437484,2.58784835937197
"CORIN",8.62840642856967,2.45506488116239,6.17334154740729,-3.7182766662449
"SIK1",12.8059464494504,4.66632555803914,8.13962089141125,-3.47329533337211
"SIK1B",12.8059464494504,4.66632555803914,8.13962089141125,-3.47329533337211
"NHLH1",6.75227325829687,4.90539562510389,1.84687763319298,3.05851799191091
"UGT8",35.2489762028678,24.4648852165479,10.7840909863199,13.680794230228
"TNNT1",6.46999137438555,4.95767335805209,1.51231801633347,3.44535534171862
"RPE65",12.257047237756,2.8350598473606,9.42198739039543,-6.58692754303483
"CYR61",8.94762813796816,2.42848321396015,6.51914492400802,-4.09066171004787
"TNFSF10",7.41071085652663,5.39075209497138,2.01995876155525,3.37079333341613
"JUNB",12.3799066116969,5.10371983205259,7.27618677964428,-2.17246694759169
"RNF207",15.8344640152275,9.9453694227031,5.88909459252436,4.05627483017874
"ZBBX",5.4842708101479,4.22362128899852,1.26064952114938,2.96297176784914
"NEU2",7.78694951448087,5.47058723931359,2.31636227516728,3.15422496414631
"TMEM255B",9.69964837298468,4.07296332822671,5.62668504475797,-1.55372171653125
"NRG1",17.0169019979673,4.73694312126113,12.2799588767062,-7.54301575544507
"TDRD1",5.62791365138296,4.03479098474857,1.5931226666344,2.44166831811417
"LAG3",15.9683395980345,5.01290264561589,10.9554369524186,-5.9425343068027
"IFITM2",15.0868243950049,5.35304977666177,9.73377461834318,-4.38072484168141
"IFITM3",15.0868243950049,5.35304977666177,9.73377461834318,-4.38072484168141
"IFITM1",15.0868243950049,5.35304977666177,9.73377461834318,-4.38072484168141
"SIGLEC1",11.6398184033531,1.82029316999231,9.81952523336077,-7.99923206336846
"EGR1",13.2892008981888,4.77829017196931,8.51091072621951,-3.7326205542502
"SLC11A1",10.7137563417557,1.90092694480072,8.812829396955,-6.91190245215428
"CST7",21.864122978351,8.98317364597258,12.8809493323784,-3.89777568640585
"NLRC4",5.917669658832,4.45995781111311,1.45771184771889,3.00224596339422
"SHISA8",9.14081578692442,2.77072826429252,6.3700875226319,-3.59935925833937
"DCAF12L2",5.7689783568529,4.65266352979141,1.11631482706149,3.53634870272992
"C1QTNF7",8.04830829118888,1.31062221604534,6.73768607514354,-5.4270638590982
"NXPH2",7.10538592200223,5.55857148300287,1.54681443899935,4.01175704400352
"PLEKHF1",9.47381572549855,6.72424503693767,2.74957068856088,3.97467434837678
"CRYGN",8.06146314400537,4.84976082349122,3.21170232051415,1.63805850297707
"COL6A5",5.21537357477497,4.06515549664277,1.1502180781322,2.91493741851057
"DNMT3B",5.59033366422741,4.61861346240522,0.971720201822185,3.64689326058304
"MYL4",8.43225383738085,5.96528774805317,2.46696608932767,3.4983216587255
"ALOX12B",7.43286444087464,5.57329127200046,1.85957316887418,3.71371810312627
"CALB2",9.08462222218498,2.78605889347534,6.29856332870964,-3.5125044352343
"CILP2",8.34052324402165,5.52390744422056,2.81661579980109,2.70729164441947
"RNF213",18.0306925684303,4.46807273642576,13.5626198320045,-9.09454709557875
