"","kTotal","kWithin","kOut","kDiff"
"MICB",8.28397171702508,2.17599487312287,6.10797684390221,-3.93198197077934
"GADD45G",8.16742526935746,1.55100077156076,6.6164244977967,-5.06542372623593
"COL6A3",10.9684318506723,2.66379510956851,8.30463674110382,-5.64084163153531
"ALKBH7",2.73633663815005,1.81147588730254,0.924860750847512,0.88661513645503
"HLA-DPA1",7.65379821721519,2.82876314971582,4.82503506749937,-1.99627191778355
"C12orf53",14.7779305933262,3.5909869331761,11.1869436601501,-7.59595672697397
"GJA1",24.4281642960004,10.1140389944708,14.3141253015296,-4.20008630705881
"CXCL12",6.88409400134537,4.75955572544078,2.12453827590459,2.63501744953619
"LHX1",5.66351891447715,1.91875698532516,3.74476192915199,-1.82600494382682
"TGFBI",7.72346914987973,1.16041148841911,6.56305766146062,-5.40264617304152
"RAB3A",15.0629235378626,3.56294416144654,11.499979376416,-7.93703521496949
"CD24",3.33495501847966,1.55752886847591,1.77742615000374,-0.219897281527831
"SYT1",47.5319435348104,43.1067670780238,4.42517645678656,38.6815906212372
"CTXN1",19.3388605241107,3.39101765048851,15.9478428736222,-12.5568252231337
"SLC1A2",5.80304278698315,2.72500784013347,3.07803494684969,-0.353027106716216
"S100A11",29.4331927173702,7.44479469780207,21.9883980195682,-14.5436033217661
"PLA1A",7.59848789484505,2.58030587927696,5.0181820155681,-2.43787613629114
"PEX6",4.45303699906324,1.53871891604848,2.91431808301476,-1.37559916696627
"CD68",5.83981392588241,1.34734670920563,4.49246721667678,-3.14512050747116
"MBNL1",2.35191814787128,1.15907820454333,1.19283994332795,-0.0337617387846234
"ADARB2",7.14843262332308,2.13132886287355,5.01710376044953,-2.88577489757598
"AEBP1",27.0074712261193,5.88810502406567,21.1193662020537,-15.231261177988
"CXCR4",10.3016137879384,2.80252633731874,7.49908745061964,-4.6965611133009
"CASP8",2.76145786819989,1.15495186576385,1.60650600243604,-0.451554136672191
"GSTM1",3.07803017892044,1.38114250861542,1.69688767030502,-0.315745161689603
"TIMP1",12.3780782647073,4.0043520058387,8.37372625886857,-4.36937425302988
"KLF2",5.13972218431146,2.20605847031264,2.93366371399882,-0.727605243686182
"MT1X",19.8887592189009,5.55327593063746,14.3354832882634,-8.78220735762596
"IMPDH2",7.95064765320388,5.39081817518162,2.55982947802226,2.83098869715936
"CHORDC1",17.0025840640211,5.14992860526119,11.8526554587599,-6.70272685349873
"PCSK7",4.00411088346871,2.73826507796895,1.26584580549976,1.47241927246918
"APOC2",2.64223933346969,1.10659315595697,1.53564617751272,-0.429053021555752
"AZGP1",8.73048925778694,1.46262150402387,7.26786775376308,-5.80524624973921
"KLF15",42.1196077884177,15.2419450560386,26.8776627323791,-11.6357176763405
"TRPM4",2.8423753932626,1.58769705651657,1.25467833674603,0.333018719770535
"FCGR3A",6.47561235517092,1.5346630554095,4.94094929976141,-3.40628624435191
"MTA2",18.7149910533127,5.95988844889508,12.7551026044177,-6.79521415552259
"SLC35E2",5.10446105399451,1.69981785372281,3.40464320027171,-1.7048253465489
"PSPH",2.66801552722442,1.25390216095401,1.41411336627041,-0.160211205316401
"MYOT",16.1223362409075,3.15887510947196,12.9634611314355,-9.80458602196357
"RBM3",26.1422876691275,21.7503772670874,4.39191040204014,17.3584668650472
"FMN2",11.0070039993309,8.32667703541219,2.68032696391866,5.64635007149354
"PDK4",11.312453919539,4.46906573300268,6.84338818653629,-2.37432245353361
"PVALB",10.589448829634,8.07357825794577,2.51587057168826,5.55770768625751
"FOXC1",25.7690327819537,3.42741279560275,22.3416199863509,-18.9142071907482
"COLEC11",2.8437262178339,1.60054106026255,1.24318515757135,0.357355902691202
"BCAS1",6.9411393635882,3.80595765858679,3.13518170500141,0.670775953585386
"PRKY",2.20091745092395,1.15848841360726,1.04242903731668,0.116059376290581
"FAM107A",17.8964428320127,7.09836403175138,10.7980788002613,-3.69971476850996
"CDKN1A",12.7186077158568,3.25056877877449,9.46803893708232,-6.21747015830783
"STON1",3.9577913194644,1.58021669789809,2.37757462156631,-0.797357923668215
"RGL3",6.38154078865351,1.84992334442697,4.53161744422654,-2.68169409979957
"TRIP10",29.2010775649651,11.0032508763848,18.1978266885802,-7.19457581219539
"AIF1",6.44392475246567,2.58143524917553,3.86248950329014,-1.28105425411461
"CAPS",10.6254589350208,3.58520264028597,7.0402562947348,-3.45505365444883
"CFI",13.8491785944648,3.70902773745156,10.1401508570132,-6.43112311956166
"STX11",10.1978269085107,3.02759080999877,7.17023609851191,-4.14264528851313
"KDR",3.62305932814493,1.43382919905722,2.18923012908771,-0.75540093003049
"RPS26",2.12290402130667,1.15847378653577,0.964430234770901,0.19404355176487
"CD44",4.26099859872357,1.9729836452191,2.28801495350448,-0.31503130828538
"MYBPC1",2.62571283066448,1.09478355438689,1.53092927627759,-0.436145721890695
"RAC3",2.69016276956796,1.27973255550288,1.41043021406509,-0.130697658562213
"CNTFR",8.71503386223671,2.67118178821208,6.04385207402463,-3.37267028581255
"IGFBP5",6.18751812703051,1.86059447085055,4.32692365617996,-2.46632918532941
"AXL",10.6081236962911,3.28323381876028,7.3248898775308,-4.04165605877052
"TRIM4",3.52574832908173,1.34678258855848,2.17896574052325,-0.832183151964775
"GAP43",30.9876427281999,4.35848397488263,26.6291587533173,-22.2706747784347
"TSPAN8",2.58941391097566,1.63462870913953,0.954785201836135,0.679843507303394
"PITPNB",19.4931625860014,16.475970309535,3.01719227646639,13.4587780330686
"P4HA2",19.7609315973136,5.98340771587615,13.7775238814374,-7.79411616556128
"CXorf36",3.03577721095736,1.29716151477041,1.73861569618694,-0.441454181416531
"CD99",17.0488067087455,5.72247516557275,11.3263315431728,-5.60385637760003
"GBP2",7.50883645867048,2.43392403353363,5.07491242513685,-2.64098839160323
"POMC",3.59174811639599,1.24278971414973,2.34895840224626,-1.10616868809653
"HES1",3.07169929264911,1.63610579481336,1.43559349783575,0.200512296977618
"MRGPRF",23.8473438431918,6.76572833778976,17.0816155054021,-10.3158871676123
"SLC16A1",6.26465700845118,2.80417363176004,3.46048337669114,-0.656309744931096
"HMBOX1",2.7582340041466,1.32491237607642,1.43332162807018,-0.108409251993756
"IL10RA",13.0883517893044,4.02360072293965,9.06475106636474,-5.04115034342509
"ABCA6",3.39352040547807,1.6125413135105,1.78097909196758,-0.168437778457081
"CSDA",17.8232206893175,4.13216985928522,13.6910508300323,-9.55888097074709
"GPR4",21.4970453603334,4.79592528822517,16.7011200721083,-11.9051947838831
"GRIA3",2.30564074488483,1.12417599843167,1.18146474645316,-0.0572887480214974
"ALAS2",2.68643847282898,1.82164076120336,0.864797711625617,0.956843049577742
"HLA-DMB",15.3210673485885,7.49623278353485,7.82483456505368,-0.328601781518834
"IGF1",40.5836646456478,32.8380083761234,7.74565626952447,25.0923521065989
"F3",3.90866643650291,2.43300064962112,1.47566578688178,0.957334862739338
"GBP1",2.81045419405609,1.685390205669,1.12506398838709,0.560326217281917
"PTK2B",7.53188256871648,2.59987534067048,4.932007228046,-2.33213188737553
"S100A10",17.944513240397,6.95641217723823,10.9881010631587,-4.03168888592051
"ADAMTS1",7.06247994953664,2.65015375426961,4.41232619526702,-1.76217244099741
"NR4A2",4.85678549310578,2.99436596397254,1.86241952913323,1.13194643483931
"ADORA3",9.06265592754705,2.04367265680736,7.01898327073969,-4.97531061393233
"RLBP1",4.72220791544386,1.6639397332006,3.05826818224326,-1.39432844904265
"GJA4",11.9640139922149,2.33771466220038,9.62629933001449,-7.28858466781412
"CAMK2A",3.77057297994548,1.62976574994949,2.14080722999598,-0.511041480046491
"FPR1",6.30801979357483,1.62580529250272,4.68221450107211,-3.05640920856939
"IFITM1",25.7165332680923,9.58782176235538,16.128711505737,-6.54088974338159
"CPXM2",7.09615521192704,0.962646217371159,6.13350899455588,-5.17086277718473
"NTRK2",8.66514843769913,1.25580078300236,7.40934765469677,-6.15354687169441
"TYROBP",21.6013474572743,9.72188151729188,11.8794659399824,-2.15758442269052
"OTOS",7.33506408543297,2.02745244692849,5.30761163850448,-3.28015919157599
"EBI3",13.1289225071023,3.42852554723413,9.70039695986814,-6.27187141263401
"GPR26",13.7208995202499,1.37853872158912,12.3423607986608,-10.9638220770717
"TSPAN10",3.24701625996805,1.40302406931373,1.84399219065432,-0.440968121340583
"COL1A1",6.6549914288763,1.21465748011175,5.44033394876455,-4.22567646865279
"TWIST1",9.10443970150408,2.57371689474493,6.53072280675914,-3.95700591201421
"SLAMF8",4.42956090465859,1.53245849710636,2.89710240755223,-1.36464391044587
"NPY",10.0978577741069,7.34547916517598,2.75237860893095,4.59310055624503
"DUSP1",12.7616388272302,3.80414712542385,8.95749170180637,-5.15334457638251
"FAM46A",11.0270635284315,1.50703393122296,9.52002959720849,-8.01299566598553
"DTNA",6.69230187826128,2.74450988229706,3.94779199596422,-1.20328211366716
"RAPGEF5",5.5966797991774,1.89751380984134,3.69916598933606,-1.80165217949473
"TMTC1",5.25699024185361,1.88313787873706,3.37385236311655,-1.49071448437949
"HMOX1",6.75501591975044,1.81508652521012,4.93992939454033,-3.12484286933021
"A4GALT",18.9326727819495,4.22229223257635,14.7103805493732,-10.4880883167968
"SPRY4",18.2864292604919,2.80317261714699,15.4832566433449,-12.680084026198
"ANXA3",16.1484278005122,6.38021249433675,9.76821530617549,-3.38800281183874
"ANXA2",27.6127800457747,4.12755839055293,23.4852216552218,-19.3576632646689
"PLA2G5",14.0503399051991,11.1211966430853,2.92914326211383,8.19205338097143
"KCNC3",3.15468174550617,1.66074355887592,1.49393818663025,0.166805372245665
"BCL3",15.693061629401,2.79890999121334,12.8941516381876,-10.0952416469743
"APOC1",3.59041612333717,1.54467182888366,2.04574429445352,-0.501072465569865
"KRT19",12.1061029681932,2.06258597597097,10.0435169922223,-7.98093101625128
"HLA-DQB1",2.75094817543704,1.23153859204528,1.51940958339176,-0.287870991346483
"GAPDH",12.2871620924455,9.6503483691649,2.63681372328055,7.01353464588435
"ADAM33",18.6130729387993,4.09965051692989,14.5134224218694,-10.4137719049395
"ZFP36",6.18851319552178,2.52990341597215,3.65860977954963,-1.12870636357748
"TLR2",24.966476432689,6.34258517615602,18.623891256533,-12.281306080377
"HYAL2",9.90069951531567,3.54185122238244,6.35884829293324,-2.8169970705508
"CYBB",12.0208646997959,4.52894567514553,7.49191902465036,-2.96297334950483
"DIO2",16.9831106735979,13.8048257305122,3.17828494308573,10.6265407874264
"LCP1",23.3452954045224,7.0176486730941,16.3276467314283,-9.30999805833417
"AHSA2",3.12001953797348,1.44371366945913,1.67630586851435,-0.232592199055214
"IL3RA",17.6753854299497,5.55456199365545,12.1208234362942,-6.56626144263878
"CITED2",9.1650473097715,1.21381330573043,7.95123400404108,-6.73742069831065
"COL8A2",21.3966232459409,2.60597981283444,18.7906434331065,-16.184663620272
"SPIRE1",3.40728680935024,1.86727202636863,1.5400147829816,0.32725724338703
"SV2C",4.23108183913257,1.45072929722347,2.78035254190909,-1.32962324468562
"WISP2",2.50237910998831,1.56758583585082,0.934793274137497,0.632792561713318
"MOBP",8.48180002337256,3.00302488260985,5.47877514076271,-2.47575025815287
"H1F0",4.00296917100597,1.43142096563589,2.57154820537007,-1.14012723973418
"RGS18",11.0082708873521,2.6225240317302,8.3857468556219,-5.7632228238917
"RGS10",5.77262579762431,2.86393382152017,2.90869197610413,-0.044758154583957
"DNAJB6",32.8484509454723,3.21801103120987,29.6304399142625,-26.4124288830526
"HSD11B1",2.81643456852083,1.66489664177176,1.15153792674906,0.513358715022703
"HSPH1",11.9138057796094,4.14244674812268,7.77135903148675,-3.62891228336407
"IL17RB",38.8456963207476,10.562866655425,28.2828296653226,-17.7199630098976
"CLEC2B",25.6269138548014,10.452191749082,15.1747221057194,-4.72253035663748
"NFKBIA",42.3336114387913,13.277226831636,29.0563846071552,-15.7791577755192
"TINAGL1",15.2072685557741,4.64115365714624,10.5661148986278,-5.9249612414816
"CD69",2.87523189921882,1.62387308812703,1.25135881109179,0.372514277035235
"ACRC",12.8754835354647,1.20621427489073,11.669269260574,-10.4630549856833
"KLRG1",12.9890621078485,3.91390289014434,9.07515921770417,-5.16125632755983
"ANXA2P1",31.5970277803104,4.78089643316428,26.8161313471461,-22.0352349139819
"SERPINA6",4.30208835548744,2.33839646627801,1.96369188920943,0.374704577068587
"TREM2",9.96289309936172,4.88778522464457,5.07510787471714,-0.18732265007257
"GAD1",62.6170968858163,55.7140653930745,6.90303149274181,48.8110339003327
"PRR12",15.7521733669413,6.53890951315622,9.21326385378513,-2.67435434062891
"OR7E91P",6.68514439132857,4.80060825664498,1.88453613468359,2.91607212196139
"TMEM144",4.89914375184449,3.34804301080935,1.55110074103514,1.79694226977421
"CBLN1",7.14253431461789,4.12056102220837,3.02197329240952,1.09858772979885
"CORT",55.6563547218058,46.9665265294172,8.68982819238854,38.2766983370287
"CD14",13.527441334424,3.34648623135384,10.1809551030701,-6.83446887171628
"VASN",6.34905621229416,2.13540103228118,4.21365518001298,-2.0782541477318
"RARA",10.3834780062332,3.87079620523586,6.51268180099731,-2.64188559576145
"IFI30",10.3121962860518,1.89129702129413,8.42089926475771,-6.52960224346358
"KRT18",6.35539230646074,2.90006287895186,3.45532942750888,-0.555266548557016
"LMO3",22.1291909319027,18.9987958488382,3.1303950830645,15.8684007657737
"DLL1",5.89735449221035,2.01900727519665,3.87834721701369,-1.85933994181704
"DUSP2",30.8872840049973,25.2073426044662,5.6799414005311,19.5274012039351
"PLSCR1",9.48381530685912,3.79775099310399,5.68606431375513,-1.88831332065114
"CRB2",25.3568287235788,8.35561363155388,17.0012150920249,-8.64560146047103
"FN1",11.0994930090106,4.13834809666841,6.96114491234217,-2.82279681567375
"CASP6",8.8875336283481,1.52876101635638,7.35877261199172,-5.83001159563534
"IFITM2",23.7527227675045,9.21827424022967,14.5344485272749,-5.31617428704521
"ARRDC2",14.4097796927948,3.0015114913004,11.4082682014944,-8.40675671019402
"PDE4DIP",22.0150983551987,6.34820842496348,15.6668899302352,-9.31868150527177
"EDIL3",4.23773010776523,2.8804761689271,1.35725393883814,1.52322223008896
"DCN",23.11321563273,3.65445718528269,19.4587584474473,-15.8043012621646
"HSPA12A",1.9316060257358,1.02630643443176,0.905299591304046,0.121006843127713
"DLG4",3.08453003832786,1.45882961846025,1.62570041986761,-0.166870801407356
"SCN3B",60.5417932732675,54.2013386603396,6.34045461292784,47.8608840474118
"BIRC5",3.0582064085617,1.88753784349823,1.17066856506347,0.71686927843476
"CYBRD1",27.6882609220716,10.9724173450532,16.7158435770183,-5.74342623196509
"MUC4",2.8354215041783,1.5492440643081,1.2861774398702,0.263066624437903
"GLUL",8.09341914478053,2.65121736123786,5.44220178354267,-2.7909844223048
"RAB5C",4.6096475625656,1.64166183724433,2.96798572532126,-1.32632388807693
"C1orf64",8.29331694203499,2.73616667170422,5.55715027033077,-2.82098359862655
"SPTBN1",7.19591050894971,3.83883165333681,3.3570788556129,0.481752797723905
"TUBB6",26.7577059314417,10.4394251089585,16.3182808224832,-5.87885571352467
"TBXAS1",21.7364079191935,10.1274641930058,11.6089437261877,-1.48147953318184
"EFHD1",19.4691514639619,6.93229561932081,12.5368558446411,-5.60456022532031
"SUSD3",6.24042341687682,3.43855120850175,2.80187220837507,0.636679000126687
"MX2",3.69602448576625,2.12432502001844,1.5716994657478,0.552625554270641
"CCR5",9.42411116041387,2.61573729103408,6.8083738693798,-4.19263657834572
"C10orf54",16.6134914047381,5.40823530320205,11.2052561015361,-5.79702079833405
"ITPKB",39.0940949069607,11.7835794796044,27.3105154273563,-15.5269359477519
"C10orf116",10.520925885543,3.88002159570347,6.64090428983948,-2.760882694136
"JUN",2.68811510633349,1.59030381256167,1.09781129377182,0.492492518789859
"RHBDF2",30.2926683645752,7.6793434081698,22.6133249564054,-14.9339815482356
"TNFRSF8",2.21890087840454,1.20619961198789,1.01270126641665,0.193498345571238
"FAM89A",20.8629712583075,4.71895745772105,16.1440138005865,-11.4250563428654
"CXCL5",3.68131265846163,1.71892666105872,1.96238599740291,-0.243459336344185
"DMBT1",4.14264748822471,1.6192205598479,2.52342692837681,-0.904206368528908
"CHGB",75.8038882171349,65.5525851707557,10.2513030463792,55.3012821243764
"GPSM3",25.6355805943359,5.77962167358159,19.8559589207544,-14.0763372471728
"PGAM2",6.02481652983398,1.99329015102716,4.03152637880682,-2.03823622777966
"TRIO",17.2854516078986,5.78916351228774,11.4962880956109,-5.70712458332314
"FOLH1",7.9497282499298,4.59284682083309,3.35688142909671,1.23596539173638
"AGXT2L1",3.70641646161765,2.12919068272755,1.5772257788901,0.551964903837453
"PEG10",7.89984044815844,2.52672238154082,5.37311806661763,-2.84639568507681
"DUSP6",25.6345601109347,18.9761605046602,6.65839960627443,12.3177608983858
"NPNT",6.77288445700525,2.61321035738394,4.15967409962131,-1.54646374223737
"FGFRL1",22.7455892543915,6.90250242660753,15.8430868277839,-8.94058440117641
"ZNF576",2.59791306375486,1.12961191347531,1.46830115027955,-0.338689236804248
"FAM101A",3.20032007205299,1.60196292776674,1.59835714428624,0.00360578348049723
"RSAD2",10.3201814696238,3.96461233492951,6.35556913469426,-2.39095679976475
"POMZP3",2.85898078189126,1.24020231221413,1.61877846967712,-0.378576157462994
"CTSC",14.5229071307057,4.29809791081101,10.2248092198947,-5.92671130908366
"TP53INP2",14.3691900141962,3.80123072692199,10.5679592872743,-6.76672856035227
"COLEC12",6.45783038133551,3.06656319716404,3.39126718417147,-0.324703987007432
"SLC1A3",16.4591579405837,3.86701897281972,12.592138967764,-8.72511999494425
"ATCAY",36.4754251956664,30.5904817024501,5.88494349321623,24.7055382092339
"JUP",22.5234960513516,4.5526887729045,17.9708072784471,-13.4181185055426
"HIST1H3D",8.06251323193894,2.45796263117574,5.60455060076319,-3.14658796958745
"B2M",6.64197187178532,3.38001036196189,3.26196150982343,0.118048852138464
"FCER1G",27.0941140463985,8.37515474184191,18.7189593045566,-10.3438045627147
"TCF7",17.0750352574557,5.68995914371009,11.3850761137456,-5.69511697003547
"CLDN11",4.29757313547906,2.30660494991412,1.99096818556494,0.315636764349182
"HCN1",11.619321320534,1.737583200157,9.88173812037701,-8.14415492022001
"STAB1",18.3267266979823,3.48635748095544,14.8403692170268,-11.3540117360714
"C1QTNF3",2.51017430673108,1.38368452430268,1.1264897824284,0.257194741874282
"GJB6",8.91410903828369,2.99353869398264,5.92057034430105,-2.92703165031841
"HLA-C",6.79369138375845,2.73187938349001,4.06181200026844,-1.32993261677843
"C20orf141",15.0274939122918,6.24996829773552,8.77752561455629,-2.52755731682077
"USP31",3.66529517753131,1.43918799268707,2.22610718484424,-0.786919192157174
"TFPI",18.1776523814542,1.60059545677828,16.5770569246759,-14.9764614678977
"TPM2",10.0242569882138,1.59691256811065,8.42734442010317,-6.83043185199252
"TPD52L1",28.4685681792071,8.97327218363054,19.4952959955765,-10.522023811946
"EPN3",5.09829954604189,2.19666828945996,2.90163125658193,-0.704962967121974
"WNT6",20.315248697733,1.72573364633514,18.5895150513978,-16.8637814050627
"LAMB3",6.36304335787445,2.35749887424333,4.00554448363111,-1.64804560938778
"NCALD",70.9019893694258,64.4609935447278,6.44099582469796,58.0199977200299
"LRRC32",20.61709247366,8.1202172890168,12.4968751846432,-4.3766578956264
"PLTP",21.9268582611446,6.7537801944901,15.1730780666545,-8.41929787216441
"PI16",7.68860529114388,1.42098142891494,6.26762386222894,-4.846642433314
"TNFRSF12A",8.20090705285631,2.37697234087867,5.82393471197764,-3.44696237109897
"FOLR2",7.57852344830251,2.47476781735334,5.10375563094917,-2.62898781359584
"KIAA1370",2.58801047246888,1.11341625725513,1.47459421521375,-0.361177957958624
"PHLDA2",4.0656107117178,1.27904932113594,2.78656139058186,-1.50751206944591
"ACSL5",11.6402853869455,5.17762832907336,6.46265705787216,-1.28502872879881
"ISG20",5.3823642258375,2.20575187664485,3.17661234919265,-0.970860472547802
"PLAT",3.60889669380475,2.24844891502522,1.36044777877953,0.888001136245687
