"","PSID","Gene","Module","PCblack.cor","PCblack.pval","PCblue.cor","PCblue.pval","PCbrown.cor","PCbrown.pval","PCgreen.cor","PCgreen.pval","PCgreenyellow.cor","PCgreenyellow.pval","PCgrey.cor","PCgrey.pval","PCmagenta.cor","PCmagenta.pval","PCpink.cor","PCpink.pval","PCpurple.cor","PCpurple.pval","PCred.cor","PCred.pval","PCturquoise.cor","PCturquoise.pval","PCyellow.cor","PCyellow.pval"
"ZNF217","ZNF217","ZNF217","blue","0.557362986120588","2.86203199926015e-53","0.770228144736197","3.75253330785477e-126","0.34935422745291","1.00984305532111e-19","0.616049242891719","7.97024652020325e-68","0.609619728633886","4.42810057041711e-66","0.398354729617766","1.17676854584778e-25","-0.613527282540637","3.89616638686867e-67","-0.515173033994839","1.80767114020805e-44","-0.0918129668172281","0.0204710685079865","-0.73496686983506","3.20841284033525e-109","-0.636929846452328","8.84795931747569e-74","-0.0712999688660007","0.0721319219952266"
"ELAVL1","ELAVL1","ELAVL1","grey","0.255338756687666","6.13037178027797e-11","0.444327428428332","3.34054094317138e-32","0.242296088630958","5.79819653540668e-10","0.379565123726577","2.92637776985401e-23","0.371498650376169","2.80558720274039e-22","0.199574360862846","3.80806744741315e-07","-0.289471468415994","9.21459554566672e-14","-0.223096784510625","1.25902432502072e-08","-0.0191663575624559","0.629215566860114","-0.361714602276836","4.00099263190417e-21","-0.353380159462899","3.58377406909701e-20","0.0183849502745202","0.643261912439025"
"DUSP8","DUSP8","DUSP8","grey","0.020660711542145","0.602726166608156","0.118524235552214","0.00273449403069331","0.199024662575326","4.10472727026739e-07","0.143182135897302","0.000288568453166204","0.0994981090470342","0.0119871037493078","-0.0532523990864409","0.179484951166591","-0.0689290982298701","0.082150426505074","0.0517411973928282","0.192166228321418","0.211689076225855","6.90835309682457e-08","-0.0267229861253617","0.500786212945048","-0.177552911408036","6.53493090064089e-06","0.129892526756861","0.00101682168117927"
"CCDC50","CCDC50","CCDC50","brown","0.645469814118932","2.37959549174898e-76","0.656008357237213","1.2271057392703e-79","0.768377737100553","3.44473537009086e-125","0.720777898821749","3.74663390260263e-103","0.462086146640657","5.16880600443859e-35","-0.270265750709107","3.99636510483519e-12","-0.1561994653073","7.53026967021464e-05","0.0522836288636651","0.187540866680659","0.459659981324782","1.27987244332251e-34","-0.404024988588617","2.07473906126623e-26","-0.754085880730584","4.81217648277164e-118","0.529663710113735","2.36354819443186e-47"
"TM6SF1","TM6SF1","TM6SF1","turquoise","-0.326345290839441","2.84112682782835e-17","-0.661212429908677","2.60694061131466e-81","-0.643499322003859","9.48122853335706e-76","-0.67721656606638","1.13559753859813e-86","-0.575679618026668","1.68931825674761e-57","0.0507261196479848","0.201045694272171","0.301910602654896","6.84270612224696e-15","0.109806934036425","0.0055311777970834","-0.217272258831201","3.03789371292593e-08","0.513470983452314","3.86176675697635e-44","0.781773036646695","2.26944835094801e-132","-0.37076229193961","3.43772700328222e-22"
"PIPOX","PIPOX","PIPOX","grey","-0.113006192544031","0.00429423446316554","-0.107364894256996","0.0066820320699824","-0.202657489033845","2.49045569874893e-07","-0.133298937693009","0.000744166366851095","-0.0568902901533456","0.15151874763148","0.170270775266599","1.55613699111574e-05","-0.0448339401534976","0.258517011716947","-0.130234157522474","0.000985805100698448","-0.0903730239047613","0.0225424458597663","0.00432127703661701","0.913321150077127","0.102794012237335","0.00942643904683514","-0.195425877603968","6.67310763819507e-07"
"LAMA1","LAMA1","LAMA1","grey","0.131630333061353","0.000867914565407478","0.291461830446226","6.13020837694816e-14","0.315871674542861","3.17249560814958e-16","0.374701095810817","1.15234252113588e-22","0.173828172035466","1.023060927518e-05","-0.0480774169758871","0.225613205291938","-0.0935063276691306","0.0182487712358215","-0.0629492956059742","0.11246230349735","0.194028239680409","8.03971014714328e-07","-0.186501444970315","2.14264063621794e-06","-0.298467147348341","1.4234727824383e-14","0.15865236715399","5.77453387387705e-05"
"DLEU7","DLEU7","DLEU7","red","-0.425461108649267","2.15397684925395e-29","-0.696340960225744","1.5306884028155e-93","-0.336623469343111","2.42534434962274e-18","-0.547191918816916","4.93958109371091e-51","-0.621842299911875","1.97027157310514e-69","-0.40622930720163","1.04714943840429e-26","0.678553452012116","3.9079980293127e-87","0.548530320462449","2.53336322143715e-51","0.00515134395330873","0.896756671427086","0.787918526793976","7.73580138202696e-136","0.658535780164617","1.90834681996643e-80","0.0901942408790011","0.0228118999852531"
"IGSF8","IGSF8","IGSF8","yellow","0.0390697176166948","0.324862722790097","-0.0583713232683866","0.141132451910772","0.423082489932928","4.73194118905252e-29","0.113305222263033","0.0041924878607693","-0.155404900568268","8.19957201344378e-05","-0.648816326040362","2.22163233723797e-77","0.5073580369637","5.69582132092972e-43","0.749688628014812","6.06178020569624e-116","0.318647984281319","1.68895234517167e-16","0.374012301639631","1.3965736161622e-22","-0.126629884132305","0.00136184782307667","0.735189790077442","2.55768898710097e-109"
"LZTS1","LZTS1","LZTS1","turquoise","-0.392349668373499","7.13167510015358e-25","-0.568225983342711","9.56373866966726e-56","-0.45137777829105","2.67805117935813e-33","-0.574389102223415","3.42318800817018e-57","-0.401953663231753","3.92630657339661e-26","-0.043490044395633","0.273077978301069","0.206356442314679","1.48322611988578e-07","0.282399656620762","3.82069661381188e-13","-0.0707302304684774","0.0744433714253431","0.506037647785654","1.01137837898399e-42","0.522096998168465","7.88212193508719e-46","-0.160593973891819","4.66704181828876e-05"
"MAFB","MAFB","MAFB","grey","0.190662960323124","1.252173762712e-06","-0.145741564858918","0.000223505445856144","-0.165764222838197","2.61538839111634e-05","-0.171604137041373","1.33108875180657e-05","-0.0785059378605567","0.0476399447942448","-0.0176674254289245","0.656273074778529","0.15856218761208","5.83157577790462e-05","0.0453591649141909","0.252974879028142","-0.0954960481884948","0.0159093035644847","0.170409619662441","1.53111393261074e-05","0.226897440630439","6.99349855307247e-09","-0.0876308167883496","0.0269933634208421"
"C1orf88","C1orf88","C1orf88","grey","0.189210308956349","1.51245274268449e-06","0.328973852483206","1.52761940047734e-17","0.0612725843853487","0.122379042166292","0.214813129885029","4.37435818343619e-08","0.279932576407283","6.21628157892743e-13","0.287338727628515","1.42100014021173e-13","-0.322555961821794","6.87650037880919e-17","-0.312338505677026","7.00965789085368e-16","-0.121761523568757","0.00208012168747681","-0.376294307720293","7.37419100157273e-23","-0.257197811148925","4.40405309840486e-11","-0.132779888069153","0.000780788277711635"
"ANXA5","ANXA5","ANXA5","blue","0.551520129057632","5.63822428456137e-52","0.760244869501932","4.62060355512793e-121","0.477297482190471","1.48327445949874e-37","0.664972991919373","1.53584954217543e-82","0.697977093658244","3.73116181241184e-94","0.232794134322606","2.75116643016982e-09","-0.514992718003279","1.959443549538e-44","-0.378096735117768","4.43700837584059e-23","0.0610074441114831","0.124007784010198","-0.67113017534618","1.36031752402406e-84","-0.711601871565448","1.99735834982454e-99","0.0914393191071071","0.0209919966407076"
"SAMD4A","SAMD4A","SAMD4A","grey","0.331600061604793","8.16873255934724e-18","0.328533854480917","1.6955313728638e-17","0.46988615564328","2.66559608644303e-36","0.447067578433893","1.26152856371693e-32","0.211009623519759","7.6232411892413e-08","-0.24859900041058","1.98915673517808e-10","-0.0449716805002266","0.257055529075012","0.0529130947759118","0.182276750564328","0.262378647898055","1.72788972872973e-11","-0.172119856414868","1.25264855470101e-05","-0.38817117253072","2.44489971987675e-24","0.324086580044631","4.81903513235461e-17"
"SERPINI1","SERPINI1","SERPINI1","turquoise","-0.470765555613565","1.89903438571212e-36","-0.76917805343503","1.32382326781582e-125","-0.555542708825634","7.2895809429171e-53","-0.711171559065286","2.96232927039821e-99","-0.638966588583911","2.19394763853853e-74","-0.162473472046371","3.78878226251048e-05","0.515839099548435","1.34153637082073e-44","0.378597007823708","3.85132045709886e-23","-0.13861652609781","0.000450466395911514","0.696358508125927","1.50776532774056e-93","0.802028885517478","2.95971800051565e-144","-0.157596915451136","6.4764321912224e-05"
"PHF21B","PHF21B","PHF21B","brown","0.234640057080257","2.04366725135245e-09","0.360894618410382","4.97852315680346e-21","0.583506179591144","2.17780528399051e-59","0.56509439304974","5.05655332034385e-55","0.114994062358505","0.00365771633040782","-0.3130230177495","6.01662262329254e-16","0.058663519257965","0.13914936952521","0.115051364865899","0.0036407087403653","0.458015431731184","2.35663013118327e-34","-0.134576321308474","0.000660709665445511","-0.423208442999997","4.53950642664059e-29","0.417653067363101","2.78663051342058e-28"
"SLC16A8","SLC16A8","SLC16A8","grey","-0.180770810385181","4.40354293102489e-06","-0.312986140626349","6.06640440177472e-16","-0.0735461594448252","0.0635836321500487","-0.22987892549009","4.37728310007137e-09","-0.331222405151106","8.9415161907908e-18","-0.293204155663089","4.2794217263935e-14","0.345345390864975","2.79154372100139e-19","0.315198177551332","3.69306243167295e-16","0.153453659465367","0.000100889828721806","0.361161721044151","4.63668104092958e-21","0.227792285376472","6.08016112493662e-09","0.148714746698497","0.000165230967924598"
"LAMA2","LAMA2","LAMA2","greenyellow","0.278370654316735","8.43869061513024e-13","0.500270164382819","1.20619431708256e-41","0.138390303962538","0.000460358017485497","0.331788960232842","7.80725987639522e-18","0.706115326030698","2.88179808713334e-97","0.375872228766396","8.30192940044132e-23","-0.473056833579893","7.81315948564772e-37","-0.410443771001362","2.79284223721432e-27","-0.0983523052341959","0.0130117327156444","-0.501507955990726","7.11396831423563e-42","-0.386612895006162","3.85340662828986e-24","-0.156838183321484","7.02997012043721e-05"
"ZNF429","ZNF429","ZNF429","grey","-0.0856629980615509","0.0306363134844155","-0.0194363954385585","0.624392060829974","-0.1690763256267","1.78806735123778e-05","-0.0919340728051956","0.0203046573915212","0.00554066685453841","0.889002494214153","0.235072588749532","1.90546577519902e-09","-0.162972900167899","3.58319569651042e-05","-0.200360468217364","3.41943814318637e-07","-0.0995380635333804","0.0119526996793331","-0.120804174009833","0.00225689292081986","0.0466143172134781","0.240066693017833","-0.232091347280359","3.07883056176893e-09"
"MMP9","MMP9","MMP9","grey","0.20655563913834","1.44201067257623e-07","0.318086788880348","1.91950910925033e-16","0.297986520907269","1.57548291420803e-14","0.298215249356755","1.50125282070143e-14","0.256602783639693","4.89722440161229e-11","-0.0350359584885405","0.377343328698714","-0.198545618135526","4.38129063214548e-07","-0.0870061694645502","0.0281070684434006","0.137892368706822","0.000482846912111624","-0.285700158667109","1.97716094293895e-13","-0.394947776199652","3.28557016637292e-25","0.161831502104045","4.06948218694379e-05"
"ABHD8","ABHD8","ABHD8","yellow","0.088797361933476","0.0250150043017358","-0.00989979849205901","0.803070737039135","0.568930176720258","6.56036696918219e-56","0.24345328275293","4.77480322467328e-10","-0.109355469190992","0.00572944463396976","-0.756202122090391","4.52520504052498e-119","0.486473444590936","3.75638974757545e-39","0.682470775261438","1.66029733851421e-88","0.531353600161705","1.06690718633454e-47","0.345545028721085","2.65462977153153e-19","-0.213729242670846","5.12992518411414e-08","0.804499538160533","8.45637663488684e-146"
"COL23A1","COL23A1","COL23A1","turquoise","-0.394483337471628","3.77570371208918e-25","-0.482982135943349","1.54136197351866e-38","-0.32406472491046","4.84363068612137e-17","-0.406321039852402","1.01766003852815e-26","-0.376632354042004","6.70565831809425e-23","-0.11761072928442","0.0029504482169898","0.311569063978952","8.3189169472667e-16","0.260759384477883","2.31993782420109e-11","-0.133020712586653","0.000763593998964824","0.485907260337493","4.72806437453055e-39","0.492013161435739","3.86607488907312e-40","-0.0781825501424243","0.0485659510687251"
"CHDH","CHDH","CHDH","green","0.379195506800901","3.25025386641429e-23","0.682633186860337","1.45494697305333e-88","0.502625006089823","4.40926716562695e-42","0.717913263900007","5.66316706171918e-102","0.465767114301992","1.28791356183109e-35","0.120610918459541","0.00229420137890544","-0.309566369270051","1.29603944021144e-15","-0.281241711469034","4.80420563388715e-13","0.0798172312621952","0.0440354856456187","-0.532051842362573","7.67053017468471e-48","-0.593236111256206","8.24255674598639e-62","0.156588953846867","7.22133600511147e-05"
"MAPT","MAPT","MAPT","pink","-0.113581725194249","0.00410035285954907","-0.270847801908755","3.58021040402483e-12","0.228778331522197","5.20773025028968e-09","-0.0689619158953319","0.082004437694684","-0.33982730620504","1.104907735137e-18","-0.604835356479209","8.29449800585306e-65","0.586420837454142","4.17923324489004e-60","0.673082558594555","2.96725008917231e-85","0.300296486519934","9.65776427102429e-15","0.50012872412848","1.28103161897911e-41","0.124363245149818","0.00166178755915848","0.538449501923324","3.59846453504652e-49"
"RYR1","RYR1","RYR1","grey","0.269992095276306","4.20802730406288e-12","0.399534954937912","8.22250897380718e-26","0.480177527572314","4.73528639218385e-38","0.485874035589653","4.79226299489165e-39","0.283573967155191","3.02539966288666e-13","-0.147200609494513","0.00019284774243373","-0.0669825144540156","0.0911927600176623","0.0212731893069914","0.592015827515401","0.263438097748609","1.42337704472533e-11","-0.23824240651479","1.13585316344019e-09","-0.434401896816394","1.05651221734061e-30","0.315253656186838","3.64718247635079e-16"
"BAMBI","BAMBI","BAMBI","blue","0.223270105889402","1.22599453076416e-08","0.513989621464261","3.06569824205715e-44","0.294814801220153","3.06292396886798e-14","0.425929432126776","1.84341512860655e-29","0.549124711159757","1.88143795552974e-51","0.232010247961617","3.11899730038661e-09","-0.422201872696985","6.322527482105e-29","-0.331171292172846","9.0514894158444e-18","0.108221847376508","0.00625576737303647","-0.497235740526295","4.36112213983083e-41","-0.474555459953322","4.35480618034112e-37","0.00601758395440117","0.879518190040835"
"ARHGEF10","ARHGEF10","ARHGEF10","grey","0.11461602429117","0.00377173740250591","0.265265629321958","1.01671475777708e-11","0.15869361366158","5.74862000921237e-05","0.210363045878209","8.36958334557252e-08","0.224209991980591","1.06099958680397e-08","0.154742379709873","8.80013826278941e-05","-0.271767036697918","3.00782211180883e-12","-0.172597762051949","1.18390443129276e-05","0.150251900587479","0.000141023008220929","-0.263286552822352","1.46347898294016e-11","-0.24176894112168","6.33240190748798e-10","-0.0639740572920892","0.106719831262689"
"DYNC1I1","DYNC1I1","DYNC1I1","turquoise","-0.472398999367779","1.00893529213107e-36","-0.789956524878319","5.16448384579799e-137","-0.61856120458084","1.61732658685586e-68","-0.747378589960104","7.38676569306324e-115","-0.659406025620674","1.00127394815779e-80","-0.130724624379351","0.000942801583322099","0.543965519083432","2.4400806066626e-50","0.344693186877693","3.28916976320998e-19","-0.149918775910632","0.000145967660024774","0.716546175911953","2.04526385501248e-101","0.849951773881948","7.03809917211616e-179","-0.218920767972486","2.37342585859123e-08"
"SLC2A8","SLC2A8","SLC2A8","grey","-0.106081521244465","0.00736919943114718","-0.106144810493367","0.00733388342577203","0.0627397737784243","0.113665799406078","-0.0193458010658988","0.626008511936614","-0.10815603064263","0.00628761831375031","-0.171972147454322","1.27465330154039e-05","0.170291296150646","1.5524143015886e-05","0.160339718662267","4.79968322831657e-05","0.171604842186288","1.3309783762147e-05","0.15994875957178","5.01061827960802e-05","0.0419455699061163","0.290491387227767","0.14489883350238","0.000243234620919174"
"PON3","PON3","PON3","grey","0.0848086128513824","0.0323446385542492","0.230210277411305","4.15351649384919e-09","-0.0270764499425242","0.495136804505913","0.130982043902963","0.000920931530323796","0.255119541917023","6.37306680537601e-11","0.294939895446729","2.98412250620826e-14","-0.268393576668121","5.68193624505029e-12","-0.260531379240014","2.41781966698018e-11","-0.145309180489506","0.000233432788279257","-0.28267762556778","3.61570583707129e-13","-0.166175138225176","2.49584905642233e-05","-0.162949045100032","3.59277028678693e-05"
"FZD1","FZD1","FZD1","green","0.399335865840925","8.73596039135369e-26","0.560938615369629","4.48495580635355e-54","0.607059357787881","2.13762395283115e-65","0.619605431876997","8.29852492801394e-69","0.525622924206171","1.55489297211017e-46","-0.150101944960975","0.000143229033948244","-0.141595986778983","0.000337364045568304","0.00824329240159302","0.835505236702092","0.166094185893931","2.51898092527099e-05","-0.345084944515299","2.98066897694239e-19","-0.628607316093384","2.37002684815765e-71","0.417087159558201","3.34606804894032e-28"
"RALB","RALB","RALB","turquoise","-0.513768571570144","3.38283739422881e-44","-0.690978367742376","1.46378160790807e-91","-0.631593180717361","3.25258022897173e-72","-0.655183952244612","2.24299635088033e-79","-0.563595431080396","1.11508022934905e-54","0.0475142840004316","0.231101064626788","0.375510440532126","9.18823818896216e-23","0.124181795301571","0.00168824558638583","-0.282370166638207","3.84310103343469e-13","0.56848195088134","8.34007796224396e-56","0.808284711669878","3.29751179597024e-148","-0.352277557444104","4.7665666198489e-20"
"SLC7A10","SLC7A10","SLC7A10","grey","-0.213535005479484","5.27804437823686e-08","-0.236486836578897","1.51410367935934e-09","-0.205843487399474","1.59466031154258e-07","-0.167315592739332","2.19065234290354e-05","-0.186453911743815","2.15567971228995e-06","0.000633779234294812","0.987262753786618","0.155233032579334","8.3515432369787e-05","0.0783030772260461","0.0482190795413388","-0.196909422065992","5.46765143966486e-07","0.247927946512297","2.23229138633633e-10","0.269862488753215","4.31206147718342e-12","-0.0978018265856496","0.0135309234874759"
"GNL3L","GNL3L","GNL3L","grey","-0.109807677704801","0.00553085636569858","0.0443157807669796","0.264066311172562","-0.210284241386209","8.46523455782833e-08","-0.0581462336120237","0.142674817555414","0.075918272978118","0.0554808156302405","0.364384327248371","1.9551125249805e-21","-0.258767988204248","3.32388147134803e-11","-0.342865218652823","5.19837387561334e-19","-0.127397500426992","0.00127214504447125","-0.201519424614856","2.91534872698224e-07","0.0368454031577278","0.353187301956038","-0.339357253269173","1.2407131962055e-18"
"FAM49A","FAM49A","FAM49A","turquoise","-0.277964971806284","9.13304702931206e-13","-0.423573065590556","4.02502368920836e-29","-0.244646689492593","3.90413418051361e-10","-0.366560765224226","1.0850884151435e-21","-0.337953399472014","1.75194528512842e-18","-0.169189615810978","1.76473246643195e-05","0.277060813575669","1.08880030353471e-12","0.255411212567351","6.05215622994207e-11","0.0247779226816985","0.532473884616668","0.420369043091574","1.15248585977373e-28","0.379197110154997","3.24877518489453e-23","-0.0266415734250125","0.502092244005188"
"NFE2L2","NFE2L2","NFE2L2","blue","0.525912076952112","1.35994554452939e-46","0.843829241653263","8.09254095647007e-174","0.68665960503305","5.36161936839852e-90","0.795120323822831","4.73319367791235e-140","0.664216630622392","2.7235379940355e-82","0.0487169895309335","0.219493748592832","-0.418661742984478","2.00947334892406e-28","-0.220524374398355","1.86331906617132e-08","0.324235058916905","4.65516169565705e-17","-0.647903344795829","4.25513833975731e-77","-0.817822596495151","1.59218293261281e-154","0.314612130298444","4.2137419877015e-16"
"EEF1A1","EEF1A1","EEF1A1","grey","0.126887654702174","0.00133109564530355","0.196886211606726","5.48478565696546e-07","-0.342135515910625","6.23522501173885e-19","-0.0514146865546453","0.194990457234167","0.284853938466941","2.34291792931885e-13","0.705125206155787","6.9823291977547e-97","-0.556904332850032","3.62424279981119e-53","-0.609465343890528","4.87103074005141e-66","-0.372025879191701","2.42493024764537e-22","-0.450569623218682","3.58718772854178e-33","-0.018788155151863","0.635997723403632","-0.604112574912551","1.28577718334381e-64"
"CDC42SE2","CDC42SE2","CDC42SE2","turquoise","-0.360344861998275","5.76227540477048e-21","-0.504972611644184","1.60418315931915e-42","-0.359209537750947","7.7862168599712e-21","-0.444015445865766","3.73013952854822e-32","-0.488369027117342","1.73340363810773e-39","-0.0941707110601912","0.0174361997410319","0.375553434069042","9.07820598975318e-23","0.210838362291637","7.81441621682103e-08","-0.091594766030273","0.020773893700972","0.447816780385108","9.65144552493839e-33","0.572718060046134","8.50302541824075e-57","-0.104629604459269","0.00822230348093185"
"TTC9B","TTC9B","TTC9B","red","-0.407240993996013","7.63790806308559e-27","-0.665718009690849","8.72128998120916e-83","-0.213040150681425","5.67433411056965e-08","-0.487888046649577","2.11019225413725e-39","-0.61308842822738","5.12773784282678e-67","-0.500188063262202","1.24908966794537e-41","0.706765163935811","1.60893999911511e-97","0.67761604322637","8.26136103902862e-87","0.114040287861039","0.0039515867055589","0.821458332044769","4.9647425655017e-157","0.550343459255556","1.02034872484145e-51","0.238069376956173","1.16861030650402e-09"
"SCN9A","SCN9A","SCN9A","grey","0.121663621373074","0.00209759907741371","0.0640032527374","0.106559690148985","0.173568415565444","1.05517855956785e-05","0.0707805285793686","0.0742369098953912","0.031568493469692","0.426388942328317","-0.168720961708422","1.86318086128074e-05","0.0203626390880657","0.607969819351748","0.142661222579543","0.000303814749440957","0.2013850568338","2.96989950821736e-07","0.0152278781899097","0.70127372281486","-0.13330867694907","0.000743494673423372","0.191224006308261","1.16364201905424e-06"
"TM7SF2","TM7SF2","TM7SF2","turquoise","-0.483092508069453","1.47444791110223e-38","-0.604029941276669","1.3517605980387e-64","-0.657551166697757","3.94864945521833e-80","-0.64235817268228","2.1014898311419e-75","-0.394771373105456","3.46384373057343e-25","0.196699937077407","5.62417851311345e-07","0.134800763306104","0.000646975128475168","-0.00886180869217832","0.82335881667312","-0.327837105394213","1.99928314060618e-17","0.412467014144889","1.470903007702e-27","0.671465777967369","1.04792429590258e-84","-0.450216948993126","4.07419081537938e-33"
"CD47","CD47","CD47","magenta","-0.239292486310544","9.5539176389776e-10","-0.502453362827576","4.74611290695137e-42","-0.0724635982075738","0.0675931298495645","-0.33457718760449","3.98817753911081e-18","-0.499311063518187","1.81321571899025e-41","-0.542574735115561","4.83196258725908e-50","0.667878308611831","1.67456022568116e-83","0.551650792052976","5.27804740339315e-52","0.171893982910137","1.28644614466693e-05","0.634056354502575","6.21641389837015e-73","0.419267265949719","1.65046990755476e-28","0.291490280093569","6.09445844403588e-14"
"EEF2","EEF2","EEF2","grey","-0.0698771070245915","0.0780170808629512","-0.212884670723671","5.80467793806117e-08","-0.0304492646824605","0.442978561645364","-0.1625762668166","3.74557524735007e-05","-0.124261982460706","0.00167650582027556","-0.183838958863096","3.00267296919105e-06","0.161462986059247","4.23939422627782e-05","0.243371974871422","4.8405579901733e-10","0.103629820209665","0.00885994417778245","0.243081002680412","5.08317284109618e-10","0.121025707526313","0.00221480805895353","0.10907365725333","0.00585642478797345"
"CD55","CD55","CD55","blue","0.358546170174038","9.27833658344362e-21","0.56334551021991","1.27174191035303e-54","0.404044520116486","2.06225342899827e-26","0.506572854588139","8.01623768757462e-43","0.472798680359434","8.63832328638076e-37","0.074626691411938","0.0597791952592689","-0.3061067337113","2.76565829275115e-15","-0.238334044703998","1.1188681965818e-09","0.11732322492619","0.00302155977278929","-0.471842242508542","1.25213336722361e-36","-0.525300364385569","1.80524025793717e-46","0.124875906497425","0.0015890773464899"
"HPRT1","HPRT1","HPRT1","turquoise","-0.540698289841461","1.20855187531782e-49","-0.817286938262185","3.68535003080281e-154","-0.716321510028869","2.52396688171097e-101","-0.821584219660292","4.05604066651561e-157","-0.63744027982625","6.24448845808206e-74","-0.0153431109524666","0.69912286173269","0.393644553189269","4.8508222859259e-25","0.246116476547044","3.04236283081568e-10","-0.231135022774486","3.58618441701568e-09","0.656281703314129","1.004261739546e-79","0.854710584876384","5.69215878634336e-183","-0.337324244235222","2.04375587705053e-18"
"OPRL1","OPRL1","OPRL1","red","-0.28367464692172","2.96531177347584e-13","-0.420791224702562","1.00396069499814e-28","-0.0854296325803214","0.0310950703329506","-0.27230244296545","2.71677619857623e-12","-0.388710207899332","2.08769213489197e-24","-0.370857876689007","3.3483359484184e-22","0.463165228534615","3.44534522794294e-35","0.402145347287961","3.7019455255098e-26","0.127750204299668","0.00123278130757016","0.519652098905423","2.4022509808674e-45","0.344170149651857","3.75057490721671e-19","0.179827557207082","4.94732216300823e-06"
"CGNL1","CGNL1","CGNL1","blue","0.292288438001818","5.17077263069313e-14","0.55982078434209","8.02503232166275e-54","0.253387201539019","8.65047043796222e-11","0.490097619510834","8.52664020728664e-40","0.439202009593153","2.01658129130019e-31","0.294311995639772","3.40077759036892e-14","-0.422875437145014","5.06597746136637e-29","-0.399543980791615","8.19995213748668e-26","0.0137222338363795","0.72959105829915","-0.520223481656548","1.85295012557626e-45","-0.443199375896818","4.97515628229702e-32","-0.0781203311892246","0.0487458309882907"
"PTDSS2","PTDSS2","PTDSS2","brown","0.121777695495352","0.00207724755109849","0.258438275756205","3.52675225859496e-11","0.43908038623733","2.10369323886091e-31","0.368469646198933","6.45026643009993e-22","0.173501574015773","1.06359727965682e-05","-0.233451760485144","2.47540317215447e-09","0.00429963841209709","0.913753496289529","0.150066756635385","0.000143751372137607","0.245090277007532","3.6216721564266e-10","-0.0932410375771515","0.0185823600520969","-0.346152206122435","2.27762258634839e-19","0.370809911889191","3.39290206920343e-22"
"PHACTR2","PHACTR2","PHACTR2","greenyellow","0.253120660710882","9.06500517139912e-11","0.51153626183863","9.10465132966932e-44","0.0431161619530107","0.277226571939754","0.290594758199362","7.32410601306742e-14","0.722916872965988","4.82277139882579e-104","0.521300434786657","1.13437846229103e-45","-0.591950235885647","1.74129999700896e-61","-0.577606434102031","5.85082595674654e-58","-0.188138035144556","1.73708053780851e-06","-0.623740210453866","5.76363830400314e-70","-0.371732666399769","2.62984964616472e-22","-0.310127031889674","1.14514550193404e-15"
"CPNE6","CPNE6","CPNE6","turquoise","-0.380687389957308","2.12596801585544e-23","-0.496886665206775","5.05186714373399e-41","-0.476808070882702","1.79894781651704e-37","-0.493542015974838","2.04899613073976e-40","-0.438689710836989","2.40951195990918e-31","0.0655355641063102","0.0984181985068885","0.254981228568946","6.53099202041585e-11","0.143126594235059","0.00029015933807976","-0.142564232440539","0.000306735316840276","0.419948381782439","1.32206944897243e-28","0.552324375370222","3.75387470341259e-52","-0.260202284804197","2.56624553785367e-11"
"SLC2A9","SLC2A9","SLC2A9","black","0.647415991681013","6.01420916701774e-77","0.508575462881632","3.3471486449349e-43","0.460311722627735","1.00391466090949e-34","0.480244666026584","4.61031126483334e-38","0.448439639575586","7.72112209934789e-33","-0.066212709281869","0.0949819859783037","-0.22990118989633","4.36188782641086e-09","-0.0962964693159812","0.0150450903717607","0.284860229647753","2.33996825620196e-13","-0.391889133253292","8.17600866305213e-25","-0.54896958491788","2.03346149936768e-51","0.247727813108063","2.31024869499354e-10"
"FSCN1","FSCN1","FSCN1","pink","0.0538640901406044","0.1745322788857","-0.169237432951383","1.75497048237457e-05","0.233815508290973","2.33461116971167e-09","-0.0230917383300327","0.560740473550247","-0.260698730038852","2.34559207634544e-11","-0.544710121923591","1.69033978270409e-50","0.474777158720136","3.99307644749e-37","0.658488936144846","1.97564272681135e-80","0.187213437624567","1.95614695979277e-06","0.404060796940112","2.05190517505041e-26","0.00604341420315769","0.879004991223953","0.540574372139383","1.28371838392242e-49"
"RASAL1","RASAL1","RASAL1","red","-0.376550614665746","6.86160388345168e-23","-0.655481077395473","1.8051565785991e-79","-0.248939806855724","1.87576209336035e-10","-0.50496586566482","1.60886892949019e-42","-0.568652625496833","7.61194941119208e-56","-0.410071094027401","3.14145820688367e-27","0.566193828545816","2.8237474307172e-55","0.582806486135101","3.22884358559984e-59","0.0659182134549053","0.0964644526539441","0.740083274006149","1.66491905893844e-111","0.53346303350091","3.92808771390094e-48","0.155921054959876","7.75869501406467e-05"
"KCTD1","KCTD1","KCTD1","turquoise","-0.525969366659405","1.32430458705239e-46","-0.774939059784296","1.20697302217273e-128","-0.60859762809096","8.31580195429061e-66","-0.703560467172462","2.80626900912566e-96","-0.58239854662185","4.06040677123589e-59","-0.111182718875325","0.00496450304030345","0.45640033150629","4.27826109738118e-34","0.303575893097708","4.78466700128941e-15","-0.219820512417101","2.07258224011726e-08","0.695876491943878","2.28120362844209e-93","0.806997707447106","2.20428415310533e-147","-0.232368315707149","2.94540682897291e-09"
