"","CorrDisease","PvalDisease"
"METTL5",0.218419195388347,2.55906092026642e-08
"PCMTD2",0.247268523288971,2.49931884323817e-10
"GALNT11",-0.495607476892323,8.64599661358385e-41
"GABBR1",-0.329077390851563,1.49055107057606e-17
"NME4",0.340346699786184,9.71842338886543e-19
"BRE",-0.569270670781216,5.46555044233655e-56
"ACSS2",0.469411680396742,3.1994172746247e-36
"JOSD2",0.312668096195598,6.51289198322177e-16
"HIST1H3E",0.341689661436175,6.9664210035704e-19
"CKB",-0.129604570569119,0.00104366241429308
"GMFB",-0.328693109753766,1.63275711214822e-17
"CKLF",0.235836456870275,1.68326178863645e-09
"KCNMB3",0.116164156646154,0.00332433919584801
"TTC15",-0.138773811887646,0.000443706047774587
"LRRC40",-0.477772410623203,1.22963046131276e-37
"CASP2",-0.153845265379672,9.67965443950048e-05
"PAG1",0.256391391447496,5.08508921115088e-11
"MAN2A2",0.441013539518515,1.07193793468059e-31
"AP3M1",0.594687037901313,3.53018812772159e-62
"CPEB3",0.296193506859683,2.29653120237059e-14
"ZBED1",0.129820520353354,0.0010234730528255
"TLL2",-0.174577101527616,9.35591358665745e-06
"FMNL2",0.373333709863915,1.68699482859326e-22
"MED11",0.145221471619902,0.000235496260511179
"ZNF565",0.383984710272145,8.25458707847976e-24
"OCIAD1",-0.602634341863423,3.14056068971338e-64
"RPL10A",-0.278393665756735,8.4008933573086e-13
"TM9SF1",0.436757470554349,4.70270916464811e-31
"GARNL3",-0.471030320936621,1.71440012289429e-36
"ANKRD10",0.145120261040305,0.00023789859584164
"PKIG",-0.258446612514808,3.52147679733934e-11
"RCC2",0.333082288238214,5.72206428810763e-18
"ARNT2",-0.336225816269903,2.67223978940338e-18
"MLXIPL",0.2503549459866,1.46866794039024e-10
"BTAF1",-0.132504036480838,0.000800923638394487
"SNX24",-0.303018279906684,5.39498115079385e-15
"ABHD10",-0.398981688236807,9.72893333122884e-26
"PLEKHH3",0.255428655861279,6.03347225862895e-11
"NUCB2",-0.161725374728957,4.11774168709936e-05
"WDFY2",0.392504087752212,6.8119325016387e-25
"FUNDC1",-0.202503055222604,2.54439910199177e-07
"TBC1D24",-0.374979963927786,1.06592241897304e-22
"LACTB2",0.137906569872329,0.000482191609388377
"CNTN1",-0.43797403537926,3.08826356192992e-31
"MAP4K5",0.111329551242242,0.00490722822562
"TRUB2",-0.453698870680042,1.15173550396532e-33
"PIK3CA",0.228487225299407,5.4517918330516e-09
"CACNG2",-0.200390445156623,3.40540149176045e-07
"NIPSNAP3A",0.160635312569972,4.64580649942538e-05
"ZNF146",0.335716261271638,3.02507288793899e-18
"SCRN3",-0.395211496947515,3.03583798586422e-25
"RGN",0.11995396889401,0.00242528070789543
"ZNF554",-0.352609110386616,4.37532863715256e-20
"PRR14",0.451210428032854,2.84532687423369e-33
"CORO6",-0.140586507553826,0.00037232046684151
"ATP5J",-0.501746088307618,6.4252379310713e-42
"KHDRBS1",-0.557376564000042,2.84208063801444e-53
"ZNF319",0.35381477964576,3.20170804427476e-20
"TERF1",-0.331343908470981,8.68534631700103e-18
"IMPDH1",0.318651064755966,1.68776519284581e-16
"EPM2A",-0.359281961471923,7.63840360806905e-21
"C12orf24",-0.405399528425589,1.35535481320393e-26
"FAM59A",0.216316501414263,3.50215843186005e-08
"C8orf42",-0.227919636133717,5.95997822657141e-09
"RAB3GAP1",-0.484083013674353,9.89314321263245e-39
"HCN3",0.307299124932602,2.13223992252045e-15
"KATNAL1",-0.289958992272542,8.3416153938719e-14
"MYO1E",0.431999216598277,2.39660437694318e-30
"HDHD2",-0.502356939038435,4.94641746324586e-42
"ACIN1",0.421197702294745,8.78913843916802e-29
"STK16",-0.17707327904396,6.92682920562838e-06
"RBMX",-0.408106165689412,5.82656706849957e-27
"POLR2C",0.153772506000892,9.75450350043562e-05
"EXOC8",-0.41188260646277,1.77097557144704e-27
"NAGLU",0.291837442368338,5.67434648190413e-14
"SQSTM1",0.114093250474523,0.00393472347571381
"SEC61A2",-0.282193145070461,3.98032000170851e-13
"FAIM",-0.111396660215667,0.00488125016289543
"TTF2",-0.159676352723241,5.16274003349901e-05
"PPAT",0.298721660236548,1.34890577229488e-14
"LMLN",-0.153634009682861,9.89848636104311e-05
"PRSS2",-0.283674341758444,2.9654921226974e-13
"KSR2",0.148105745522986,0.000175859684044679
"NDUFA7",-0.556209563912226,5.1789984045987e-53
"C9orf116",-0.230258510715306,4.1218843183275e-09
"SETDB2",0.430246011927038,4.33877280218543e-30
"ATPAF1",-0.475937328935925,2.53380135422077e-37
"C17orf58",-0.433624048917784,1.37831638576419e-30
"C7orf36",-0.160289635358534,4.82622790728611e-05
"ZBTB38",0.412174073171947,1.61443248284538e-27
"SLC20A2",0.102360316676226,0.00973290843619564
"NCAM2",-0.214938957660302,4.29395828032164e-08
"ALDOAP2",-0.267818630838387,6.3269291915297e-12
"MRPL19",-0.206687164752568,1.41540506070978e-07
"DZIP1",-0.317545214244207,2.17124545793874e-16
"ZNF317",0.324260815914695,4.62729774781234e-17
"IVNS1ABP",0.230811406847963,3.77558732840659e-09
"RAB9A",0.382997814413308,1.09687858708313e-23
"AACS",-0.275647474274832,1.43121779296057e-12
"EEF1B2",-0.225449277693785,8.76035616817981e-09
"WDR74",0.136987036559288,0.000526374972110034
"AHI1",-0.35043144962046,7.66487341872527e-20
"MCM8",0.187315975974354,1.93060563539828e-06
"RAB35",-0.207898172126643,1.19169602323001e-07
"BAZ2B",0.380222617418264,2.42713297428182e-23
"TSPYL5",-0.511940112476672,7.61570966491806e-44
"STARD7",0.365888426744277,1.30216590116348e-21
"TMEM50A",-0.187951091032485,1.77938398940134e-06
"TYK2",0.52690326231116,8.58348771606523e-47
"AMPH",-0.229176331286783,4.89114457682591e-09
"NTRK3",0.138230710278178,0.000467457521923081
"DYNLL2",-0.304202828093403,4.1792430793468e-15
"IQCD",0.229409747290775,4.7142527560354e-09
"FAM100B",0.338187635384312,1.65413567240216e-18
"CDK10",0.33602763896419,2.80436712281318e-18
"FOXP2",-0.175890681447952,7.99119516815883e-06
"GPBP1L1",0.185732028397022,2.36329505643152e-06
"INPP5F",-0.486341237677195,3.96385269385207e-39
"GPRASP2",-0.518723726277171,3.65901194743518e-45
"SRRM1",-0.263255416236029,1.47185402639658e-11
"JAK2",0.149183375310646,0.000157465862220665
"TXNDC9",-0.368199717397298,6.94403057677241e-22
"THRAP3",-0.417308126211941,3.1155039357807e-28
"LRCH1",-0.328547218558072,1.69017354290999e-17
"SIRT1",0.397785505230594,1.39815511452217e-25
"UTF1",0.169563415931723,1.68977533400936e-05
"PCTP",0.408468541225093,5.20079637826666e-27
"SLC25A5",-0.457670093744699,2.67782180196766e-34
"EIF4EBP2",0.321524998538642,8.72718480611395e-17
"CHST12",0.391618248837632,8.85945194792343e-25
"EFHA2",-0.19627181098136,5.95758676131568e-07
"PAQR4",-0.166914729556464,2.29364653894824e-05
"CGN",0.362379684415573,3.3493940663825e-21
"MESDC1",-0.13073694323245,0.00094174414749539
"PAM",-0.36972079311162,4.57826049013101e-22
"LAMC1",0.30743055435902,2.07182625817268e-15
"TIMM44",0.159254348575418,5.40705203726686e-05
"GK",-0.243632063126492,4.6332650796024e-10
"LMCD1",-0.230153817261718,4.19084345594462e-09
"YTHDF1",0.327519554327662,2.15492054145145e-17
"TCF7L2",0.124430500373245,0.00165207783841229
"MXRA7",-0.320711072229882,1.05271172897317e-16
"ST3GAL6",-0.163336798686602,3.44010316917545e-05
"CSMD1",-0.274139914599028,1.9126094628742e-12
"ITM2B",0.112441517888254,0.00449248034429936
"DDAH1",-0.449539982827385,5.19978572963736e-33
"CNOT8",0.256554953673907,4.93912884750133e-11
"TAF1",-0.109275811932931,0.00576508345882825
"FYN",0.411383007995693,2.07498166163368e-27
"TBC1D22B",0.19754970740465,5.01477948605883e-07
"PYGB",0.118933893023585,0.00264241302170205
"CD83",-0.230502623539155,3.96534503238533e-09
"PTPRM",-0.33120009813019,8.98934860238125e-18
"RBM12",-0.366947643525306,9.76801061412266e-22
"DNASE1L2",0.32276305713852,6.55431637983375e-17
"S100A16",0.127587037913337,0.0012508499746146
"SPCS1",-0.391417053360796,9.40333188711263e-25
"MATK",0.176401154118521,7.51390942316845e-06
"CYP2U1",0.376421570771665,7.1151194705081e-23
"C9orf46",-0.365500395678918,1.44640883762791e-21
"RPL23",0.115705715022458,0.00345151969908576
"ADCK2",-0.212545290821933,6.09932225580778e-08
"PPP1R10",0.44251539241312,6.32968329336747e-32
"GAB2",-0.158374804030447,5.95180966151928e-05
"POGZ",0.391791341151043,8.41650705861198e-25
"CSTF2T",-0.311181624607074,9.06634530858661e-16
"WASF1",-0.424984834978113,2.52288858581017e-29
"BBS10",0.258008189161763,3.80963100828898e-11
"SBDS",-0.424980824718199,2.52624638061955e-29
"LPGAT1",-0.481122849888455,3.24753061222622e-38
"ZNF544",-0.403928246596184,2.13769268876455e-26
"C18orf10",-0.302408831207772,6.14959621259809e-15
"GPS2",0.455858202880423,5.22258754850619e-34
"USP13",-0.399832808184852,7.50956355230027e-26
"DHX32",0.3422925401475,5.99615855291103e-19
"NR3C1",-0.272137524308279,2.80335724448731e-12
"PTP4A2",-0.173542979138624,1.05837477801298e-05
"ABCA5",-0.265511143215061,9.71591131322107e-12
"RRM1",-0.144667056661816,0.000248939898648344
"TOR1B",0.233468583076265,2.46871367745843e-09
"IGF2R",0.352753365553565,4.21515714841812e-20
"STARD3",0.364378622123211,1.95812077010423e-21
"ZNF681",-0.103449491901647,0.00897953396939961
"ATP11A",0.188015830452921,1.76462357193694e-06
"NT5DC1",-0.118473926222675,0.00274600173326355
"TMEM141",-0.422833588081903,5.13627509176654e-29
"DCTN2",-0.415975439010324,4.78833015359756e-28
"C16orf45",0.170736217527932,1.47375352672054e-05
"MRPL28",-0.357952908992489,1.08496342285586e-20
"SEMA6D",-0.161392406595067,4.27269332663504e-05
"SARS",-0.253359383051308,8.69285545381733e-11
"PKM2",0.287442303645143,1.3915379458744e-13
"RPS2",-0.20292221846021,2.400540225029e-07
"PGRMC1",-0.339282405665302,1.26380500631967e-18
"PIAS2",-0.481929201829914,2.35198451356775e-38
"CLCN2",0.352183932267198,4.88315995049615e-20
"MOCS1",0.499039182999073,2.03484558720193e-41
"NDUFB1",-0.336037251068283,2.79781266007616e-18
"CABP5",0.128945807188714,0.0011075443493384
"GYS1",0.249304814461999,1.7613037008545e-10
"C19orf43",0.357356420660002,1.26936221677346e-20
"ME2",-0.459213676005565,1.51098513403651e-34
"EAF1",-0.479624465676959,5.90115008913248e-38
"RWDD3",0.138530488391847,0.00045420486414114
"ARSA",0.104628543313203,0.00822295795059189
"PROSC",-0.372312502287305,2.23987861980165e-22
"SP1",0.32117832862567,9.45343519311544e-17
"METTL2B",-0.410240894564727,2.9775822958524e-27
"OBFC2A",0.17654778431418,7.38191985375273e-06
"VEGFB",0.373624202130927,1.55601401944212e-22
"TRIP11",0.34204176517094,6.38241130455084e-19
"GP1BB",-0.298067086006504,1.54893477797677e-14
"UBE2V1",-0.55795176568616,2.11253885735518e-53
"YTHDF2",-0.137430015439535,0.000504640045583366
"PRPF40A",0.253616906614842,8.30810533834224e-11
"SAC3D1",0.153538551121975,9.99888923510274e-05
"SPEG",-0.341729864434672,6.89716327162125e-19
"ZC3H6",0.234072915056273,2.23971378787393e-09
"NDUFA13",-0.231622720000311,3.31806567356897e-09
"MNT",0.135687074380466,0.000595285937495931
"PIGX",-0.339579587373386,1.17454283392708e-18
"NIPBL",0.233008107882137,2.65831736161234e-09
"BTBD10",-0.38633835140203,4.17394062182088e-24
"PPP1R12A",-0.279059469078671,7.376287165544e-13
"ACADSB",-0.490471826849821,7.30875478663778e-40
"OXCT2",-0.176394167869645,7.52025396911867e-06
"ASNS",-0.307193418288795,2.18208257731603e-15
"YPEL4",-0.300896359966326,8.49904564350085e-15
"CTNS",0.392244624951988,7.35761207892424e-25
"RGPD5",0.194091366979753,7.97257194469588e-07
"ADK",-0.405526631605714,1.30289916386436e-26
"CTNNBIP1",-0.508795321557658,3.04004502282213e-43
"CYP27A1",0.352033871985528,5.07592529367165e-20
"SAMD11",0.250599965295261,1.40753773605757e-10
"NOVA1",-0.451488518126122,2.57275647841224e-33
"OAT",-0.508489312612284,3.47571215010697e-43
"TTLL7",-0.153715412459949,9.81361816330597e-05
"C6orf70",-0.245550372755253,3.34974886844812e-10
"CYP2R1",0.263411015172975,1.43046399377471e-11
"LYPLA1",-0.189699979314955,1.41940085608452e-06
"UBE2E3",-0.484640902673563,7.89729261445206e-39
"FARP1",-0.281353512321767,4.69934174740135e-13
"ATP5J2",-0.186606377472567,2.11412309290462e-06
"TEP1",0.505700386223974,1.17066131181713e-42
"ERP29",-0.282176175233799,3.99372361783749e-13
"RPS6KB1",0.338836823576239,1.41030191335763e-18
"SLC7A14",-0.280508390535829,5.55112724827175e-13
"ZBTB40",0.484609396209236,7.99851570095862e-39
"RCBTB1",0.365274899186739,1.53736282492213e-21
"PDCD10",-0.427940574961557,9.41976817303936e-30
"DNASE1L1",-0.202167530386222,2.66550512958072e-07
"PITRM1",-0.29089739448388,6.88353798051231e-14
"MSI2",0.28539432423355,2.10238554670494e-13
"ZBTB34",0.472154722637667,1.10926080210909e-36
"BCL7A",0.203589266327309,2.18763501592748e-07
"CSPP1",0.185075205452245,2.5687306509711e-06
"TNRC6B",0.105916266581267,0.00746213171277487
"GCSH",-0.475999069460263,2.47308562254651e-37
"C11orf67",0.387056408285912,3.3862330195756e-24
"IGF1R",0.148126841893411,0.000175481011739243
"DUSP16",0.236340124669038,1.55075492890066e-09
"SGCB",0.37533808770991,9.64271470372575e-23
"ECHDC2",0.388083091967251,2.5087512760303e-24
"MLLT4",-0.342348058181868,5.91381363484731e-19
"IMMP1L",-0.421322240286126,8.43782716567599e-29
"MUTED",0.444648874351619,2.98128393776771e-32
"CRLS1",-0.33247029244009,6.62961562334713e-18
"DPF2",0.179796521445757,4.96626151902652e-06
"TPD52",-0.366303206408685,1.16366392208723e-21
"PPFIA1",0.386791863018432,3.65768405912613e-24
"LZTS2",0.481321822144501,2.99925064939886e-38
"ZC3H11A",0.421357829209662,8.34001241127333e-29
"PTS",-0.456422944550654,4.24278390686544e-34
"EAF2",-0.191376307402665,1.14066604895345e-06
"TM2D3",-0.384063285712562,8.06951196467199e-24
"MAP3K11",0.369754479045202,4.53610496443064e-22
"CBLL1",0.263912954065812,1.3045490647967e-11
"THAP8",0.260987760344807,2.2257799953866e-11
"FIBP",-0.440627440716499,1.22688054980989e-31
"C6orf89",0.181097022106477,4.22915051565559e-06
"PAK2",0.392368024994958,7.09290209200827e-25
"ACSL3",-0.319207460422299,1.48627140067669e-16
"USP45",0.220434203779726,1.88893758209874e-08
"STOML1",-0.423316818439921,4.38014153931071e-29
"TSC2",0.142270724584751,0.000315733987780642
"ME1",0.110230291769694,0.00535088950654324
"CHMP6",-0.212805467702216,5.87218443161993e-08
"ATXN1",-0.448809380655029,6.76171425187374e-33
"HDAC1",0.433696084219935,1.34483065395672e-30
"CDKL2",-0.247482333112222,2.4094981571061e-10
"FBXO33",0.273159917691383,2.30709371800169e-12
"PTMA",0.165613679460215,2.66052726863945e-05
"PSIP1",-0.480124547101009,4.83627382717354e-38
"ZNF284",-0.186458326692738,2.15446543019778e-06
"SHFM1",-0.298727846909559,1.34714178968879e-14
"SFXN3",0.212714829112042,5.95036903389863e-08
"SNX6",0.15954293711306,5.23882727486535e-05
"ITGA7",0.374266925646964,1.30084814798995e-22
"TAF1C",0.416892434842395,3.56319677696833e-28
"MSRA",-0.377619781263534,5.07698344514292e-23
"ZDHHC9",-0.175823569417405,8.05605381667625e-06
"RIC3",-0.280363809143512,5.71127293240727e-13
"BTBD9",0.172034849683288,1.26526774596567e-05
"PPP2CA",-0.44903560915587,6.2339677615677e-33
"MADD",-0.357361521693595,1.26766120830197e-20
"TMEM106C",0.458603809380045,1.8949701431583e-34
"C9orf142",0.374803137274217,1.11994593026376e-22
"SCRIB",0.470101739751964,2.45319969724832e-36
"SLC19A2",0.204378500025799,1.95919606571121e-07
"OSBPL1A",-0.444615195505909,3.01705349712341e-32
"RAP1GDS1",-0.286699940474925,1.61669498952243e-13
"ZHX1",0.43432953770262,1.08300172271155e-30
"ATP2A3",0.150061883406719,0.000143823851642855
"TRIM32",-0.211486636611182,7.11428141775425e-08
"VWA1",0.314062567312069,4.7672502625814e-16
"CWF19L2",0.378001612788241,4.55793525641934e-23
"PLD3",-0.108767211231171,0.00599737207707744
"NDUFV3",-0.132594152630541,0.000794293476264787
"H2AFZ",-0.132891102630477,0.000772803753351629
"NAP1L1",0.194973784657185,7.0886719664562e-07
"RAD51C",-0.243635933498033,4.63024658839558e-10
"KIN",-0.291854879512627,5.6540117157059e-14
"MCM2",-0.227910564927142,5.96846205241088e-09
"SLC25A26",-0.243137763179245,5.03493430296278e-10
"PRODH",0.227408400988494,6.45684123164329e-09
"GKAP1",0.485087489063319,6.59196732052695e-39
"CRELD2",-0.291929679206438,5.56759008281914e-14
"RPP40",-0.436141312974364,5.81520695837846e-31
"RPS25",0.160387499600472,4.77448758981309e-05
"KLHL2",0.280632550785437,5.41711786341209e-13
"SIGLEC8",0.209205542576582,9.88555993593471e-08
"VDAC3",-0.467466164804055,6.7427300688568e-36
"TAGLN2",0.374218128887757,1.31867703898013e-22
"HPS3",0.476099743445556,2.37716202299768e-37
"NR1D1",0.172102648931609,1.25519328242628e-05
"RPL27A",0.216908697611082,3.20700853921053e-08
"C7orf23",0.191940966574075,1.05922375758007e-06
"MRP63",-0.218808093128247,2.41395644252749e-08
"ANKRA2",-0.15442222804985,9.10498825520666e-05
"RNPS1",-0.193798375954562,8.28879915659436e-07
"TCEA1",0.112217257199799,0.00457348238633813
"BLOC1S1",0.265118402462382,1.04474961225837e-11
"SH3BP5L",0.138014262011363,0.000477249097944614
"MRPS7",-0.316396274393847,2.81765103662876e-16
"ENO1",0.163064605014024,3.54661316898039e-05
"HLA-F",0.130760955428224,0.000939686118831865
"GBA",-0.359955492833551,6.38982661804209e-21
"KBTBD7",-0.1123268548694,0.00453373271272718
"CMTM1",0.304891694013402,3.60060693049341e-15
"DAXX",0.43036340759108,4.17016809862577e-30
"YLPM1",-0.350799479960721,6.97408087837151e-20
"DOPEY1",-0.349052400660203,1.09074544598627e-19
"PLXND1",0.110192058144034,0.00536695118552469
"PLEKHA6",0.257993779425254,3.81948236930757e-11
"SERGEF",0.17597358142555,7.91176604610025e-06
"SLC11A2",-0.258719230354304,3.35314758774618e-11
"CCT6A",-0.392030905249559,7.83936651725612e-25
"DVL2",0.442049778453122,7.45477349286093e-32
"RASGEF1A",-0.33483788321749,3.74408615027667e-18
"TNRC6A",0.381692451504883,1.59520825411801e-23
"CRYGD",-0.191192107253095,1.1685102236841e-06
"CHMP2B",-0.366181363307079,1.20276706264625e-21
"C14orf2",-0.425550838740774,2.09070981154028e-29
"UBE2H",-0.191324123336682,1.1484889924548e-06
"B3GALT6",-0.454846569261831,7.57013872993509e-34
"PTOV1",0.388423783613131,2.27054973170132e-24
"SUMF1",0.202524387587634,2.53688128254059e-07
"DGKD",0.303918247470744,4.44411312908883e-15
"BZW2",-0.487737468293061,2.2440726423609e-39
"BHLHB9",-0.281072145030464,4.96763949883356e-13
"BLCAP",-0.418146084453134,2.37538873136724e-28
"PAK1IP1",-0.266114924188861,8.68783742538176e-12
"TUSC2",-0.470173792724698,2.38602309482157e-36
"CLTC",-0.451616744245538,2.45595143052764e-33
"POLR3H",-0.103776182801503,0.00876392545518183
"CLEC11A",0.225084964855307,9.26890028729139e-09
"SLCO3A1",0.246581178934032,2.81073169273129e-10
"TANC1",0.394147873240838,4.17403364870024e-25
"TARDBP",0.149001164128895,0.000160443449131194
"CTH",-0.198909190259482,4.169812789322e-07
"AMOTL2",0.260428333712141,2.46336919961531e-11
"NFATC3",0.252967779887181,9.31144971298214e-11
"CRYZL1",0.41545420643006,5.66187397517433e-28
"THOC4",-0.174464374613886,9.48285299839652e-06
"WSB1",0.275542143684045,1.46059174985629e-12
"FJX1",-0.271684110644298,3.05554757703777e-12
"UBE2J1",0.229875052476233,4.37996657245859e-09
"PIGY",-0.242675241847428,5.4413613656207e-10
"IMP4",-0.515756123875774,1.39236393575398e-44
"ITSN1",-0.257818548700369,3.94128881221755e-11
"MRPL37",-0.488641432571932,1.55045848305838e-39
"SNRPE",-0.115499646982669,0.00351011330811279
"BCAR1",0.33434305156788,4.22071856955129e-18
"ASAH1",0.185167029293044,2.5390157514021e-06
"FAM89B",0.300199298041802,9.85955505317812e-15
"C3orf32",-0.123783601443286,0.00174766835587214
"NMT2",-0.361412097819641,4.3373246540507e-21
"EBP",-0.39029802587824,1.30878953538421e-24
"FBXO38",0.209039015809414,1.0124385927415e-07
"NDUFA1",-0.174848051998567,9.05739336991649e-06
"DDHD2",-0.506173165908863,9.53610641032201e-43
"FAM69B",-0.433793733718592,1.30072094731952e-30
"GFER",0.338743944255628,1.44288268536427e-18
"ZCCHC4",0.196243308364745,5.98044570633484e-07
"C20orf132",-0.242346544623899,5.74942849195775e-10
"R3HCC1",-0.303522071968724,4.84048658399576e-15
"LATS2",-0.269358131876059,4.74138260535205e-12
"LARP4",0.233812188000515,2.33586041752098e-09
"EXOC6",-0.474277436805173,4.85466431032544e-37
"NFE2L1",-0.237388421180073,1.30668216338874e-09
"BOLA3",-0.394315097381371,3.97053594295373e-25
"ATP6V1H",-0.411502889822849,1.99763180487325e-27
"WNT10B",-0.333011744995387,5.82009083969293e-18
"MXD4",0.249914290827318,1.58518501936137e-10
"C1orf114",0.199323007855286,3.94106154548717e-07
"CLCN3",-0.257745677812943,3.99305184960144e-11
"GDPD5",0.242676923535946,5.4398273180928e-10
"CNIH4",0.410801080516518,2.49463818477209e-27
"GSTA4",-0.495014674132324,1.10822054029274e-40
"TTC9C",-0.188916949588621,1.57097310671604e-06
"ACVR2B",0.326722977448678,2.59975296490592e-17
"GOT2",-0.432489492581933,2.02881037911305e-30
"XK",-0.34376573690952,4.15054774756734e-19
"HAGH",-0.421597828991117,7.70906055505694e-29
"FAM98A",-0.503584528072867,2.91946389741307e-42
"TOMM40",-0.319083963828784,1.52884431493503e-16
"ZNF302",0.291918858953715,5.58001089106451e-14
"PSMD12",-0.387291914583243,3.16138891617067e-24
"MED4",-0.320088707833665,1.21453864404658e-16
"MLYCD",0.30917868791902,1.41163606133809e-15
"ZNF587",0.212303839526926,6.31769374088497e-08
"ECT2",0.147038002898062,0.000196058136348807
"SMARCC1",0.311926033389018,7.68406705063883e-16
"ST6GALNAC6",-0.412715681675467,1.35902686460219e-27
"RSPRY1",-0.30477007975328,3.69670146671586e-15
"PJA1",-0.343740950254488,4.17638539217444e-19
"PSMB5",-0.365807290092042,1.3311025876868e-21
"NASP",0.127061100331669,0.00131076462036397
"CBLB",0.395137145827879,3.10428103352516e-25
"ZNF407",-0.146653153240489,0.000203857053600375
"SLC22A5",0.24965252023858,1.65861790498533e-10
"RG9MTD3",-0.353889980004298,3.13980649282734e-20
"PHLDA3",0.273745785228211,2.06261572623716e-12
"GM2A",-0.1485365375552,0.000168277091216583
"SLC25A20",0.454550636851583,8.43650933232666e-34
"RAB28",-0.314374569278268,4.44479192402389e-16
"FAM50B",-0.106433534653711,0.00717468702973978
"ATP9A",-0.538922246170654,2.86285825127519e-49
"PCDH9",-0.257542465306794,4.14093243063842e-11
"TRIM37",-0.426044112725063,1.77438992020831e-29
"MRPL1",-0.447826038796252,9.61951763121532e-33
"TXNDC5",0.455183893855593,6.68969673238044e-34
"AGTPBP1",-0.382820044196426,1.15439215777101e-23
"MUC1",0.124568927543517,0.00163225664291945
"C9orf91",-0.376625141226341,6.7192772101113e-23
"GCC2",-0.440168968126675,1.43988492093697e-31
"ADAM22",-0.13805648974269,0.000475323962911088
"PACSIN2",0.347453995255517,1.63819915068689e-19
"CD99L2",-0.231282701003765,3.50285014853884e-09
"RAF1",0.549446379286144,1.60124622242546e-51
"RER1",0.285415462032605,2.09348612347804e-13
"DNAJC10",-0.213360448509941,5.41467737759624e-08
"MEA1",-0.133183840949502,0.000752147014829343
"FBXO8",0.490975303913425,5.93821124644846e-40
"ABCB7",0.503930254343626,2.51562036405774e-42
"MED10",-0.445412177894043,2.27433675527717e-32
"INTS6",0.352528534303061,4.46739232576737e-20
"PARVB",0.255471605766456,5.98770706939588e-11
"PLCD1",0.365809987597573,1.33013042404655e-21
"FBXO36",-0.347798905113347,1.50084475929536e-19
"DAD1",0.136111465680941,0.000571917903063186
"MON1B",-0.141086540578291,0.000354603346613745
"C8orf40",-0.250261239150466,1.4927247987314e-10
"ACTN1",0.180647378785451,4.47130488116598e-06
"ACO1",0.413281632867454,1.13482387867997e-27
"EHMT1",0.445101589545884,2.53934247724214e-32
"ZNF532",-0.143027666551166,0.000293013252371368
"CACNA1H",-0.137188321306059,0.000516393157901445
"TIA1",-0.170365514262135,1.53902099769907e-05
"AVEN",0.269737412225296,4.41484263437067e-12
"ABAT",-0.367784742805267,7.77678104924185e-22
"C9orf125",-0.368862395154862,5.79313614428647e-22
"ZYG11B",-0.462515547454021,4.39913118397548e-35
"RABGEF1",-0.148940241335109,0.000161450748022162
"C11orf51",-0.420494991658315,1.10603537613057e-28
"BNIP3L",-0.134079967053896,0.000692049593693866
"DENND4A",0.141583307217135,0.000337783449706975
"RTBDN",0.422624485575421,5.50225077592872e-29
"ACVR1",0.246603430111041,2.80008275354795e-10
"PTRH1",-0.462380567465753,4.62795483492829e-35
"MKNK1",0.258792247418584,3.30941332570449e-11
"MRPL46",-0.175865199683934,8.015762480933e-06
"DCP2",0.393369503050269,5.26538721204354e-25
"STT3B",-0.102419426816084,0.00969062360268619
"PMS2L2",-0.105006549691078,0.00799274102079282
"SULT1A1",-0.179065592669673,5.43286067284043e-06
"RBM6",0.36651810988355,1.09772984272779e-21
"BCL7C",0.303938146947921,4.42506770081405e-15
"MPI",-0.259244699904314,3.05057005416666e-11
"SLC22A7",-0.107722705721685,0.00650097933454295
"MLLT3",0.413401637878502,1.09221089064745e-27
"KIAA0319",-0.27015432332977,4.08126257216736e-12
"ZCCHC11",0.374066466732291,1.37564460945562e-22
"SMS",-0.393106211576654,5.69496801469121e-25
"DEDD",0.262424081689113,1.71361414847604e-11
"SMARCE1",-0.351523869831383,5.78886756508166e-20
"KIAA1267",0.393821761248526,4.60099497914852e-25
"PPARA",0.187940978519183,1.7817002776834e-06
"COQ3",-0.417479963773124,2.94713334238139e-28
"TWISTNB",-0.227283392011659,6.58432064267956e-09
"CACNA1E",0.293648029254175,3.90344528132359e-14
"PHTF1",-0.134409304470883,0.000671105107535498
"TIGD6",0.369974201199395,4.27038741403304e-22
"PTPN18",0.203089262282077,2.3454225716072e-07
"RPS6KA5",0.138118096370551,0.000472528315576637
"MED8",-0.105782035900747,0.00753838769088988
"RABIF",0.114827195393174,0.00370765437856373
"DHX36",-0.378201663939329,4.30728843965864e-23
"TMCO3",-0.15705569128108,6.86688191576655e-05
"USP46",-0.33919598765845,1.29099350878833e-18
"ZNF541",0.204196624897508,2.00970506025587e-07
"NOS1",-0.114093216078796,0.00393473440607971
"TMEM135",0.171239601363407,1.3893305397774e-05
"CYBASC3",0.44217660474503,7.13003597024025e-32
"USP37",0.326902933271994,2.49196044829127e-17
"TPRKB",-0.339905463881694,1.08379346570956e-18
"NOXO1",-0.159067117542055,5.51891041200923e-05
"ZNF277",-0.376451681845806,7.05514913146495e-23
"INPP5A",-0.154741421035585,8.80103658498189e-05
"CRMP1",-0.383577132816202,9.28400466084469e-24
"STX2",0.419560047887087,1.50043278364496e-28
"ARMC7",0.154313791124365,9.21047916435784e-05
"MAD2L2",0.361316902982103,4.44882523445437e-21
