"","Gene","modulesA1"
"1061","SLC6A1","turquoise"
"1062","RMND5A","grey"
"1063","VPS13C","grey"
"1064","CREB3L1","red"
"1065","RGS20","grey"
"1066","NDFIP1","pink"
"1067","SDC2","blue"
"1068","GDF10","grey"
"1069","SNCAIP","greenyellow"
"1070","UAP1L1","grey"
"1071","STMN2","turquoise"
"1072","SNCA","turquoise"
"1073","HOMER1","turquoise"
"1074","ISOC2","grey"
"1075","DPT","grey"
"1076","CLMN","brown"
"1077","INSIG1","grey"
"1078","SIPA1L3","brown"
"1079","PSD2","grey"
"1080","SORBS1","grey"
"1081","ATP2B4","grey"
"1082","HPCAL1","grey"
"1083","PROS1","greenyellow"
"1084","LOXL2","grey"
"1085","DHCR7","grey"
"1086","RDH12","turquoise"
"1087","TAP1","green"
"1088","RNASET2","black"
"1089","PRKX","green"
"1090","KCNA4","turquoise"
"1091","BCKDHB","grey"
"1092","SMN1","grey"
"1093","LAMA4","grey"
"1094","LFNG","grey"
"1095","PPM1B","brown"
"1096","SRGAP1","brown"
"1097","COL18A1","blue"
"1098","GRIN3A","red"
"1099","ANTXR1","blue"
"1100","KIF5A","grey"
"1101","PRR7","red"
"1102","CALD1","blue"
"1103","MAF","black"
"1104","LONRF2","turquoise"
"1105","LRRC14","grey"
"1106","INHBB","blue"
"1107","HSP90AB1","grey"
"1108","PLA2G4A","grey"
"1109","HIST1H2BM","brown"
"1110","WWOX","grey"
"1111","ZNF558","green"
"1112","ZFHX2","yellow"
"1113","C2","grey"
"1114","KCNK4","turquoise"
"1115","ALDH4A1","grey"
"1116","HIST1H2BO","brown"
"1117","HSD17B7","brown"
"1118","LEPROT","blue"
"1119","SCD5","grey"
"1120","GTF3C4","turquoise"
"1121","ADD2","grey"
"1122","C22orf13","grey"
"1123","HSD17B1","brown"
"1124","TOB2","green"
"1125","PRKCH","blue"
"1126","RYBP","grey"
"1127","NMNAT2","red"
"1128","ACAA2","grey"
"1129","FBXO9","turquoise"
"1130","MLF2","yellow"
"1131","LRRK2","grey"
"1132","PLA2G7","grey"
"1133","TMSB4X","grey"
"1134","KCNN3","green"
"1135","CSRP2","grey"
"1136","RHOB","grey"
"1137","SEPT4","grey"
"1138","ZDHHC23","red"
"1139","MAP1LC3A","pink"
"1140","SEC23A","turquoise"
"1141","RNASE1","grey"
"1142","RELA","brown"
"1143","AATK","grey"
"1144","BLVRA","turquoise"
"1145","SEC14L2","grey"
"1146","SLC12A5","turquoise"
"1147","SOX13","green"
"1148","CYBA","black"
"1149","MAP2K6","grey"
"1150","DLGAP4","pink"
"1151","LARS","grey"
"1152","ACTA2","grey"
"1153","RASA2","grey"
"1154","NOVA2","yellow"
"1155","SRD5A1","turquoise"
"1156","DNAJC7","grey"
"1157","STIP1","purple"
"1158","NRIP3","turquoise"
"1159","ZBTB7B","brown"
"1160","SOX2","green"
"1161","TDRD10","blue"
"1162","TMC8","brown"
"1163","PLOD1","purple"
"1164","MTUS1","blue"
"1165","MARCH6","grey"
"1166","ATP2B1","turquoise"
"1167","C15orf23","turquoise"
"1168","TCERG1L","red"
"1169","RAPGEF3","green"
"1170","EFNA5","grey"
"1171","PHF19","brown"
"1172","WDR41","grey"
"1173","SDSL","turquoise"
"1174","PAQR8","blue"
"1175","OSBPL3","pink"
"1176","ZNF217","blue"
"1177","ELAVL1","grey"
"1178","DUSP8","grey"
"1179","CCDC50","brown"
"1180","TM6SF1","turquoise"
"1181","PIPOX","grey"
"1182","LAMA1","grey"
"1183","DLEU7","red"
"1184","IGSF8","yellow"
"1185","LZTS1","turquoise"
"1186","MAFB","grey"
"1187","C1orf88","grey"
"1188","ANXA5","blue"
"1189","SAMD4A","grey"
"1190","SERPINI1","turquoise"
"1191","PHF21B","brown"
"1192","SLC16A8","grey"
"1193","LAMA2","greenyellow"
"1194","ZNF429","grey"
"1195","MMP9","grey"
"1196","ABHD8","yellow"
"1197","COL23A1","turquoise"
"1198","CHDH","green"
"1199","MAPT","pink"
"1200","RYR1","grey"
"1201","BAMBI","blue"
"1202","ARHGEF10","grey"
"1203","DYNC1I1","turquoise"
"1204","SLC2A8","grey"
"1205","PON3","grey"
"1206","FZD1","green"
"1207","RALB","turquoise"
"1208","SLC7A10","grey"
"1209","GNL3L","grey"
"1210","FAM49A","turquoise"
"1211","NFE2L2","blue"
"1212","EEF1A1","grey"
"1213","CDC42SE2","turquoise"
"1214","TTC9B","red"
"1215","SCN9A","grey"
"1216","TM7SF2","turquoise"
"1217","CD47","magenta"
"1218","EEF2","grey"
"1219","CD55","blue"
"1220","HPRT1","turquoise"
"1221","OPRL1","red"
"1222","CGNL1","blue"
"1223","PTDSS2","brown"
"1224","PHACTR2","greenyellow"
"1225","CPNE6","turquoise"
"1226","SLC2A9","black"
"1227","FSCN1","pink"
"1228","RASAL1","red"
"1229","KCTD1","turquoise"
"1230","RAMP3","blue"
"1231","CYP3A5","grey"
"1232","ZMAT4","turquoise"
"1233","NFIX","grey"
"1234","ARL5B","grey"
"1235","SHC3","grey"
"1236","NPC2","blue"
"1237","C16orf7","grey"
"1238","TCL6","grey"
"1239","SYT6","grey"
"1240","SERTAD4","turquoise"
"1241","GOT1","turquoise"
"1242","PPP1R9B","yellow"
"1243","ITPR1","grey"
"1244","AKT3","turquoise"
"1245","FBXO34","grey"
"1246","HRASLS5","grey"
"1247","EIF4G1","grey"
"1248","C14orf162","turquoise"
"1249","DNAJB14","grey"
"1250","OLFM2","grey"
"1251","SLC25A27","turquoise"
"1252","LOR","turquoise"
"1253","SORCS3","turquoise"
"1254","ZDHHC2","blue"
"1255","HIVEP2","turquoise"
"1256","ATHL1","grey"
"1257","ZC3H12A","grey"
"1258","FABP6","turquoise"
"1259","ANG","blue"
"1260","PPP2CB","turquoise"
"1261","NDUFC2","turquoise"
"1262","PARP14","grey"
"1263","OFD1","grey"
"1264","YWHAH","turquoise"
"1265","SACS","grey"
"1266","AR","grey"
"1267","NKX2-5","grey"
"1268","CARD9","grey"
"1269","SQRDL","blue"
"1270","TAAR2","grey"
"1271","ZNF469","grey"
"1272","SLC8A2","turquoise"
"1273","MEG3","turquoise"
"1274","SLC29A1","pink"
"1275","CCR10","grey"
"1276","HCRT","grey"
"1277","ACVRL1","grey"
"1278","DLG2","turquoise"
"1279","CLSTN1","turquoise"
"1280","STXBP1","turquoise"
"1281","FSTL4","turquoise"
"1282","CPLX2","grey"
"1283","CASP4","blue"
"1284","IFI44","grey"
"1285","FGF9","turquoise"
"1286","MYO5A","red"
"1287","TRPM3","grey"
"1288","HIGD1A","grey"
"1289","GRID1","grey"
"1290","GALM","green"
"1291","CCNB1","turquoise"
"1292","HABP4","turquoise"
"1293","WDR78","grey"
"1294","EFHA1","turquoise"
"1295","ITPR2","blue"
"1296","C11orf41","red"
"1297","CD151","brown"
"1298","GLRX","grey"
"1299","PCNXL2","grey"
"1300","PSPN","grey"
"1301","KLF4","grey"
"1302","SPOCK3","grey"
"1303","RPH3AL","grey"
"1304","PFN1","yellow"
"1305","STAT3","green"
"1306","SMCHD1","grey"
"1307","PDZD8","grey"
"1308","PDE1A","turquoise"
"1309","TRIP6","blue"
"1310","MMP25","grey"
"1311","MTMR4","turquoise"
"1312","TTYH1","turquoise"
"1313","GLIS3","green"
"1314","IFIH1","grey"
"1315","SPAG5","brown"
"1316","EFCAB2","grey"
"1317","NME5","turquoise"
"1318","PLCD4","brown"
"1319","TENC1","grey"
"1320","KCNS3","red"
"1321","SYP","pink"
"1322","PLEKHA7","green"
"1323","ATP1B3","green"
"1324","PLCH1","grey"
"1325","COX7A2L","turquoise"
"1326","PHYHIPL","grey"
"1327","DOK6","turquoise"
"1328","ANP32B","grey"
"1329","GRIN2C","grey"
"1330","HRASLS","turquoise"
"1331","SPTLC1","turquoise"
"1332","GJB1","grey"
"1333","LAMP2","blue"
"1334","CNTNAP2","turquoise"
"1335","MYOD1","grey"
"1336","CHCHD6","turquoise"
"1337","ITGAV","blue"
"1338","LECT1","grey"
"1339","KCNMB1","grey"
"1340","SH3TC2","turquoise"
"1341","GHITM","turquoise"
"1342","GOLGA3","grey"
"1343","C9orf150","grey"
"1344","TMEM86B","grey"
"1345","HN1","turquoise"
"1346","NKD2","turquoise"
"1347","GPC5","grey"
"1348","C2orf18","grey"
"1349","CTAGE5","grey"
"1350","GORASP2","grey"
"1351","RCN1","yellow"
"1352","MYEOV","grey"
"1353","ADD3","grey"
"1354","UBA52","grey"
"1355","BMPR1B","blue"
"1356","PTPN5","turquoise"
"1357","HBS1L","turquoise"
"1358","NELL2","turquoise"
"1359","TMEM38A","turquoise"
"1360","ELF1","blue"
"1361","MARK1","turquoise"
"1362","PRKD3","blue"
"1363","GPC6","grey"
"1364","TMEM123","blue"
"1365","HS3ST4","turquoise"
"1366","BAZ1A","blue"
"1367","ARNT","grey"
"1368","SH3GL2","turquoise"
"1369","MAPKAPK2","green"
"1370","INSM1","turquoise"
"1371","LMOD3","turquoise"
"1372","RBP1","turquoise"
"1373","DST","grey"
"1374","LOH12CR1","grey"
"1375","PTPRN2","turquoise"
"1376","CCT6B","grey"
"1377","TP53BP2","blue"
"1378","RAC2","black"
"1379","GPR56","green"
"1380","RHBG","grey"
"1381","ARHGEF16","grey"
"1382","C1RL","blue"
"1383","PRKD2","brown"
"1384","ATP6V1G2","turquoise"
"1385","SUSD1","turquoise"
"1386","BLOC1S2","grey"
"1387","LRRC56","grey"
"1388","PLAGL2","brown"
"1389","LRRC3B","grey"
"1390","STAG2","grey"
"1391","NEDD4","blue"
"1392","YPEL1","red"
"1393","RPS23","grey"
"1394","PSMA4","yellow"
"1395","FZD5","grey"
"1396","IMPA2","green"
"1397","RBP7","grey"
"1398","NFKBIE","red"
"1399","ITGB1","grey"
"1400","RINT1","turquoise"
"1401","UNC13A","turquoise"
"1402","FAM90A1","grey"
"1403","LMO2","grey"
"1404","LRRC58","brown"
"1405","PLEKHB1","green"
"1406","PAX6","brown"
"1407","IDS","grey"
"1408","SMARCA2","turquoise"
"1409","FGFR2","grey"
"1410","FAM107B","blue"
"1411","TTC17","grey"
"1412","EIF5A2","grey"
"1413","TMEM132A","yellow"
"1414","CLDN10","grey"
"1415","VASP","green"
"1416","RAB3IL1","brown"
"1417","CDC42EP3","turquoise"
"1418","ITGA6","blue"
"1419","KCNH2","red"
"1420","TCIRG1","brown"
"1421","TK1","grey"
"1422","DGKH","grey"
"1423","GRIA2","turquoise"
"1424","YWHAZ","turquoise"
"1425","NT5DC3","grey"
"1426","RHOV","turquoise"
"1427","TRIM59","grey"
"1428","BTG1","blue"
"1429","PHF1","yellow"
"1430","SOX10","brown"
"1431","HIST1H1E","grey"
"1432","NAT6","turquoise"
"1433","NPHS2","grey"
"1434","KIAA1731","grey"
"1435","MAN2A1","blue"
"1436","KRAS","turquoise"
"1437","WFS1","green"
"1438","GPRASP1","turquoise"
"1439","ASPH","blue"
"1440","PLEKHB2","turquoise"
"1441","LHFPL3","grey"
"1442","SAMD14","grey"
"1443","DKK3","grey"
"1444","TSPAN5","turquoise"
"1445","HIST1H3B","grey"
"1446","IFIT3","grey"
"1447","ACVR1C","grey"
"1448","COL4A5","grey"
"1449","COL9A2","grey"
"1450","S100A13","grey"
"1451","MATN2","grey"
"1452","MEGF10","blue"
"1453","BANF1","yellow"
"1454","TMEM98","grey"
"1455","HIST1H2BE","brown"
"1456","CLTA","turquoise"
"1457","MAN1A2","grey"
"1458","UGT8","grey"
"1459","GPR107","brown"
"1460","NDN","turquoise"
"1461","TLR7","black"
"1462","PIM1","grey"
"1463","NAPRT1","grey"
"1464","MAPK8","turquoise"
"1465","CRIP1","grey"
"1466","TMEM80","grey"
"1467","SMAD3","turquoise"
"1468","NKIRAS1","turquoise"
"1469","PNMT","grey"
"1470","DAP","blue"
"1471","RHOQ","green"
"1472","ZNF148","grey"
"1473","CAB39L","green"
"1474","ITPKA","pink"
"1475","CPT1B","brown"
"1476","CIC","brown"
"1477","SOHLH1","turquoise"
"1478","SNAP91","turquoise"
"1479","TMEM5","grey"
"1480","PMS2","turquoise"
"1481","KLF9","grey"
"1482","SYT15","grey"
"1483","COL6A1","blue"
"1484","NBEA","turquoise"
"1485","CX3CL1","turquoise"
"1486","CDADC1","grey"
"1487","PRKCDBP","grey"
"1488","LRRC8A","green"
"1489","SELENBP1","blue"
"1490","CD33","black"
"1491","FOXA1","grey"
"1492","SLC2A3","grey"
"1493","TMEM17","turquoise"
"1494","DBNDD1","red"
"1495","CPSF1","green"
"1496","LIFR","blue"
"1497","SMPD3","turquoise"
"1498","FNDC4","turquoise"
"1499","GDNF","grey"
"1500","PCMT1","turquoise"
"1501","C17orf51","turquoise"
"1502","RPS3","grey"
"1503","PLEKHG2","green"
"1504","ACSL6","turquoise"
"1505","MAP4","grey"
"1506","TRIM36","grey"
"1507","NANOS1","grey"
"1508","MRPL12","grey"
"1509","TIMP2","grey"
"1510","ST18","grey"
"1511","BCAP29","turquoise"
"1512","PRNP","turquoise"
"1513","ALPPL2","blue"
"1514","PTPRB","grey"
"1515","EDNRB","grey"
"1516","ODZ3","grey"
"1517","LRRC8B","turquoise"
"1518","DENND4C","grey"
"1519","C1orf63","grey"
"1520","GNAL","turquoise"
"1521","ATPBD4","grey"
"1522","SSTR2","grey"
"1523","JAM2","grey"
"1524","PGM2L1","turquoise"
"1525","CDK2AP2","brown"
"1526","HSPA12B","grey"
"1527","DUX4","blue"
"1528","GRIN2A","turquoise"
"1529","DAB1","red"
"1530","DNMT3A","turquoise"
"1531","MAP3K6","green"
"1532","DHFRL1","grey"
"1533","NPLOC4","grey"
"1534","PDLIM5","grey"
"1535","STARD10","brown"
"1536","MAST3","turquoise"
"1537","PTPN4","grey"
"1538","BAIAP2L2","red"
"1539","MRPL2","pink"
"1540","ADNP","grey"
"1541","RIN2","blue"
"1542","CEBPG","purple"
"1543","NINJ1","brown"
"1544","PLXNB1","green"
"1545","TRAF3IP3","black"
"1546","HDAC11","grey"
"1547","GABRG1","grey"
"1548","BRSK1","pink"
"1549","CDK5RAP2","grey"
"1550","C10orf114","brown"
"1551","MCL1","blue"
"1552","C14orf129","turquoise"
"1553","CDK2AP1","green"
"1554","ACOT7","turquoise"
"1555","TSPAN7","turquoise"
"1556","NOV","grey"
"1557","IL4I1","grey"
"1558","KLHL21","brown"
"1559","C3orf39","magenta"
"1560","PPFIBP2","brown"
"1561","KLHDC5","turquoise"
"1562","DGKZ","red"
"1563","HPS1","grey"
"1564","PCCB","turquoise"
"1565","IRAK1","yellow"
"1566","DPM2","turquoise"
"1567","ZMYM5","grey"
"1568","WDFY4","black"
"1569","PXDN","grey"
"1570","PSORS1C2","grey"
"1571","THEG","turquoise"
"1572","ADCY2","turquoise"
"1573","ZNF713","grey"
"1574","ENTPD1","black"
"1575","PCSK6","grey"
"1576","RAPH1","grey"
"1577","SREBF1","grey"
"1578","LPIN1","green"
"1579","PTAR1","blue"
"1580","CFL1","pink"
"1581","PUS3","purple"
"1582","STMN4","grey"
"1583","NF1","grey"
"1584","DYNLRB2","grey"
"1585","BTNL2","grey"
"1586","CBLN2","red"
"1587","EMILIN1","green"
"1588","ZNF138","turquoise"
"1589","RPL15","turquoise"
"1590","CHSY1","blue"
"1591","KYNU","black"
"1592","NFIC","grey"
"1593","NSF","turquoise"
"1594","RASGRP3","grey"
"1595","ELF4","brown"
"1596","OPHN1","grey"
"1597","JAM3","blue"
"1598","VAMP3","grey"
"1599","VKORC1L1","turquoise"
"1600","PLDN","turquoise"
"1601","SURF1","grey"
"1602","PRMT6","turquoise"
"1603","MYOM1","grey"
"1604","C5","grey"
"1605","DNAH5","grey"
"1606","B4GALT2","red"
"1607","ZNF397","brown"
"1608","HECTD2","grey"
"1609","ZFAND2A","purple"
"1610","SAFB2","brown"
"1611","AHCYL1","grey"
"1612","ANKRD36","grey"
"1613","TMEM66","turquoise"
"1614","SLC12A7","blue"
"1615","FAM111A","blue"
"1616","SYNCRIP","turquoise"
"1617","HSD17B6","grey"
"1618","AMFR","grey"
"1619","GHRL","grey"
"1620","SH3BP2","green"
"1621","IER2","grey"
"1622","CNTNAP5","turquoise"
"1623","SFXN5","grey"
"1624","AVIL","grey"
"1625","SLC45A3","grey"
"1626","CREM","blue"
"1627","RELB","grey"
"1628","SSR3","grey"
"1629","PDE1B","grey"
"1630","ZC3HAV1","grey"
"1631","TAPBPL","grey"
"1632","LYSMD1","pink"
"1633","ZNF326","grey"
"1634","PDZRN4","grey"
"1635","STK31","grey"
"1636","HECTD3","yellow"
"1637","SDC1","grey"
"1638","MKLN1","brown"
"1639","CEP68","turquoise"
"1640","C15orf5","grey"
"1641","RHOJ","blue"
"1642","STXBP6","turquoise"
"1643","ADRB2","grey"
"1644","ASH1L","turquoise"
"1645","SERF1B","turquoise"
"1646","TRIM45","turquoise"
"1647","BGLAP","yellow"
"1648","GNAQ","turquoise"
"1649","SLC43A1","blue"
"1650","PGM2","blue"
"1651","FBXO30","blue"
"1652","AP1S2","turquoise"
"1653","DGKB","turquoise"
"1654","RP2","blue"
"1655","NOXA1","turquoise"
"1656","MPP6","green"
"1657","SEZ6L2","red"
"1658","C1orf38","black"
"1659","R3HDM1","turquoise"
"1660","CASP5","grey"
"1661","TBKBP1","grey"
"1662","ADHFE1","grey"
"1663","SYAP1","turquoise"
"1664","ZNF292","grey"
"1665","HEXIM1","brown"
"1666","GNRH1","brown"
"1667","FAM81A","turquoise"
"1668","BTBD7","grey"
"1669","PDE4C","grey"
"1670","SLC2A4RG","brown"
"1671","TPST2","yellow"
"1672","PSAT1","green"
"1673","CAV2","grey"
"1674","LPP","blue"
"1675","OGG1","red"
"1676","HPCAL4","red"
"1677","HSPD1","purple"
"1678","SH3BP4","green"
"1679","C19orf25","brown"
"1680","NDRG2","grey"
"1681","TMEM2","blue"
"1682","LAMB1","turquoise"
"1683","NKX2-8","grey"
"1684","SLC25A36","grey"
"1685","GABARAPL1","turquoise"
"1686","CNKSR3","blue"
"1687","DPEP3","grey"
"1688","C20orf7","turquoise"
"1689","BST2","grey"
"1690","AES","yellow"
"1691","HLA-E","grey"
"1692","FRAS1","grey"
"1693","NGEF","turquoise"
"1694","ARL3","turquoise"
"1695","HECW2","turquoise"
"1696","HSF1","yellow"
"1697","SURF6","turquoise"
"1698","PSME3","grey"
"1699","DDR1","green"
"1700","HMGN2","turquoise"
"1701","PPFIBP1","grey"
"1702","SERINC3","turquoise"
"1703","MYT1","grey"
"1704","TP53INP1","blue"
"1705","SOX17","grey"
"1706","LRRTM4","turquoise"
"1707","HIST1H4C","grey"
"1708","PIAS1","grey"
"1709","CLUAP1","grey"
"1710","FLRT2","grey"
"1711","CALML4","grey"
"1712","CALCOCO2","green"
"1713","CDCA7L","grey"
"1714","SLC9A9","blue"
"1715","ACAT2","turquoise"
"1716","FOXF2","grey"
"1717","SFTPC","grey"
"1718","CALML3","turquoise"
"1719","PLAU","grey"
"1720","QPRT","grey"
"1721","KLF6","grey"
"1722","C9orf50","grey"
"1723","DNHD1","grey"
"1724","NEBL","blue"
"1725","OTUD4","brown"
"1726","CHODL","grey"
"1727","SSBP4","pink"
"1728","VPS13D","grey"
"1729","FAIM2","magenta"
"1730","SBF1","grey"
"1731","ITGAX","grey"
"1732","CUL1","turquoise"
"1733","PARD3","green"
"1734","MAD2L1","turquoise"
"1735","BAALC","turquoise"
"1736","CHAF1B","turquoise"
"1737","EN2","grey"
"1738","SERF1A","turquoise"
"1739","ELOVL1","grey"
"1740","CMYA5","grey"
"1741","MDM4","grey"
"1742","SPG20","brown"
"1743","GABARAPL3","turquoise"
"1744","CHD9","grey"
"1745","UNG","green"
"1746","SLC25A22","pink"
"1747","PHGDH","brown"
"1748","CAPZA2","turquoise"
"1749","ATM","grey"
"1750","ATP1B2","grey"
"1751","ACSL1","blue"
"1752","SDS","grey"
"1753","RGS12","turquoise"
"1754","EPC1","grey"
"1755","UBE2NL","turquoise"
"1756","ELP4","grey"
"1757","SLC15A3","black"
"1758","ARRB1","green"
"1759","HEPH","blue"
"1760","NPPC","grey"
"1761","SLC24A1","grey"
"1762","BMPR1A","blue"
"1763","TRIM44","turquoise"
"1764","NMB","grey"
"1765","PPAPDC1A","brown"
"1766","PPM1K","grey"
"1767","C5orf24","grey"
"1768","SLC2A11","turquoise"
"1769","VLDLR","turquoise"
"1770","VPS29","turquoise"
"1771","SEZ6L","red"
"1772","NAV3","turquoise"
"1773","ATP10A","grey"
"1774","AKAP8","grey"
"1775","DAAM2","grey"
"1776","SLC25A32","grey"
"1777","TMCO4","blue"
"1778","ATP2A2","red"
"1779","LRP2BP","grey"
"1780","BRWD1","brown"
"1781","DTX4","turquoise"
"1782","SPATA20","grey"
"1783","ATN1","grey"
"1784","RALGDS","grey"
"1785","PLEKHG3","grey"
"1786","DLAT","turquoise"
"1787","PSAP","grey"
"1788","STAR","turquoise"
"1789","EPS8","greenyellow"
"1790","GSK3B","grey"
"1791","PDIA2","grey"
"1792","GSTZ1","turquoise"
"1793","TNFAIP2","grey"
"1794","C10orf35","turquoise"
"1795","RTKN","green"
"1796","CBFA2T3","pink"
"1797","AFF1","blue"
"1798","GPR37","grey"
"1799","SFPQ","turquoise"
"1800","XKR4","turquoise"
"1801","PJA2","turquoise"
"1802","PRMT2","grey"
"1803","LRFN2","turquoise"
"1804","ANKDD1A","grey"
"1805","CHCHD2","turquoise"
"1806","MAFK","grey"
"1807","C8orf33","turquoise"
"1808","RBM14","brown"
"1809","INPPL1","green"
"1810","ADAM19","grey"
"1811","ATXN7L3","yellow"
"1812","USP6","grey"
"1813","PPAPDC1B","blue"
"1814","STAT4","turquoise"
"1815","YWHAB","turquoise"
"1816","FKBP11","grey"
"1817","FBN3","turquoise"
"1818","ADCY1","turquoise"
"1819","LAT","grey"
"1820","WDR6","brown"
"1821","ZFP28","grey"
"1822","PEG3","grey"
"1823","TPSG1","grey"
"1824","PCDH20","red"
"1825","FNDC3B","blue"
"1826","PIP5K1C","yellow"
"1827","CD9","grey"
"1828","KCNMA1","grey"
"1829","ABCG1","grey"
"1830","ANKRD13B","yellow"
"1831","RFX3","grey"
"1832","SPA17","turquoise"
"1833","RAB3D","grey"
"1834","GPR155","turquoise"
"1835","SDF2L1","grey"
"1836","C6orf115","turquoise"
"1837","NINJ2","grey"
"1838","ABCB1","grey"
"1839","GMPR","green"
"1840","WBP5","purple"
"1841","KCNQ1OT1","grey"
"1842","PREP","turquoise"
"1843","TM4SF1","grey"
"1844","CEP290","grey"
"1845","FAM27A","grey"
"1846","AMH","grey"
"1847","TCEAL7","turquoise"
"1848","AHSA1","purple"
"1849","PHF14","turquoise"
"1850","CORO2A","turquoise"
"1851","PCLO","turquoise"
"1852","CABLES1","grey"
"1853","SPATA13","green"
"1854","KCNMB4","turquoise"
"1855","SYNE2","blue"
"1856","SAP30","brown"
"1857","SLCO2B1","black"
"1858","SARDH","grey"
"1859","TBL1X","green"
"1860","NEK3","grey"
"1861","DOK1","black"
"1862","PDIA3","grey"
"1863","TNFAIP8","greenyellow"
"1864","GPR125","blue"
"1865","MSN","blue"
"1866","TPM1","grey"
"1867","ITGB5","green"
"1868","FRMPD4","turquoise"
"1869","MVP","blue"
"1870","TEAD1","blue"
"1871","ARHGAP26","grey"
"1872","CYP4V2","grey"
"1873","MAP3K13","turquoise"
"1874","HS6ST1","yellow"
"1875","MYO7A","black"
"1876","AUH","turquoise"
"1877","RFFL","yellow"
"1878","MARCKSL1","grey"
"1879","TMEM35","turquoise"
"1880","SYNGR3","red"
"1881","HHIP","grey"
"1882","MYH9","brown"
"1883","CHST7","grey"
"1884","SORCS2","grey"
"1885","ADRA2C","grey"
"1886","ACTA1","grey"
"1887","ADAMTS14","grey"
"1888","TNPO1","grey"
"1889","C1orf27","grey"
"1890","SYNPO2","turquoise"
"1891","ADRBK2","turquoise"
"1892","SORBS3","brown"
"1893","EBPL","grey"
"1894","ZFYVE16","turquoise"
"1895","VCX","grey"
"1896","KLHL5","grey"
"1897","SUB1","turquoise"
"1898","CEP135","grey"
"1899","CBFB","blue"
"1900","YEATS4","turquoise"
"1901","KAZALD1","turquoise"
"1902","ACSS1","grey"
"1903","NTN4","turquoise"
"1904","KCNJ6","red"
"1905","FAM82B","grey"
"1906","SLC40A1","grey"
"1907","IRF3","brown"
"1908","CDCA7","grey"
"1909","ARHGEF9","turquoise"
"1910","OGFOD2","turquoise"
"1911","CREBBP","yellow"
"1912","C6orf204","grey"
"1913","GLUD1","grey"
"1914","BCAT2","brown"
"1915","AK3","blue"
"1916","SOX11","turquoise"
"1917","CCDC91","turquoise"
"1918","CYP4F2","grey"
"1919","MBD3","yellow"
"1920","TNXB","blue"
"1921","MGMT","grey"
"1922","NBPF11","grey"
"1923","NPTN","turquoise"
"1924","TCEAL3","turquoise"
"1925","NES","green"
"1926","FSTL5","turquoise"
"1927","KIAA1407","grey"
"1928","FXR2","yellow"
"1929","NRAS","grey"
"1930","TAGLN3","turquoise"
"1931","TRIB2","turquoise"
"1932","TSNARE1","grey"
"1933","CDH19","grey"
"1934","RAB3GAP2","grey"
"1935","MPP3","yellow"
"1936","CDC42EP4","green"
"1937","HPN","grey"
"1938","RPL23A","grey"
"1939","TSC22D1","grey"
"1940","RHOH","grey"
"1941","TRMT5","turquoise"
"1942","RAI14","blue"
"1943","SOX8","grey"
"1944","SLC44A1","blue"
"1945","SLC13A3","greenyellow"
"1946","EGLN3","green"
"1947","MUC20","grey"
"1948","PRCP","green"
"1949","C1QTNF5","green"
"1950","IFT140","green"
"1951","ATP10D","grey"
"1952","SYT12","turquoise"
"1953","BAX","grey"
"1954","PHF16","brown"
"1955","APLN","green"
"1956","KIAA1109","grey"
"1957","PARP10","green"
"1958","TBL1XR1","grey"
"1959","FAM83H","turquoise"
"1960","HSPA5","grey"
"1961","RASAL2","grey"
"1962","RHBDL2","grey"
"1963","CHST2","red"
"1964","FOXP1","grey"
"1965","TLR4","blue"
"1966","POLR3K","turquoise"
"1967","NUDT9P1","grey"
"1968","ALDH3A2","green"
"1969","CHMP4B","turquoise"
"1970","C19orf33","grey"
"1971","FAP","grey"
"1972","PCGF1","yellow"
"1973","BTBD11","red"
"1974","HMGB2","grey"
"1975","JRKL","grey"
"1976","RTN2","pink"
"1977","NLE1","turquoise"
"1978","LY6H","grey"
"1979","NPAS3","grey"
"1980","SLC30A10","grey"
"1981","BRMS1L","turquoise"
"1982","CFD","grey"
"1983","RHOC","blue"
"1984","CPLX1","grey"
"1985","NEK1","grey"
"1986","SGIP1","turquoise"
"1987","LDHA","turquoise"
"1988","CARD10","blue"
"1989","SEPT8","green"
"1990","GPM6A","turquoise"
"1991","ZMAT1","grey"
"1992","ARL6IP6","green"
"1993","CACNA1C","grey"
"1994","BAI2","red"
"1995","SCARF1","green"
"1996","TSPAN14","brown"
"1997","NBPF14","grey"
"1998","HBP1","blue"
"1999","KLHL8","turquoise"
"2000","MLLT6","grey"
"2001","SLC24A3","red"
"2002","SCOC","turquoise"
"2003","PPP3CA","turquoise"
"2004","BAIAP2","brown"
"2005","MECP2","yellow"
"2006","TRAPPC5","grey"
"2007","ADSS","turquoise"
"2008","COTL1","blue"
"2009","SLC25A25","turquoise"
"2010","SLC24A4","grey"
"2011","LYN","black"
"2012","FGD6","grey"
"2013","HBEGF","grey"
"2014","DHCR24","grey"
"2015","PTPRU","blue"
"2016","NEK9","grey"
"2017","KHDRBS3","grey"
"2018","DDAH2","green"
"2019","AGA","grey"
"2020","TRPS1","blue"
"2021","ALAD","grey"
"2022","IGFBP7","grey"
"2023","SERPINF1","turquoise"
"2024","FEN1","turquoise"
"2025","C1QL2","grey"
"2026","CLIC4","greenyellow"
"2027","SEMA6B","pink"
"2028","PPAP2A","blue"
"2029","CENPE","grey"
"2030","RCSD1","black"
"2031","PER3","grey"
