"","CorrAge","PvalAge"
"FAM111A",0.343311894050652,4.64959717830506e-19
"SYNCRIP",-0.104475362420092,0.00831792272523476
"AMFR",-0.132331142356691,0.000813787739481825
"GHRL",-0.183498126421456,3.13413848096433e-06
"SH3BP2",0.132281112105211,0.000817545739346978
"CNTNAP5",-0.319293192227478,1.45740504753159e-16
"SFXN5",0.14160683662907,0.000337005549103936
"SLC45A3",0.135605026839911,0.000599904727360319
"CREM",0.150427842606657,0.000138475402110197
"RELB",-0.188809076574419,1.59303320803373e-06
"SSR3",0.271262742596649,3.30973293292828e-12
"PDE1B",-0.192683025327908,9.60649447609065e-07
"ZC3HAV1",0.160697011406691,4.61428229328952e-05
"TAPBPL",0.126884053302431,0.00133152085533994
"LYSMD1",-0.451053794561565,3.01125254540144e-33
"ZNF326",0.159666461132536,5.16834517655545e-05
"HECTD3",-0.300983895454296,8.34179813888802e-15
"SDC1",-0.171896075355532,1.28612910478736e-05
"CEP68",-0.180520746781443,4.54185892403591e-06
"C15orf5",0.346654020570071,2.00628730500467e-19
"RHOJ",0.336781268857252,2.33372259328506e-18
"STXBP6",-0.206473383151724,1.45889437141645e-07
"SERF1B",-0.263193343955529,1.48869003936642e-11
"BGLAP",-0.247763110500823,2.29630935366579e-10
"GNAQ",-0.13523000240686,0.000621443124104606
"SLC43A1",0.295963349210739,2.40988987252544e-14
"PGM2",0.250483287818835,1.43633186885247e-10
"FBXO30",0.2770836005112,1.08399660360639e-12
"DGKB",-0.476390491191429,2.12035983910529e-37
"RP2",0.320752739106083,1.04266935923192e-16
"NOXA1",0.152027495744541,0.00011721656062238
"SEZ6L2",-0.567308142766298,1.56099453244788e-55
"C1orf38",0.254475708662005,7.14133498137217e-11
"R3HDM1",-0.380236865871346,2.41730276696795e-23
"ADHFE1",0.136793092843551,0.000536162168361804
"SYAP1",0.139551675451966,0.000411639567393131
"ZNF292",0.287782246389938,1.29898750687388e-13
"GNRH1",0.214111705028542,4.84993146429871e-08
"FAM81A",-0.11193212420888,0.00467837602553301
"PDE4C",-0.309024497576674,1.4603765819204e-15
"SLC2A4RG",-0.186504127091086,2.14190714709343e-06
"TPST2",-0.239801084417903,8.78335168992851e-10
"PSAT1",0.246269102836034,2.96430722668192e-10
"CAV2",0.371681529256121,2.66729915339452e-22
"LPP",0.461692353298193,5.99127952477379e-35
"OGG1",-0.460091976852481,1.08964042162593e-34
"HPCAL4",-0.505626820086571,1.20858388142809e-42
"HSPD1",-0.192159405929298,1.02924043430653e-06
"SH3BP4",0.203739261401179,2.14233090526059e-07
"C19orf25",-0.201817959221904,2.79758249663766e-07
"NDRG2",0.109940358013103,0.00547377718077067
"TMEM2",0.378136738025029,4.38710522432174e-23
"NKX2-8",-0.293475943830855,4.04519586244654e-14
"SLC25A36",0.129971646354731,0.00100955928896073
"GABARAPL1",-0.222234589776862,1.43657523244111e-08
"CNKSR3",0.224279870525175,1.04963205686803e-08
"C20orf7",-0.154085579381168,9.43626464021559e-05
"BST2",0.159484329714693,5.27258526431079e-05
"AES",-0.365904788846899,1.29640617704353e-21
"HLA-E",0.331620388696007,8.12905715531433e-18
"FRAS1",0.118986060714906,0.00263089220912204
"NGEF",-0.272513376755842,2.60984249427019e-12
"ARL3",-0.156759176791521,7.09010939469376e-05
"HECW2",-0.286126828386235,1.8145949590766e-13
"HSF1",-0.289849054062035,8.53110109332278e-14
"SURF6",-0.173847010842717,1.02076819015115e-05
"DDR1",0.307965789710869,1.84269508315183e-15
"PPFIBP1",0.156945618713662,6.94896310832229e-05
"SERINC3",-0.155614835246934,8.01747829080899e-05
"TP53INP1",0.418818227957822,1.90989616476073e-28
"LRRTM4",-0.293374905675612,4.13076336032735e-14
"PIAS1",0.331240986467246,8.90186410140138e-18
"CLUAP1",0.114668893485366,0.0037555999024378
"FLRT2",-0.418612071863001,2.0421424162788e-28
"CALCOCO2",0.319551131702894,1.37384032100968e-16
"CDCA7L",0.161189953615776,4.36958861207508e-05
"SLC9A9",0.340058686281344,1.04354756904664e-18
"FOXF2",-0.139354389840506,0.00041956148503817
"SFTPC",-0.120547164068916,0.00230663240923575
"PLAU",0.269490708221957,4.62464237953767e-12
"QPRT",0.286874332829135,1.56079072574818e-13
"NEBL",0.39454906307398,3.7021837527686e-25
"CHODL",0.262030296911166,1.84127209256563e-11
"SSBP4",-0.572012361082258,1.24671295082116e-56
"VPS13D",0.209937191944689,8.89918830766674e-08
"FAIM2",-0.426353348031171,1.60075710279799e-29
"SBF1",-0.19009738204159,1.34794468124286e-06
"PARD3",0.182099010143616,3.73382411415016e-06
"MAD2L1",-0.187139186998497,1.97484390680374e-06
"BAALC",0.10233521084058,0.00975091764716273
"CHAF1B",-0.332572005940349,6.46952250437009e-18
"SERF1A",-0.240139153180284,8.3049746554182e-10
"ELOVL1",0.192205874819302,1.02296801542373e-06
"CMYA5",0.146080623518471,0.000215998895540135
"SPG20",0.103033002528715,0.00926125343982271
"GABARAPL3",-0.171477658714466,1.35102780771099e-05
"CHD9",0.326820271497036,2.54091683200364e-17
"UNG",0.314586880130065,4.2377280629051e-16
"SLC25A22",-0.284816389766306,2.36059888006775e-13
"ATM",0.312368337346917,6.96320335702897e-16
"ATP1B2",0.198668488164013,4.30869198747624e-07
"ACSL1",0.284195355683611,2.67272472480579e-13
"RGS12",-0.321818169952079,8.15606897241271e-17
"EPC1",0.254150593742723,7.5629018544337e-11
"UBE2NL",-0.164250254148451,3.10438936734119e-05
"SLC15A3",0.306013410332684,2.82239514856243e-15
"ARRB1",0.246364879589081,2.91632536592379e-10
"HEPH",0.380364804701356,2.33077970723657e-23
"NPPC",-0.202468107618194,2.55676153747441e-07
"SLC24A1",0.260280307434836,2.53027147133587e-11
"BMPR1A",0.264512681169415,1.16825347372606e-11
"TRIM44",-0.130183838628227,0.000990317985311305
"PPM1K",0.225602023771467,8.55528514768996e-09
"VLDLR",-0.421057785329997,9.20112281953043e-29
"VPS29",-0.213958973456995,4.95992423473898e-08
"SEZ6L",-0.49662840333702,5.63178884123618e-41
"NAV3",-0.261476300170671,2.03671824146861e-11
"ATP10A",-0.184956255624379,2.60771910211269e-06
"TMCO4",0.350328433616595,7.87003606103131e-20
"ATP2A2",-0.527459735142686,6.62474865293612e-47
"LRP2BP",0.135007908556193,0.000634534584068098
"BRWD1",0.169327632746207,1.73669555046141e-05
"DTX4",-0.442843291986245,5.63999349385798e-32
"DLAT",-0.199945735484885,3.61944704785075e-07
"PSAP",0.132022170105985,0.000837254072346541
"STAR",-0.24355021803529,4.69754633806685e-10
"EPS8",0.341858280208038,6.68045487444338e-19
"C10orf35",-0.480026282268704,5.02926613250987e-38
"CBFA2T3",-0.457734877418521,2.61442877817065e-34
"AFF1",0.36302118134016,2.82052853501663e-21
"GPR37",0.415329726046611,5.8927991784549e-28
"SFPQ",-0.275679730794476,1.42233851099439e-12
"XKR4",-0.363331123292699,2.59543010758656e-21
"LRFN2",-0.392882893715405,6.08635076683376e-25
"ANKDD1A",0.211864896727961,6.73418674580388e-08
"CHCHD2",-0.298073334551538,1.54689417854753e-14
"MAFK",-0.224074480943228,1.08338507200966e-08
"C8orf33",0.118771125836772,0.00267865516583492
"RBM14",-0.252920904452265,9.38831356525635e-11
"INPPL1",0.214868385127354,4.33887414293829e-08
"ADAM19",0.194236904839616,7.81983368246417e-07
"ATXN7L3",-0.373196583067741,1.75255016837019e-22
"PPAPDC1B",0.234659466225842,2.03726211900096e-09
"YWHAB",-0.342303218668472,5.98023278267303e-19
"FBN3",-0.300289770122873,9.67157801783288e-15
"ADCY1",-0.364043279740201,2.14320486770248e-21
"ZFP28",0.124922861169999,0.00158256604091364
"PCDH20",-0.425077350772306,2.44663997411491e-29
"FNDC3B",0.209334830241432,9.70390150534771e-08
"PIP5K1C",-0.400242244385475,6.62832014420912e-26
"CD9",0.387092987193392,3.35030108399106e-24
"ANKRD13B",-0.381475653013967,1.69731015847849e-23
"SPA17",-0.246880436904047,2.67075936980985e-10
"C6orf115",-0.225919825108698,8.14343090309078e-09
"NINJ2",0.153231911619927,0.000103279388157358
"ABCB1",0.247677450013385,2.33028050379703e-10
"GMPR",0.305923330227115,2.87824406636351e-15
"WBP5",0.161027223710105,4.44897582937103e-05
"PREP",-0.177334875003553,6.71038624891155e-06
"CEP290",0.187879621994139,1.79581619030832e-06
"FAM27A",-0.361719768919519,3.99547774628765e-21
"TCEAL7",-0.266443918474181,8.17323002619579e-12
"AHSA1",-0.290653217540375,7.23690139134773e-14
"PHF14",-0.399602039723358,8.05631061504014e-26
"PCLO",-0.364705924102032,1.79271402743945e-21
"CABLES1",0.174145678760808,9.85067043162014e-06
"SPATA13",0.197937912098762,4.75801479951955e-07
"KCNMB4",-0.181227826923848,4.16109370606946e-06
"SYNE2",0.181928293696342,3.81409977411766e-06
"SLCO2B1",0.390032693494158,1.41525649420177e-24
"SARDH",0.147044551601134,0.000195927880807031
"TBL1X",0.221548037489876,1.5950877637827e-08
"NEK3",0.220578978828278,1.84796928032072e-08
"DOK1",0.150805092303859,0.000133157966883138
"PDIA3",0.148095630420735,0.00017604151829238
"TNFAIP8",0.380158189031742,2.47207828721918e-23
"GPR125",0.367055777989695,9.48490744072882e-22
"MSN",0.386371031963668,4.13444547814466e-24
"ITGB5",0.280359062945712,5.71660605358538e-13
"FRMPD4",-0.443699127855519,4.17107905792908e-32
"MVP",0.312955226075757,6.10844890187925e-16
"TEAD1",0.393209801391187,5.52196880589046e-25
"CYP4V2",0.310894017108388,9.66349276511915e-16
"MAP3K13",-0.267791519008904,6.3590496765315e-12
"HS6ST1",-0.342080144959786,6.32174661941602e-19
"MYO7A",0.137982814987961,0.000478687458327425
"RFFL",-0.13604292698641,0.000575633189539266
"MARCKSL1",-0.151890556562094,0.000118908699425235
"TMEM35",-0.155520903096671,8.0984768772135e-05
"SYNGR3",-0.527809683836934,5.62753355077851e-47
"HHIP",0.131805003941711,0.000854120809783185
"MYH9",0.168234165493171,1.97095474388469e-05
"ADRA2C",-0.297184280790947,1.86543647404107e-14
"TNPO1",0.248724687802402,1.94658063605229e-10
"C1orf27",0.305417673816224,3.21249135952153e-15
"SYNPO2",-0.142592877189551,0.000305870048413612
"ADRBK2",-0.441554136854957,8.87050460387788e-32
"ZFYVE16",0.134939898825015,0.000638594360774069
"KLHL5",0.208643772044213,1.07137441253335e-07
"SUB1",-0.41925125020575,1.65909252928522e-28
"CEP135",0.313299785284918,5.65560472128346e-16
"CBFB",0.304176319649504,4.2032457660993e-15
"YEATS4",-0.10740084483046,0.0066636388768297
"KAZALD1",-0.221376289217169,1.6373174685749e-08
"ACSS1",0.172239812046089,1.23504489522342e-05
"NTN4",-0.167063499828107,2.25489762791122e-05
"KCNJ6",-0.553465304091282,2.10394784466528e-52
"FAM82B",0.214603613268213,4.51147383095815e-08
"SLC40A1",0.234516675388323,2.08484398494477e-09
"ARHGEF9",-0.173966975236353,1.0062826188447e-05
"CREBBP",-0.277773261815269,9.4803432748312e-13
"C6orf204",0.136651670901077,0.000543405256990972
"GLUD1",0.278618811468315,8.03971930901008e-13
"BCAT2",0.220238234759842,1.94579658196195e-08
"AK3",0.342932745714128,5.11149192324816e-19
"SOX11",-0.251286310986103,1.24920966001328e-10
"MBD3",-0.213732912029754,5.12716609944216e-08
"TNXB",0.200017662913576,3.58397017124619e-07
"NBPF11",0.372800093091903,1.95658250906622e-22
"NPTN",-0.404571997892474,1.75178239939968e-26
"TCEAL3",-0.222337577026307,1.41415475470353e-08
"NES",0.11088334743542,0.00508315085018447
"FSTL5",-0.277263000194413,1.04689526627054e-12
"KIAA1407",0.33205023992548,7.33311315097197e-18
"FXR2",-0.294673676342685,3.15427608244569e-14
"TAGLN3",-0.327042385068335,2.41146607945637e-17
"CDH19",0.120972472925414,0.00222485505612264
"MPP3",-0.240487962732406,7.83799618603109e-10
"CDC42EP4",0.153847136768358,9.67773645881302e-05
"HPN",0.192251641862032,1.0168262208571e-06
"RPL23A",0.23114425809908,3.58091699973463e-09
"RAI14",0.319568762451431,1.36830377724908e-16
"SOX8",0.124802257129021,0.00159934004180837
"SLC44A1",0.146608016680709,0.000204790551110346
"SLC13A3",0.232470998529492,2.89738296377454e-09
"EGLN3",0.175005882288395,8.88771163546635e-06
"PRCP",0.230551943248902,3.93442690753658e-09
"C1QTNF5",0.363875856965335,2.24196792626757e-21
"IFT140",0.175993495835346,7.8927978867894e-06
"SYT12",-0.384312581349295,7.50904407608799e-24
"BAX",0.106273261265311,0.00726267204107916
"APLN",0.249682471901844,1.65005061537859e-10
"KIAA1109",-0.102373216798037,0.00972366627793704
"PARP10",0.174494173316535,9.44913861980191e-06
"FAM83H",-0.273415244018062,2.19724693889931e-12
"RASAL2",0.145181243040277,0.000236448394254212
"CHST2",-0.359856511673834,6.55982028010988e-21
"FOXP1",0.359891387781661,6.49941975223849e-21
"TLR4",0.306333953620363,2.63216094702738e-15
"POLR3K",-0.399146637118782,9.25331908622267e-26
"ALDH3A2",0.248031522685613,2.19295848224633e-10
"C19orf33",0.128336294316937,0.00116984396964553
"FAP",0.258043398272572,3.78566417944832e-11
"PCGF1",-0.193232261081827,8.93428148201076e-07
"BTBD11",-0.403483835786656,2.45203073397235e-26
"HMGB2",0.213834911197573,5.05104207943725e-08
"JRKL",0.200218476416743,3.48668604566631e-07
"RTN2",-0.555529083915988,7.34061207994736e-53
"NLE1",-0.275047903584675,1.60649218386945e-12
"LY6H",-0.167450273458111,2.15704553303158e-05
"NPAS3",0.212046613239491,6.55864178464934e-08
"BRMS1L",-0.357402042517716,1.25422863107413e-20
"RHOC",0.344639590611833,3.33375198348825e-19
"NEK1",0.138906684141103,0.000438068766087287
"SGIP1",-0.289200521513609,9.73786098136282e-14
"CARD10",0.150158135492922,0.000142398633152502
"SEPT8",0.320492747819166,1.1069071280342e-16
"GPM6A",-0.239873913236442,8.67808295032299e-10
"ZMAT1",0.272254448592459,2.74169931375882e-12
"ARL6IP6",0.182818286120748,3.4130017073205e-06
"CACNA1C",-0.203902875834718,2.09394481961745e-07
"BAI2",-0.49347732818611,2.10492120129557e-40
"SCARF1",0.193483853806891,8.64166850886948e-07
"TSPAN14",-0.210070165664224,8.73043603369703e-08
"NBPF14",0.382538056056363,1.25179134276337e-23
"HBP1",0.292282044968993,5.17759489400506e-14
"SLC24A3",-0.35603527329344,1.79498669186913e-20
"SCOC",-0.11314378750153,0.00424714272158717
"MECP2",-0.195062325822991,7.00537381311541e-07
"COTL1",0.285707966718894,1.97406156686267e-13
"SLC25A25",-0.266538128620794,8.03143922935893e-12
"LYN",0.201779247148659,2.812590927303e-07
"FGD6",0.196713535620349,5.61388823067372e-07
"HBEGF",-0.164574798197438,2.99277579534744e-05
"DHCR24",-0.108871707226461,0.0059489710680642
"PTPRU",0.328254365107445,1.81149231660857e-17
"NEK9",0.447279977560669,1.16937556854636e-32
"KHDRBS3",-0.316043305682337,3.05181840418041e-16
"DDAH2",0.350476727226348,7.57637720705623e-20
"AGA",0.223834428037085,1.124169218926e-08
"TRPS1",0.29144541713842,6.15092687550043e-14
"ALAD",0.278146290931879,8.81605323985571e-13
"IGFBP7",0.347166388762907,1.76215090832583e-19
"SERPINF1",-0.347938419960701,1.44856834779168e-19
"FEN1",-0.156808200903433,7.05273564152273e-05
"C1QL2",-0.105229788070532,0.00785950275622039
"CLIC4",0.480355956114042,4.41031538150124e-38
"SEMA6B",-0.569520679257323,4.77917644236437e-56
"PPAP2A",0.4290783677554,6.4299501104903e-30
"RCSD1",0.10576723458036,0.00754683879405247
"PER3",0.129097753458178,0.00109249763320575
"SPECC1",-0.136507465993891,0.000550884441152388
"RPL13A",0.168370315674036,1.94022969936506e-05
"ZDHHC21",-0.124408959621833,0.0016551820200123
"OLIG2",0.215614468298029,3.88617533381428e-08
"KIF3C",-0.506671010915619,7.68136330280222e-43
"EPHA10",-0.347260586832341,1.72056831813027e-19
"SSR1",0.377268520691739,5.60581185602744e-23
"DHRS4",-0.127327274937381,0.00128011948607839
"MYOZ3",-0.278506777575291,8.217499281706e-13
"MTM1",0.299552546102228,1.1311865894256e-14
"ELAVL4",-0.244244268643364,4.17886423902119e-10
"FBXO32",0.195652871989316,6.47338749722027e-07
"SYT17",-0.415159971519809,6.22279931263108e-28
"CBR3",0.20881988111968,1.04471627081316e-07
"CPS1",0.365805564113189,1.33172498724683e-21
"EPHA4",-0.317159158985338,2.37024156965816e-16
"KIAA1598",0.103732878154539,0.00879223765606501
"SLC8A1",-0.357913476229576,1.0962918401007e-20
"EIF4B",-0.140757905822447,0.000366156543652561
"TSSC4",-0.181331095572385,4.10810465683622e-06
"RPL37",0.282917715332467,3.44735237189268e-13
"TAX1BP3",0.41253718801544,1.43843986089213e-27
"PPID",-0.325582049848461,3.39817849571431e-17
"RHBDD2",-0.512479023463571,5.99872983726354e-44
"TPP1",0.19655779001729,5.73283564925363e-07
"CA8",0.107380261797402,0.0066741640956537
"MMAB",0.160698400075081,4.61357510554684e-05
"PPP2R3B",0.182454947404533,3.57161778545529e-06
"PARP4",0.369936912584066,4.31437343005389e-22
"DENND2C",0.158151746931696,6.09798641844285e-05
"CTNNA2",-0.117995085592975,0.00285776102357356
"AKAP12",-0.107981181628019,0.00637294214742822
"NAGS",0.231767838589767,3.24211558738671e-09
"RUFY3",-0.107138915440629,0.00679869462780973
"TCEAL5",-0.224189328942262,1.06438376275809e-08
"TIMM10",-0.348716401593929,1.18833710994777e-19
"STXBP5",-0.311442719080672,8.55574451380411e-16
"COPS4",-0.247931735981892,2.23084030060789e-10
"PSTPIP1",0.512342762249119,6.37212844335469e-44
"PARD6A",-0.53528157399499,1.6504838968108e-48
"SETD4",-0.156496028934309,7.29393648393521e-05
"VDAC1",-0.297970252076547,1.58089783059083e-14
"KCNJ9",-0.339427221048932,1.21950307219658e-18
"ALDH7A1",0.313154605559477,5.84223880473424e-16
"PLA2G4C",-0.108591956190138,0.00607934276383291
"TMOD1",0.246587225187996,2.80783418675741e-10
"HIF1A",0.296869080362661,1.99316597431494e-14
"NDUFAB1",-0.315239902113784,3.65850435734077e-16
"CDS1",-0.142608265469236,0.000305406158546557
"SOAT1",0.331719852230443,7.93763866248192e-18
"SPRED2",-0.391500730019195,9.17323729591772e-25
"BAI1",-0.372257240762124,2.27443733860598e-22
"SIPA1L2",-0.484503676923611,8.34766336601992e-39
"FRAT2",-0.137191613977955,0.000516231345587767
"ELN",0.206555199072597,1.44210049593187e-07
"IGFBP6",0.225678629970771,8.45419744404515e-09
"NOTCH2",0.315295797136173,3.61270753739378e-16
"CPEB4",0.108924793833686,0.00592451689841872
"PITPNC1",0.201209118131225,3.04281560346624e-07
"APBB2",0.145682058913714,0.000224847812144103
"ZNF77",-0.162082820201469,3.95732631996797e-05
"BDKRB2",-0.151304689047328,0.000126411017874184
"COX7A2",-0.118780046381435,0.00267665721658796
"C10orf90",0.15726632874043,6.71235430827312e-05
"SUV420H1",0.155993972949174,7.69824483168001e-05
"ZDHHC20",0.244492942695928,4.00695401710101e-10
"SP110",0.320390791349984,1.13314733417194e-16
"KIAA1045",-0.333674301320767,4.9609845365181e-18
"TNFAIP8L2",0.13792121448496,0.000481516710866427
"MPPED2",-0.259040714643712,3.1647234521098e-11
"RAPGEF6",0.470553334547533,2.06115132307987e-36
"CAMLG",-0.191412073358702,1.13533392476803e-06
"MEF2D",-0.229803206543685,4.43003664037549e-09
"NSUN2",0.124649401205151,0.00162083432633123
"TMEFF2",-0.279791848815531,6.39035950342344e-13
"TOLLIP",-0.147375998320587,0.00018944026998983
"NUP50",-0.299491138221752,1.14602123946037e-14
"USP40",0.274600344983398,1.75085736895298e-12
"NBPF10",0.296614931855729,2.10237170491855e-14
"NOL9",0.121643055933369,0.00210128743049808
"MRPL52",-0.217448346222617,2.95911940765248e-08
"PBXIP1",0.31899590193767,1.55993216258703e-16
"CCND2",-0.200199714807205,3.49566631103732e-07
"HIST3H2A",-0.430602168881847,3.84701538346446e-30
"PTCHD1",0.183461957224705,3.14840854119079e-06
"MICAL2",-0.403516577606821,2.42738907604384e-26
"GNAO1",-0.185836173632493,2.33220264531079e-06
"LOXL1",0.257125324604789,4.46143361236554e-11
"C20orf144",0.114588473808745,0.00378017165319555
"ZNF404",0.148037482770927,0.000177090236236713
"CTSK",0.319468594312489,1.40005378386009e-16
"SUMO3",-0.485106233500206,6.54213048624103e-39
"XRCC6BP1",-0.333795105318378,4.81840081654337e-18
"PLEKHG1",0.296512152555379,2.14818393059254e-14
"GMFG",0.165877436013972,2.58192229876806e-05
"C10orf47",0.124105149675709,0.00169953732744241
"SESTD1",0.298832282752767,1.31770386700187e-14
"PSRC1",0.139387383705057,0.000418226815666326
"RDH11",0.187976760034447,1.77351741804083e-06
"PTP4A3",0.106832687863084,0.00695969923174544
"ZNF559",0.134151837444479,0.000687427895482965
"PRDM16",0.268200055891661,5.89150728542888e-12
"TIMELESS",0.110014085734245,0.00544228924164954
"ARHGAP21",0.112704767775523,0.00439905156230424
"FKBP1A",-0.346234410453223,2.23081872017557e-19
"RASGRF2",-0.473815281573141,5.81443430836246e-37
"UACA",0.366849479289229,1.00322246278547e-21
"NUBP2",-0.250241277780627,1.49789878758529e-10
"PPP1R14B",0.13434322392261,0.000675259810853256
"ACHE",-0.293410501041069,4.1004175821801e-14
"C16orf70",-0.369988104267899,4.25410078003038e-22
"NKX2-2",0.223899467112798,1.1129746143788e-08
"PPP2R1A",-0.329098793087038,1.4829999120227e-17
"BCL11A",-0.228849839922064,5.1494202684946e-09
"ARFIP1",0.495264943301206,9.98013274952945e-41
"NHSL1",0.398957431340408,9.8008848710432e-26
"TRIM8",-0.128533562786143,0.00114933570789334
"HIGD2A",-0.164315882425749,3.08150567754999e-05
"PACSIN1",-0.397643097444711,1.4596948877271e-25
"ANGPTL6",-0.338024456951371,1.72168688273863e-18
"RNF126",-0.147844067468869,0.000180620888397073
"PLCL2",-0.459602468285212,1.30756407795086e-34
"HSPA4",-0.237306255752602,1.32437826435904e-09
"MAST1",-0.135418071236463,0.000610553796898189
"IQSEC3",-0.211142114314735,7.47845282597649e-08
"HMGN3",0.227527554112398,6.33756456963872e-09
"CDKN2A",0.209032225545529,1.01342415386067e-07
"RPL22L1",0.2296342676389,4.54997116021204e-09
"ZNF577",0.223188215554869,1.24149429559499e-08
"TJP1",0.492457864236109,3.21522744771697e-40
"UNC93B1",0.363307412847921,2.6120049092558e-21
"SUSD4",-0.274388102084946,1.82368402588139e-12
"PGPEP1",0.13940023169092,0.000417708159240588
"GFPT2",0.268479839911206,5.59088413916672e-12
"SUPT6H",-0.200738960435167,3.24622884283243e-07
"BARD1",0.300340261605701,9.56820453794737e-15
"UBLCP1",-0.194287668240043,7.76722328745937e-07
"PDIK1L",0.124978698541252,0.00157485485371332
"PAPSS2",0.20172370510727,2.8342597963936e-07
"WHSC1",-0.132184166593515,0.000824873518126692
"PHOSPHO2",-0.134622423629177,0.000657866591036821
"ZNF643",-0.363362077217829,2.57394786429548e-21
"RNF130",0.319090280986589,1.52663778836911e-16
"HEY2",0.197450088667307,5.08278809443857e-07
"HMGCR",-0.166195165966417,2.49015737868859e-05
"PRR4",-0.279441717040819,6.84444707388016e-13
"SLC6A13",0.308602705528655,1.6023153426798e-15
"MCAM",0.196515620680816,5.765456285605e-07
"EFHD2",0.122305624902052,0.00198539433279357
"PRICKLE2",-0.278927248128976,7.56951004799199e-13
"ATP6AP2",-0.211187955719371,7.42897802134737e-08
"CLTB",-0.29143408947988,6.16526580373023e-14
"PRRG1",0.291128280610359,6.56500152030601e-14
"MAP4K4",0.116636470056896,0.00319777736562058
"TRAPPC1",-0.430882917069828,3.49863348685565e-30
"PCSK2",-0.275222770162448,1.55331040624893e-12
"STRBP",-0.218327417345686,2.59451704523262e-08
"ITPA",-0.162114804320366,3.94326450830914e-05
"C18orf1",-0.419306833373878,1.62935710385888e-28
"SMO",0.178197549898813,6.04143207709497e-06
"OCIAD2",-0.305428886325009,3.20468204780985e-15
"SENP3",-0.504252813128906,2.18903705206727e-42
"DPYS",-0.308967480268546,1.47881578604838e-15
"SAMD4B",0.120684722860945,0.00227988724109469
"CREB3L2",0.400374725398252,6.36570043199033e-26
"SLC4A8",0.220459059484746,1.88184192584417e-08
"DYX1C1",-0.107207576568712,0.00676305635793245
"ZNF673",0.248514253732599,2.01837519579275e-10
"LRRC43",0.170647824527788,1.48907291518655e-05
"GLTP",0.239791762218483,8.79691561650775e-10
"BMP7",0.18239830047886,3.59697378158486e-06
"NFKB2",-0.105412445853246,0.00775196499385014
"PAFAH1B1",-0.227438465725946,6.42654146825339e-09
"CCDC25",0.258305757082295,3.61165286948527e-11
"CTDSP1",0.315883843723054,3.16378683509883e-16
"RBM4",-0.134251727678454,0.000681051874110043
"MPPED1",-0.463264591712987,3.31879411605385e-35
"CCDC80",0.173559295488352,1.0563234855059e-05
"CDC42BPA",-0.162263611337748,3.87846135636135e-05
"SNX10",-0.354140424324598,2.94204199185193e-20
"TMEM30A",0.221216367733612,1.6776117700636e-08
"GNG4",-0.202789010024245,2.44538622359473e-07
"GNG7",-0.240077983752521,8.38961053356744e-10
"ZNF574",-0.443304114180332,4.7948180272711e-32
"HSDL2",0.375670414868985,8.78536443143748e-23
"IFI35",0.287940136000778,1.25808064590219e-13
"ABLIM3",-0.208061839961404,1.16421532950376e-07
"SRC",-0.2571189314164,4.46652935132035e-11
"PQLC3",0.553109666836602,2.52067358885757e-52
"CDK7",-0.152216885925877,0.000114913595787309
"ING2",-0.153731720613463,9.79669836271394e-05
"SLC17A7",-0.388121486234247,2.48071830453626e-24
"CD81",0.434515220654361,1.01630990528256e-30
"PAN3",0.390833835247068,1.1173421880152e-24
"CUL5",0.190024417119612,1.36080028887296e-06
"FGFR1",0.16079223547703,4.56602570296145e-05
"STK36",0.114544514238576,0.00379366476473575
"H2AFJ",0.255471708553441,5.98759795227328e-11
"GNAZ",-0.404431479325868,1.82965816308876e-26
"USP27X",-0.274106272201581,1.92498547636325e-12
"PRSS3",-0.288819765599096,1.05227397999423e-13
"AK5",-0.119763716585979,0.0024644983111288
"RHOU",0.375868548611672,8.31050528057567e-23
"UST",-0.126325756368855,0.00139897057167851
"GNAI3",0.168038149388595,2.01600261543896e-05
"PTGES3",-0.276002754677055,1.33634103677706e-12
"ZNF232",-0.134185426409014,0.000685277751403966
"FEZ1",-0.304360359302088,4.03935514861509e-15
"SLC39A1",0.315843193452764,3.19297011138659e-16
"PLCG2",0.167623424092082,2.1145583201367e-05
"NBPF3",0.328955218251975,1.53438643745367e-17
"EML3",0.191570814248061,1.11195563846638e-06
"SYT4",-0.112623914994163,0.00442755797226326
"CD82",0.177962238953901,6.21730023430897e-06
"CAMTA1",0.313704766060398,5.16541425589377e-16
"MCTS1",-0.342516213560141,5.67114340670916e-19
"ACBD5",0.291295708575914,6.34310166676483e-14
"HYI",0.150196746132675,0.000141830657671348
"NUDT11",-0.22250495112706,1.37843870820858e-08
"TMED7",0.306715441662551,2.42212463411441e-15
"CAPN2",0.245535826159043,3.35803331842997e-10
"RAB40B",-0.26995423310605,4.23816247204065e-12
"UBL4A",-0.148124651475647,0.000175520293335638
"PDLIM3",0.342609128758789,5.54129176343285e-19
"C12orf29",-0.339723590839876,1.13355325846539e-18
"HIPK1",-0.228227382754342,5.6789918038587e-09
"CMTM7",0.196341528717106,5.90202707994384e-07
"TGFA",0.235567042415076,1.75859377568814e-09
"PHF10",0.20153550321216,2.90888615336369e-07
"POLI",0.275511352215355,1.46928959178769e-12
"FLNB",0.342925491833792,5.12075590485118e-19
"DNAJB2",-0.152434530424386,0.000112319651217306
"STK24",-0.362588010064623,3.16772061342864e-21
"ARMC5",-0.252756085081697,9.6635205439641e-11
"SHANK1",-0.379257798210558,3.19329200160399e-23
