"","CorrAge","PvalAge"
"CXCR4",0.25756667331494,4.12303929081637e-11
"CASP8",-0.141367392847062,0.000345000412923152
"TIMP1",0.301115494801161,8.11075589817544e-15
"KLF2",0.151501291818139,0.000123845158344656
"MT1X",0.128423191445384,0.00116076881930052
"CHORDC1",-0.122004723409185,0.00203728106762884
"PCSK7",0.166059380180257,2.52898896018246e-05
"APOC2",-0.158961897231487,5.58272898236874e-05
"AZGP1",0.165662952250006,2.64567258637074e-05
"FCGR3A",0.256853028484994,4.68357565215871e-11
"MTA2",-0.217123825842162,3.10586974605431e-08
"SLC35E2",-0.13696166434182,0.000527645846930774
"MYOT",0.127907965333023,0.00121554016183516
"PDK4",0.318823137306605,1.62273921806363e-16
"FOXC1",0.348944436022197,1.12120954770002e-19
"COLEC11",0.196089722318128,6.10507995339077e-07
"FAM107A",0.352498721141132,4.50193788503765e-20
"CDKN1A",0.158011433348923,6.19166914885306e-05
"STON1",0.166626086177704,2.37063722468334e-05
"CAPS",0.291014778792671,6.71974222217414e-14
"CFI",0.385391380786483,5.4952664689642e-24
"STX11",0.112257066592032,0.00455900775513398
"CD44",0.155438845440858,8.16986687714012e-05
"MYBPC1",-0.130140579261487,0.000994212977880463
"RAC3",-0.146790179685299,0.000201047494061178
"CNTFR",-0.239514270570729,9.21013344201381e-10
"AXL",-0.214589602294034,4.52078995176429e-08
"GAP43",-0.391062449373496,1.04434131962145e-24
"TSPAN8",0.238304506477699,1.12431588964566e-09
"P4HA2",-0.120149938538209,0.00238548108114697
"CD99",0.262895986924056,1.57198808317556e-11
"GBP2",0.221763891186424,1.5435081348974e-08
"POMC",-0.174040950968613,9.97447984466868e-06
"HES1",0.171733468785758,1.31098964789144e-05
"MRGPRF",0.271125007726041,3.39722038924241e-12
"SLC16A1",0.239075363807779,9.90255377569824e-10
"HMBOX1",0.129676020178361,0.00103694217663664
"IL10RA",0.106782208679881,0.00698656513605382
"ABCA6",0.122486201325221,0.00195484004746473
"CSDA",0.308399829263273,1.67533056570249e-15
"GPR4",0.18561205214075,2.39960597562837e-06
"ALAS2",0.157321275498224,6.67258755865287e-05
"HLA-DMB",0.299440850938478,1.15831151474095e-14
"IGF1",-0.431345825026797,2.99116154096863e-30
"F3",0.254779690043463,6.76796307097054e-11
"GBP1",0.112156701923844,0.00459557982234427
"S100A10",0.354393282257096,2.75484357608059e-20
"ADAMTS1",0.245872328617794,3.17140512583959e-10
"ADORA3",-0.182382419784543,3.60411305725691e-06
"GJA4",0.165111995490589,2.81634688087551e-05
"IFITM1",0.259526106639629,2.8996660582863e-11
"CPXM2",0.249644029824284,1.6610543569963e-10
"NTRK2",-0.308777733437841,1.54184203404519e-15
"OTOS",0.195329143005695,6.76000757279131e-07
"EBI3",0.113763017842342,0.00404094247432501
"GPR26",-0.587467921330129,2.30020063073066e-60
"COL1A1",0.161053797423737,4.43591936739689e-05
"TWIST1",-0.13544400623147,0.000609066117116854
"NPY",-0.165079931031743,2.82659463851433e-05
"DUSP1",0.265652896399011,9.46435581328625e-12
"FAM46A",0.139334755194954,0.000420357628915487
"DTNA",0.325274621660226,3.65176972595129e-17
"RAPGEF5",-0.206326693300395,1.48947816219598e-07
"TMTC1",0.140585218087729,0.000372367203977519
"A4GALT",0.227341254178185,6.52501430807626e-09
"SPRY4",-0.389414014220112,1.69790167434184e-24
"ANXA3",0.242529902923078,5.57554366415187e-10
"ANXA2",0.523082575945443,5.01681879096693e-46
"APOC1",0.219333933959144,2.23036761617067e-08
"KRT19",0.213257304265775,5.49701340433372e-08
"ADAM33",0.204043624419021,2.05316545315514e-07
"ZFP36",0.187582964028292,1.865592343649e-06
"TLR2",0.259269260984453,3.037099482952e-11
"HYAL2",0.206361922877171,1.48207709217403e-07
"CYBB",0.296613714494509,2.10290867180308e-14
"DIO2",-0.188030056713792,1.76139579014188e-06
"LCP1",0.208567440042919,1.08313195767074e-07
"CITED2",-0.287868606341591,1.27645401355246e-13
"COL8A2",0.232642115012766,2.81903828241585e-09
"WISP2",0.264048041451001,1.27255424720477e-11
"RGS18",0.145092401737164,0.000238563879586933
"RGS10",-0.115275052623474,0.00357500191473576
"HSD11B1",0.256773469023953,4.75049436598318e-11
"HSPH1",-0.304080453585108,4.29118548966261e-15
"IL17RB",0.127312354743766,0.00128181966398646
"CLEC2B",0.33566469361886,3.06323983247266e-18
"CD69",0.230955142470297,3.69029353522448e-09
"ACRC",-0.128427329862426,0.00116033824495115
"KLRG1",-0.224070316461997,1.08408021755479e-08
"ANXA2P1",0.503489888823285,3.04081303345777e-42
"SERPINA6",0.198622536978253,4.33570600176968e-07
"TREM2",0.145316062803474,0.000233271590634333
"GAD1",-0.339212770449593,1.28566866568201e-18
"PRR12",-0.277873480178763,9.2972080216879e-13
"TMEM144",0.247471825548859,2.41383789243794e-10
"CBLN1",-0.328111196412977,1.87388229684776e-17
"CORT",-0.415915975195861,4.88082310559787e-28
"CD14",0.207944923028934,1.18378305884072e-07
"RARA",-0.252261016126681,1.05383237241598e-10
"IFI30",0.251496312879017,1.20433583395776e-10
"KRT18",0.257588428426984,4.10702359239375e-11
"LMO3",-0.109514585746116,0.00565884838268797
"DLL1",0.112949107534955,0.00431391000397313
"DUSP2",-0.305180505449327,3.38212399640687e-15
"PLSCR1",0.335460615159883,3.21899337793464e-18
"FN1",0.39499682793457,3.23763100637906e-25
"CASP6",0.182641310975123,3.48939966791637e-06
"IFITM2",0.278944506301395,7.54401110559469e-13
"PDE4DIP",0.215656563684032,3.86204392411822e-08
"EDIL3",0.241188433142702,6.97613156857904e-10
"DCN",0.449713752977904,4.88442451032279e-33
"SCN3B",-0.364453219221336,1.9191447101639e-21
"CYBRD1",0.353683729093307,3.31247223972963e-20
"MUC4",0.166702500257811,2.35001968211262e-05
"GLUL",0.346937431083743,1.86739679262916e-19
"RAB5C",-0.210983072740617,7.65258036914583e-08
"C1orf64",0.180356115637672,4.63517646963124e-06
"SPTBN1",0.113278714847574,0.00420141822526787
"TUBB6",0.285651512970025,1.99657836298235e-13
"TBXAS1",0.20006466927411,3.56096632045235e-07
"CCR5",0.166954211933634,2.28330172871279e-05
"ITPKB",0.313613577635903,5.27200898071511e-16
"C10orf116",0.339699042963764,1.14043959527201e-18
"RHBDF2",0.135354809882177,0.000614196748247523
"FAM89A",0.232186355759599,3.03241382227333e-09
"CXCL5",0.164841118601606,2.9040389262812e-05
"CHGB",-0.412096135329139,1.65489801901553e-27
"PGAM2",0.13380215662153,0.000710186737708785
"AGXT2L1",0.180045188811315,4.81643951447449e-06
"DUSP6",-0.35602496157335,1.79983600771043e-20
"NPNT",0.263848146248776,1.32017618979042e-11
"FGFRL1",0.122733863942156,0.00191363469333248
"FAM101A",0.11926657662078,0.00256972422422003
"RSAD2",0.104906507740795,0.0080531023781085
"POMZP3",-0.103999277211843,0.00861935219668396
"CTSC",0.161407473368167,4.26556417072831e-05
"TP53INP2",-0.117856388844911,0.00289089734197964
"COLEC12",0.366300024306324,1.1646690148845e-21
"SLC1A3",0.235940355357105,1.65505660619257e-09
"ATCAY",-0.383335252020375,9.95386126686579e-24
"JUP",0.215637585185833,3.87290545184287e-08
"B2M",0.408785423558635,4.70838441618252e-27
"FCER1G",0.246304358173812,2.94655637051735e-10
"CLDN11",0.261731035886813,1.94445475116058e-11
"HCN1",-0.194516088982714,7.53467119370701e-07
"STAB1",0.200507556665928,3.35109419101384e-07
"GJB6",0.238957798022053,1.00964636922468e-09
"HLA-C",0.358008987034761,1.06905171643601e-20
"C20orf141",0.316244322783397,2.91621002031377e-16
"TFPI",0.390770717430786,1.13837047312995e-24
"TPM2",0.131152718618376,0.000906690788575345
"TPD52L1",0.275999772944422,1.33711108068945e-12
"EPN3",0.234697624209675,2.02472659460617e-09
"WNT6",0.161008331643531,4.4582801741542e-05
"LAMB3",-0.185891530071844,2.31583593462127e-06
"NCALD",-0.333887219885203,4.71239806657197e-18
"LRRC32",0.309242067483891,1.39206820833992e-15
"PLTP",0.236605942323835,1.48496964485714e-09
"PI16",0.115308631515713,0.00356523177357057
"TNFRSF12A",0.128832137469337,0.00111892541967396
"FOLR2",0.231126984981314,3.5907749395778e-09
"ACSL5",0.234464729484575,2.10242031590061e-09
"ISG20",0.211805791578919,6.79225690679989e-08
"PLAT",0.203373037426273,2.25457300226666e-07
"KCNQ3",-0.12782697435621,0.00122436342991031
"HAPLN2",0.147202492455104,0.000192810856866424
"SNED1",0.186234246781244,2.21693097354722e-06
"VWF",0.454559285909711,8.40984669289173e-34
"PER2",-0.336350196839192,2.59246588922044e-18
"SLC2A5",0.102114420090593,0.00991057826825296
"FGF12",-0.282067015032766,4.08100693269472e-13
"OCLN",0.142915017195487,0.000296294949694203
"C1orf162",0.442578125921215,6.19156539327051e-32
"GALNTL2",0.47966446270513,5.80803853072391e-38
"C12orf34",-0.29771158268451,1.66948809578785e-14
"PPM1J",-0.175751894542614,8.12587637118986e-06
"GPR146",0.130011041289593,0.0010059611164144
"SDC4",0.3411095727707,8.04543919417263e-19
"MET",-0.210487518692605,8.22062432111678e-08
"PPP1R3C",0.211335886957603,7.27146934139263e-08
"HVCN1",0.215948965586017,3.6983788668828e-08
"SLC10A4",-0.433596607495824,1.39128860855276e-30
"ECHDC3",0.164741937649498,2.93678999191246e-05
"C3",0.179642483722728,5.06129160069273e-06
"IL21R",-0.160637940499485,4.64445964962491e-05
"CCND1",0.29693961559954,1.96385756224198e-14
"FBLN1",0.242408510978349,5.69008126399102e-10
"HSP90AA1",-0.266367379073802,8.29022445134811e-12
"ID1",0.304733347896723,3.72621760545853e-15
"UHMK1",-0.140757795679703,0.000366160473925305
"MDGA1",-0.16946855408798,1.70850582114711e-05
"IL10",0.168580586871187,1.89367031828847e-05
"LY86",0.200872241926268,3.18727163751222e-07
"LRP4",0.128721368795201,0.00113011971541933
"CA4",-0.311305432355937,8.82059665625158e-16
"ST8SIA3",-0.331397052900859,8.57558452516957e-18
"KIF1C",-0.149151864609402,0.00015797705304648
"THBS2",0.237246007595139,1.33750188106133e-09
"INHBA",-0.102510929981841,0.00962548835063354
"KHDRBS2",-0.487051563524035,2.96864880377141e-39
"SPARCL1",0.197648823887758,4.94798307957086e-07
"EVI2A",0.121897241654132,0.00205611382095439
"NNMT",0.24743763788882,2.42801052790268e-10
"ERBB4",-0.229378319359376,4.73770313600417e-09
"APCDD1",0.308455930752164,1.65481881511746e-15
"PDPN",0.308344156463872,1.69593248056479e-15
"C12orf39",0.357754855442633,1.14305183871233e-20
"RTN1",-0.293608050636359,3.93593558827774e-14
"DFNB31",-0.162091673656397,3.95342915532398e-05
"PI4K2B",0.163221880397804,3.48469592339141e-05
"TYMS",0.14862761667086,0.000166713754297443
"RASSF8",0.218684343611991,2.45924292003395e-08
"SEMA4C",0.12897321448809,0.00110481624556629
"GRRP1",0.14033842136467,0.000381413865626729
"ARID5A",-0.108964743412527,0.00590617389584036
"CD300A",0.203060510523305,2.35482176871018e-07
"FYB",0.220139323344299,1.97512107299037e-08
"DAB2",0.370796212058357,3.40573833745258e-22
"IGFBP2",0.325124053915619,3.78267528092958e-17
"AKR1C3",0.193587089949751,8.52428398914691e-07
"PMP2",0.377678118096118,4.9940610063085e-23
"PVRL3",-0.4727882123093,8.67354728237588e-37
"CDK5R2",-0.441856619563441,7.97770797028184e-32
"BTG2",0.223703075005562,1.14711168696696e-08
"PPP1R1B",0.17971418787028,5.01684122794238e-06
"CLDN5",0.306842340945234,2.3559770205379e-15
"IFI16",0.378133953754448,4.39056054588153e-23
"PDE6B",-0.144207412283297,0.00026062651284525
"PLSCR4",0.423876421024606,3.64130794228927e-29
"PKP3",-0.153719729355585,9.80913668334182e-05
"SLC38A2",0.209008269559717,1.0169086090862e-07
"TFF3",0.242180387621482,5.91155221006154e-10
"ZNF652",0.170613564445463,1.49505116523281e-05
"TNFSF10",0.106508456106037,0.0071338858737121
"KCNJ16",0.349905421890466,8.77078374262933e-20
"LTBR",0.217290873858737,3.02947111680627e-08
"FGF2",0.294696965747219,3.13901846939383e-14
"RGS2",-0.219281545458328,2.24803377452715e-08
"PAPLN",0.34076818413738,8.75575866378579e-19
"PDGFB",-0.108134942314486,0.00629785442979061
"EMILIN2",0.310697317975846,1.00939789936026e-15
"RGMB",-0.266053580016567,8.78723388831172e-12
"KCNIP3",-0.390003908325036,1.42730931997633e-24
"PCP4L1",-0.355143227767921,2.26602107770813e-20
"CA14",-0.108897277424703,0.005937180935817
"KCNK5",-0.140701994377569,0.000368156724586541
"FLT1",0.232106975689656,3.07114810306396e-09
"ISLR",0.478486786751877,9.26879358536526e-38
"NRN1",-0.327989350773373,1.92864259109013e-17
"TTC12",0.123211055922876,0.0018364765666721
"LIX1",0.143631001541983,0.000276007505253005
"ITGB2",0.193813187323021,8.27252798878412e-07
"CACNB1",-0.116631492463382,0.00319908800822992
"AQP4",0.328242132346794,1.8167422202438e-17
"PTPRC",0.243925322224132,4.40989589376578e-10
"CXCL14",-0.31698549591515,2.46550636555779e-16
"ZFP36L1",0.306730436890751,2.41421414074605e-15
"APLP1",-0.273911644067958,1.99813642756242e-12
"ELF2",0.10212396618864,0.00990362742250371
"CSRP1",0.269439736579838,4.66918904693447e-12
"HOOK2",-0.186490225237788,2.14571154630887e-06
"ANGPT1",0.406633491224848,9.2324672711869e-27
"ELOVL7",0.417904087016181,2.56913489227095e-28
"SCG3",-0.272351780084068,2.69138687861739e-12
"RERG",-0.271276235082278,3.30128215503664e-12
"BCL6",0.196189528947413,6.0238064258096e-07
"IL13RA2",-0.405823491351052,1.1880781982913e-26
"MYC",0.156728401850077,7.11366622080879e-05
"SMOC2",0.165190609764487,2.79137076677749e-05
"FAM55C",0.242389201172871,5.70851064975081e-10
"RNASE4",0.439431419603584,1.86187982882252e-31
"NOTCH2NL",0.388699511710806,2.09425146568651e-24
"TPBG",-0.355405749376083,2.1159928429235e-20
"SLC44A3",0.261881005417176,1.89205963347418e-11
"TMBIM1",0.294508545242303,3.26456532903005e-14
"SOD3",0.249576899016136,1.68044178823518e-10
"MRAS",0.105803117495964,0.00752636535732408
"NELF",-0.195121530820601,6.95020046274327e-07
"NRIP2",0.151716148325111,0.000121097118676943
"MYL5",-0.152910095390157,0.000106842236871749
"VAV3",0.171205743357122,1.39486140846378e-05
"RFX4",0.288562446127737,1.1087953882563e-13
"ITM2A",0.32459256195572,4.28275431977505e-17
"GRIA1",-0.203560822560876,2.19632964649055e-07
"MUSTN1",-0.138530577801738,0.000454200964197401
"LPHN1",-0.446877752137486,1.3499555388391e-32
"RGS16",-0.153849785101713,9.67502280160823e-05
"IL1R1",0.315951676613902,3.11567177944991e-16
"CALM3",-0.317370679638133,2.25908887795125e-16
"ACTG1",0.116256827418212,0.0032991538106895
"LAMA5",0.139786254603884,0.00040240157966601
"NRGN",-0.501558656404628,6.96144589053739e-42
"LRRC1",0.239325773544558,9.50153472992924e-10
"TIMP4",0.159569233692348,5.22374688988833e-05
"ITM2C",0.194537348675771,7.51337064382684e-07
"ATAD3C",-0.168118067320817,1.99751925611354e-05
"RIT1",0.20670395351203,1.41204323644378e-07
"MGST1",0.298584732830031,1.38853294355771e-14
"DDC",-0.148874300676763,0.000162547701040882
"GRIK1",-0.405939496181035,1.14598103890588e-26
"LYPD1",-0.133081868775471,0.000759283791775359
"SLA",0.272066474706379,2.84148443359402e-12
"PLCH2",-0.457666729051874,2.68115556371631e-34
"RASGEF1C",-0.466608921565801,9.35050882627773e-36
"GSTM3",0.132080478936947,0.000832778156324593
"SVOP",-0.522353415058491,7.00900051801635e-46
"LAMP1",0.297045969366636,1.92046397537137e-14
"MYBPC2",-0.232251997486629,3.00074213854334e-09
"NAP1L5",-0.210808473071863,7.84825219878078e-08
"PPAP2B",0.240757081685951,7.49526613889422e-10
"DGKG",0.300567369054209,9.11649232223275e-15
"STAT6",0.113937345713503,0.00398455078985391
"CEBPB",0.118498743909062,0.00274031945736803
"LRRTM1",-0.167897972729982,2.04881561582897e-05
"GRASP",-0.343024255330731,4.99603322208153e-19
"DBN1",-0.237648598837141,1.2521509209428e-09
"DNAJA1",-0.315162009104229,3.72327824241888e-16
"IRF2BP1",-0.277392353752782,1.02091818868569e-12
"TMBIM4",0.167784859688621,2.07566268158556e-05
"IL4R",0.236331251430667,1.55299907086892e-09
"UHRF1",0.157310329378952,6.68049183577857e-05
"NEFL",-0.139439548467697,0.000416124712684554
"CDKN1C",0.237641547439245,1.25359922487832e-09
"KCNQ1",0.115452694001433,0.00352358964764631
"CKS2",-0.201256711106101,3.02292277056821e-07
"CASP1",0.272239624136191,2.7494426590746e-12
"EMP3",0.388395203884353,2.28964168415e-24
"FOXQ1",-0.288855518719811,1.0446476127194e-13
"LYPD5",0.119167523982442,0.00259117341700286
"TPM3",-0.143721569625936,0.000273535858458788
"CLCA4",0.105289993244749,0.00782391122972234
"BMP6",0.377024089481514,6.00554878832589e-23
"HCN4",-0.403093361564463,2.76567590411927e-26
"DNAJB4",-0.13315433877722,0.000754205382672985
"PPP1R15A",-0.158851812874204,5.65024387938506e-05
"NRXN3",-0.396189452631446,2.263050191531e-25
"SLC25A37",0.145477152883297,0.000229528172174584
"DOCK8",0.123679556974137,0.00176350801296646
"IL27",0.266839363041701,7.59401437234765e-12
"C17orf72",-0.206285428834318,1.49819239815171e-07
"CD59",0.284019615895786,2.76816208954049e-13
"SLC7A7",0.133320010540245,0.000742713729700433
"CHST3",0.11823538633805,0.00280116817621924
"ADRA2A",-0.379176408370081,3.26791845798022e-23
"ICAM2",0.291365727539993,6.25249915602673e-14
"RASL12",0.178927260019119,5.52575631866844e-06
"KCNIP1",-0.139468284833484,0.000414970921894764
"IER5",-0.374911659346915,1.08647855120128e-22
"HIST3H2BB",0.119676071766827,0.00248275899299097
"SLC39A11",0.148687643058775,0.000165690888414858
"SLC2A13",-0.182833350369646,3.40657308611429e-06
"LDLRAP1",0.187004549923983,2.00918437996723e-06
"PLOD3",-0.160805110668239,4.55953772016188e-05
"GRAMD3",0.332088509365453,7.26608921278794e-18
"CLIC5",-0.152636778343876,0.000109958688892496
"TOMM20",-0.188011958370012,1.76550308616815e-06
"GIMAP5",0.309063145976868,1.44800648748679e-15
"MLXIP",0.191543750686165,1.11590842724416e-06
"CDR1",0.351390166631705,5.99156366247133e-20
"GDI1",-0.216522348824679,3.39670161210606e-08
"B4GALT1",0.318364104227905,1.80195306066024e-16
"ITGB4",0.30211793005933,6.54542942742759e-15
"AKR1C1",0.173163296280896,1.10719404582818e-05
"LMO1",0.183999440097023,2.94261577175742e-06
"TRIM66",0.132999184158269,0.000765116679663978
"GLRA3",-0.480286350082767,4.53437002646981e-38
"NNAT",-0.399504736757789,8.29847581646223e-26
"FBXO16",-0.28560122462223,2.01684791916941e-13
"HP",0.11556678587958,0.00349092453136202
"KTN1",0.359992129573904,6.32801383783678e-21
"APOE",0.182084790067745,3.74044861207093e-06
"CLIC1",0.407322481280636,7.44588662698565e-27
"PGAM1",-0.223573911980669,1.17011395269906e-08
"LGALS3",0.500123637629814,1.28380707597697e-41
"SASH1",0.266553650179381,8.008310415251e-12
"TRIB3",-0.318982243656964,1.56480921770437e-16
"ACTL6A",0.224723411362988,9.80184455782932e-09
"SERPINB1",0.398380243262664,1.16770219598495e-25
"LCAT",0.12098053385806,0.0022233310394746
"GRAMD1C",0.36126553465307,4.51016237269535e-21
"TUBA8",-0.200587012774099,3.31472450726162e-07
"KIT",-0.288809976768157,1.05437150111492e-13
"LHFPL2",0.35170477709974,5.52533687219512e-20
"SVIL",0.345844519365169,2.46155782181352e-19
"TBC1D5",0.162053184063088,3.97039820897735e-05
"FXYD5",0.328328878601863,1.77983456324082e-17
"SDC3",-0.13894799681444,0.000436329660332121
"GPR158",-0.298776904932861,1.33323399736545e-14
"FAS",0.18192835304761,3.81407158080028e-06
"SH3TC1",0.1298978470659,0.00101633182087808
"GIT1",-0.367324432365482,8.81613401563925e-22
"METRN",0.149856988358365,0.000146902509932013
"TRIM47",0.122793882522416,0.00190376951051586
"HIST1H2AC",0.195228305216537,6.85175124726611e-07
"DPYSL2",0.122472973769911,0.00195706350148245
"RAB13",0.362622042274398,3.13898098746596e-21
"ROBO4",0.226006781758418,8.03413294434593e-09
"GABRG2",-0.251618531648128,1.17894750394624e-10
"KLHL25",-0.410602418090199,2.65631907028137e-27
"CAV1",0.337868754386851,1.7886739804754e-18
"NOSTRIN",0.332127314060677,7.19874382444033e-18
"RNF150",-0.355346482840368,2.14898255672968e-20
"PDGFRA",-0.212205206864904,6.40905562367603e-08
"CNOT3",-0.22551422763494,8.67258081491376e-09
"AJAP1",-0.360036367749507,6.25416194114425e-21
"LIMK2",0.371283320414521,2.97750933796383e-22
"TRPC3",-0.146603139498149,0.000204891658640566
"CHST6",0.208864672147897,1.03803896842809e-07
"TRIM22",0.439460044582454,1.84342097762037e-31
"ACTN2",-0.253757765554311,8.10473786997442e-11
"GRIN1",-0.365544534301209,1.42923742518343e-21
"SAV1",0.121498630994962,0.0021273572538379
"NDUFA4",-0.169244581869827,1.75351543172282e-05
"PECAM1",0.393091759501515,5.71952559919446e-25
"PXN",0.267285495603078,6.98866207360689e-12
"KHSRP",-0.339406134775604,1.22585730211017e-18
"ANXA13",0.167456066973768,2.15561092081789e-05
"TIMP3",0.388588586565002,2.1634875754405e-24
"HADHB",0.155412057470101,8.19330055340261e-05
"C14orf1",0.117632923534688,0.00294502252845073
"ROM1",0.249468480658161,1.7122198100876e-10
"GLI2",0.159293960040236,5.3836630230763e-05
"PROCR",0.156522450207715,7.27322427319405e-05
"GABRA1",-0.258280497279292,3.62806094668164e-11
"ECE2",-0.178128800357113,6.09231727557856e-06
"FABP7",0.210150974007423,8.62939942648388e-08
"ANK3",-0.202369143562169,2.59208412540067e-07
"CD302",0.351360315252463,6.03776577565938e-20
"SLC16A6",0.184160686129797,2.88343129543923e-06
"MMD",-0.417373543363663,3.0503130984111e-28
"COL5A3",0.159761590232183,5.11467715076765e-05
"STX1A",-0.426806444107732,1.37629661003264e-29
"SPR",-0.1269381861568,0.00132514266332214
"HLA-DRB4",0.323875118318782,5.06226214557343e-17
"STK32C",-0.403432254621854,2.49135374806649e-26
"CCDC6",0.199195878625007,4.01001880775412e-07
"FXYD6",-0.329649685913299,1.30108458094324e-17
"SLC6A12",0.238019988627852,1.17812762163531e-09
"HERC2P7",-0.164395042771898,3.0541163030557e-05
"NLK",-0.269559408707257,4.56525865271302e-12
"SOX1",-0.18940392691526,1.4749807988083e-06
"BBOX1",0.347311151999945,1.69864749580435e-19
"HSPB2",0.185659979852563,2.38503697447753e-06
"BTN3A2",0.24140661362289,6.72704920773212e-10
"LSS",0.247819115920004,2.27436020132414e-10
"SLC25A18",0.355923146761323,1.84841579499802e-20
"HSPA2",0.25967511955875,2.82273561261772e-11
