"","Var1","Freq"
"1","AstroByothersCuffdiff2FCover20",452
"2","EndotheByothersCuffdiff2FCover20",621
"3","MicrogliByothersCuffdiff2FCover20",1149
"4","MyeOligoByothersCuffdiff2FCover20",263
"5","NeuronByothersCuffdiff2FCover20",709
"6","NewOligoByothersCuffdiff2FCover20",82
"7","PreOligoByothersCuffdiff2FCover20",116
