"","Module","Gene"
"ZAN","MsAge7K_00","ZAN"
"PTGDR","MsAge7K_00","PTGDR"
"RDH16","MsAge7K_00","RDH16"
"TSPAN2","MsAge7K_01","TSPAN2"
"MPZL2","MsAge7K_07","MPZL2"
"HIST1H1E","MsAge7K_00","HIST1H1E"
"ATP2C2","MsAge7K_00","ATP2C2"
"CCDC170","MsAge7K_14","CCDC170"
"SPX","MsAge7K_00","SPX"
"CFAP58","MsAge7K_00","CFAP58"
"TPBG","MsAge7K_05","TPBG"
"CRABP1","MsAge7K_00","CRABP1"
"WNK3","MsAge7K_03","WNK3"
"CDC6","MsAge7K_00","CDC6"
"TMPRSS6","MsAge7K_00","TMPRSS6"
"USP18","MsAge7K_04","USP18"
"USP41","MsAge7K_04","USP41"
"SLFN11","MsAge7K_00","SLFN11"
"SLFN13","MsAge7K_00","SLFN13"
"ANKH","MsAge7K_00","ANKH"
"CKAP2","MsAge7K_01","CKAP2"
"NEK5","MsAge7K_00","NEK5"
"LEMD1","MsAge7K_02","LEMD1"
"SATB2","MsAge7K_02","SATB2"
"RXRG","MsAge7K_05","RXRG"
"EVA1C","MsAge7K_00","EVA1C"
"WNT9A","MsAge7K_00","WNT9A"
"IL23A","MsAge7K_01","IL23A"
"LPO","MsAge7K_00","LPO"
"CES1","MsAge7K_06","CES1"
"CLEC3B","MsAge7K_00","CLEC3B"
"IL11","MsAge7K_00","IL11"
"HCAR1","MsAge7K_07","HCAR1"
"HENMT1","MsAge7K_00","HENMT1"
"ERICH5","MsAge7K_04","ERICH5"
"GLP2R","MsAge7K_00","GLP2R"
"SLC22A18","MsAge7K_00","SLC22A18"
"PTGER3","MsAge7K_02","PTGER3"
"ZNF296","MsAge7K_00","ZNF296"
"MYH7","MsAge7K_00","MYH7"
"SH3RF2","MsAge7K_00","SH3RF2"
"C5","MsAge7K_00","C5"
"ZC3H7A","MsAge7K_00","ZC3H7A"
"WDR72","MsAge7K_00","WDR72"
"ALPK3","MsAge7K_00","ALPK3"
"FGFBP1","MsAge7K_07","FGFBP1"
"SUSD3","MsAge7K_00","SUSD3"
"AUNIP","MsAge7K_00","AUNIP"
"CXCL16","MsAge7K_04","CXCL16"
"LRRC8A","MsAge7K_00","LRRC8A"
"PTPRH","MsAge7K_00","PTPRH"
"TNS4","MsAge7K_00","TNS4"
"DDT","MsAge7K_00","DDT"
"DDTL","MsAge7K_00","DDTL"
"SCN4B","MsAge7K_02","SCN4B"
"DND1","MsAge7K_00","DND1"
"SLC35E2B","MsAge7K_03","SLC35E2B"
"NRL","MsAge7K_00","NRL"
"SOX18","MsAge7K_00","SOX18"
"NUP62CL","MsAge7K_00","NUP62CL"
"KIF20A","MsAge7K_00","KIF20A"
"ZFHX3","MsAge7K_06","ZFHX3"
"PRSS16","MsAge7K_00","PRSS16"
"TEX11","MsAge7K_00","TEX11"
"KLF2","MsAge7K_13","KLF2"
"TRIM16","MsAge7K_00","TRIM16"
"TRIM16L","MsAge7K_00","TRIM16L"
"PTPN20","MsAge7K_00","PTPN20"
"CITED4","MsAge7K_00","CITED4"
"TEX26","MsAge7K_00","TEX26"
"PTGFR","MsAge7K_07","PTGFR"
"CCKBR","MsAge7K_02","CCKBR"
"DMKN","MsAge7K_00","DMKN"
"RAB37","MsAge7K_00","RAB37"
"CKS2","MsAge7K_00","CKS2"
"CHRDL1","MsAge7K_00","CHRDL1"
"PLA2G2F","MsAge7K_00","PLA2G2F"
"C6orf118","MsAge7K_00","C6orf118"
"MEIOC","MsAge7K_00","MEIOC"
"HLA-DOB","MsAge7K_04","HLA-DOB"
"HYDIN","MsAge7K_14","HYDIN"
"PIFO","MsAge7K_00","PIFO"
"PIP5KL1","MsAge7K_00","PIP5KL1"
"PRKG2","MsAge7K_00","PRKG2"
"TCF19","MsAge7K_00","TCF19"
"VEGFD","MsAge7K_05","VEGFD"
"ADAMTSL4","MsAge7K_09","ADAMTSL4"
"SLC15A3","MsAge7K_04","SLC15A3"
"SPINT1","MsAge7K_00","SPINT1"
"GOT1L1","MsAge7K_00","GOT1L1"
"BHMT2","MsAge7K_00","BHMT2"
"CFAP52","MsAge7K_00","CFAP52"
"TMEM210","MsAge7K_00","TMEM210"
"TMEM125","MsAge7K_01","TMEM125"
"PSMB9","MsAge7K_00","PSMB9"
"MRC1","MsAge7K_07","MRC1"
"WISP1","MsAge7K_00","WISP1"
"STIL","MsAge7K_01","STIL"
"MKI67","MsAge7K_11","MKI67"
"PKHD1L1","MsAge7K_00","PKHD1L1"
"CCNA1","MsAge7K_00","CCNA1"
"MT-CO2","MsAge7K_00","MT-CO2"
"TWIST2","MsAge7K_00","TWIST2"
"FSCN2","MsAge7K_00","FSCN2"
"DRC7","MsAge7K_00","DRC7"
"TTC22","MsAge7K_00","TTC22"
"EXPH5","MsAge7K_00","EXPH5"
"TOR4A","MsAge7K_00","TOR4A"
"COX4I2","MsAge7K_00","COX4I2"
"OR10AD1","MsAge7K_00","OR10AD1"
"TLR2","MsAge7K_00","TLR2"
"RNF223","MsAge7K_00","RNF223"
"MED13","MsAge7K_03","MED13"
"NR4A1","MsAge7K_13","NR4A1"
"BTAF1","MsAge7K_00","BTAF1"
"RILP","MsAge7K_00","RILP"
"SRCAP","MsAge7K_00","SRCAP"
"CYTL1","MsAge7K_00","CYTL1"
"ARHGEF37","MsAge7K_00","ARHGEF37"
"RHO","MsAge7K_00","RHO"
"PYCARD","MsAge7K_00","PYCARD"
"CFAP126","MsAge7K_00","CFAP126"
"MALL","MsAge7K_00","MALL"
"CRYBB1","MsAge7K_00","CRYBB1"
"MAPK15","MsAge7K_00","MAPK15"
"GDF9","MsAge7K_00","GDF9"
"NPSR1","MsAge7K_02","NPSR1"
"NRSN2","MsAge7K_00","NRSN2"
"LRRC43","MsAge7K_00","LRRC43"
"ADGRG6","MsAge7K_00","ADGRG6"
"WDR93","MsAge7K_00","WDR93"
"UBE2L6","MsAge7K_00","UBE2L6"
"CD6","MsAge7K_00","CD6"
"WNT10A","MsAge7K_00","WNT10A"
"BMP5","MsAge7K_00","BMP5"
"SGK2","MsAge7K_01","SGK2"
"CFAP43","MsAge7K_14","CFAP43"
"SLC22A3","MsAge7K_00","SLC22A3"
"GALNT5","MsAge7K_00","GALNT5"
"SFN","MsAge7K_00","SFN"
"CFAP77","MsAge7K_14","CFAP77"
"TECTA","MsAge7K_00","TECTA"
"MAP3K6","MsAge7K_00","MAP3K6"
"KIF23","MsAge7K_06","KIF23"
"NGFR","MsAge7K_02","NGFR"
"KREMEN2","MsAge7K_00","KREMEN2"
"GINS1","MsAge7K_00","GINS1"
"VIPR2","MsAge7K_00","VIPR2"
"MYO1G","MsAge7K_00","MYO1G"
"CORO6","MsAge7K_02","CORO6"
"RNF125","MsAge7K_00","RNF125"
"HDC","MsAge7K_00","HDC"
"NOSTRIN","MsAge7K_00","NOSTRIN"
"ZNF648","MsAge7K_02","ZNF648"
"GLRA2","MsAge7K_06","GLRA2"
"TAOK1","MsAge7K_03","TAOK1"
"LHFPL1","MsAge7K_00","LHFPL1"
"KLHL1","MsAge7K_00","KLHL1"
"SVEP1","MsAge7K_04","SVEP1"
"BMF","MsAge7K_00","BMF"
"LRRD1","MsAge7K_00","LRRD1"
"STOML3","MsAge7K_00","STOML3"
"LRRN4","MsAge7K_00","LRRN4"
"BCL3","MsAge7K_00","BCL3"
"CCDC113","MsAge7K_00","CCDC113"
"PRR5","MsAge7K_00","PRR5"
"HAS1","MsAge7K_00","HAS1"
"CNTNAP3B","MsAge7K_02","CNTNAP3B"
"CNTNAP3C","MsAge7K_02","CNTNAP3C"
"CNTNAP3","MsAge7K_02","CNTNAP3"
"GNG8","MsAge7K_00","GNG8"
"FAM104B","MsAge7K_00","FAM104B"
"TSTD1","MsAge7K_00","TSTD1"
"ARHGAP9","MsAge7K_00","ARHGAP9"
"SAG","MsAge7K_00","SAG"
"CRYBB3","MsAge7K_00","CRYBB3"
"LNPEP","MsAge7K_03","LNPEP"
"HLA-DMB","MsAge7K_00","HLA-DMB"
"ZBTB7C","MsAge7K_06","ZBTB7C"
"MUC6","MsAge7K_00","MUC6"
"EDA2R","MsAge7K_00","EDA2R"
"LUM","MsAge7K_07","LUM"
"CHP2","MsAge7K_00","CHP2"
"TC2N","MsAge7K_00","TC2N"
"CD248","MsAge7K_00","CD248"
"TTC34","MsAge7K_00","TTC34"
"OSMR","MsAge7K_04","OSMR"
"TRPC3","MsAge7K_06","TRPC3"
"HCN4","MsAge7K_00","HCN4"
"CLSPN","MsAge7K_00","CLSPN"
"TMPRSS9","MsAge7K_00","TMPRSS9"
"IRGM","MsAge7K_04","IRGM"
"TNFRSF11B","MsAge7K_00","TNFRSF11B"
"CCDC33","MsAge7K_00","CCDC33"
"COL28A1","MsAge7K_00","COL28A1"
"LRRC9","MsAge7K_06","LRRC9"
"RHCG","MsAge7K_00","RHCG"
"IL21R","MsAge7K_00","IL21R"
"KAZALD1","MsAge7K_00","KAZALD1"
"SLC16A3","MsAge7K_00","SLC16A3"
"EPHX4","MsAge7K_00","EPHX4"
"FBLIM1","MsAge7K_00","FBLIM1"
"CYP27B1","MsAge7K_00","CYP27B1"
"PCP4","MsAge7K_00","PCP4"
"MLPH","MsAge7K_04","MLPH"
"EFCAB10","MsAge7K_00","EFCAB10"
"HEYL","MsAge7K_00","HEYL"
"RBM46","MsAge7K_00","RBM46"
"ANPEP","MsAge7K_07","ANPEP"
"MEI1","MsAge7K_02","MEI1"
"NEXN","MsAge7K_00","NEXN"
"STKLD1","MsAge7K_00","STKLD1"
"PKD2L1","MsAge7K_00","PKD2L1"
"STAG3","MsAge7K_00","STAG3"
"SLC36A2","MsAge7K_00","SLC36A2"
"BRCA1","MsAge7K_00","BRCA1"
"JCHAIN","MsAge7K_00","JCHAIN"
"NKX3-1","MsAge7K_00","NKX3-1"
"PLA2G5","MsAge7K_00","PLA2G5"
"PLIN5","MsAge7K_00","PLIN5"
"SPATA32","MsAge7K_00","SPATA32"
"STPG2","MsAge7K_00","STPG2"
"PDLIM2","MsAge7K_01","PDLIM2"
"C2orf80","MsAge7K_00","C2orf80"
"IFNLR1","MsAge7K_00","IFNLR1"
"ENKUR","MsAge7K_14","ENKUR"
"GLI1","MsAge7K_00","GLI1"
"KRT1","MsAge7K_00","KRT1"
"MEIS1","MsAge7K_00","MEIS1"
"COCH","MsAge7K_00","COCH"
"CEACAM16","MsAge7K_00","CEACAM16"
"AKR1B10","MsAge7K_00","AKR1B10"
"PYCR1","MsAge7K_00","PYCR1"
"SFRP5","MsAge7K_00","SFRP5"
"OTOGL","MsAge7K_00","OTOGL"
"PCSK9","MsAge7K_00","PCSK9"
"CLEC9A","MsAge7K_00","CLEC9A"
"LRRC69","MsAge7K_00","LRRC69"
"H1FX","MsAge7K_00","H1FX"
"LY96","MsAge7K_00","LY96"
"S100A3","MsAge7K_00","S100A3"
"CHEK1","MsAge7K_00","CHEK1"
"PRR11","MsAge7K_00","PRR11"
"CISH","MsAge7K_00","CISH"
"KCTD14","MsAge7K_00","KCTD14"
"HS3ST3B1","MsAge7K_00","HS3ST3B1"
"GPR153","MsAge7K_06","GPR153"
"GALR1","MsAge7K_00","GALR1"
"GPNMB","MsAge7K_04","GPNMB"
"SLC35B4","MsAge7K_00","SLC35B4"
"TWIST1","MsAge7K_00","TWIST1"
"FAM81B","MsAge7K_00","FAM81B"
"SUSD2","MsAge7K_00","SUSD2"
"ELF4","MsAge7K_00","ELF4"
"FIGN","MsAge7K_00","FIGN"
"CD36","MsAge7K_00","CD36"
"MUSTN1","MsAge7K_07","MUSTN1"
"TBXA2R","MsAge7K_00","TBXA2R"
"CAPG","MsAge7K_04","CAPG"
"GRID2IP","MsAge7K_06","GRID2IP"
"BBOX1","MsAge7K_00","BBOX1"
"BFSP1","MsAge7K_00","BFSP1"
"MYH8","MsAge7K_00","MYH8"
"ESPL1","MsAge7K_00","ESPL1"
"ZIC2","MsAge7K_06","ZIC2"
"TNFAIP8L2","MsAge7K_00","TNFAIP8L2"
"ATG9B","MsAge7K_05","ATG9B"
"SAPCD2","MsAge7K_00","SAPCD2"
"HRH1","MsAge7K_02","HRH1"
"GPR139","MsAge7K_00","GPR139"
"PMEL","MsAge7K_00","PMEL"
"SYTL1","MsAge7K_00","SYTL1"
"DKK2","MsAge7K_00","DKK2"
"NCAPH","MsAge7K_00","NCAPH"
"C1RL","MsAge7K_00","C1RL"
"MEX3A","MsAge7K_00","MEX3A"
"MYB","MsAge7K_00","MYB"
"CD14","MsAge7K_00","CD14"
"MEDAG","MsAge7K_00","MEDAG"
"TP63","MsAge7K_00","TP63"
"DPP4","MsAge7K_02","DPP4"
"ASPRV1","MsAge7K_00","ASPRV1"
"PATE2","MsAge7K_00","PATE2"
"SLA2","MsAge7K_00","SLA2"
"ASGR1","MsAge7K_07","ASGR1"
"CREB3L3","MsAge7K_00","CREB3L3"
"P4HA3","MsAge7K_00","P4HA3"
"TPM2","MsAge7K_07","TPM2"
"HS3ST5","MsAge7K_00","HS3ST5"
"DERL3","MsAge7K_00","DERL3"
"RUBCNL","MsAge7K_00","RUBCNL"
"CA9","MsAge7K_00","CA9"
"ABCA12","MsAge7K_00","ABCA12"
"NR1H4","MsAge7K_00","NR1H4"
"ARR3","MsAge7K_00","ARR3"
"CDKN2C","MsAge7K_00","CDKN2C"
"PCSK4","MsAge7K_00","PCSK4"
"RAB38","MsAge7K_00","RAB38"
"ENTR1","MsAge7K_00","ENTR1"
"UCP3","MsAge7K_00","UCP3"
"MYOC","MsAge7K_00","MYOC"
"LY75","MsAge7K_00","LY75"
"LY75-CD302","MsAge7K_00","LY75-CD302"
"CHRNA2","MsAge7K_00","CHRNA2"
"CCDC155","MsAge7K_00","CCDC155"
"RBM3","MsAge7K_00","RBM3"
"PTCHD1","MsAge7K_00","PTCHD1"
"SLC17A9","MsAge7K_00","SLC17A9"
"LDLR","MsAge7K_00","LDLR"
"SLC13A4","MsAge7K_07","SLC13A4"
"IER3","MsAge7K_00","IER3"
"IL17RE","MsAge7K_00","IL17RE"
"OR51E1","MsAge7K_00","OR51E1"
"SCEL","MsAge7K_00","SCEL"
"MYH3","MsAge7K_00","MYH3"
"LRG1","MsAge7K_00","LRG1"
"STAP1","MsAge7K_16","STAP1"
"SP9","MsAge7K_06","SP9"
"DNAH17","MsAge7K_00","DNAH17"
"C8G","MsAge7K_00","C8G"
"TLL2","MsAge7K_00","TLL2"
"SLC1A5","MsAge7K_00","SLC1A5"
"KCNH4","MsAge7K_00","KCNH4"
"DTL","MsAge7K_02","DTL"
"FAS","MsAge7K_00","FAS"
"DDX58","MsAge7K_04","DDX58"
"NOXO1","MsAge7K_00","NOXO1"
"VN1R5","MsAge7K_00","VN1R5"
"FOSB","MsAge7K_13","FOSB"
"TGM2","MsAge7K_00","TGM2"
"DEPDC1B","MsAge7K_01","DEPDC1B"
"S100A9","MsAge7K_00","S100A9"
"IGFBP6","MsAge7K_00","IGFBP6"
"GSDMD","MsAge7K_00","GSDMD"
"TNNI1","MsAge7K_01","TNNI1"
"CDHR2","MsAge7K_00","CDHR2"
"ADGRE1","MsAge7K_00","ADGRE1"
"PLCZ1","MsAge7K_00","PLCZ1"
"GUCA1B","MsAge7K_00","GUCA1B"
"TEC","MsAge7K_00","TEC"
"SELENOV","MsAge7K_00","SELENOV"
"LRRN4CL","MsAge7K_00","LRRN4CL"
"UMODL1","MsAge7K_00","UMODL1"
"UBASH3A","MsAge7K_00","UBASH3A"
"CCDC146","MsAge7K_00","CCDC146"
"UGT3A2","MsAge7K_00","UGT3A2"
"B4GALNT3","MsAge7K_00","B4GALNT3"
"ROR2","MsAge7K_00","ROR2"
"LY6G6E","MsAge7K_00","LY6G6E"
"C9orf152","MsAge7K_00","C9orf152"
"MMP9","MsAge7K_00","MMP9"
"C5orf52","MsAge7K_00","C5orf52"
"PRIMA1","MsAge7K_09","PRIMA1"
"TPBGL","MsAge7K_00","TPBGL"
"SMIM24","MsAge7K_00","SMIM24"
"PCTP","MsAge7K_00","PCTP"
"HAPLN3","MsAge7K_00","HAPLN3"
"ST14","MsAge7K_04","ST14"
"NPC1L1","MsAge7K_00","NPC1L1"
"CYP2R1","MsAge7K_00","CYP2R1"
"FBXO47","MsAge7K_00","FBXO47"
"PPP1R3G","MsAge7K_00","PPP1R3G"
"VAMP5","MsAge7K_00","VAMP5"
"CENPM","MsAge7K_00","CENPM"
"SLC35D3","MsAge7K_00","SLC35D3"
"CKMT2","MsAge7K_00","CKMT2"
"PDLIM3","MsAge7K_00","PDLIM3"
"IL1RL2","MsAge7K_00","IL1RL2"
"IQCM","MsAge7K_00","IQCM"
"FHDC1","MsAge7K_00","FHDC1"
"TMEM37","MsAge7K_00","TMEM37"
"NKX2-2","MsAge7K_00","NKX2-2"
"KLHL10","MsAge7K_00","KLHL10"
"GAS2L2","MsAge7K_00","GAS2L2"
"UHRF1","MsAge7K_01","UHRF1"
"LARGE2","MsAge7K_00","LARGE2"
"DDC","MsAge7K_09","DDC"
"CKAP2L","MsAge7K_00","CKAP2L"
"EMP1","MsAge7K_00","EMP1"
"CORT","MsAge7K_00","CORT"
"SYCP3","MsAge7K_00","SYCP3"
"KNSTRN","MsAge7K_00","KNSTRN"
"C17orf98","MsAge7K_00","C17orf98"
"EPHA8","MsAge7K_00","EPHA8"
"MLF1","MsAge7K_00","MLF1"
"ABCC3","MsAge7K_00","ABCC3"
"CERS3","MsAge7K_00","CERS3"
"PDE4C","MsAge7K_00","PDE4C"
"CA8","MsAge7K_00","CA8"
"C16orf54","MsAge7K_00","C16orf54"
"ZDHHC22","MsAge7K_02","ZDHHC22"
"HES5","MsAge7K_00","HES5"
"OAS1","MsAge7K_04","OAS1"
"PATL2","MsAge7K_00","PATL2"
"VEPH1","MsAge7K_00","VEPH1"
"MAG","MsAge7K_01","MAG"
"SAMD11","MsAge7K_00","SAMD11"
"ATP10B","MsAge7K_00","ATP10B"
"SLC22A2","MsAge7K_07","SLC22A2"
"PTPN22","MsAge7K_00","PTPN22"
"WNT10B","MsAge7K_00","WNT10B"
"CCDC78","MsAge7K_00","CCDC78"
"OR5W2","MsAge7K_00","OR5W2"
"PTPRQ","MsAge7K_00","PTPRQ"
"METTL11B","MsAge7K_00","METTL11B"
"JPH2","MsAge7K_00","JPH2"
"MFAP4","MsAge7K_00","MFAP4"
"COLEC12","MsAge7K_07","COLEC12"
"SDC1","MsAge7K_00","SDC1"
"C1orf94","MsAge7K_16","C1orf94"
"TAC1","MsAge7K_00","TAC1"
"GLMN","MsAge7K_00","GLMN"
"TEAD4","MsAge7K_00","TEAD4"
"KRT12","MsAge7K_00","KRT12"
"CDK1","MsAge7K_00","CDK1"
"OR52H1","MsAge7K_00","OR52H1"
"COL5A1","MsAge7K_00","COL5A1"
"WNT9B","MsAge7K_00","WNT9B"
"FOXQ1","MsAge7K_00","FOXQ1"
"C1R","MsAge7K_00","C1R"
"SLAMF9","MsAge7K_04","SLAMF9"
"TRPV4","MsAge7K_00","TRPV4"
"PRR32","MsAge7K_00","PRR32"
"LTBP2","MsAge7K_00","LTBP2"
"TEX14","MsAge7K_00","TEX14"
"WDFY4","MsAge7K_00","WDFY4"
"ADAMTS4","MsAge7K_01","ADAMTS4"
"CFAP57","MsAge7K_00","CFAP57"
"CASQ2","MsAge7K_00","CASQ2"
"PLCXD2","MsAge7K_00","PLCXD2"
"ZFP36L1","MsAge7K_00","ZFP36L1"
"TMEM252","MsAge7K_00","TMEM252"
"SH2D4B","MsAge7K_00","SH2D4B"
"CDHR3","MsAge7K_14","CDHR3"
"PLEKHG4","MsAge7K_00","PLEKHG4"
"GPX3","MsAge7K_00","GPX3"
"OTX2","MsAge7K_00","OTX2"
"HIGD1B","MsAge7K_00","HIGD1B"
"THBS2","MsAge7K_00","THBS2"
"FAM181A","MsAge7K_00","FAM181A"
"SSC4D","MsAge7K_00","SSC4D"
"LAT2","MsAge7K_00","LAT2"
"GIMAP8","MsAge7K_00","GIMAP8"
"PLA2G3","MsAge7K_00","PLA2G3"
"SPAG8","MsAge7K_00","SPAG8"
"FOXG1","MsAge7K_00","FOXG1"
"APOBR","MsAge7K_00","APOBR"
"RAD54L","MsAge7K_00","RAD54L"
"PLPP2","MsAge7K_00","PLPP2"
"MC3R","MsAge7K_06","MC3R"
"MYBL2","MsAge7K_00","MYBL2"
"CLDN19","MsAge7K_00","CLDN19"
"DMRT2","MsAge7K_02","DMRT2"
"C2CD4D","MsAge7K_00","C2CD4D"
"FOLR1","MsAge7K_00","FOLR1"
"KRT20","MsAge7K_00","KRT20"
"CABCOCO1","MsAge7K_00","CABCOCO1"
"CDNF","MsAge7K_00","CDNF"
"ARL5C","MsAge7K_00","ARL5C"
"HSPG2","MsAge7K_01","HSPG2"
"SLC28A3","MsAge7K_00","SLC28A3"
"DNAJB13","MsAge7K_00","DNAJB13"
"CENPO","MsAge7K_00","CENPO"
"QPRT","MsAge7K_00","QPRT"
"FAM205A","MsAge7K_00","FAM205A"
"TYMP","MsAge7K_00","TYMP"
"BATF3","MsAge7K_00","BATF3"
"CRB1","MsAge7K_00","CRB1"
"GPR4","MsAge7K_00","GPR4"
"ETNK2","MsAge7K_00","ETNK2"
"LEPR","MsAge7K_00","LEPR"
"ATOH7","MsAge7K_00","ATOH7"
"B3GNT3","MsAge7K_00","B3GNT3"
"KDELR3","MsAge7K_00","KDELR3"
"MC4R","MsAge7K_15","MC4R"
"FGFBP3","MsAge7K_00","FGFBP3"
"WDR63","MsAge7K_00","WDR63"
"CATSPER3","MsAge7K_00","CATSPER3"
"TTLL8","MsAge7K_06","TTLL8"
"ZC3H12A","MsAge7K_00","ZC3H12A"
"CD37","MsAge7K_04","CD37"
"KLF4","MsAge7K_00","KLF4"
"C12orf56","MsAge7K_00","C12orf56"
"AVPR1B","MsAge7K_00","AVPR1B"
"TSKU","MsAge7K_00","TSKU"
"SH3BGR","MsAge7K_00","SH3BGR"
"C1QTNF2","MsAge7K_00","C1QTNF2"
"CWH43","MsAge7K_00","CWH43"
"CDC42EP2","MsAge7K_01","CDC42EP2"
"EPCAM","MsAge7K_00","EPCAM"
"LRRC46","MsAge7K_00","LRRC46"
"PABPN1","MsAge7K_00","PABPN1"
"PSD4","MsAge7K_00","PSD4"
"SPATA3","MsAge7K_00","SPATA3"
"ASB16","MsAge7K_00","ASB16"
"COL14A1","MsAge7K_00","COL14A1"
"SRGN","MsAge7K_00","SRGN"
"DENND2C","MsAge7K_00","DENND2C"
"SMPDL3B","MsAge7K_00","SMPDL3B"
"APLNR","MsAge7K_00","APLNR"
"SELENBP1","MsAge7K_00","SELENBP1"
"LPAR2","MsAge7K_00","LPAR2"
"MMP23B","MsAge7K_00","MMP23B"
"EMILIN1","MsAge7K_00","EMILIN1"
"COBL","MsAge7K_02","COBL"
"EFCAB11","MsAge7K_00","EFCAB11"
"TMEM140","MsAge7K_00","TMEM140"
"CRIP1","MsAge7K_00","CRIP1"
"ACSM3","MsAge7K_00","ACSM3"
"CACNA1F","MsAge7K_00","CACNA1F"
"RAD54B","MsAge7K_00","RAD54B"
"FSBP","MsAge7K_00","FSBP"
"CNDP1","MsAge7K_00","CNDP1"
"PNLDC1","MsAge7K_00","PNLDC1"
"PPIC","MsAge7K_00","PPIC"
"CHRNB4","MsAge7K_00","CHRNB4"
"PCBD1","MsAge7K_00","PCBD1"
"SKAP1","MsAge7K_00","SKAP1"
"MORN5","MsAge7K_00","MORN5"
"PSMC3IP","MsAge7K_00","PSMC3IP"
"FBLN5","MsAge7K_07","FBLN5"
"FOLR2","MsAge7K_00","FOLR2"
"PLA2R1","MsAge7K_00","PLA2R1"
"NSL1","MsAge7K_00","NSL1"
"LPIN3","MsAge7K_00","LPIN3"
"ADGB","MsAge7K_00","ADGB"
"EPPK1","MsAge7K_00","EPPK1"
"SP110","MsAge7K_00","SP110"
"TDGF1","MsAge7K_00","TDGF1"
"PRLR","MsAge7K_00","PRLR"
"PGF","MsAge7K_00","PGF"
"MANSC4","MsAge7K_00","MANSC4"
"MYO1H","MsAge7K_00","MYO1H"
"GCK","MsAge7K_00","GCK"
"CALCA","MsAge7K_00","CALCA"
"CFAP221","MsAge7K_00","CFAP221"
"CST6","MsAge7K_00","CST6"
"LAMA1","MsAge7K_07","LAMA1"
"F8","MsAge7K_00","F8"
"CENPK","MsAge7K_00","CENPK"
"TMEM203","MsAge7K_00","TMEM203"
"RHBDF2","MsAge7K_00","RHBDF2"
"AMH","MsAge7K_00","AMH"
"PYROXD1","MsAge7K_00","PYROXD1"
"MET","MsAge7K_06","MET"
"CYP3A43","MsAge7K_09","CYP3A43"
"CYP3A7-CYP3A51P","MsAge7K_09","CYP3A7-CYP3A51P"
"CYP3A4","MsAge7K_09","CYP3A4"
"CYP3A7","MsAge7K_09","CYP3A7"
"CYP3A5","MsAge7K_09","CYP3A5"
"ATP6V1C2","MsAge7K_00","ATP6V1C2"
"SEC14L4","MsAge7K_00","SEC14L4"
"SYNDIG1L","MsAge7K_00","SYNDIG1L"
"ARHGAP4","MsAge7K_00","ARHGAP4"
"NMNAT3","MsAge7K_00","NMNAT3"
"RAB39A","MsAge7K_00","RAB39A"
"TMCC3","MsAge7K_00","TMCC3"
"UPP1","MsAge7K_00","UPP1"
"MB","MsAge7K_00","MB"
"CACNA2D2","MsAge7K_06","CACNA2D2"
"COLCA2","MsAge7K_00","COLCA2"
"LOXHD1","MsAge7K_00","LOXHD1"
"ACPP","MsAge7K_00","ACPP"
"CASP12","MsAge7K_00","CASP12"
"ITFG2","MsAge7K_00","ITFG2"
"EPO","MsAge7K_00","EPO"
"METTL24","MsAge7K_00","METTL24"
"SIX4","MsAge7K_00","SIX4"
"IFIH1","MsAge7K_04","IFIH1"
"LHCGR","MsAge7K_00","LHCGR"
"ZHX1-C8orf76","MsAge7K_00","ZHX1-C8orf76"
"C8orf76","MsAge7K_00","C8orf76"
"CCL28","MsAge7K_00","CCL28"
"RGSL1","MsAge7K_00","RGSL1"
"APOH","MsAge7K_00","APOH"
"CALML4","MsAge7K_00","CALML4"
"PRRX2","MsAge7K_00","PRRX2"
"USP50","MsAge7K_00","USP50"
"CCNO","MsAge7K_00","CCNO"
"UNG","MsAge7K_00","UNG"
"DUSP13","MsAge7K_00","DUSP13"
"HSF5","MsAge7K_00","HSF5"
"C9orf84","MsAge7K_00","C9orf84"
"SLC5A11","MsAge7K_00","SLC5A11"
"GRAPL","MsAge7K_00","GRAPL"
"GRAP","MsAge7K_00","GRAP"
"RRAD","MsAge7K_00","RRAD"
"CD84","MsAge7K_04","CD84"
"TGM3","MsAge7K_00","TGM3"
"ARMC3","MsAge7K_14","ARMC3"
"PPP1R36","MsAge7K_00","PPP1R36"
"SFRP2","MsAge7K_00","SFRP2"
"TXLNB","MsAge7K_00","TXLNB"
"GYPC","MsAge7K_00","GYPC"
"ALKBH2","MsAge7K_00","ALKBH2"
"LEFTY1","MsAge7K_00","LEFTY1"
"LEFTY2","MsAge7K_00","LEFTY2"
"FOXD1","MsAge7K_00","FOXD1"
"ZBP1","MsAge7K_00","ZBP1"
"CCDC167","MsAge7K_00","CCDC167"
"ITGB7","MsAge7K_00","ITGB7"
"ARHGAP6","MsAge7K_00","ARHGAP6"
"HCK","MsAge7K_00","HCK"
"SLC5A1","MsAge7K_00","SLC5A1"
"SRARP","MsAge7K_00","SRARP"
"IER5L","MsAge7K_00","IER5L"
"CCDC150","MsAge7K_00","CCDC150"
"IFI16","MsAge7K_04","IFI16"
"PYHIN1","MsAge7K_04","PYHIN1"
"FOXR2","MsAge7K_00","FOXR2"
"ASB11","MsAge7K_00","ASB11"
"DMRT3","MsAge7K_00","DMRT3"
"ACTRT3","MsAge7K_00","ACTRT3"
"DNAAF3","MsAge7K_00","DNAAF3"
