"","Var1","Freq"
"1","MsAge7K_00",5665
"2","MsAge7K_01",259
"3","MsAge7K_02",237
"4","MsAge7K_03",149
"5","MsAge7K_04",147
"6","MsAge7K_05",111
"7","MsAge7K_06",101
"8","MsAge7K_07",101
"9","MsAge7K_08",84
"10","MsAge7K_09",84
"11","MsAge7K_10",77
"12","MsAge7K_11",64
"13","MsAge7K_12",51
"14","MsAge7K_13",41
"15","MsAge7K_14",39
"16","MsAge7K_15",35
"17","MsAge7K_16",32
"18","MsAge7K_17",24
