"InputCategories","UserDefinedCategories","Type","CorrectedPvalues"
"black","MicrogliByothersCuffdiff2FCover20__","User",7.99770987989483e-60
"blue","EndotheByothersCuffdiff2FCover20__","User",1.10098181041156e-07
"turquoise","NeuronByothersCuffdiff2FCover20__","User",3.8481466669392e-05
