"","Gene","modulesA1"
"2056","SH2D6","grey"
"2057","SSTR1","green"
"2058","DNA2","grey"
"2059","ENPEP","grey"
"2060","TMEM106A","grey"
"2061","AARD","grey"
"2062","KCNE5","grey"
"2063","MSH5-SAPCD1","grey"
"2064","MSH5","grey"
"2065","FAM221A","grey"
"2066","PSMG3","grey"
"2067","PM20D1","grey"
"2068","TOX","blue"
"2069","COL17A1","grey"
"2070","SMTNL2","grey"
"2071","B3GNT8","grey"
"2072","FCRLB","grey"
"2073","NFATC1","grey"
"2074","ADGRG3","grey"
"2075","ARSI","grey"
"2076","CRACR2A","grey"
"2077","DDX11","grey"
"2078","OOEP","grey"
"2079","PLEKHD1","grey"
"2080","TNNI3","grey"
"2081","IL4I1","grey"
"2082","FAM118B","grey"
"2083","OXTR","grey"
"2084","ROBO3","greenyellow"
"2085","CDH7","blue"
"2086","ANXA2","black"
"2087","ESPN","grey"
"2088","NPPC","grey"
"2089","MOB3B","red"
"2090","RSPH1","grey"
"2091","GPR151","grey"
"2092","EBF1","grey"
"2093","QDPR","tan"
"2094","ADA","grey"
"2095","RTBDN","grey"
"2096","TCP11","grey"
"2097","TSSK4","grey"
"2098","FA2H","turquoise"
"2099","GPR157","grey"
"2100","CHRNA3","grey"
"2101","SPTSSB","grey"
"2102","TEAD3","grey"
"2103","CATSPERG","grey"
"2104","TUSC1","grey"
"2105","SLC12A1","grey"
"2106","HERC6","grey"
"2107","FERMT3","yellow"
"2108","WISP3","grey"
"2109","MAMSTR","grey"
"2110","MFSD3","grey"
"2111","POF1B","grey"
"2112","TRIB1","salmon"
"2113","LGALS4","grey"
"2114","CSF3R","yellow"
"2115","SLC26A8","grey"
"2116","CCDC151","grey"
"2117","ST8SIA6","grey"
"2118","DSG2","grey"
"2119","RENBP","grey"
"2120","PAQR5","grey"
"2121","MARCH3","grey"
"2122","KLHL14","grey"
"2123","DGCR2","grey"
"2124","NOS3","grey"
"2125","C8orf89","grey"
"2126","SLC16A5","grey"
"2127","LRRC25","grey"
"2128","ITPR3","grey"
"2129","KLHL41","grey"
"2130","FHIT","pink"
"2131","PLK1","grey"
"2132","SLC7A11","black"
"2133","CRIP3","grey"
"2134","CCDC40","grey"
"2135","DEGS2","grey"
"2136","RDH12","grey"
"2137","CENPQ","grey"
"2138","FANCC","grey"
"2139","NPAS3","pink"
"2140","TPPP3","magenta"
"2141","APOBEC3H","grey"
"2142","IQCH","grey"
"2143","TEX15","grey"
"2144","AIF1","grey"
"2145","ARRDC2","grey"
"2146","SNX22","grey"
"2147","STARD6","grey"
"2148","CREB5","grey"
"2149","DDIAS","grey"
"2150","C1orf162","grey"
"2151","TTC25","grey"
"2152","RBL1","grey"
"2153","KIFC1","grey"
"2154","COA4","grey"
"2155","CNN2","black"
"2156","DNAJB8","grey"
"2157","PROCR","grey"
"2158","CYP4F3","grey"
"2159","POLN","grey"
"2160","IFFO2","grey"
"2161","COL6A6","grey"
"2162","ZPBP","grey"
"2163","GRP","green"
"2164","FAM221B","grey"
"2165","TERB1","grey"
"2166","MREG","grey"
"2167","HORMAD2","grey"
"2168","TESK2","grey"
"2169","SOCS3","grey"
"2170","ZNF488","turquoise"
"2171","CAVIN4","grey"
"2172","COPZ2","grey"
"2173","BHLHA9","grey"
"2174","TRIM72","grey"
"2175","FIGNL1","grey"
"2176","GNG13","lightcyan"
"2177","GIMAP6","grey"
"2178","KRT77","green"
"2179","TUBB6","grey"
"2180","GIF","grey"
"2181","MAP10","grey"
"2182","TNFAIP6","magenta"
"2183","TMEM238","grey"
"2184","ATOH8","grey"
"2185","TRIM15","grey"
"2186","TIFAB","grey"
"2187","FHOD1","grey"
"2188","TGFBI","grey"
"2189","MROH8","grey"
"2190","CDK15","grey"
"2191","TMIGD3","grey"
"2192","DUSP5","salmon"
"2193","ADORA2B","grey"
"2194","LRIG3","grey"
"2195","LOXL1","grey"
"2196","F2RL3","grey"
"2197","FBXL8","grey"
"2198","MROH5","grey"
"2199","ADAM32","grey"
"2200","KIAA2012","grey"
"2201","PDE6H","grey"
"2202","ITGB3","grey"
"2203","C16orf96","grey"
"2204","PASK","grey"
"2205","PRSS50","grey"
"2206","CDH18","blue"
"2207","LRRC39","grey"
"2208","BOLL","grey"
"2209","REG1A","grey"
"2210","TRIM7","grey"
"2211","CPNE2","green"
"2212","VAV1","grey"
"2213","CIDEB","grey"
"2214","SLC2A4","grey"
"2215","COL11A1","grey"
"2216","GJA3","grey"
"2217","GGN","grey"
"2218","NPR1","grey"
"2219","STYXL1","grey"
"2220","VSIG10L","grey"
"2221","COMMD1","grey"
"2222","SYNPO2","grey"
"2223","PQLC3","grey"
"2224","P2RX3","grey"
"2225","CARNS1","turquoise"
"2226","MARVELD3","grey"
"2227","MYOCD","grey"
"2228","MPEG1","yellow"
"2229","FGF17","grey"
"2230","ZNF558","grey"
"2231","ADAM21","grey"
"2232","SYS1-DBNDD2","grey"
"2233","GRM8","blue"
"2234","SRPX2","grey"
"2235","REEP4","grey"
"2236","KCNV2","grey"
"2237","SNTG2","grey"
"2238","CXorf36","grey"
"2239","OR51V1","grey"
"2240","ZFP57","turquoise"
"2241","GPR1","grey"
"2242","OR10AG1","grey"
"2243","CENPA","grey"
"2244","P2RY6","grey"
"2245","REM1","grey"
"2246","APOL4","grey"
"2247","APOL2","grey"
"2248","APOL1","grey"
"2249","KDF1","grey"
"2250","ACAT2","grey"
"2251","FZD9","grey"
"2252","ZNF250","grey"
"2253","SH3TC2","grey"
"2254","MCM10","grey"
"2255","PGPEP1L","grey"
"2256","FAM71D","grey"
"2257","TAS1R3","grey"
"2258","MFAP2","grey"
"2259","IRAK3","grey"
"2260","TIPARP","salmon"
"2261","LIPG","grey"
"2262","FZD8","grey"
"2263","PDYN","grey"
"2264","CMBL","blue"
"2265","NCMAP","grey"
"2266","FAM222A","turquoise"
"2267","ALOX5AP","grey"
"2268","ZNF541","grey"
"2269","SERPINC1","grey"
"2270","TRIM71","grey"
"2271","OIP5","grey"
"2272","STC1","grey"
"2273","FBLN7","grey"
"2274","GCH1","grey"
"2275","TSPO","grey"
"2276","FBXO17","grey"
"2277","TAC3","grey"
"2278","PPEF1","grey"
"2279","SYNJ2BP-COX16","grey"
"2280","CNGA4","grey"
"2281","VEGFC","grey"
"2282","TRPV6","blue"
"2283","ATP8B1","magenta"
"2284","MRVI1","grey"
"2285","UNC45B","grey"
"2286","C11orf71","grey"
"2287","SLC5A5","green"
"2288","NRROS","grey"
"2289","CBY3","grey"
"2290","TMEM150C","grey"
"2291","ALDH1L2","grey"
"2292","SLCO2A1","grey"
"2293","HPDL","greenyellow"
"2294","PPP1R13L","grey"
"2295","METRN","grey"
"2296","GPR160","grey"
"2297","CYBRD1","grey"
"2298","LRRC55","grey"
"2299","CDH23","grey"
"2300","SNAI1","grey"
"2301","SSC5D","grey"
"2302","LIMA1","grey"
"2303","RIPK4","grey"
"2304","KCTD16","pink"
"2305","GXYLT2","grey"
"2306","MXRA8","grey"
"2307","SLC15A1","grey"
"2308","COX20","grey"
"2309","TMEM117","pink"
"2310","ENPP3","grey"
"2311","SLC23A1","grey"
"2312","GAL3ST1","turquoise"
"2313","MAP3K8","grey"
"2314","DPY19L2","grey"
"2315","RP1","grey"
"2316","FXYD4","grey"
"2317","TTC32","grey"
"2318","ERG","grey"
"2319","ARFIP1","grey"
"2320","ZDHHC19","grey"
"2321","CYP2S1","grey"
"2322","EGFL7","grey"
"2323","KLHDC7B","blue"
"2324","SPNS3","grey"
"2325","EIF2S3","grey"
"2326","EIF2S3B","grey"
"2327","CLDN34","grey"
"2328","PLAGL1","green"
"2329","C14orf39","grey"
"2330","S100B","grey"
"2331","PER2","grey"
"2332","ICAM2","grey"
"2333","TMEM82","grey"
"2334","PMP22","magenta"
"2335","MIS18BP1","grey"
"2336","LGR5","grey"
"2337","RPL3L","grey"
"2338","GON7","grey"
"2339","GIPR","grey"
"2340","MEF2C","blue"
"2341","ITPRID1","grey"
"2342","EXD1","grey"
"2343","KIAA1210","grey"
"2344","HES7","grey"
"2345","SLC12A7","grey"
"2346","ZNF233","grey"
"2347","KRT8","grey"
"2348","ZFP92","grey"
"2349","PCOLCE","grey"
"2350","ANKRD39","grey"
"2351","ESRRB","grey"
"2352","CP","black"
"2353","CPNE9","grey"
"2354","TNFRSF14","grey"
"2355","ADGRE5","grey"
"2356","TRIM66","blue"
"2357","IL10RA","grey"
"2358","ANKMY1","grey"
"2359","VWA1","grey"
"2360","GATA2","grey"
"2361","HAAO","grey"
"2362","ALDH6A1","grey"
"2363","GMNC","grey"
"2364","MYLPF","grey"
"2365","FANCF","grey"
"2366","PARP10","grey"
"2367","COX6B2","grey"
"2368","MYL1","grey"
"2369","BIN2","grey"
"2370","PLEKHS1","grey"
"2371","C4orf54","grey"
"2372","GNB4","turquoise"
"2373","C1orf100","grey"
"2374","C4BPA","grey"
"2375","CIITA","grey"
"2376","CCDC60","grey"
"2377","CCDC62","grey"
"2378","PRRT4","grey"
"2379","OSCAR","grey"
"2380","LGR6","grey"
"2381","SIGIRR","grey"
"2382","MARCH10","grey"
"2383","KCNJ5","grey"
"2384","KRT26","grey"
"2385","PRTN3","grey"
"2386","ABCC6","grey"
"2387","SLFN5","grey"
"2388","GAS2L3","grey"
"2389","SHROOM3","grey"
"2390","CARHSP1","turquoise"
"2391","FAM227B","grey"
"2392","SOX3","grey"
"2393","RASA4B","grey"
"2394","RASA4","grey"
"2395","ECM1","grey"
"2396","KLC3","grey"
"2397","LNX2","grey"
"2398","ZNF570","grey"
"2399","ANTXR2","grey"
"2400","MSANTD1","grey"
"2401","MMP2","grey"
"2402","RHBDL2","grey"
"2403","PPEF2","grey"
"2404","KCTD11","grey"
"2405","CEBPB","grey"
"2406","TLR5","grey"
"2407","SSX2B","grey"
"2408","SSX7","grey"
"2409","SSX2","grey"
"2410","C11orf52","grey"
"2411","NR4A2","blue"
"2412","KRTCAP3","grey"
"2413","NCF2","grey"
"2414","KPNA2","grey"
"2415","CDCA7","grey"
"2416","HHATL","grey"
"2417","ARHGEF16","grey"
"2418","KIF26A","grey"
"2419","CLEC18C","grey"
"2420","CLEC18B","grey"
"2421","CLEC18A","grey"
"2422","CAPS2","grey"
"2423","ADSSL1","magenta"
"2424","CLDN3","grey"
"2425","MARCH11","grey"
"2426","RCN3","grey"
"2427","HCLS1","grey"
"2428","HPSE2","grey"
"2429","MAP3K21","grey"
"2430","PABPC4L","grey"
"2431","GRM4","blue"
"2432","SALL4","grey"
"2433","TYK2","grey"
"2434","RPL13A","grey"
"2435","NAT1","grey"
"2436","NAT2","grey"
"2437","ANKEF1","grey"
"2438","RHOJ","grey"
"2439","MMP12","yellow"
"2440","DMTF1","grey"
"2441","IL20RB","grey"
"2442","CFAP46","cyan"
"2443","BMPER","blue"
"2444","AK9","grey"
"2445","TIGIT","grey"
"2446","CDCA8","grey"
"2447","TRAM2","grey"
"2448","SPAG4","grey"
"2449","MME","grey"
"2450","TRIP13","grey"
"2451","AMHR2","grey"
"2452","PIM1","grey"
"2453","MAFA","grey"
"2454","GPR179","grey"
"2455","CD109","grey60"
"2456","SNRPN","grey"
"2457","KNL1","grey"
"2458","GRHL2","grey"
"2459","SALL3","grey"
"2460","FBXL15","grey"
"2461","ASCL1","grey"
"2462","PROSER3","grey"
"2463","TAS1R1","grey"
"2464","PEX11G","grey"
"2465","CYP4V2","grey"
"2466","TGM7","grey"
"2467","GNG3","grey"
"2468","MYBPH","grey"
"2469","SEC16B","grey"
"2470","REXO5","grey"
"2471","RSPH14","grey"
"2472","PLCXD3","green"
"2473","C17orf53","grey"
"2474","DNTT","grey"
"2475","CHRNA1","grey"
"2476","MDFI","grey"
"2477","TGM6","grey"
"2478","NDUFA4L2","grey"
"2479","NEIL2","grey"
"2480","UBC","grey"
"2481","KCNH5","grey"
"2482","NUAK2","grey"
"2483","ADAM8","grey"
"2484","PAPPA2","grey"
"2485","HCRTR2","grey"
"2486","FCGR2A","yellow"
"2487","FCGR2B","yellow"
"2488","FCGR2C","yellow"
"2489","RTL4","pink"
"2490","RSPH10B","grey"
"2491","RSPH10B2","grey"
"2492","FBXL22","grey"
"2493","NEU3","grey"
"2494","COLEC11","grey"
"2495","ARHGAP11B","grey"
"2496","ARHGAP11A","grey"
"2497","LRRC34","grey"
"2498","TTC39A","grey"
"2499","DLEU7","blue"
"2500","C17orf58","grey"
"2501","C1orf112","grey"
"2502","PRAP1","grey"
"2503","ZNF511-PRAP1","grey"
"2504","MYO15A","grey"
"2505","WNK4","grey"
"2506","PAMR1","blue"
"2507","CUX2","blue"
"2508","CKS1B","grey"
"2509","TMC5","grey"
"2510","TRIM43","grey"
"2511","TRIM43B","grey"
"2512","KLHDC8A","blue"
"2513","SCARNA2","grey"
"2514","NKD2","grey"
"2515","SLFN12L","grey"
"2516","SLFN12","grey"
"2517","PLB1","grey"
"2518","IQANK1","grey"
"2519","IYD","turquoise"
"2520","HLX","grey"
"2521","NYNRIN","grey"
"2522","PPP1R3F","grey"
"2523","GAB3","grey"
"2524","TRAPPC6A","grey"
"2525","WDR62","grey"
"2526","CHI3L1","grey"
"2527","PAX5","grey"
"2528","MMEL1","grey"
"2529","LRRC26","grey"
"2530","ACKR2","grey"
"2531","NPM3","grey"
"2532","FCHSD1","grey"
"2533","PIK3R6","grey"
"2534","SOX17","grey"
"2535","ATP10A","grey"
"2536","CARD10","grey"
"2537","DCTPP1","grey"
"2538","CAPN12","grey"
"2539","SCARF2","grey"
"2540","AGTR2","grey"
"2541","SPN","grey"
"2542","COMTD1","grey"
"2543","SAMSN1","grey"
"2544","PERP","grey"
"2545","FES","grey"
"2546","LMX1A","grey"
"2547","COL18A1","grey"
"2548","KCNU1","grey"
"2549","SCARF1","grey"
"2550","DSC2","grey"
"2551","S100A11","grey"
"2552","PPP1R42","grey"
"2553","EXO1","grey"
"2554","C1orf74","grey"
"2555","OR4E1","grey"
"2556","UXT","grey"
"2557","PDZD9","grey"
"2558","MSS51","grey"
"2559","PKDREJ","grey"
"2560","RARB","grey"
"2561","ACSS3","grey"
"2562","AGBL1","grey"
"2563","HPN","grey"
"2564","BTC","grey"
"2565","MED7","grey"
"2566","MGST1","grey"
"2567","SOCS1","grey"
"2568","SDR42E2","grey"
"2569","C1orf122","grey"
"2570","MOCOS","grey"
"2571","DUOX1","grey"
"2572","CCDC85B","grey"
"2573","FAP","grey"
"2574","TCAP","grey"
"2575","BCL2L2-PABPN1","grey"
"2576","TGIF1","grey"
"2577","OPN1MW","grey"
"2578","OPN1LW","grey"
"2579","OPN1MW3","grey"
"2580","OPN1MW2","grey"
"2581","ASB5","grey"
"2582","STAB1","midnightblue"
"2583","NAA38","grey"
"2584","SCIN","grey"
"2585","BRINP3","blue"
"2586","PRRG4","grey"
"2587","NFKB2","grey"
"2588","SMIM22","grey"
"2589","CCDC17","grey"
"2590","UTP23","grey"
"2591","FBLN1","black"
"2592","DOK2","grey"
"2593","POLR2L","tan"
"2594","AANAT","grey"
"2595","TSPAN18","midnightblue"
"2596","LSS","grey"
"2597","C20orf173","grey"
"2598","LY86","yellow"
"2599","SBSPON","brown"
"2600","PDLIM1","grey"
"2601","NLRP3","grey"
"2602","IFIT2","yellow"
"2603","EGLN3","grey"
"2604","CFAP99","grey"
"2605","TPH2","grey"
"2606","LPAR4","grey"
"2607","CHRNA4","blue"
"2608","TSACC","grey"
"2609","C14orf180","grey"
"2610","SCARA5","grey"
"2611","KHDC3L","grey"
"2612","ERI2","grey"
"2613","AJUBA","grey"
"2614","C9orf135","grey"
"2615","PLVAP","grey"
"2616","CCDC27","grey"
"2617","FANK1","grey"
"2618","ANKRD55","grey"
"2619","GLTP","turquoise"
"2620","POU3F4","grey"
"2621","MTBP","grey"
"2622","ZPLD1","grey"
"2623","CC2D2B","grey"
"2624","BIRC7","grey"
"2625","OR5M11","grey"
"2626","KIF18A","grey"
"2627","GLB1L2","grey"
"2628","ASIC4","grey"
"2629","OR2AP1","grey"
"2630","TTK","turquoise"
"2631","LMOD1","grey"
"2632","MASP2","grey"
"2633","ATP5ME","purple"
"2634","MMS22L","grey"
"2635","CHSY1","grey"
"2636","ZNF23","grey"
"2637","PSTPIP1","grey"
"2638","MMP28","grey"
"2639","DNASE1L2","grey"
"2640","AURKA","grey"
"2641","ABCC12","grey"
"2642","LRRK1","black"
"2643","STC2","grey"
"2644","TP53RK","grey"
"2645","B3GALT4","grey"
"2646","PLD4","yellow"
"2647","GPAT2","grey"
"2648","FOXM1","grey"
"2649","SLC16A12","grey"
"2650","DLEC1","grey"
"2651","BET1L","grey"
"2652","TBC1D2B","grey"
"2653","CARD6","grey"
"2654","GNA14","grey"
"2655","C19orf81","grey"
"2656","HELZ2","grey"
"2657","TEX30","grey"
"2658","TNFRSF1B","grey"
"2659","AHNAK","black"
"2660","TH","grey"
"2661","DNAJC25-GNG10","grey"
"2662","TMEM200B","grey"
"2663","SYK","grey"
"2664","DPM3","grey"
"2665","NAALADL2","grey"
"2666","KDM4D","grey"
"2667","PLXNB3","turquoise"
"2668","GRK4","grey"
"2669","DOCK2","yellow"
"2670","KRT5","grey"
"2671","TEFM","grey"
"2672","AP5B1","grey"
"2673","SPDEF","grey"
"2674","ZNF35","grey"
"2675","GTSE1","grey"
"2676","PTHLH","grey"
"2677","DNAAF1","grey"
"2678","CIDEA","grey"
"2679","PAQR6","grey"
"2680","CHRM4","grey"
"2681","ZNF521","red"
"2682","COL26A1","grey"
"2683","ITGA9","grey"
"2684","C19orf57","grey"
"2685","FAM69C","grey"
"2686","TRIM59","magenta"
"2687","GLB1L3","grey"
"2688","C2orf74","grey"
"2689","LAMA3","grey"
"2690","PNMA6E","grey"
"2691","PNMA6F","grey"
"2692","GMNN","grey"
"2693","TMEM63A","magenta"
"2694","CASP8","grey"
"2695","HEBP2","grey"
"2696","LGALS12","grey"
"2697","ARHGAP45","yellow"
"2698","CCDC116","grey"
"2699","OR4A16","grey"
"2700","STAC","grey"
"2701","IKZF2","grey"
"2702","PPT2","grey"
"2703","IGF2BP2","grey"
"2704","UBE3D","grey"
"2705","WFDC1","grey"
"2706","PLEKHG2","grey"
"2707","MAATS1","grey"
"2708","CCL17","grey"
"2709","MYO1F","yellow"
"2710","MTFR2","grey"
"2711","CENPI","grey"
"2712","GIMAP4","grey"
"2713","CCL8","yellow"
"2714","BLNK","grey"
"2715","HIST1H2BJ","grey"
"2716","POU1F1","grey"
"2717","ASPDH","grey"
"2718","SLC25A45","grey"
"2719","EFHC1","grey"
"2720","ZFP69","grey"
"2721","KLHL6","grey"
"2722","TJP3","grey"
"2723","SPATA16","grey"
"2724","RASSF5","grey"
"2725","GPR156","grey"
"2726","PRR22","grey"
"2727","SMTN","grey"
"2728","STK33","grey"
"2729","NAALADL1","grey"
"2730","NMI","grey"
"2731","ERCC6L","grey"
"2732","GPR39","grey"
"2733","BICC1","grey"
"2734","POC1A","grey"
"2735","SMYD1","grey"
"2736","MELK","grey"
"2737","ASAP3","grey"
"2738","SH3TC1","grey"
"2739","STK32B","grey"
"2740","RHNO1","grey"
"2741","RAB11FIP1","grey"
"2742","FBXL7","pink"
"2743","CABP4","grey"
"2744","ENTPD2","grey"
"2745","LIPT1","grey"
"2746","BORCS8","grey"
"2747","LRRC6","grey"
"2748","HILPDA","grey"
"2749","DCX","turquoise"
"2750","MORC2","grey"
"2751","FAM71E1","grey"
"2752","BMP6","black"
"2753","PDZD2","midnightblue"
"2754","DYDC2","grey"
"2755","RHOD","grey"
"2756","STAT1","yellow"
"2757","ABHD15","grey"
"2758","OR52K1","grey"
"2759","OR52K2","grey"
"2760","ADAMTSL5","grey"
"2761","ART3","grey"
"2762","CTRL","grey"
"2763","LITAF","magenta"
"2764","PRR14L","brown"
"2765","SSX5","grey"
"2766","SSX3","grey"
"2767","SSX1","grey"
"2768","NOTUM","grey"
"2769","HK2","grey"
"2770","BAMBI","grey"
"2771","TGDS","turquoise"
"2772","BEX4","purple"
"2773","CCDC14","grey"
"2774","NFKBIA","grey"
"2775","MFSD2A","grey"
"2776","TEX9","grey"
"2777","MYRF","turquoise"
"2778","KIF14","grey"
"2779","MR1","grey"
"2780","GPR35","grey"
"2781","CHTF18","grey"
"2782","TMEM71","grey"
"2783","CD38","grey"
"2784","EPSTI1","grey"
"2785","CBX2","grey"
"2786","GBGT1","grey"
"2787","VASH2","turquoise"
"2788","LRP2BP","grey"
"2789","PTH1R","grey"
"2790","SYT10","brown"
"2791","ADCY10","grey"
"2792","DDIT4","grey"
"2793","OTC","grey"
"2794","RND1","blue"
"2795","OR5B3","grey"
"2796","NEURL2","grey"
"2797","MCEMP1","grey"
"2798","ASIC3","grey"
"2799","FMO1","grey"
"2800","NECTIN2","grey"
"2801","LSR","grey"
"2802","PLA2G4C","grey"
"2803","TP73","turquoise"
"2804","PARD6G","grey"
"2805","ACAN","greenyellow"
"2806","RTKN2","magenta"
"2807","UCP2","grey"
"2808","IGFBP3","green"
"2809","KCNK6","grey"
"2810","TFPI","black"
"2811","SLC2A10","grey"
"2812","NUDT6","grey"
"2813","LCOR","brown"
"2814","LYPD6B","grey"
"2815","CMTM7","grey"
"2816","LRRC75A","grey"
"2817","TRIM25","yellow"
"2818","SH3D21","grey"
"2819","VIP","blue"
"2820","MDFIC","grey"
"2821","ACY3","grey"
"2822","FKBP11","grey"
"2823","CFI","grey"
"2824","CFAP73","grey"
"2825","GNG11","tan"
"2826","CD226","grey"
"2827","DEFB129","grey"
"2828","DLL4","grey"
"2829","NPL","grey"
"2830","IGSF10","grey"
"2831","SPSB4","grey"
"2832","FAM129A","grey"
"2833","NFAM1","yellow"
"2834","CREB3L4","grey"
"2835","CENPL","grey"
"2836","CDC42EP3","grey"
"2837","CTH","grey"
"2838","AKAP14","grey"
"2839","FAM84B","grey"
"2840","AMZ1","grey"
"2841","BCO2","grey"
"2842","OR4Q3","grey"
"2843","GPR3","grey"
"2844","TTBK2","grey"
"2845","HYI","grey"
"2846","NID2","grey"
"2847","RASL12","grey"
"2848","MED18","grey"
"2849","COL5A3","grey"
"2850","PALM3","grey"
"2851","ZFP36","grey"
"2852","BCL2L12","grey"
"2853","MOB3A","grey"
"2854","ITGAE","grey"
"2855","KISS1R","grey"
"2856","SFTPC","grey"
"2857","MYBL1","grey"
"2858","THNSL2","grey"
"2859","CGAS","grey"
"2860","LAMA4","grey"
"2861","ABCA6","grey"
"2862","SOGA1","brown"
"2863","SLC9B2","grey"
"2864","EXOSC2","grey"
"2865","KLK7","grey"
"2866","FIGNL2","grey"
"2867","KANK1","turquoise"
"2868","ZNF597","grey"
"2869","LRRC2","grey"
"2870","TDRD12","grey"
"2871","MLLT11","grey"
"2872","LAMB3","grey"
"2873","ZNF473","grey"
"2874","DNAI1","grey"
"2875","NEU4","turquoise"
"2876","KCNK13","grey"
"2877","ANGPT4","grey"
"2878","RBPMS2","grey"
"2879","SDHAF1","grey"
"2880","TMEM132E","green"
"2881","SHCBP1L","grey"
"2882","PLAG1","grey"
"2883","HHAT","grey"
"2884","SLC31A1","grey"
"2885","SRPK3","grey"
"2886","CRB3","grey"
"2887","CDKN1C","grey"
"2888","ZWILCH","grey"
"2889","PDZD7","grey"
"2890","SMAD6","grey"
"2891","SPDL1","grey"
"2892","FOXO6","grey"
"2893","TEX49","grey"
"2894","PLEKHA4","grey"
"2895","BIRC3","grey"
"2896","TGFB1","grey"
"2897","RIPPLY2","grey"
"2898","RFC3","grey"
"2899","CRLF2","grey"
"2900","C21orf62","grey"
"2901","HTR6","turquoise"
"2902","FAM89A","grey"
"2903","PDF","grey"
"2904","PM20D2","grey"
"2905","HFM1","grey"
"2906","IKZF1","yellow"
"2907","PIGH","grey"
"2908","UTY","grey"
"2909","MFSD2B","grey"
"2910","NT5C1A","grey"
"2911","FBXW10","grey"
"2912","CDRT1","grey"
"2913","CRYBG1","grey"
"2914","ZNF202","grey"
"2915","CCDC7","grey"
"2916","UBXN10","grey"
"2917","MVP","yellow"
"2918","TECTB","grey"
"2919","CAPN6","grey"
"2920","ENKD1","grey"
"2921","CD164L2","grey"
"2922","DDX4","grey"
"2923","PEBP4","grey"
"2924","TMEM189","grey"
"2925","FKBP7","grey"
"2926","OPALIN","turquoise"
"2927","ITPRIPL1","grey"
"2928","IRAK4","grey"
"2929","PFKFB1","grey"
"2930","SMIM11A","grey"
"2931","SMIM11B","grey"
"2932","TRPA1","grey"
"2933","EYA4","yellow"
"2934","MELTF","grey"
"2935","ZNF217","grey"
"2936","APOBEC1","grey"
"2937","C1QC","yellow"
"2938","GALNT12","grey"
"2939","S100A6","yellow"
"2940","TMEM220","grey"
"2941","ENO3","grey"
"2942","NLRX1","grey"
"2943","MRAP2","grey"
"2944","AIM2","grey"
"2945","SAP30","grey"
"2946","TMC4","grey"
"2947","ECHDC3","grey"
"2948","PTPN18","grey"
"2949","PMFBP1","grey"
"2950","LCT","greenyellow"
"2951","ABCG2","grey"
"2952","SPI1","grey"
"2953","STPG1","grey"
"2954","GPR68","grey"
"2955","ADAMTS6","grey"
"2956","ISLR","black"
"2957","GEMIN6","grey"
"2958","MMRN2","black"
"2959","CLNK","grey"
"2960","RPA3","grey"
"2961","MCMDC2","grey"
"2962","AGMO","magenta"
"2963","MSTN","grey"
"2964","CYB5R2","grey"
"2965","CRADD","grey"
"2966","PARP3","yellow"
"2967","PFKFB2","grey"
"2968","WNT4","green"
"2969","PEX14","grey"
"2970","LSM5","grey"
"2971","CCDC189","grey"
"2972","GRHL3","grey"
"2973","HRH3","green"
"2974","FZD2","grey"
"2975","ALDOB","grey"
"2976","ANKRD53","grey"
"2977","SNURF","grey"
"2978","ALX3","grey"
"2979","PTPRO","turquoise"
"2980","TMEM79","grey"
"2981","ZNF727","grey"
"2982","ZNF736","grey"
"2983","HAVCR2","grey"
"2984","PMS1","grey"
"2985","BARD1","grey"
"2986","ZNF503","grey"
"2987","DUSP2","grey"
"2988","SEMA3B","grey"
"2989","GP5","grey"
"2990","SPIN4","grey"
"2991","NUBP1","grey"
"2992","RASL11A","grey"
"2993","RPL35","grey"
"2994","C4orf51","grey"
"2995","GLDN","grey"
"2996","PUS1","grey"
"2997","TCTE1","grey"
"2998","SLC39A4","magenta"
"2999","KLRG2","grey"
"3000","SLC52A3","grey"
"3001","PHEX","grey"
"3002","HEPH","grey"
"3003","OLIG1","turquoise"
"3004","RASGEF1B","blue"
"3005","FBXO32","grey"
"3006","KIF22","grey"
"3007","IL1R2","grey"
"3008","C14orf28","grey"
"3009","CMTM3","grey"
"3010","BANK1","grey"
"3011","RNF39","grey"
"3012","ILK","grey"
"3013","CFAP44","brown"
"3014","KLHDC9","grey"
"3015","CLDN5","grey"
"3016","NEK11","grey"
"3017","PCSK1","blue"
"3018","MUM1L1","grey"
"3019","NPM2","grey"
"3020","GABRR1","grey"
"3021","SMCO4","grey"
"3022","NR2F6","grey"
"3023","PIWIL2","grey"
"3024","CGN","grey"
"3025","NREP","grey"
"3026","CD80","grey"
"3027","CCDC18","grey"
"3028","SERPINH1","grey"
"3029","TNFRSF12A","grey"
"3030","SERHL2","grey"
"3031","RAMACL","grey"
"3032","RAMAC","grey"
"3033","HIST1H2BF","grey"
"3034","MYO18B","grey"
"3035","LRRC24","grey"
"3036","OLIG2","grey"
"3037","JHY","grey"
"3038","INO80B-WBP1","grey"
"3039","INO80B","grey"
"3040","SLC35A3","grey"
"3041","TMSB10","purple"
"3042","DDX3Y","grey"
"3043","NLRP1","grey"
"3044","EFNA1","grey"
"3045","RDH5","grey"
"3046","RSPO3","green"
"3047","C22orf23","grey"
"3048","HMMR","grey"
"3049","NFKBID","grey"
"3050","PHF7","grey"
"3051","REC114","grey"
"3052","ARHGEF5","grey"
"3053","CENPU","grey"
"3054","SLC38A11","grey"
"3055","SLC2A12","grey"
