"","Gene","modulesA1"
"1066","RAD54L","grey"
"1067","PLPP2","grey"
"1068","MC3R","red"
"1069","MYBL2","grey"
"1070","CLDN19","grey"
"1071","DMRT2","blue"
"1072","C2CD4D","grey"
"1073","FOLR1","grey"
"1074","KRT20","grey"
"1075","CABCOCO1","grey"
"1076","CDNF","grey"
"1077","ARL5C","grey"
"1078","HSPG2","turquoise"
"1079","SLC28A3","grey"
"1080","DNAJB13","grey"
"1081","CENPO","grey"
"1082","QPRT","grey"
"1083","FAM205A","grey"
"1084","TYMP","grey"
"1085","BATF3","grey"
"1086","CRB1","grey"
"1087","GPR4","grey"
"1088","ETNK2","grey"
"1089","LEPR","grey"
"1090","ATOH7","grey"
"1091","B3GNT3","grey"
"1092","KDELR3","grey"
"1093","MC4R","midnightblue"
"1094","FGFBP3","grey"
"1095","WDR63","grey"
"1096","CATSPER3","grey"
"1097","TTLL8","red"
"1098","ZC3H12A","grey"
"1099","CD37","yellow"
"1100","KLF4","grey"
"1101","C12orf56","grey"
"1102","AVPR1B","grey"
"1103","TSKU","grey"
"1104","SH3BGR","grey"
"1105","C1QTNF2","grey"
"1106","CWH43","grey"
"1107","CDC42EP2","turquoise"
"1108","EPCAM","grey"
"1109","LRRC46","grey"
"1110","PABPN1","grey"
"1111","PSD4","grey"
"1112","SPATA3","grey"
"1113","ASB16","grey"
"1114","COL14A1","grey"
"1115","SRGN","grey"
"1116","DENND2C","grey"
"1117","SMPDL3B","grey"
"1118","APLNR","grey"
"1119","SELENBP1","grey"
"1120","LPAR2","grey"
"1121","MMP23B","grey"
"1122","EMILIN1","grey"
"1123","COBL","blue"
"1124","EFCAB11","grey"
"1125","TMEM140","grey"
"1126","CRIP1","grey"
"1127","ACSM3","grey"
"1128","CACNA1F","grey"
"1129","RAD54B","grey"
"1130","FSBP","grey"
"1131","CNDP1","grey"
"1132","PNLDC1","grey"
"1133","PPIC","grey"
"1134","CHRNB4","grey"
"1135","PCBD1","grey"
"1136","SKAP1","grey"
"1137","MORN5","grey"
"1138","PSMC3IP","grey"
"1139","FBLN5","black"
"1140","FOLR2","grey"
"1141","PLA2R1","grey"
"1142","NSL1","grey"
"1143","LPIN3","grey"
"1144","ADGB","grey"
"1145","EPPK1","grey"
"1146","SP110","grey"
"1147","TDGF1","grey"
"1148","PRLR","grey"
"1149","PGF","grey"
"1150","MANSC4","grey"
"1151","MYO1H","grey"
"1152","GCK","grey"
"1153","CALCA","grey"
"1154","CFAP221","grey"
"1155","CST6","grey"
"1156","LAMA1","black"
"1157","F8","grey"
"1158","CENPK","grey"
"1159","TMEM203","grey"
"1160","RHBDF2","grey"
"1161","AMH","grey"
"1162","PYROXD1","grey"
"1163","MET","red"
"1164","CYP3A43","magenta"
"1165","CYP3A7-CYP3A51P","magenta"
"1166","CYP3A4","magenta"
"1167","CYP3A7","magenta"
"1168","CYP3A5","magenta"
"1169","ATP6V1C2","grey"
"1170","SEC14L4","grey"
"1171","SYNDIG1L","grey"
"1172","ARHGAP4","grey"
"1173","NMNAT3","grey"
"1174","RAB39A","grey"
"1175","TMCC3","grey"
"1176","UPP1","grey"
"1177","MB","grey"
"1178","CACNA2D2","red"
"1179","COLCA2","grey"
"1180","LOXHD1","grey"
"1181","ACPP","grey"
"1182","CASP12","grey"
"1183","ITFG2","grey"
"1184","EPO","grey"
"1185","METTL24","grey"
"1186","SIX4","grey"
"1187","IFIH1","yellow"
"1188","LHCGR","grey"
"1189","ZHX1-C8orf76","grey"
"1190","C8orf76","grey"
"1191","CCL28","grey"
"1192","RGSL1","grey"
"1193","APOH","grey"
"1194","CALML4","grey"
"1195","PRRX2","grey"
"1196","USP50","grey"
"1197","CCNO","grey"
"1198","UNG","grey"
"1199","DUSP13","grey"
"1200","HSF5","grey"
"1201","C9orf84","grey"
"1202","SLC5A11","grey"
"1203","GRAPL","grey"
"1204","GRAP","grey"
"1205","RRAD","grey"
"1206","CD84","yellow"
"1207","TGM3","grey"
"1208","ARMC3","cyan"
"1209","PPP1R36","grey"
"1210","SFRP2","grey"
"1211","TXLNB","grey"
"1212","GYPC","grey"
"1213","ALKBH2","grey"
"1214","LEFTY1","grey"
"1215","LEFTY2","grey"
"1216","FOXD1","grey"
"1217","ZBP1","grey"
"1218","CCDC167","grey"
"1219","ITGB7","grey"
"1220","ARHGAP6","grey"
"1221","HCK","grey"
"1222","SLC5A1","grey"
"1223","SRARP","grey"
"1224","IER5L","grey"
"1225","CCDC150","grey"
"1226","IFI16","yellow"
"1227","PYHIN1","yellow"
"1228","FOXR2","grey"
"1229","ASB11","grey"
"1230","DMRT3","grey"
"1231","ACTRT3","grey"
"1232","DNAAF3","grey"
"1233","HSF4","grey"
"1234","CD180","grey"
"1235","TMEM254","grey"
"1236","OPCML","pink"
"1237","CEBPD","grey"
"1238","SLC10A1","grey"
"1239","SMAGP","grey"
"1240","COL4A6","grey"
"1241","TRPV3","grey"
"1242","TCF7L1","grey"
"1243","ATP2B4","blue"
"1244","CCDC102A","grey"
"1245","STAC3","grey"
"1246","FAM131C","grey"
"1247","TLR9","grey"
"1248","CD300C","yellow"
"1249","CACNG6","grey"
"1250","HK3","grey"
"1251","COX7B2","grey"
"1252","FBXO15","grey"
"1253","LRRC32","grey"
"1254","ZMYND10","grey"
"1255","MUSK","red"
"1256","TMEM232","grey"
"1257","MST1R","grey"
"1258","CFAP45","grey"
"1259","CCDC80","grey"
"1260","CNP","turquoise"
"1261","PDZRN3","grey"
"1262","CDCA3","grey"
"1263","CYSRT1","grey"
"1264","RPS11","grey"
"1265","GALNT6","magenta"
"1266","CREB3L1","grey"
"1267","RANGRF","grey"
"1268","CCL27","grey"
"1269","CEP350","brown"
"1270","VSTM4","grey"
"1271","RAB20","grey"
"1272","ACTN3","grey"
"1273","RSPH6A","grey"
"1274","SPAAR","grey"
"1275","ARMC4","grey"
"1276","CELA1","grey"
"1277","CHRNB3","grey"
"1278","ERBB2","grey"
"1279","FAM167A","grey"
"1280","TMEM150B","grey"
"1281","P2RY2","grey"
"1282","ILDR1","grey"
"1283","PECR","grey"
"1284","KLHL40","grey"
"1285","ERBB3","turquoise"
"1286","GNAS","grey"
"1287","BGN","black"
"1288","SLCO5A1","grey"
"1289","PXMP2","grey"
"1290","WNT11","grey"
"1291","HS3ST3A1","grey"
"1292","EVPL","blue"
"1293","PLK5","grey"
"1294","BRPF1","grey"
"1295","CTSK","grey"
"1296","ABI3BP","grey"
"1297","TRIM67","grey"
"1298","ANXA9","grey"
"1299","EPHA1","grey"
"1300","C5AR1","grey"
"1301","PROSER2","grey"
"1302","APOOL","grey"
"1303","PYROXD2","grey"
"1304","C2orf40","grey"
"1305","ARHGAP22","grey"
"1306","MDH1B","grey"
"1307","TSHZ3","blue"
"1308","PRR16","blue"
"1309","C11orf16","red"
"1310","WNT8B","grey"
"1311","HYLS1","grey"
"1312","RAD21L1","grey"
"1313","ZC3H10","grey"
"1314","SLC7A3","green"
"1315","ADRB2","grey"
"1316","BTLA","grey"
"1317","ATP5PO","purple"
"1318","NFKBIE","grey"
"1319","IL13RA2","black"
"1320","NAALAD2","yellow"
"1321","RGS13","grey"
"1322","MAFF","black"
"1323","CDR1","grey"
"1324","BMP2","grey"
"1325","GSPT1","grey"
"1326","FAM169B","lightcyan"
"1327","COX7A1","grey"
"1328","TCTEX1D4","grey"
"1329","POU6F2","grey"
"1330","SIGLEC8","grey"
"1331","SIGLEC12","grey"
"1332","SIGLEC7","grey"
"1333","SIGLEC9","grey"
"1334","CPN1","grey"
"1335","TDO2","greenyellow"
"1336","BCL2L15","grey"
"1337","TLR7","grey"
"1338","PLEK2","grey"
"1339","KRT9","grey"
"1340","FKBP10","grey"
"1341","TRAF1","grey"
"1342","PTAFR","grey"
"1343","RORC","grey"
"1344","WNT3","turquoise"
"1345","P2RX5-TAX1BP3","grey"
"1346","P2RX5","grey"
"1347","NKAPL","grey"
"1348","MBP","turquoise"
"1349","GSTT2","grey"
"1350","GSTT2B","grey"
"1351","TRIM65","grey"
"1352","OTOS","grey"
"1353","DTHD1","cyan"
"1354","PLAUR","grey"
"1355","TCF7L2","grey"
"1356","WFDC2","grey"
"1357","CLEC1A","grey"
"1358","PLA2G10","grey"
"1359","ALS2CR12","grey"
"1360","ANLN","magenta"
"1361","KCNQ1","grey"
"1362","STBD1","grey"
"1363","VIL1","grey"
"1364","MUTYH","grey"
"1365","AP1AR","grey"
"1366","FGF22","grey"
"1367","LIPC","grey"
"1368","KCNJ14","grey"
"1369","GAMT","turquoise"
"1370","AMN","grey"
"1371","NUF2","grey"
"1372","KIF7","grey"
"1373","LIF","grey"
"1374","RAD51AP1","grey"
"1375","PTPN6","yellow"
"1376","MED26","grey"
"1377","NANOS3","grey"
"1378","MOV10L1","grey"
"1379","MEIG1","grey"
"1380","PALB2","grey"
"1381","ACE2","grey"
"1382","EMP3","black"
"1383","ZKSCAN4","grey"
"1384","ZAP70","grey"
"1385","FLT4","grey"
"1386","NXPH3","blue"
"1387","GRK5","grey"
"1388","P2RY1","grey"
"1389","TDRD5","grey"
"1390","LHFPL5","grey"
"1391","SDS","grey"
"1392","FOXC1","grey"
"1393","BTK","grey"
"1394","HMGB2","grey"
"1395","C16orf89","grey"
"1396","DHRS13","grey"
"1397","ZCCHC18","red"
"1398","ZCCHC12","red"
"1399","SYNE3","grey"
"1400","HPSE","grey"
"1401","GZMK","grey"
"1402","PEAR1","grey"
"1403","OR2Y1","grey"
"1404","ARHGAP40","grey"
"1405","ASF1B","grey"
"1406","CD247","grey"
"1407","PP2D1","grey"
"1408","MT-CO3","grey"
"1409","SOSTDC1","grey"
"1410","CLEC5A","grey"
"1411","KCP","turquoise"
"1412","NYX","grey"
"1413","OXLD1","grey"
"1414","CENPE","grey"
"1415","CDK2","grey"
"1416","PPP1R32","grey"
"1417","MYCT1","grey"
"1418","OR2H2","grey"
"1419","TMCO4","grey"
"1420","RNF170","grey"
"1421","C9orf50","grey"
"1422","AXDND1","grey"
"1423","CCDC69","grey"
"1424","CPVL","grey"
"1425","DCDC2C","grey"
"1426","NR2F2","green"
"1427","KRT15","grey"
"1428","NFATC4","grey"
"1429","CCNB2","grey"
"1430","GGTLC2","grey"
"1431","GGT2","grey"
"1432","GGTLC1","grey"
"1433","GGT1","grey"
"1434","GGTLC3","grey"
"1435","TIRAP","grey"
"1436","PTCH2","grey"
"1437","RMI2","grey"
"1438","ERICH6","grey"
"1439","SNCG","grey"
"1440","ADAMTS16","grey"
"1441","TLE6","grey"
"1442","KRT23","grey"
"1443","PEMT","grey"
"1444","MROH2A","grey"
"1445","UBA7","yellow"
"1446","SLPI","grey"
"1447","CR2","grey"
"1448","HVCN1","grey"
"1449","TMEM114","grey"
"1450","SPAG17","cyan"
"1451","C10orf53","grey"
"1452","BMX","grey"
"1453","VKORC1","grey"
"1454","E2F8","turquoise"
"1455","TEKT1","grey"
"1456","ASPM","grey"
"1457","CD86","yellow"
"1458","SERPINF2","grey"
"1459","BAIAP2L2","grey"
"1460","PABPC5","grey"
"1461","ATN1","grey"
"1462","NHEJ1","grey"
"1463","SLIRP","grey"
"1464","MYO15B","grey"
"1465","CAPSL","grey"
"1466","PIPOX","grey"
"1467","POLE","grey"
"1468","XKR7","grey"
"1469","PDGFRL","grey"
"1470","DIAPH3","turquoise"
"1471","MASTL","grey"
"1472","ANXA4","grey"
"1473","NEURL3","grey"
"1474","EGR4","salmon"
"1475","SLC26A3","grey"
"1476","VWCE","grey"
"1477","SEMA3F","blue"
"1478","B3GNT6","grey"
"1479","TEX35","grey"
"1480","ASIP","grey"
"1481","CCDC152","grey"
"1482","COL4A3","grey"
"1483","SLC43A1","grey"
"1484","FGF16","red"
"1485","TMEM255A","green"
"1486","ZMYND12","grey"
"1487","SMC1B","grey"
"1488","SPC24","grey"
"1489","CHST7","grey"
"1490","SLC9B1","grey"
"1491","ITGB4","magenta"
"1492","KBTBD12","grey"
"1493","SCN7A","grey"
"1494","TRAF5","grey"
"1495","TNFRSF13B","grey"
"1496","EDARADD","grey"
"1497","SLC12A6","brown"
"1498","TMEM72","grey"
"1499","LLGL2","grey"
"1500","P2RX1","grey"
"1501","C1QTNF6","grey"
"1502","TRAF3IP3","grey"
"1503","CD163","midnightblue"
"1504","TTN","grey"
"1505","PAX2","grey"
"1506","NOXRED1","grey"
"1507","C9orf24","grey"
"1508","FAM83H","grey"
"1509","EPB41L4A","grey"
"1510","SOX7","grey"
"1511","CEBPZOS","grey"
"1512","C1orf116","grey"
"1513","PTRH1","grey"
"1514","MED29","grey"
"1515","ZC2HC1C","grey"
"1516","KCNH8","lightcyan"
"1517","MRPS18A","grey"
"1518","ACOT12","grey"
"1519","TMPRSS5","grey"
"1520","CDK3","grey"
"1521","ATF7","grey"
"1522","TRABD2B","grey"
"1523","ORC1","grey"
"1524","COL15A1","grey"
"1525","CHIA","grey"
"1526","ENDOG","grey"
"1527","BEST1","grey"
"1528","TBX1","grey"
"1529","DLX5","grey"
"1530","ZBTB42","grey"
"1531","GLIPR2","grey"
"1532","CXCR4","grey"
"1533","ACO2","grey"
"1534","SKA3","grey"
"1535","PLA2G4A","grey"
"1536","GPAT3","blue"
"1537","MCCC1","grey"
"1538","DQX1","grey"
"1539","TSC22D3","grey"
"1540","MEI4","grey"
"1541","DDIT4L","blue"
"1542","TINCR","grey"
"1543","TTC29","red"
"1544","PKD1L2","grey"
"1545","EGF","grey"
"1546","DGCR6","brown"
"1547","DGCR6L","brown"
"1548","RIN3","grey"
"1549","KLRB1","grey"
"1550","CYP39A1","grey"
"1551","TRAT1","grey"
"1552","TDRD6","grey"
"1553","SLC27A5","grey"
"1554","SLC13A1","grey"
"1555","MRC2","black"
"1556","ADGRV1","grey"
"1557","PNMA1","grey"
"1558","OR51S1","grey"
"1559","TMEM189-UBE2V1","grey"
"1560","PLD6","grey"
"1561","SLC25A34","grey"
"1562","THEGL","grey"
"1563","CDCA7L","grey"
"1564","ACAA1","grey"
"1565","NLRP6","grey"
"1566","PPP1R1B","grey"
"1567","MXD3","grey"
"1568","MMP11","grey"
"1569","MKRN2OS","grey"
"1570","NECTIN4","grey"
"1571","FCER2","grey"
"1572","TRAPPC3L","grey"
"1573","C1QTNF3-AMACR","grey"
"1574","C1QTNF3","grey"
"1575","SNX20","grey"
"1576","RD3","grey"
"1577","CCDC158","grey"
"1578","RAD51B","grey"
"1579","BNC2","grey"
"1580","MBLAC1","grey"
"1581","PBX3","blue"
"1582","GOLGA8J","lightcyan"
"1583","GOLGA8M","lightcyan"
"1584","GOLGA6B","lightcyan"
"1585","GOLGA8G","lightcyan"
"1586","GOLGA8Q","lightcyan"
"1587","GOLGA8R","lightcyan"
"1588","GOLGA8T","lightcyan"
"1589","GOLGA6A","lightcyan"
"1590","GOLGA8A","lightcyan"
"1591","GOLGA8S","lightcyan"
"1592","GOLGA8B","lightcyan"
"1593","GOLGA8H","lightcyan"
"1594","MAK","grey"
"1595","RIBC1","grey"
"1596","TLR6","grey"
"1597","KIRREL2","grey"
"1598","UBE2T","grey"
"1599","CDKN2B","grey"
"1600","ADRA1B","blue"
"1601","DCAF1","grey"
"1602","SPINK13","grey"
"1603","ENPP1","grey"
"1604","MSX2","grey"
"1605","CCL15-CCL14","grey"
"1606","CCL15","grey"
"1607","CCL23","grey"
"1608","SERPINA10","grey"
"1609","ARHGAP30","grey"
"1610","ADAMTS1","salmon"
"1611","NUP210L","grey"
"1612","TREM2","yellow"
"1613","RFX8","grey"
"1614","METTL21C","grey"
"1615","WNT2","grey"
"1616","TUBA1C","grey"
"1617","PALM2","pink"
"1618","PRICKLE3","grey"
"1619","C4orf46","grey"
"1620","MORN3","grey"
"1621","PRSS57","grey"
"1622","CYP11A1","grey"
"1623","PARP9","grey"
"1624","MYL9","black"
"1625","MYPN","grey"
"1626","TTLL9","grey"
"1627","PCDH12","grey"
"1628","ITGB2","yellow"
"1629","LRP2","grey"
"1630","GIPC3","grey"
"1631","WNT1","grey"
"1632","TGM4","grey"
"1633","APOBEC2","grey"
"1634","C3orf52","grey"
"1635","IL4R","grey"
"1636","IQGAP3","grey"
"1637","TAF7L","grey"
"1638","GMPR2","grey"
"1639","FAM186B","grey"
"1640","NCF4","grey"
"1641","SYCE1L","grey"
"1642","SSX4","grey"
"1643","SSX4B","grey"
"1644","RGS9BP","grey"
"1645","SHH","grey"
"1646","TSKS","grey"
"1647","SOX21","grey"
"1648","SPATA4","grey"
"1649","ALOX15B","grey"
"1650","TYMS","grey"
"1651","ALOXE3","green"
"1652","BIRC5","grey"
"1653","SUV39H2","grey"
"1654","DCST2","grey"
"1655","IKBKE","grey"
"1656","DBF4","grey"
"1657","TRPC7","grey"
"1658","PODN","grey"
"1659","TMCO5A","grey"
"1660","FCER1G","yellow"
"1661","WAS","grey"
"1662","DACH2","grey"
"1663","SLC49A3","grey"
"1664","ADAM15","grey"
"1665","SBK3","grey"
"1666","KIF20B","grey"
"1667","MAGIX","grey"
"1668","PLCG1","grey"
"1669","CFTR","grey"
"1670","GJA4","grey"
"1671","NECAB1","blue"
"1672","CATSPERZ","grey"
"1673","NUPR2","grey"
"1674","TFCP2L1","yellow"
"1675","DYNLRB2","cyan"
"1676","NOS2","grey"
"1677","NMBR","grey"
"1678","MISP3","grey"
"1679","MYH15","grey"
"1680","GHSR","grey"
"1681","MYLK4","grey"
"1682","OR5M3","grey"
"1683","TMEM163","turquoise"
"1684","NPTX2","turquoise"
"1685","ITK","grey"
"1686","HTR3A","grey"
"1687","GNRH1","grey"
"1688","RESP18","blue"
"1689","MND1","grey"
"1690","ZFX","grey"
"1691","DNASE1L1","grey"
"1692","LPAR1","turquoise"
"1693","DMP1","grey"
"1694","CLEC4C","grey"
"1695","IL15","grey"
"1696","MNS1","grey"
"1697","TNFRSF4","grey"
"1698","RAB42","grey"
"1699","SERPINB1","grey"
"1700","C19orf38","grey"
"1701","MNDA","grey"
"1702","SLC35G1","grey"
"1703","THEMIS2","grey"
"1704","DSP","greenyellow"
"1705","SP140","grey"
"1706","CHRM2","red"
"1707","SYT15","grey"
"1708","RNF225","grey"
"1709","PLAU","grey"
"1710","FAM217A","grey"
"1711","AHRR","grey"
"1712","CENPN","grey"
"1713","SLC9A3","grey"
"1714","SPACA9","grey"
"1715","RBM47","grey"
"1716","HSBP1L1","grey"
"1717","ZP2","grey"
"1718","C6orf10","grey"
"1719","FXYD2","grey"
"1720","FXYD6-FXYD2","grey"
"1721","TTLL13P","grey"
"1722","DLX2","grey"
"1723","IDO2","grey"
"1724","TCFL5","grey"
"1725","REP15","grey"
"1726","TAP2","yellow"
"1727","TSNAXIP1","grey"
"1728","NANS","grey"
"1729","TOGARAM2","red"
"1730","ITGA10","grey"
"1731","RIBC2","grey"
"1732","SERTAD3","grey"
"1733","A4GALT","grey"
"1734","STRC","grey"
"1735","INSC","magenta"
"1736","CCRL2","grey"
"1737","ANKRD31","grey"
"1738","C3orf20","grey"
"1739","HEPACAM2","grey"
"1740","SLC6A16","grey"
"1741","GJC2","turquoise"
"1742","IP6K3","yellow"
"1743","PDE11A","green"
"1744","MBOAT1","magenta"
"1745","SLC35D2","grey"
"1746","EIF4EBP1","grey"
"1747","SCUBE2","grey"
"1748","SYTL5","brown"
"1749","SLC5A12","grey"
"1750","XRCC3","grey"
"1751","SMIM14","grey"
"1752","CLYBL","grey"
"1753","PLEKHG6","grey"
"1754","DCXR","grey"
"1755","IMPG2","grey"
"1756","CD160","grey"
"1757","SYT6","grey"
"1758","LILRA4","grey"
"1759","ALKAL2","grey"
"1760","COMP","grey"
"1761","POLE2","grey"
"1762","NOX1","grey"
"1763","CCDC15","grey"
"1764","MYO5C","grey"
"1765","GNA15","grey"
"1766","BSPRY","grey"
"1767","HS3ST2","grey"
"1768","SUN3","grey"
"1769","WFDC3","grey"
"1770","COLQ","grey"
"1771","ATP4A","grey"
"1772","GPSM3","grey"
"1773","HTRA4","grey"
"1774","B3GNT9","grey"
"1775","PBLD","grey"
"1776","UBE2C","grey"
"1777","USP51","grey"
"1778","KDM7A","brown"
"1779","LRMP","grey"
"1780","CYSLTR1","grey"
"1781","FBXL13","grey"
"1782","DGAT2L6","grey"
"1783","CD40","grey"
"1784","TYROBP","yellow"
"1785","DOC2A","grey"
"1786","EXOC3L2","grey"
"1787","HHIP","turquoise"
"1788","ANAPC15","grey"
"1789","OVGP1","grey"
"1790","RRM2","grey"
"1791","CXorf57","grey"
"1792","ERMN","magenta"
"1793","MYO1A","grey"
"1794","PROM1","turquoise"
"1795","CCHCR1","grey"
"1796","TRIM34","grey"
"1797","TRIM6-TRIM34","grey"
"1798","INHBB","grey"
"1799","C11orf65","grey"
"1800","APOL3","grey"
"1801","WNT16","grey"
"1802","C1S","grey"
"1803","MARVELD2","grey"
"1804","CNTN5","pink"
"1805","C8orf58","grey"
"1806","CENPS","grey"
"1807","SYTL4","grey"
"1808","MISP","grey"
"1809","GUCY2F","grey"
"1810","CD22","yellow"
"1811","CTSS","yellow"
"1812","STEAP4","grey"
"1813","ABI3","grey"
"1814","FAM3D","grey"
"1815","HMOX2","grey"
"1816","SLAMF1","grey"
"1817","HIST1H1B","grey"
"1818","WIF1","grey"
"1819","GPC3","grey"
"1820","HMCN1","grey"
"1821","TEKT4","grey"
"1822","COL13A1","grey"
"1823","CCDC87","grey"
"1824","TCF24","grey"
"1825","FOXL2","grey"
"1826","GIPC2","grey"
"1827","EPHA2","grey"
"1828","NAT8","grey"
"1829","ADGRF4","grey"
"1830","MS4A7","yellow"
"1831","ARHGAP25","red"
"1832","DPM1","grey"
"1833","PCDHA1","grey"
"1834","VIM","yellow"
"1835","MCTP2","grey"
"1836","IGDCC3","grey"
"1837","HIC1","grey"
"1838","GPRIN2","grey"
"1839","RINL","grey"
"1840","IFI35","grey"
"1841","MAMDC4","grey"
"1842","TMEM45A","grey"
"1843","DMRTA2","grey"
"1844","CNOT7","grey"
"1845","ALDH1A3","grey"
"1846","FAM183A","grey"
"1847","SYNC","grey"
"1848","ASB2","lightcyan"
"1849","AGT","grey"
"1850","BDH2","grey"
"1851","ST8SIA2","grey"
"1852","RARRES1","grey"
"1853","CTF1","grey"
"1854","CRISPLD1","grey"
"1855","CCDC188","grey"
"1856","B3GNT7","grey"
"1857","PPARG","grey"
"1858","FANCI","grey"
"1859","TMEM171","grey"
"1860","NRAP","grey"
"1861","GJB1","magenta"
"1862","TPX2","grey"
"1863","LIX1L","grey"
"1864","LEF1","grey"
"1865","KLHL35","grey"
"1866","LOXL2","grey"
"1867","FAM19A4","grey"
"1868","JMJD7-PLA2G4B","grey"
"1869","PLA2G4B","grey"
"1870","CDH19","magenta"
"1871","YAE1","grey"
"1872","SOX11","turquoise"
"1873","HHIPL2","grey"
"1874","TFB1M","grey"
"1875","TCEA3","grey"
"1876","ZBTB32","grey"
"1877","PROKR2","grey"
"1878","MALRD1","grey"
"1879","LRRIQ3","grey"
"1880","MYADML2","grey"
"1881","NINJ2","magenta"
"1882","ZNF593","grey"
"1883","LRRC29","grey"
"1884","HSPB6","grey"
"1885","MECOM","grey"
"1886","EFNA5","green"
"1887","AGTR1","grey"
"1888","BATF2","grey"
"1889","JSRP1","grey"
"1890","DENND2D","grey"
"1891","FCGR1B","grey"
"1892","FCGR1A","grey"
"1893","EFHB","grey"
"1894","RTL9","grey"
"1895","BMP7","black"
"1896","CD1D","grey"
"1897","FRK","grey"
"1898","LPXN","grey"
"1899","ROPN1L","grey"
"1900","MICALL2","grey"
"1901","S1PR2","grey"
"1902","POPDC3","green"
"1903","NPHS1","grey"
"1904","CTBS","grey"
"1905","SASH3","grey"
"1906","BEST3","greenyellow"
"1907","LCK","grey"
"1908","TMEM17","grey"
"1909","TNFAIP2","grey"
"1910","NKPD1","grey"
"1911","TBC1D2","turquoise"
"1912","BHMT","turquoise"
"1913","PLA2G4E","grey"
"1914","RASAL3","grey"
"1915","GCLM","grey"
"1916","AVIL","grey"
"1917","OR51Q1","grey"
"1918","MSLN","grey"
"1919","ALOX12","grey"
"1920","SLC25A21","grey"
"1921","C9orf16","grey"
"1922","PLCB2","grey"
"1923","TCF15","grey"
"1924","ARHGEF33","grey"
"1925","ADAMTS5","grey"
"1926","SLC27A3","turquoise"
"1927","ERMAP","grey"
"1928","FHL3","grey"
"1929","C11orf94","lightcyan"
"1930","CCDC169","grey"
"1931","INS","grey"
"1932","SYT2","blue"
"1933","GPR55","grey"
"1934","FUT2","grey"
"1935","SOX4","turquoise"
"1936","TMEM156","grey"
"1937","NOX4","grey"
"1938","RASSF7","grey"
"1939","PRX","grey"
"1940","KY","grey"
"1941","CHODL","grey"
"1942","CYP26A1","grey"
"1943","MYOM3","grey"
"1944","BARX2","grey"
"1945","JPH1","grey"
"1946","ITGA5","grey"
"1947","KCNH6","grey"
"1948","SEC14L5","magenta"
"1949","CATSPERD","grey"
"1950","BAZ1A","grey"
"1951","RHOH","grey"
"1952","TIMM10B","grey"
"1953","SLC38A4","grey"
"1954","MYEF2","grey"
"1955","C4orf48","grey"
"1956","ZNF384","grey"
"1957","SFRP4","grey"
"1958","PTGR1","grey"
"1959","HIST1H1C","grey"
"1960","PHLDA2","grey"
"1961","VSIG10","grey"
"1962","RBP4","blue"
"1963","RIMS3","blue"
"1964","HPR","grey"
"1965","HP","grey"
"1966","GLIPR1","grey"
"1967","HELB","grey"
"1968","PAPPA","grey"
"1969","TMEM88","grey"
"1970","ADRB3","grey"
"1971","TMEM52","grey"
"1972","CLEC2D","grey"
"1973","PMAIP1","grey"
"1974","NTF4","grey"
"1975","TCEAL7","grey"
"1976","FBXO5","grey"
"1977","DEUP1","grey"
"1978","OSGIN1","grey"
"1979","PDE6B","grey"
"1980","TEKT2","grey"
"1981","AQP9","grey"
"1982","CRHR2","grey"
"1983","KIF2C","grey"
"1984","TMEM53","grey"
"1985","PIK3CG","yellow"
"1986","DOK1","grey"
"1987","TNFAIP3","grey"
"1988","SLC43A3","grey"
"1989","CSF2RB","brown"
"1990","DBP","yellow"
"1991","PKN3","grey"
"1992","RETN","grey"
"1993","RSF1","grey"
"1994","COL9A2","black"
"1995","IRF9","yellow"
"1996","RASSF9","grey"
"1997","SPOCD1","grey"
"1998","ITGB6","grey"
"1999","TGFB3","grey"
"2000","ACOX2","grey"
"2001","ADAMTS15","grey"
"2002","TMC2","grey"
"2003","A3GALT2","grey"
"2004","C1QA","yellow"
"2005","RUNX1","grey"
"2006","LRRC23","grey"
"2007","HNF1B","grey"
"2008","TBXAS1","grey"
"2009","CDA","grey"
"2010","ITGA2B","grey"
"2011","LAMC3","black"
"2012","DEF6","grey"
"2013","ASPA","magenta"
"2014","SDF2L1","grey"
"2015","SIX5","grey"
"2016","ARHGAP28","grey"
"2017","C2orf70","grey"
"2018","ID1","grey"
"2019","CFAP206","cyan"
"2020","ADAM18","grey"
"2021","E2F1","grey"
"2022","MEGF6","grey"
"2023","GNG4","blue"
"2024","MRGPRF","black"
"2025","CHST14","grey"
"2026","ADRM1","grey"
"2027","LMCD1","grey"
"2028","HDDC3","grey"
"2029","DACT1","grey"
"2030","RFLNA","grey"
"2031","TRIM21","grey"
"2032","GREB1","grey"
"2033","CHRDL2","grey"
"2034","SCART1","grey"
"2035","CCDC122","grey"
"2036","PRRG1","magenta"
"2037","ANKRD65","grey"
"2038","CLRN1","grey"
"2039","COL8A2","grey"
"2040","GSG1L","blue"
"2041","FOXJ1","grey"
"2042","PYGL","grey"
"2043","LAT","grey"
"2044","HCRTR1","grey"
"2045","SLC26A10","greenyellow"
"2046","ITGA2","grey"
"2047","CITED1","grey"
"2048","EFCAB9","grey"
"2049","ECT2L","grey"
"2050","MFSD4A","grey"
"2051","SMIM3","grey"
"2052","SLC41A3","grey"
"2053","SLCO1B7","grey"
"2054","SLCO1B3","grey"
"2055","SLCO1B1","grey"
