"","GeneL","modulesA1L"
"3743","SGPP2","MsAge7K_00"
"3744","SLC39A8","MsAge7K_00"
"3745","RHEBL1","MsAge7K_00"
"3746","IL1RAPL1","MsAge7K_08"
"3747","OAZ3","MsAge7K_00"
"3748","MICALL1","MsAge7K_01"
"3749","DDO","MsAge7K_00"
"3750","SLC37A2","MsAge7K_00"
"3751","GRAMD2B","MsAge7K_01"
"3752","NR1H3","MsAge7K_00"
"3753","CRB2","MsAge7K_00"
"3754","NME4","MsAge7K_00"
"3755","TTPA","MsAge7K_00"
"3756","SLC9A4","MsAge7K_05"
"3757","HAUS4","MsAge7K_00"
"3758","CD82","MsAge7K_01"
"3759","COL16A1","MsAge7K_00"
"3760","IL13RA1","MsAge7K_00"
"3761","MGAT4C","MsAge7K_08"
"3762","KDR","MsAge7K_00"
"3763","SV2C","MsAge7K_06"
"3764","SAT2","MsAge7K_00"
"3765","PPIL6","MsAge7K_01"
"3766","DNASE1","MsAge7K_00"
"3767","PRDM7","MsAge7K_00"
"3768","EPN3","MsAge7K_00"
"3769","COL4A4","MsAge7K_00"
"3770","NMRAL1","MsAge7K_00"
"3771","LAGE3","MsAge7K_00"
"3772","KCNJ8","MsAge7K_00"
"3773","MAML2","MsAge7K_08"
"3774","ARID5A","MsAge7K_00"
"3775","STK17B","MsAge7K_13"
"3776","PALLD","MsAge7K_00"
"3777","FAM117A","MsAge7K_00"
"3778","APCDD1","MsAge7K_11"
"3779","ZNF800","MsAge7K_00"
"3780","MAGEB18","MsAge7K_00"
"3781","MCUB","MsAge7K_00"
"3782","TRAF4","MsAge7K_00"
"3783","S100A10","MsAge7K_00"
"3784","UPRT","MsAge7K_03"
"3785","ZNF689","MsAge7K_00"
"3786","OR5D13","MsAge7K_00"
"3787","CCM2L","MsAge7K_00"
"3788","IL18BP","MsAge7K_00"
"3789","GNA12","MsAge7K_01"
"3790","STON1-GTF2A1L","MsAge7K_00"
"3791","STON1","MsAge7K_00"
"3792","IL12RB2","MsAge7K_00"
"3793","MT-ND6","MsAge7K_00"
"3794","EDN3","MsAge7K_00"
"3795","EFCC1","MsAge7K_00"
"3796","RHPN1","MsAge7K_00"
"3797","AGBL4","MsAge7K_08"
"3798","OLFML2B","MsAge7K_15"
"3799","TMEM158","MsAge7K_06"
"3800","SAMD15","MsAge7K_00"
"3801","EMCN","MsAge7K_00"
"3802","LINC02210-CRHR1","MsAge7K_02"
"3803","CRHR1","MsAge7K_02"
"3804","FYB2","MsAge7K_00"
"3805","LSM10","MsAge7K_00"
"3806","RDM1","MsAge7K_00"
"3807","PLEKHH1","MsAge7K_01"
"3808","SNAPC5","MsAge7K_16"
"3809","SLC17A8","MsAge7K_00"
"3810","KIAA1755","MsAge7K_00"
"3811","NFASC","MsAge7K_01"
"3812","PMF1","MsAge7K_00"
"3813","FRMD7","MsAge7K_00"
"3814","ZNF449","MsAge7K_00"
"3815","SERPINF1","MsAge7K_00"
"3816","TFR2","MsAge7K_00"
"3817","BHLHE41","MsAge7K_04"
"3818","ADCY8","MsAge7K_02"
"3819","STARD10","MsAge7K_00"
"3820","FAM78A","MsAge7K_00"
"3821","C16orf87","MsAge7K_00"
"3822","HHIPL1","MsAge7K_00"
"3823","ZBTB40","MsAge7K_00"
"3824","MORC4","MsAge7K_00"
"3825","UFSP1","MsAge7K_00"
"3826","DENND1C","MsAge7K_00"
"3827","RNASEH2C","MsAge7K_00"
"3828","GGT5","MsAge7K_00"
"3829","MYPOP","MsAge7K_00"
"3830","LYZL4","MsAge7K_00"
"3831","PLEK","MsAge7K_04"
"3832","UBB","MsAge7K_00"
"3833","MAPK12","MsAge7K_00"
"3834","ZNF438","MsAge7K_00"
"3835","PRRC1","MsAge7K_00"
"3836","RGL3","MsAge7K_00"
"3837","IL12A","MsAge7K_00"
"3838","SOD3","MsAge7K_00"
"3839","PLLP","MsAge7K_01"
"3840","SLC10A7","MsAge7K_00"
"3841","SFRP1","MsAge7K_00"
"3842","SLC8B1","MsAge7K_00"
"3843","FCGRT","MsAge7K_00"
"3844","NFKBIL1","MsAge7K_07"
"3845","SOX13","MsAge7K_00"
"3846","CERKL","MsAge7K_00"
"3847","RAD9B","MsAge7K_00"
"3848","RHOG","MsAge7K_09"
"3849","BCAS1","MsAge7K_09"
"3850","CCDC34","MsAge7K_00"
"3851","JAK3","MsAge7K_00"
"3852","LAPTM5","MsAge7K_04"
"3853","KDELC1","MsAge7K_00"
"3854","DOCK8","MsAge7K_00"
"3855","PPCS","MsAge7K_00"
"3856","GALM","MsAge7K_00"
"3857","DDAH2","MsAge7K_01"
"3858","SMIM1","MsAge7K_09"
"3859","LTC4S","MsAge7K_00"
"3860","YBX2","MsAge7K_00"
"3861","IQCK","MsAge7K_00"
"3862","FAM129C","MsAge7K_00"
"3863","CYP27A1","MsAge7K_09"
"3864","GAS1","MsAge7K_00"
"3865","FREM2","MsAge7K_00"
"3866","DMC1","MsAge7K_00"
"3867","TRIM47","MsAge7K_00"
"3868","PPIF","MsAge7K_00"
"3869","CRY1","MsAge7K_00"
"3870","PRIMPOL","MsAge7K_00"
"3871","SLC27A2","MsAge7K_00"
"3872","TFAP4","MsAge7K_00"
"3873","CPXM1","MsAge7K_00"
"3874","PPP1R14B","MsAge7K_00"
"3875","CDC42EP1","MsAge7K_00"
"3876","RN7SL73P","MsAge7K_00"
"3877","SLC2A9","MsAge7K_11"
"3878","CABLES1","MsAge7K_00"
"3879","DNHD1","MsAge7K_00"
"3880","PLEKHH3","MsAge7K_00"
"3881","PCDH11X","MsAge7K_00"
"3882","PCDH11Y","MsAge7K_00"
"3883","PON3","MsAge7K_00"
"3884","SYTL3","MsAge7K_00"
"3885","LRRC56","MsAge7K_00"
"3886","TNS2","MsAge7K_07"
"3887","SUPT3H","MsAge7K_08"
"3888","ELOVL7","MsAge7K_01"
"3889","COL27A1","MsAge7K_00"
"3890","TMEM215","MsAge7K_00"
"3891","AMPD3","MsAge7K_00"
"3892","PROS1","MsAge7K_04"
"3893","ENPP2","MsAge7K_00"
"3894","WNT7A","MsAge7K_00"
"3895","HMGA1","MsAge7K_00"
"3896","FAM98C","MsAge7K_00"
"3897","CFAP100","MsAge7K_00"
"3898","SLC16A6","MsAge7K_00"
"3899","NTF3","MsAge7K_00"
"3900","FOSL2","MsAge7K_05"
"3901","GSTM1","MsAge7K_00"
"3902","DTX3L","MsAge7K_00"
"3903","JRK","MsAge7K_00"
"3904","PLCD3","MsAge7K_02"
"3905","EIF2AK2","MsAge7K_04"
"3906","LRRC27","MsAge7K_00"
"3907","LINGO3","MsAge7K_00"
"3908","TM4SF1","MsAge7K_00"
"3909","ELOVL1","MsAge7K_01"
"3910","COL20A1","MsAge7K_00"
"3911","SUSD5","MsAge7K_00"
"3912","FGF18","MsAge7K_00"
"3913","GINS3","MsAge7K_00"
"3914","CALCRL","MsAge7K_00"
"3915","NT5DC1","MsAge7K_00"
"3916","SULT2B1","MsAge7K_00"
"3917","POU2F1","MsAge7K_00"
"3918","CMC1","MsAge7K_00"
"3919","AKAP12","MsAge7K_07"
"3920","VANGL1","MsAge7K_00"
"3921","LCP1","MsAge7K_00"
"3922","NCKAP1L","MsAge7K_00"
"3923","LRCH3","MsAge7K_03"
"3924","GFRA2","MsAge7K_00"
"3925","SPSB3","MsAge7K_00"
"3926","ST3GAL1","MsAge7K_02"
"3927","CHEK2","MsAge7K_00"
"3928","OGFOD3","MsAge7K_00"
"3929","HTR7","MsAge7K_05"
"3930","TRMT112","MsAge7K_12"
"3931","ERBIN","MsAge7K_09"
"3932","FZD7","MsAge7K_00"
"3933","PPP3CC","MsAge7K_00"
"3934","CENPT","MsAge7K_00"
"3935","PDGFD","MsAge7K_00"
"3936","NAIF1","MsAge7K_00"
"3937","PPP1R3D","MsAge7K_00"
"3938","ZNF845","MsAge7K_00"
"3939","SERINC2","MsAge7K_00"
"3940","PAFAH1B3","MsAge7K_00"
"3941","MRPS18B","MsAge7K_00"
"3942","SLC16A10","MsAge7K_00"
"3943","ELMO3","MsAge7K_00"
"3944","LDHD","MsAge7K_00"
"3945","LINGO2","MsAge7K_08"
"3946","TLL1","MsAge7K_00"
"3947","MYRFL","MsAge7K_00"
"3948","ZBED9","MsAge7K_00"
"3949","NINL","MsAge7K_00"
"3950","CD93","MsAge7K_01"
"3951","WDR76","MsAge7K_00"
"3952","POLR2K","MsAge7K_10"
"3953","MAFB","MsAge7K_00"
"3954","TMEM119","MsAge7K_04"
"3955","SPRY1","MsAge7K_00"
"3956","ANAPC13","MsAge7K_10"
"3957","CALR3","MsAge7K_00"
"3958","PGM5","MsAge7K_00"
"3959","YY1AP1","MsAge7K_00"
"3960","GON4L","MsAge7K_00"
"3961","NADSYN1","MsAge7K_00"
"3962","MRPS28","MsAge7K_00"
"3963","USHBP1","MsAge7K_00"
"3964","CHST9","MsAge7K_00"
"3965","BLVRB","MsAge7K_00"
"3966","ARHGAP24","MsAge7K_00"
"3967","ZNF853","MsAge7K_00"
"3968","PRKG1","MsAge7K_08"
"3969","MRGPRE","MsAge7K_00"
"3970","FGF10","MsAge7K_00"
"3971","SLC12A4","MsAge7K_00"
"3972","PRXL2C","MsAge7K_00"
"3973","RHOC","MsAge7K_00"
"3974","MPC1","MsAge7K_00"
"3975","GREM1","MsAge7K_00"
"3976","DHRS4L2","MsAge7K_00"
"3977","DHRS4","MsAge7K_00"
"3978","SVOPL","MsAge7K_00"
"3979","NUDT17","MsAge7K_00"
"3980","HELLS","MsAge7K_00"
"3981","FXYD6","MsAge7K_05"
"3982","TRMO","MsAge7K_00"
"3983","EFNB2","MsAge7K_05"
"3984","MCF2","MsAge7K_00"
"3985","LAMA5","MsAge7K_00"
"3986","RPS27L","MsAge7K_00"
"3987","CD55","MsAge7K_00"
"3988","KLF8","MsAge7K_00"
"3989","PER1","MsAge7K_13"
"3990","CERCAM","MsAge7K_00"
"3991","ZNF423","MsAge7K_00"
"3992","CYYR1","MsAge7K_00"
"3993","NDUFAF6","MsAge7K_00"
"3994","TMEM132C","MsAge7K_00"
"3995","GPRIN3","MsAge7K_00"
"3996","ZNF747","MsAge7K_00"
"3997","ZNF764","MsAge7K_00"
"3998","HTR1B","MsAge7K_00"
"3999","IRF1","MsAge7K_00"
"4000","NFIL3","MsAge7K_00"
"4001","ATP5MD","MsAge7K_10"
"4002","ALDH16A1","MsAge7K_00"
"4003","HEY2","MsAge7K_00"
"4004","NINJ1","MsAge7K_00"
"4005","BCAR3","MsAge7K_00"
"4006","ENO4","MsAge7K_00"
"4007","FANCB","MsAge7K_00"
"4008","EGFLAM","MsAge7K_00"
"4009","ZNF628","MsAge7K_00"
"4010","GTF3C5","MsAge7K_00"
"4011","B3GAT2","MsAge7K_00"
"4012","DPYSL5","MsAge7K_00"
"4013","MICAL1","MsAge7K_00"
"4014","RASGRP2","MsAge7K_00"
"4015","KBTBD8","MsAge7K_00"
"4016","FAM228B","MsAge7K_17"
"4017","C4orf47","MsAge7K_00"
"4018","IL17RC","MsAge7K_00"
"4019","TIFA","MsAge7K_00"
"4020","ETFBKMT","MsAge7K_00"
"4021","HIVEP1","MsAge7K_02"
"4022","PLEKHG1","MsAge7K_01"
"4023","CCNE2","MsAge7K_00"
"4024","EPOR","MsAge7K_00"
"4025","HAP1","MsAge7K_05"
"4026","XRCC2","MsAge7K_00"
"4027","DUSP6","MsAge7K_13"
"4028","C20orf96","MsAge7K_00"
"4029","TMEM170A","MsAge7K_00"
"4030","TRPT1","MsAge7K_00"
"4031","POLD1","MsAge7K_00"
"4032","VWA3B","MsAge7K_00"
"4033","DZANK1","MsAge7K_00"
"4034","CABYR","MsAge7K_02"
"4035","TTC33","MsAge7K_00"
"4036","ZNF483","MsAge7K_03"
"4037","ABCB1","MsAge7K_00"
"4038","RRAS","MsAge7K_00"
"4039","JPT2","MsAge7K_00"
"4040","PLXNA1","MsAge7K_03"
"4041","RAI2","MsAge7K_00"
"4042","COL5A2","MsAge7K_00"
"4043","PIH1D2","MsAge7K_00"
"4044","SLC26A6","MsAge7K_01"
"4045","SYDE2","MsAge7K_00"
"4046","OR1F1","MsAge7K_00"
"4047","CA7","MsAge7K_00"
"4048","C3orf33","MsAge7K_00"
"4049","ALMS1","MsAge7K_03"
"4050","CTXN2","MsAge7K_00"
"4051","YBEY","MsAge7K_00"
"4052","CRTAP","MsAge7K_00"
"4053","SERTAD4","MsAge7K_11"
"4054","ERICH1","MsAge7K_00"
"4055","DNAH1","MsAge7K_00"
"4056","TEKT5","MsAge7K_00"
"4057","TUFT1","MsAge7K_00"
"4058","XKR8","MsAge7K_00"
"4059","POLH","MsAge7K_00"
"4060","ANKRD34B","MsAge7K_00"
"4061","DNASE2","MsAge7K_00"
"4062","ELOA3B","MsAge7K_00"
"4063","ELOA3","MsAge7K_00"
"4064","ELOA3C","MsAge7K_00"
"4065","ELOA2","MsAge7K_00"
"4066","ELOA3D","MsAge7K_00"
"4067","NEMP1","MsAge7K_00"
"4068","CFAP70","MsAge7K_00"
"4069","APLN","MsAge7K_02"
"4070","TPK1","MsAge7K_00"
"4071","HAUS8","MsAge7K_00"
"4072","SPIDR","MsAge7K_00"
"4073","TOE1","MsAge7K_00"
"4074","PHLDA3","MsAge7K_01"
"4075","NRDE2","MsAge7K_11"
"4076","ZNF354A","MsAge7K_00"
"4077","DRD5","MsAge7K_00"
"4078","REST","MsAge7K_00"
"4079","SFT2D3","MsAge7K_00"
"4080","THOC6","MsAge7K_00"
"4081","MEF2A","MsAge7K_00"
"4082","SEMA5A","MsAge7K_11"
"4083","TMEM88B","MsAge7K_09"
"4084","PAX6","MsAge7K_00"
"4085","CDH24","MsAge7K_01"
"4086","ZSCAN2","MsAge7K_00"
"4087","SFI1","MsAge7K_04"
"4088","GLIS3","MsAge7K_08"
"4089","SHISA2","MsAge7K_00"
"4090","CPT2","MsAge7K_00"
"4091","CDCA4","MsAge7K_00"
"4092","WDPCP","MsAge7K_00"
"4093","ERH","MsAge7K_00"
"4094","SLC25A24","MsAge7K_00"
"4095","SP2","MsAge7K_00"
"4096","XRCC6","MsAge7K_00"
"4097","CMTM8","MsAge7K_00"
"4098","FGF14","MsAge7K_08"
"4099","RFX2","MsAge7K_00"
"4100","MEX3D","MsAge7K_13"
"4101","DACH1","MsAge7K_00"
"4102","ITPRIPL2","MsAge7K_00"
"4103","FXYD1","MsAge7K_00"
"4104","BICRAL","MsAge7K_00"
"4105","POLQ","MsAge7K_00"
"4106","UBAP1L","MsAge7K_00"
"4107","SPATA1","MsAge7K_00"
"4108","NDNF","MsAge7K_06"
"4109","MED11","MsAge7K_00"
"4110","HRH2","MsAge7K_00"
"4111","SHE","MsAge7K_00"
"4112","C16orf46","MsAge7K_00"
"4113","PLOD1","MsAge7K_01"
"4114","C7orf50","MsAge7K_00"
"4115","B4GALT1","MsAge7K_01"
"4116","DAPP1","MsAge7K_00"
"4117","ATP2A3","MsAge7K_00"
"4118","SARDH","MsAge7K_00"
"4119","OTUD1","MsAge7K_00"
"4120","GLI2","MsAge7K_00"
"4121","RASIP1","MsAge7K_00"
"4122","KANK4","MsAge7K_00"
"4123","RGS9","MsAge7K_00"
"4124","TSEN54","MsAge7K_00"
"4125","SPATS1","MsAge7K_00"
"4126","PKMYT1","MsAge7K_00"
"4127","RNF113A","MsAge7K_00"
"4128","FPGS","MsAge7K_00"
"4129","MAP3K20","MsAge7K_00"
"4130","RAB13","MsAge7K_00"
"4131","SMCHD1","MsAge7K_03"
"4132","GPHN","MsAge7K_00"
"4133","SPAG5","MsAge7K_00"
"4134","PSTPIP2","MsAge7K_09"
"4135","MORN2","MsAge7K_00"
"4136","TNXB","MsAge7K_00"
"4137","FZD1","MsAge7K_00"
"4138","AMOTL2","MsAge7K_00"
"4139","RABGAP1","MsAge7K_03"
"4140","TPRN","MsAge7K_01"
"4141","CCDC184","MsAge7K_02"
"4142","DCTD","MsAge7K_00"
"4143","CDH5","MsAge7K_00"
"4144","CSF2RA","MsAge7K_00"
"4145","DDR1","MsAge7K_01"
"4146","DEPTOR","MsAge7K_02"
"4147","TMEM150A","MsAge7K_00"
"4148","C21orf91","MsAge7K_00"
"4149","TINF2","MsAge7K_00"
"4150","ADAMTS9","MsAge7K_00"
"4151","TET1","MsAge7K_01"
"4152","RASGRP3","MsAge7K_09"
"4153","RAB24","MsAge7K_00"
"4154","CEP41","MsAge7K_00"
"4155","GALNT3","MsAge7K_00"
"4156","DPYD","MsAge7K_00"
"4157","RPP40","MsAge7K_00"
"4158","HS3ST1","MsAge7K_00"
"4159","STK26","MsAge7K_00"
"4160","FBXO16","MsAge7K_00"
"4161","DEDD","MsAge7K_00"
"4162","TRIP10","MsAge7K_00"
"4163","TACC3","MsAge7K_00"
"4164","PHLDB2","MsAge7K_07"
"4165","RPUSD3","MsAge7K_00"
"4166","TRIM17","MsAge7K_00"
"4167","TMTC4","MsAge7K_00"
"4168","CDH20","MsAge7K_02"
"4169","METRNL","MsAge7K_00"
"4170","BAG3","MsAge7K_00"
"4171","GP1BB","MsAge7K_00"
"4172","SLC35F2","MsAge7K_00"
"4173","UQCC3","MsAge7K_10"
"4174","SPAG16","MsAge7K_00"
"4175","TIA1","MsAge7K_17"
"4176","ZNF395","MsAge7K_00"
"4177","KCNJ16","MsAge7K_05"
"4178","LSM2","MsAge7K_00"
"4179","MRM1","MsAge7K_02"
"4180","ZKSCAN2","MsAge7K_00"
"4181","CPNE5","MsAge7K_00"
"4182","PUS7L","MsAge7K_00"
"4183","SLC29A4","MsAge7K_11"
"4184","DRAM1","MsAge7K_00"
"4185","ADAMTS17","MsAge7K_00"
"4186","MAD1L1","MsAge7K_00"
"4187","COQ10B","MsAge7K_13"
"4188","HYKK","MsAge7K_00"
"4189","IL15RA","MsAge7K_00"
"4190","EMX1","MsAge7K_00"
"4191","PLSCR4","MsAge7K_00"
"4192","TEX22","MsAge7K_00"
"4193","SLCO1A2","MsAge7K_00"
"4194","MAP3K14","MsAge7K_00"
"4195","POU2F2","MsAge7K_08"
"4196","DCHS1","MsAge7K_00"
"4197","NR6A1","MsAge7K_00"
"4198","NEPRO","MsAge7K_00"
"4199","PSRC1","MsAge7K_00"
"4200","NRG3","MsAge7K_08"
"4201","RPL12","MsAge7K_12"
"4202","PRKAG1","MsAge7K_00"
"4203","GPR176","MsAge7K_00"
"4204","GFPT2","MsAge7K_00"
"4205","MSX1","MsAge7K_01"
"4206","AKNA","MsAge7K_00"
"4207","FRS3","MsAge7K_00"
"4208","STRN","MsAge7K_01"
"4209","PCGF1","MsAge7K_00"
"4210","SAMD4A","MsAge7K_00"
"4211","GRAMD1C","MsAge7K_00"
"4212","FRMD3","MsAge7K_00"
"4213","ZNF691","MsAge7K_00"
"4214","CLEC11A","MsAge7K_00"
"4215","H6PD","MsAge7K_00"
"4216","ADGRL4","MsAge7K_00"
"4217","PAWR","MsAge7K_00"
"4218","CCDC65","MsAge7K_00"
"4219","PRRG2","MsAge7K_00"
"4220","NMNAT1","MsAge7K_16"
"4221","FXN","MsAge7K_00"
"4222","C1QTNF12","MsAge7K_00"
"4223","GREB1L","MsAge7K_00"
"4224","PRADC1","MsAge7K_00"
"4225","NCKAP5L","MsAge7K_00"
"4226","TOMM7","MsAge7K_10"
"4227","MPZL3","MsAge7K_00"
"4228","CARD19","MsAge7K_01"
"4229","RYR1","MsAge7K_11"
"4230","NEK3","MsAge7K_00"
"4231","ZMYM1","MsAge7K_00"
"4232","AOC2","MsAge7K_00"
"4233","NPR3","MsAge7K_05"
"4234","TENM2","MsAge7K_08"
"4235","GRIN2D","MsAge7K_00"
"4236","PMS2","MsAge7K_00"
"4237","HTR5A","MsAge7K_02"
"4238","ZNF703","MsAge7K_00"
"4239","C12orf75","MsAge7K_00"
"4240","GABRA3","MsAge7K_02"
"4241","PLK3","MsAge7K_01"
"4242","TIE1","MsAge7K_00"
"4243","BVES","MsAge7K_00"
"4244","ASAP2","MsAge7K_03"
"4245","KLHDC7A","MsAge7K_03"
"4246","RCCD1","MsAge7K_00"
"4247","DCC","MsAge7K_08"
"4248","PAOX","MsAge7K_00"
"4249","HAPLN1","MsAge7K_01"
"4250","SGCD","MsAge7K_08"
"4251","TMEM177","MsAge7K_00"
"4252","UNC93B1","MsAge7K_04"
"4253","RPS21","MsAge7K_10"
"4254","OAF","MsAge7K_00"
"4255","ENG","MsAge7K_00"
"4256","AIFM2","MsAge7K_00"
"4257","FAM43B","MsAge7K_00"
"4258","CNTN6","MsAge7K_05"
"4259","C9orf3","MsAge7K_08"
"4260","AS3MT","MsAge7K_00"
"4261","IDI1","MsAge7K_00"
"4262","IGFBP2","MsAge7K_00"
"4263","CSGALNACT1","MsAge7K_00"
"4264","ANKRD9","MsAge7K_00"
"4265","SYNGR4","MsAge7K_00"
"4266","PSMG4","MsAge7K_00"
"4267","MED31","MsAge7K_00"
"4268","SPSB1","MsAge7K_00"
"4269","ZSCAN25","MsAge7K_00"
"4270","CLN6","MsAge7K_00"
"4271","ALKBH7","MsAge7K_00"
"4272","AOX1","MsAge7K_00"
"4273","KANK3","MsAge7K_01"
"4274","TP53INP1","MsAge7K_00"
"4275","ESYT1","MsAge7K_00"
"4276","MARCKSL1","MsAge7K_01"
"4277","HMGN5","MsAge7K_00"
"4278","RHPN2","MsAge7K_00"
"4279","HIPK2","MsAge7K_03"
"4280","ARL5B","MsAge7K_13"
"4281","CYP4F2","MsAge7K_00"
"4282","SPATA24","MsAge7K_00"
"4283","CMTR2","MsAge7K_00"
"4284","NCKAP5","MsAge7K_00"
"4285","HECTD2","MsAge7K_11"
"4286","SCUBE3","MsAge7K_00"
"4287","STEAP3","MsAge7K_00"
"4288","MBD4","MsAge7K_00"
"4289","ZNF213","MsAge7K_00"
"4290","TRMT10C","MsAge7K_00"
"4291","PRSS23","MsAge7K_00"
"4292","HTATIP2","MsAge7K_00"
"4293","LTBR","MsAge7K_00"
"4294","PARVB","MsAge7K_01"
"4295","IGF1","MsAge7K_00"
"4296","MTTP","MsAge7K_00"
"4297","WTIP","MsAge7K_00"
"4298","GRID2","MsAge7K_08"
"4299","THSD1","MsAge7K_00"
"4300","GRAMD2A","MsAge7K_00"
"4301","STAT6","MsAge7K_00"
"4302","ABCB4","MsAge7K_00"
"4303","SHKBP1","MsAge7K_04"
"4304","ACVRL1","MsAge7K_00"
"4305","PLIN3","MsAge7K_00"
"4306","MYOF","MsAge7K_00"
"4307","FAM163A","MsAge7K_00"
"4308","DUSP10","MsAge7K_00"
"4309","CDC42BPG","MsAge7K_00"
"4310","ACKR3","MsAge7K_00"
"4311","RNF144B","MsAge7K_02"
"4312","CEP76","MsAge7K_00"
"4313","ASTE1","MsAge7K_00"
"4314","ITGB3BP","MsAge7K_00"
"4315","MAP7","MsAge7K_17"
"4316","CIRBP","MsAge7K_00"
"4317","GPATCH3","MsAge7K_00"
"4318","ARHGEF19","MsAge7K_00"
"4319","C22orf39","MsAge7K_00"
"4320","ZNF174","MsAge7K_00"
"4321","VPS37B","MsAge7K_11"
"4322","SLC22A14","MsAge7K_00"
"4323","CDK20","MsAge7K_00"
"4324","ALPK1","MsAge7K_00"
"4325","TUBA1B","MsAge7K_12"
"4326","TMEM44","MsAge7K_02"
"4327","SNRNP35","MsAge7K_00"
"4328","PRKCQ","MsAge7K_01"
"4329","FYCO1","MsAge7K_03"
"4330","PLPPR1","MsAge7K_00"
"4331","RPH3AL","MsAge7K_11"
"4332","VWA3A","MsAge7K_00"
"4333","ONECUT2","MsAge7K_17"
"4334","EPHX2","MsAge7K_00"
"4335","TCAIM","MsAge7K_00"
"4336","HBP1","MsAge7K_03"
"4337","MKS1","MsAge7K_00"
"4338","BAG4","MsAge7K_00"
"4339","USB1","MsAge7K_00"
"4340","CIB2","MsAge7K_00"
"4341","GUCY1A1","MsAge7K_02"
"4342","NEDD1","MsAge7K_00"
"4343","HKDC1","MsAge7K_00"
"4344","CHCHD5","MsAge7K_00"
"4345","TMEM97","MsAge7K_00"
"4346","NME6","MsAge7K_00"
"4347","BEX2","MsAge7K_10"
"4348","KIF27","MsAge7K_00"
"4349","LOXL3","MsAge7K_00"
"4350","CA10","MsAge7K_02"
"4351","MSL1","MsAge7K_00"
"4352","PXDC1","MsAge7K_00"
"4353","FANCD2","MsAge7K_00"
"4354","LRGUK","MsAge7K_06"
"4355","STK36","MsAge7K_00"
"4356","ARHGEF15","MsAge7K_00"
"4357","SPRY4","MsAge7K_00"
"4358","PVR","MsAge7K_00"
"4359","HSPA12B","MsAge7K_00"
"4360","ITGB1BP2","MsAge7K_00"
"4361","MT3","MsAge7K_10"
"4362","LENG8","MsAge7K_17"
"4363","SQOR","MsAge7K_00"
"4364","CAPN3","MsAge7K_00"
"4365","SLC25A47","MsAge7K_00"
"4366","L3MBTL1","MsAge7K_00"
"4367","MDM1","MsAge7K_00"
"4368","CYB561D2","MsAge7K_00"
"4369","RIPK1","MsAge7K_00"
"4370","NTNG1","MsAge7K_02"
"4371","PLK4","MsAge7K_00"
"4372","TRIM45","MsAge7K_00"
"4373","FRMD8","MsAge7K_09"
"4374","PERM1","MsAge7K_00"
"4375","N4BP3","MsAge7K_00"
"4376","PNPLA3","MsAge7K_00"
"4377","SWSAP1","MsAge7K_00"
"4378","CAVIN3","MsAge7K_00"
"4379","NEMP2","MsAge7K_00"
"4380","EPHB4","MsAge7K_00"
"4381","TNFAIP8L1","MsAge7K_00"
"4382","NECAB3","MsAge7K_02"
"4383","INF2","MsAge7K_01"
"4384","NDST4","MsAge7K_00"
"4385","MYO19","MsAge7K_00"
"4386","CEBPA","MsAge7K_09"
"4387","C11orf80","MsAge7K_00"
"4388","CDC25A","MsAge7K_00"
"4389","MCM2","MsAge7K_00"
"4390","IL17RD","MsAge7K_00"
"4391","SEC61B","MsAge7K_00"
"4392","SNX16","MsAge7K_00"
"4393","NTHL1","MsAge7K_00"
"4394","AKIP1","MsAge7K_00"
"4395","SIRT2","MsAge7K_01"
"4396","MYC","MsAge7K_00"
"4397","CYP4X1","MsAge7K_02"
"4398","C17orf80","MsAge7K_00"
"4399","EXOSC3","MsAge7K_00"
"4400","NABP2","MsAge7K_00"
"4401","KCTD12","MsAge7K_00"
"4402","PPIE","MsAge7K_00"
"4403","MARVELD1","MsAge7K_00"
"4404","CMC2","MsAge7K_00"
"4405","ATM","MsAge7K_03"
"4406","NWD2","MsAge7K_02"
"4407","SRL","MsAge7K_11"
"4408","ZNF169","MsAge7K_03"
"4409","KCNAB3","MsAge7K_00"
"4410","PARD3B","MsAge7K_00"
"4411","TRPM4","MsAge7K_00"
"4412","HSPA5","MsAge7K_00"
"4413","IL6R","MsAge7K_00"
"4414","CA5B","MsAge7K_00"
"4415","GTPBP6","MsAge7K_00"
"4416","RELB","MsAge7K_00"
"4417","ZNF850","MsAge7K_00"
"4418","HTR2A","MsAge7K_00"
"4419","SERPINB9","MsAge7K_00"
"4420","STARD4","MsAge7K_00"
"4421","LRP5","MsAge7K_00"
"4422","LRP5L","MsAge7K_00"
"4423","VWA5B2","MsAge7K_02"
"4424","ST6GALNAC3","MsAge7K_08"
"4425","GMPPB","MsAge7K_00"
"4426","DET1","MsAge7K_00"
"4427","LYSMD3","MsAge7K_00"
"4428","DUSP14","MsAge7K_00"
"4429","SVBP","MsAge7K_00"
"4430","CIT","MsAge7K_02"
"4431","RND3","MsAge7K_00"
"4432","WNT2B","MsAge7K_00"
"4433","ZCCHC10","MsAge7K_00"
"4434","BTBD17","MsAge7K_00"
"4435","TRPC6","MsAge7K_00"
"4436","TGFB1I1","MsAge7K_00"
"4437","RNF152","MsAge7K_00"
"4438","TRMT13","MsAge7K_17"
"4439","C12orf73","MsAge7K_00"
"4440","CISD3","MsAge7K_00"
"4441","PTCHD4","MsAge7K_08"
"4442","AKAIN1","MsAge7K_00"
