"","GeneL","modulesA1L"
"1843","DMRTA2","MsAge7K_00"
"1844","CNOT7","MsAge7K_00"
"1845","ALDH1A3","MsAge7K_00"
"1846","FAM183A","MsAge7K_00"
"1847","SYNC","MsAge7K_00"
"1848","ASB2","MsAge7K_16"
"1849","AGT","MsAge7K_00"
"1850","BDH2","MsAge7K_00"
"1851","ST8SIA2","MsAge7K_00"
"1852","RARRES1","MsAge7K_00"
"1853","CTF1","MsAge7K_00"
"1854","CRISPLD1","MsAge7K_00"
"1855","CCDC188","MsAge7K_00"
"1856","B3GNT7","MsAge7K_00"
"1857","PPARG","MsAge7K_00"
"1858","FANCI","MsAge7K_00"
"1859","TMEM171","MsAge7K_00"
"1860","NRAP","MsAge7K_00"
"1861","GJB1","MsAge7K_09"
"1862","TPX2","MsAge7K_00"
"1863","LIX1L","MsAge7K_00"
"1864","LEF1","MsAge7K_00"
"1865","KLHL35","MsAge7K_00"
"1866","LOXL2","MsAge7K_00"
"1867","FAM19A4","MsAge7K_00"
"1868","JMJD7-PLA2G4B","MsAge7K_00"
"1869","PLA2G4B","MsAge7K_00"
"1870","CDH19","MsAge7K_09"
"1871","YAE1","MsAge7K_00"
"1872","SOX11","MsAge7K_01"
"1873","HHIPL2","MsAge7K_00"
"1874","TFB1M","MsAge7K_00"
"1875","TCEA3","MsAge7K_00"
"1876","ZBTB32","MsAge7K_00"
"1877","PROKR2","MsAge7K_00"
"1878","MALRD1","MsAge7K_00"
"1879","LRRIQ3","MsAge7K_00"
"1880","MYADML2","MsAge7K_00"
"1881","NINJ2","MsAge7K_09"
"1882","ZNF593","MsAge7K_00"
"1883","LRRC29","MsAge7K_00"
"1884","HSPB6","MsAge7K_00"
"1885","MECOM","MsAge7K_00"
"1886","EFNA5","MsAge7K_05"
"1887","AGTR1","MsAge7K_00"
"1888","BATF2","MsAge7K_00"
"1889","JSRP1","MsAge7K_00"
"1890","DENND2D","MsAge7K_00"
"1891","FCGR1B","MsAge7K_00"
"1892","FCGR1A","MsAge7K_00"
"1893","EFHB","MsAge7K_00"
"1894","RTL9","MsAge7K_00"
"1895","BMP7","MsAge7K_07"
"1896","CD1D","MsAge7K_00"
"1897","FRK","MsAge7K_00"
"1898","LPXN","MsAge7K_00"
"1899","ROPN1L","MsAge7K_00"
"1900","MICALL2","MsAge7K_00"
"1901","S1PR2","MsAge7K_00"
"1902","POPDC3","MsAge7K_05"
"1903","NPHS1","MsAge7K_00"
"1904","CTBS","MsAge7K_00"
"1905","SASH3","MsAge7K_00"
"1906","BEST3","MsAge7K_11"
"1907","LCK","MsAge7K_00"
"1908","TMEM17","MsAge7K_00"
"1909","TNFAIP2","MsAge7K_00"
"1910","NKPD1","MsAge7K_00"
"1911","TBC1D2","MsAge7K_01"
"1912","BHMT","MsAge7K_01"
"1913","PLA2G4E","MsAge7K_00"
"1914","RASAL3","MsAge7K_00"
"1915","GCLM","MsAge7K_00"
"1916","AVIL","MsAge7K_00"
"1917","OR51Q1","MsAge7K_00"
"1918","MSLN","MsAge7K_00"
"1919","ALOX12","MsAge7K_00"
"1920","SLC25A21","MsAge7K_00"
"1921","C9orf16","MsAge7K_00"
"1922","PLCB2","MsAge7K_00"
"1923","TCF15","MsAge7K_00"
"1924","ARHGEF33","MsAge7K_00"
"1925","ADAMTS5","MsAge7K_00"
"1926","SLC27A3","MsAge7K_01"
"1927","ERMAP","MsAge7K_00"
"1928","FHL3","MsAge7K_00"
"1929","C11orf94","MsAge7K_16"
"1930","CCDC169","MsAge7K_00"
"1931","INS","MsAge7K_00"
"1932","SYT2","MsAge7K_02"
"1933","GPR55","MsAge7K_00"
"1934","FUT2","MsAge7K_00"
"1935","SOX4","MsAge7K_01"
"1936","TMEM156","MsAge7K_00"
"1937","NOX4","MsAge7K_00"
"1938","RASSF7","MsAge7K_00"
"1939","PRX","MsAge7K_00"
"1940","KY","MsAge7K_00"
"1941","CHODL","MsAge7K_00"
"1942","CYP26A1","MsAge7K_00"
"1943","MYOM3","MsAge7K_00"
"1944","BARX2","MsAge7K_00"
"1945","JPH1","MsAge7K_00"
"1946","ITGA5","MsAge7K_00"
"1947","KCNH6","MsAge7K_00"
"1948","SEC14L5","MsAge7K_09"
"1949","CATSPERD","MsAge7K_00"
"1950","BAZ1A","MsAge7K_00"
"1951","RHOH","MsAge7K_00"
"1952","TIMM10B","MsAge7K_00"
"1953","SLC38A4","MsAge7K_00"
"1954","MYEF2","MsAge7K_00"
"1955","C4orf48","MsAge7K_00"
"1956","ZNF384","MsAge7K_00"
"1957","SFRP4","MsAge7K_00"
"1958","PTGR1","MsAge7K_00"
"1959","HIST1H1C","MsAge7K_00"
"1960","PHLDA2","MsAge7K_00"
"1961","VSIG10","MsAge7K_00"
"1962","RBP4","MsAge7K_02"
"1963","RIMS3","MsAge7K_02"
"1964","HPR","MsAge7K_00"
"1965","HP","MsAge7K_00"
"1966","GLIPR1","MsAge7K_00"
"1967","HELB","MsAge7K_00"
"1968","PAPPA","MsAge7K_00"
"1969","TMEM88","MsAge7K_00"
"1970","ADRB3","MsAge7K_00"
"1971","TMEM52","MsAge7K_00"
"1972","CLEC2D","MsAge7K_00"
"1973","PMAIP1","MsAge7K_00"
"1974","NTF4","MsAge7K_00"
"1975","TCEAL7","MsAge7K_00"
"1976","FBXO5","MsAge7K_00"
"1977","DEUP1","MsAge7K_00"
"1978","OSGIN1","MsAge7K_00"
"1979","PDE6B","MsAge7K_00"
"1980","TEKT2","MsAge7K_00"
"1981","AQP9","MsAge7K_00"
"1982","CRHR2","MsAge7K_00"
"1983","KIF2C","MsAge7K_00"
"1984","TMEM53","MsAge7K_00"
"1985","PIK3CG","MsAge7K_04"
"1986","DOK1","MsAge7K_00"
"1987","TNFAIP3","MsAge7K_00"
"1988","SLC43A3","MsAge7K_00"
"1989","CSF2RB","MsAge7K_03"
"1990","DBP","MsAge7K_04"
"1991","PKN3","MsAge7K_00"
"1992","RETN","MsAge7K_00"
"1993","RSF1","MsAge7K_00"
"1994","COL9A2","MsAge7K_07"
"1995","IRF9","MsAge7K_04"
"1996","RASSF9","MsAge7K_00"
"1997","SPOCD1","MsAge7K_00"
"1998","ITGB6","MsAge7K_00"
"1999","TGFB3","MsAge7K_00"
"2000","ACOX2","MsAge7K_00"
"2001","ADAMTS15","MsAge7K_00"
"2002","TMC2","MsAge7K_00"
"2003","A3GALT2","MsAge7K_00"
"2004","C1QA","MsAge7K_04"
"2005","RUNX1","MsAge7K_00"
"2006","LRRC23","MsAge7K_00"
"2007","HNF1B","MsAge7K_00"
"2008","TBXAS1","MsAge7K_00"
"2009","CDA","MsAge7K_00"
"2010","ITGA2B","MsAge7K_00"
"2011","LAMC3","MsAge7K_07"
"2012","DEF6","MsAge7K_00"
"2013","ASPA","MsAge7K_09"
"2014","SDF2L1","MsAge7K_00"
"2015","SIX5","MsAge7K_00"
"2016","ARHGAP28","MsAge7K_00"
"2017","C2orf70","MsAge7K_00"
"2018","ID1","MsAge7K_00"
"2019","CFAP206","MsAge7K_14"
"2020","ADAM18","MsAge7K_00"
"2021","E2F1","MsAge7K_00"
"2022","MEGF6","MsAge7K_00"
"2023","GNG4","MsAge7K_02"
"2024","MRGPRF","MsAge7K_07"
"2025","CHST14","MsAge7K_00"
"2026","ADRM1","MsAge7K_00"
"2027","LMCD1","MsAge7K_00"
"2028","HDDC3","MsAge7K_00"
"2029","DACT1","MsAge7K_00"
"2030","RFLNA","MsAge7K_00"
"2031","TRIM21","MsAge7K_00"
"2032","GREB1","MsAge7K_00"
"2033","CHRDL2","MsAge7K_00"
"2034","SCART1","MsAge7K_00"
"2035","CCDC122","MsAge7K_00"
"2036","PRRG1","MsAge7K_09"
"2037","ANKRD65","MsAge7K_00"
"2038","CLRN1","MsAge7K_00"
"2039","COL8A2","MsAge7K_00"
"2040","GSG1L","MsAge7K_02"
"2041","FOXJ1","MsAge7K_00"
"2042","PYGL","MsAge7K_00"
"2043","LAT","MsAge7K_00"
"2044","HCRTR1","MsAge7K_00"
"2045","SLC26A10","MsAge7K_11"
"2046","ITGA2","MsAge7K_00"
"2047","CITED1","MsAge7K_00"
"2048","EFCAB9","MsAge7K_00"
"2049","ECT2L","MsAge7K_00"
"2050","MFSD4A","MsAge7K_00"
"2051","SMIM3","MsAge7K_00"
"2052","SLC41A3","MsAge7K_00"
"2053","SLCO1B7","MsAge7K_00"
"2054","SLCO1B3","MsAge7K_00"
"2055","SLCO1B1","MsAge7K_00"
"2056","SH2D6","MsAge7K_00"
"2057","SSTR1","MsAge7K_05"
"2058","DNA2","MsAge7K_00"
"2059","ENPEP","MsAge7K_00"
"2060","TMEM106A","MsAge7K_00"
"2061","AARD","MsAge7K_00"
"2062","KCNE5","MsAge7K_00"
"2063","MSH5-SAPCD1","MsAge7K_00"
"2064","MSH5","MsAge7K_00"
"2065","FAM221A","MsAge7K_00"
"2066","PSMG3","MsAge7K_00"
"2067","PM20D1","MsAge7K_00"
"2068","TOX","MsAge7K_02"
"2069","COL17A1","MsAge7K_00"
"2070","SMTNL2","MsAge7K_00"
"2071","B3GNT8","MsAge7K_00"
"2072","FCRLB","MsAge7K_00"
"2073","NFATC1","MsAge7K_00"
"2074","ADGRG3","MsAge7K_00"
"2075","ARSI","MsAge7K_00"
"2076","CRACR2A","MsAge7K_00"
"2077","DDX11","MsAge7K_00"
"2078","OOEP","MsAge7K_00"
"2079","PLEKHD1","MsAge7K_00"
"2080","TNNI3","MsAge7K_00"
"2081","IL4I1","MsAge7K_00"
"2082","FAM118B","MsAge7K_00"
"2083","OXTR","MsAge7K_00"
"2084","ROBO3","MsAge7K_11"
"2085","CDH7","MsAge7K_02"
"2086","ANXA2","MsAge7K_07"
"2087","ESPN","MsAge7K_00"
"2088","NPPC","MsAge7K_00"
"2089","MOB3B","MsAge7K_06"
"2090","RSPH1","MsAge7K_00"
"2091","GPR151","MsAge7K_00"
"2092","EBF1","MsAge7K_00"
"2093","QDPR","MsAge7K_12"
"2094","ADA","MsAge7K_00"
"2095","RTBDN","MsAge7K_00"
"2096","TCP11","MsAge7K_00"
"2097","TSSK4","MsAge7K_00"
"2098","FA2H","MsAge7K_01"
"2099","GPR157","MsAge7K_00"
"2100","CHRNA3","MsAge7K_00"
"2101","SPTSSB","MsAge7K_00"
"2102","TEAD3","MsAge7K_00"
"2103","CATSPERG","MsAge7K_00"
"2104","TUSC1","MsAge7K_00"
"2105","SLC12A1","MsAge7K_00"
"2106","HERC6","MsAge7K_00"
"2107","FERMT3","MsAge7K_04"
"2108","WISP3","MsAge7K_00"
"2109","MAMSTR","MsAge7K_00"
"2110","MFSD3","MsAge7K_00"
"2111","POF1B","MsAge7K_00"
"2112","TRIB1","MsAge7K_13"
"2113","LGALS4","MsAge7K_00"
"2114","CSF3R","MsAge7K_04"
"2115","SLC26A8","MsAge7K_00"
"2116","CCDC151","MsAge7K_00"
"2117","ST8SIA6","MsAge7K_00"
"2118","DSG2","MsAge7K_00"
"2119","RENBP","MsAge7K_00"
"2120","PAQR5","MsAge7K_00"
"2121","MARCH3","MsAge7K_00"
"2122","KLHL14","MsAge7K_00"
"2123","DGCR2","MsAge7K_00"
"2124","NOS3","MsAge7K_00"
"2125","C8orf89","MsAge7K_00"
"2126","SLC16A5","MsAge7K_00"
"2127","LRRC25","MsAge7K_00"
"2128","ITPR3","MsAge7K_00"
"2129","KLHL41","MsAge7K_00"
"2130","FHIT","MsAge7K_08"
"2131","PLK1","MsAge7K_00"
"2132","SLC7A11","MsAge7K_07"
"2133","CRIP3","MsAge7K_00"
"2134","CCDC40","MsAge7K_00"
"2135","DEGS2","MsAge7K_00"
"2136","RDH12","MsAge7K_00"
"2137","CENPQ","MsAge7K_00"
"2138","FANCC","MsAge7K_00"
"2139","NPAS3","MsAge7K_08"
"2140","TPPP3","MsAge7K_09"
"2141","APOBEC3H","MsAge7K_00"
"2142","IQCH","MsAge7K_00"
"2143","TEX15","MsAge7K_00"
"2144","AIF1","MsAge7K_00"
"2145","ARRDC2","MsAge7K_00"
"2146","SNX22","MsAge7K_00"
"2147","STARD6","MsAge7K_00"
"2148","CREB5","MsAge7K_00"
"2149","DDIAS","MsAge7K_00"
"2150","C1orf162","MsAge7K_00"
"2151","TTC25","MsAge7K_00"
"2152","RBL1","MsAge7K_00"
"2153","KIFC1","MsAge7K_00"
"2154","COA4","MsAge7K_00"
"2155","CNN2","MsAge7K_07"
"2156","DNAJB8","MsAge7K_00"
"2157","PROCR","MsAge7K_00"
"2158","CYP4F3","MsAge7K_00"
"2159","POLN","MsAge7K_00"
"2160","IFFO2","MsAge7K_00"
"2161","COL6A6","MsAge7K_00"
"2162","ZPBP","MsAge7K_00"
"2163","GRP","MsAge7K_05"
"2164","FAM221B","MsAge7K_00"
"2165","TERB1","MsAge7K_00"
"2166","MREG","MsAge7K_00"
"2167","HORMAD2","MsAge7K_00"
"2168","TESK2","MsAge7K_00"
"2169","SOCS3","MsAge7K_00"
"2170","ZNF488","MsAge7K_01"
"2171","CAVIN4","MsAge7K_00"
"2172","COPZ2","MsAge7K_00"
"2173","BHLHA9","MsAge7K_00"
"2174","TRIM72","MsAge7K_00"
"2175","FIGNL1","MsAge7K_00"
"2176","GNG13","MsAge7K_16"
"2177","GIMAP6","MsAge7K_00"
"2178","KRT77","MsAge7K_05"
"2179","TUBB6","MsAge7K_00"
"2180","GIF","MsAge7K_00"
"2181","MAP10","MsAge7K_00"
"2182","TNFAIP6","MsAge7K_09"
"2183","TMEM238","MsAge7K_00"
"2184","ATOH8","MsAge7K_00"
"2185","TRIM15","MsAge7K_00"
"2186","TIFAB","MsAge7K_00"
"2187","FHOD1","MsAge7K_00"
"2188","TGFBI","MsAge7K_00"
"2189","MROH8","MsAge7K_00"
"2190","CDK15","MsAge7K_00"
"2191","TMIGD3","MsAge7K_00"
"2192","DUSP5","MsAge7K_13"
"2193","ADORA2B","MsAge7K_00"
"2194","LRIG3","MsAge7K_00"
"2195","LOXL1","MsAge7K_00"
"2196","F2RL3","MsAge7K_00"
"2197","FBXL8","MsAge7K_00"
"2198","MROH5","MsAge7K_00"
"2199","ADAM32","MsAge7K_00"
"2200","KIAA2012","MsAge7K_00"
"2201","PDE6H","MsAge7K_00"
"2202","ITGB3","MsAge7K_00"
"2203","C16orf96","MsAge7K_00"
"2204","PASK","MsAge7K_00"
"2205","PRSS50","MsAge7K_00"
"2206","CDH18","MsAge7K_02"
"2207","LRRC39","MsAge7K_00"
"2208","BOLL","MsAge7K_00"
"2209","REG1A","MsAge7K_00"
"2210","TRIM7","MsAge7K_00"
"2211","CPNE2","MsAge7K_05"
"2212","VAV1","MsAge7K_00"
"2213","CIDEB","MsAge7K_00"
"2214","SLC2A4","MsAge7K_00"
"2215","COL11A1","MsAge7K_00"
"2216","GJA3","MsAge7K_00"
"2217","GGN","MsAge7K_00"
"2218","NPR1","MsAge7K_00"
"2219","STYXL1","MsAge7K_00"
"2220","VSIG10L","MsAge7K_00"
"2221","COMMD1","MsAge7K_00"
"2222","SYNPO2","MsAge7K_00"
"2223","PQLC3","MsAge7K_00"
"2224","P2RX3","MsAge7K_00"
"2225","CARNS1","MsAge7K_01"
"2226","MARVELD3","MsAge7K_00"
"2227","MYOCD","MsAge7K_00"
"2228","MPEG1","MsAge7K_04"
"2229","FGF17","MsAge7K_00"
"2230","ZNF558","MsAge7K_00"
"2231","ADAM21","MsAge7K_00"
"2232","SYS1-DBNDD2","MsAge7K_00"
"2233","GRM8","MsAge7K_02"
"2234","SRPX2","MsAge7K_00"
"2235","REEP4","MsAge7K_00"
"2236","KCNV2","MsAge7K_00"
"2237","SNTG2","MsAge7K_00"
"2238","CXorf36","MsAge7K_00"
"2239","OR51V1","MsAge7K_00"
"2240","ZFP57","MsAge7K_01"
"2241","GPR1","MsAge7K_00"
"2242","OR10AG1","MsAge7K_00"
"2243","CENPA","MsAge7K_00"
"2244","P2RY6","MsAge7K_00"
"2245","REM1","MsAge7K_00"
"2246","APOL4","MsAge7K_00"
"2247","APOL2","MsAge7K_00"
"2248","APOL1","MsAge7K_00"
"2249","KDF1","MsAge7K_00"
"2250","ACAT2","MsAge7K_00"
"2251","FZD9","MsAge7K_00"
"2252","ZNF250","MsAge7K_00"
"2253","SH3TC2","MsAge7K_00"
"2254","MCM10","MsAge7K_00"
"2255","PGPEP1L","MsAge7K_00"
"2256","FAM71D","MsAge7K_00"
"2257","TAS1R3","MsAge7K_00"
"2258","MFAP2","MsAge7K_00"
"2259","IRAK3","MsAge7K_00"
"2260","TIPARP","MsAge7K_13"
"2261","LIPG","MsAge7K_00"
"2262","FZD8","MsAge7K_00"
"2263","PDYN","MsAge7K_00"
"2264","CMBL","MsAge7K_02"
"2265","NCMAP","MsAge7K_00"
"2266","FAM222A","MsAge7K_01"
"2267","ALOX5AP","MsAge7K_00"
"2268","ZNF541","MsAge7K_00"
"2269","SERPINC1","MsAge7K_00"
"2270","TRIM71","MsAge7K_00"
"2271","OIP5","MsAge7K_00"
"2272","STC1","MsAge7K_00"
"2273","FBLN7","MsAge7K_00"
"2274","GCH1","MsAge7K_00"
"2275","TSPO","MsAge7K_00"
"2276","FBXO17","MsAge7K_00"
"2277","TAC3","MsAge7K_00"
"2278","PPEF1","MsAge7K_00"
"2279","SYNJ2BP-COX16","MsAge7K_00"
"2280","CNGA4","MsAge7K_00"
"2281","VEGFC","MsAge7K_00"
"2282","TRPV6","MsAge7K_02"
"2283","ATP8B1","MsAge7K_09"
"2284","MRVI1","MsAge7K_00"
"2285","UNC45B","MsAge7K_00"
"2286","C11orf71","MsAge7K_00"
"2287","SLC5A5","MsAge7K_05"
"2288","NRROS","MsAge7K_00"
"2289","CBY3","MsAge7K_00"
"2290","TMEM150C","MsAge7K_00"
"2291","ALDH1L2","MsAge7K_00"
"2292","SLCO2A1","MsAge7K_00"
"2293","HPDL","MsAge7K_11"
"2294","PPP1R13L","MsAge7K_00"
"2295","METRN","MsAge7K_00"
"2296","GPR160","MsAge7K_00"
"2297","CYBRD1","MsAge7K_00"
"2298","LRRC55","MsAge7K_00"
"2299","CDH23","MsAge7K_00"
"2300","SNAI1","MsAge7K_00"
"2301","SSC5D","MsAge7K_00"
"2302","LIMA1","MsAge7K_00"
"2303","RIPK4","MsAge7K_00"
"2304","KCTD16","MsAge7K_08"
"2305","GXYLT2","MsAge7K_00"
"2306","MXRA8","MsAge7K_00"
"2307","SLC15A1","MsAge7K_00"
"2308","COX20","MsAge7K_00"
"2309","TMEM117","MsAge7K_08"
"2310","ENPP3","MsAge7K_00"
"2311","SLC23A1","MsAge7K_00"
"2312","GAL3ST1","MsAge7K_01"
"2313","MAP3K8","MsAge7K_00"
"2314","DPY19L2","MsAge7K_00"
"2315","RP1","MsAge7K_00"
"2316","FXYD4","MsAge7K_00"
"2317","TTC32","MsAge7K_00"
"2318","ERG","MsAge7K_00"
"2319","ARFIP1","MsAge7K_00"
"2320","ZDHHC19","MsAge7K_00"
"2321","CYP2S1","MsAge7K_00"
"2322","EGFL7","MsAge7K_00"
"2323","KLHDC7B","MsAge7K_02"
"2324","SPNS3","MsAge7K_00"
"2325","EIF2S3","MsAge7K_00"
"2326","EIF2S3B","MsAge7K_00"
"2327","CLDN34","MsAge7K_00"
"2328","PLAGL1","MsAge7K_05"
"2329","C14orf39","MsAge7K_00"
"2330","S100B","MsAge7K_00"
"2331","PER2","MsAge7K_00"
"2332","ICAM2","MsAge7K_00"
"2333","TMEM82","MsAge7K_00"
"2334","PMP22","MsAge7K_09"
"2335","MIS18BP1","MsAge7K_00"
"2336","LGR5","MsAge7K_00"
"2337","RPL3L","MsAge7K_00"
"2338","GON7","MsAge7K_00"
"2339","GIPR","MsAge7K_00"
"2340","MEF2C","MsAge7K_02"
"2341","ITPRID1","MsAge7K_00"
"2342","EXD1","MsAge7K_00"
"2343","KIAA1210","MsAge7K_00"
"2344","HES7","MsAge7K_00"
"2345","SLC12A7","MsAge7K_00"
"2346","ZNF233","MsAge7K_00"
"2347","KRT8","MsAge7K_00"
"2348","ZFP92","MsAge7K_00"
"2349","PCOLCE","MsAge7K_00"
"2350","ANKRD39","MsAge7K_00"
"2351","ESRRB","MsAge7K_00"
"2352","CP","MsAge7K_07"
"2353","CPNE9","MsAge7K_00"
"2354","TNFRSF14","MsAge7K_00"
"2355","ADGRE5","MsAge7K_00"
"2356","TRIM66","MsAge7K_02"
"2357","IL10RA","MsAge7K_00"
"2358","ANKMY1","MsAge7K_00"
"2359","VWA1","MsAge7K_00"
"2360","GATA2","MsAge7K_00"
"2361","HAAO","MsAge7K_00"
"2362","ALDH6A1","MsAge7K_00"
"2363","GMNC","MsAge7K_00"
"2364","MYLPF","MsAge7K_00"
"2365","FANCF","MsAge7K_00"
"2366","PARP10","MsAge7K_00"
"2367","COX6B2","MsAge7K_00"
"2368","MYL1","MsAge7K_00"
"2369","BIN2","MsAge7K_00"
"2370","PLEKHS1","MsAge7K_00"
"2371","C4orf54","MsAge7K_00"
"2372","GNB4","MsAge7K_01"
"2373","C1orf100","MsAge7K_00"
"2374","C4BPA","MsAge7K_00"
"2375","CIITA","MsAge7K_00"
"2376","CCDC60","MsAge7K_00"
"2377","CCDC62","MsAge7K_00"
"2378","PRRT4","MsAge7K_00"
"2379","OSCAR","MsAge7K_00"
"2380","LGR6","MsAge7K_00"
"2381","SIGIRR","MsAge7K_00"
"2382","MARCH10","MsAge7K_00"
"2383","KCNJ5","MsAge7K_00"
"2384","KRT26","MsAge7K_00"
"2385","PRTN3","MsAge7K_00"
"2386","ABCC6","MsAge7K_00"
"2387","SLFN5","MsAge7K_00"
"2388","GAS2L3","MsAge7K_00"
"2389","SHROOM3","MsAge7K_00"
"2390","CARHSP1","MsAge7K_01"
"2391","FAM227B","MsAge7K_00"
"2392","SOX3","MsAge7K_00"
"2393","RASA4B","MsAge7K_00"
"2394","RASA4","MsAge7K_00"
"2395","ECM1","MsAge7K_00"
"2396","KLC3","MsAge7K_00"
"2397","LNX2","MsAge7K_00"
"2398","ZNF570","MsAge7K_00"
"2399","ANTXR2","MsAge7K_00"
"2400","MSANTD1","MsAge7K_00"
"2401","MMP2","MsAge7K_00"
"2402","RHBDL2","MsAge7K_00"
"2403","PPEF2","MsAge7K_00"
"2404","KCTD11","MsAge7K_00"
"2405","CEBPB","MsAge7K_00"
"2406","TLR5","MsAge7K_00"
"2407","SSX2B","MsAge7K_00"
"2408","SSX7","MsAge7K_00"
"2409","SSX2","MsAge7K_00"
"2410","C11orf52","MsAge7K_00"
"2411","NR4A2","MsAge7K_02"
"2412","KRTCAP3","MsAge7K_00"
"2413","NCF2","MsAge7K_00"
"2414","KPNA2","MsAge7K_00"
"2415","CDCA7","MsAge7K_00"
"2416","HHATL","MsAge7K_00"
"2417","ARHGEF16","MsAge7K_00"
"2418","KIF26A","MsAge7K_00"
"2419","CLEC18C","MsAge7K_00"
"2420","CLEC18B","MsAge7K_00"
"2421","CLEC18A","MsAge7K_00"
"2422","CAPS2","MsAge7K_00"
"2423","ADSSL1","MsAge7K_09"
"2424","CLDN3","MsAge7K_00"
"2425","MARCH11","MsAge7K_00"
"2426","RCN3","MsAge7K_00"
"2427","HCLS1","MsAge7K_00"
"2428","HPSE2","MsAge7K_00"
"2429","MAP3K21","MsAge7K_00"
"2430","PABPC4L","MsAge7K_00"
"2431","GRM4","MsAge7K_02"
"2432","SALL4","MsAge7K_00"
"2433","TYK2","MsAge7K_00"
"2434","RPL13A","MsAge7K_00"
"2435","NAT1","MsAge7K_00"
"2436","NAT2","MsAge7K_00"
"2437","ANKEF1","MsAge7K_00"
"2438","RHOJ","MsAge7K_00"
"2439","MMP12","MsAge7K_04"
"2440","DMTF1","MsAge7K_00"
"2441","IL20RB","MsAge7K_00"
"2442","CFAP46","MsAge7K_14"
"2443","BMPER","MsAge7K_02"
"2444","AK9","MsAge7K_00"
"2445","TIGIT","MsAge7K_00"
"2446","CDCA8","MsAge7K_00"
"2447","TRAM2","MsAge7K_00"
"2448","SPAG4","MsAge7K_00"
"2449","MME","MsAge7K_00"
"2450","TRIP13","MsAge7K_00"
"2451","AMHR2","MsAge7K_00"
"2452","PIM1","MsAge7K_00"
"2453","MAFA","MsAge7K_00"
"2454","GPR179","MsAge7K_00"
"2455","CD109","MsAge7K_17"
"2456","SNRPN","MsAge7K_00"
"2457","KNL1","MsAge7K_00"
"2458","GRHL2","MsAge7K_00"
"2459","SALL3","MsAge7K_00"
"2460","FBXL15","MsAge7K_00"
"2461","ASCL1","MsAge7K_00"
"2462","PROSER3","MsAge7K_00"
"2463","TAS1R1","MsAge7K_00"
"2464","PEX11G","MsAge7K_00"
"2465","CYP4V2","MsAge7K_00"
"2466","TGM7","MsAge7K_00"
"2467","GNG3","MsAge7K_00"
"2468","MYBPH","MsAge7K_00"
"2469","SEC16B","MsAge7K_00"
"2470","REXO5","MsAge7K_00"
"2471","RSPH14","MsAge7K_00"
"2472","PLCXD3","MsAge7K_05"
"2473","C17orf53","MsAge7K_00"
"2474","DNTT","MsAge7K_00"
"2475","CHRNA1","MsAge7K_00"
"2476","MDFI","MsAge7K_00"
"2477","TGM6","MsAge7K_00"
"2478","NDUFA4L2","MsAge7K_00"
"2479","NEIL2","MsAge7K_00"
"2480","UBC","MsAge7K_00"
"2481","KCNH5","MsAge7K_00"
"2482","NUAK2","MsAge7K_00"
"2483","ADAM8","MsAge7K_00"
"2484","PAPPA2","MsAge7K_00"
"2485","HCRTR2","MsAge7K_00"
"2486","FCGR2A","MsAge7K_04"
"2487","FCGR2B","MsAge7K_04"
"2488","FCGR2C","MsAge7K_04"
"2489","RTL4","MsAge7K_08"
"2490","RSPH10B","MsAge7K_00"
"2491","RSPH10B2","MsAge7K_00"
"2492","FBXL22","MsAge7K_00"
"2493","NEU3","MsAge7K_00"
"2494","COLEC11","MsAge7K_00"
"2495","ARHGAP11B","MsAge7K_00"
"2496","ARHGAP11A","MsAge7K_00"
"2497","LRRC34","MsAge7K_00"
"2498","TTC39A","MsAge7K_00"
"2499","DLEU7","MsAge7K_02"
"2500","C17orf58","MsAge7K_00"
"2501","C1orf112","MsAge7K_00"
"2502","PRAP1","MsAge7K_00"
"2503","ZNF511-PRAP1","MsAge7K_00"
"2504","MYO15A","MsAge7K_00"
"2505","WNK4","MsAge7K_00"
"2506","PAMR1","MsAge7K_02"
"2507","CUX2","MsAge7K_02"
"2508","CKS1B","MsAge7K_00"
"2509","TMC5","MsAge7K_00"
"2510","TRIM43","MsAge7K_00"
"2511","TRIM43B","MsAge7K_00"
"2512","KLHDC8A","MsAge7K_02"
"2513","SCARNA2","MsAge7K_00"
"2514","NKD2","MsAge7K_00"
"2515","SLFN12L","MsAge7K_00"
"2516","SLFN12","MsAge7K_00"
"2517","PLB1","MsAge7K_00"
"2518","IQANK1","MsAge7K_00"
"2519","IYD","MsAge7K_01"
"2520","HLX","MsAge7K_00"
"2521","NYNRIN","MsAge7K_00"
"2522","PPP1R3F","MsAge7K_00"
"2523","GAB3","MsAge7K_00"
"2524","TRAPPC6A","MsAge7K_00"
"2525","WDR62","MsAge7K_00"
"2526","CHI3L1","MsAge7K_00"
"2527","PAX5","MsAge7K_00"
"2528","MMEL1","MsAge7K_00"
"2529","LRRC26","MsAge7K_00"
"2530","ACKR2","MsAge7K_00"
"2531","NPM3","MsAge7K_00"
"2532","FCHSD1","MsAge7K_00"
"2533","PIK3R6","MsAge7K_00"
"2534","SOX17","MsAge7K_00"
"2535","ATP10A","MsAge7K_00"
"2536","CARD10","MsAge7K_00"
"2537","DCTPP1","MsAge7K_00"
"2538","CAPN12","MsAge7K_00"
"2539","SCARF2","MsAge7K_00"
"2540","AGTR2","MsAge7K_00"
"2541","SPN","MsAge7K_00"
"2542","COMTD1","MsAge7K_00"
