"","CorrAge","PvalAge"
"TMEM63A",0.314158690074779,0.00762868301035829
"ARHGAP45",0.404797366694352,0.000462662163609627
"MYO1F",0.368279491436247,0.00157794212910286
"CCL8",0.32529961120692,0.00563861667483149
"DCX",-0.38445951633406,0.000932218896276232
"BMP6",0.345285788273337,0.00318738250149956
"STAT1",0.311176041297384,0.0082563667159512
"CD38",-0.321467306462616,0.00626426559945499
"EPSTI1",0.312159003642797,0.00804468971130573
"TRIM25",0.368568799776762,0.00156352753434672
"NFAM1",0.312449221429151,0.00798310802761636
"CRLF2",0.309736793497218,0.00857509260593543
"IKZF1",0.316341518136621,0.00719621801279185
"MFSD2B",0.304080292611981,0.00993429130323101
"MVP",0.373422639802363,0.00133872978766638
"EYA4",0.39538928038457,0.000643299906784378
"C1QC",0.521086016108666,3.17759296680256e-06
"S100A6",0.450461180719364,8.08647929281477e-05
"AGMO",0.420602728080447,0.000260095236203194
"PARP3",0.347818108849013,0.00295727838192138
"PTPRO",-0.4577661438256,5.97458477293275e-05
"HAVCR2",0.310952087264723,0.00830527051795984
"C14orf28",-0.306445390512368,0.00934469796895336
"NREP",-0.450010127243942,8.2371856116304e-05
"SNCAIP",-0.394838141171449,0.000655646564085762
"RGS11",0.334913230034973,0.00430527917488541
"SLC25A13",0.329852231479873,0.00496752446182526
"GATM",0.350063306842144,0.00276578643645859
"PLCG2",0.346932840168664,0.00303597711442917
"GNGT2",0.33281928626302,0.00456913612867665
"PLS1",0.333287842725504,0.00450888061013544
"C1QB",0.553507469626324,5.54378273620815e-07
"CBX8",-0.421865902035432,0.000248088408409967
"CD53",0.313191666776617,0.00782744286890148
"RGS6",-0.339015271069527,0.00382724330182147
"RREB1",0.417472388466411,0.000292181776435859
"LAIR1",0.36867217843876,0.00155840558647717
"APBB1IP",0.356196178328828,0.00229790905056689
"ANXA3",0.463198368287067,4.7490240394832e-05
"PARP12",0.386578767777007,0.0008683793831917
"PCDH18",-0.365076859174758,0.00174569416211335
"TPCN2",0.310921824554865,0.00831189824448537
"CLIC5",0.391331975735998,0.000739370245460745
"GRAMD2B",-0.305675268587707,0.00953323692987363
"COL16A1",0.305345043069478,0.00961509259588911
"IL13RA1",0.318830379145913,0.00672950921755445
"TFR2",0.309307461802565,0.00867222919753166
"BHLHE41",0.410707767169694,0.000374251598292791
"PLEK",0.470435085254492,3.47647369647694e-05
"CERKL",0.349090809785631,0.0028473269557388
"LAPTM5",0.469822099066301,3.57052539433532e-05
"CYP27A1",0.337199292694164,0.00403272169500648
"PROS1",0.441621396693902,0.000115583818236046
"LCP1",0.306210958416698,0.00940174345903023
"GFRA2",-0.420237046841006,0.000263669270404414
"ERBIN",0.411049172418533,0.000369650842485334
"TMEM119",0.491496987268909,1.34597865357886e-05
"ZNF423",0.325934538911807,0.00554046560798911
"FAM228B",0.388689642791513,0.000808758458450083
"SFI1",0.517802160941814,3.75495323145464e-06
"NDNF",-0.336817203934911,0.00407718184813531
"TNXB",0.380609302303153,0.001059177248125
"DPYD",0.35420330616368,0.00244151484132295
"TRIP10",0.349400001363429,0.0028211725871072
"UNC93B1",0.333892751127075,0.00443213216924771
"SHKBP1",0.351423412176704,0.00265524527537136
"FAM163A",-0.320321811700873,0.00646277235943184
"MAP7",0.319018493914632,0.00669534087061034
"ALPK1",0.367941170625361,0.00159495043118988
"PLPPR1",-0.341660475448997,0.00354457760587753
"FRMD8",0.340311042966777,0.00368636789707948
"CEBPA",0.326516622880132,0.00545181144182133
"AKAIN1",0.34389226245566,0.00332069978910313
"RNASE4",0.409159532251164,0.00039577963506751
"CDH6",-0.37670483665369,0.00120370489277141
"SREBF1",0.320710756106603,0.00639475899515099
"HPGDS",0.337540751377528,0.00399335402570654
"WIPF1",0.335206876724204,0.004269378290213
"TMEM243",0.309150619462984,0.00870795398275226
"CRHBP",0.345986695194487,0.00312214784670587
"PARP4",0.332313178488253,0.00463502095643151
"DENND3",0.306266214285619,0.00938827048922435
"SELPLG",0.531923175063052,1.80869466639553e-06
"TFRC",-0.390626716345731,0.000757340870665252
"SLC14A1",0.389822366485924,0.000778319875865403
"MPZL1",-0.318846852714042,0.00672651091886612
"CACNG4",-0.312541817397987,0.00796354703359562
"PLA2G16",0.306968283913521,0.00921854670650886
"ATXN7L2",0.304809118174695,0.00974924114534386
"ASAH2",0.304310210129786,0.0098755871688242
"PCSK6",0.318671273461436,0.00675852802824697
"STXBP2",0.322391062013241,0.00610811474569825
"NOL3",0.307935715071935,0.00898906283498139
"TGFBR3",0.318490682427466,0.00679159870451865
"CA2",0.318921110126616,0.00671301014912243
"INPP5D",0.370935880522161,0.00144997086535847
"PTGS1",0.382540448963828,0.000993665120891778
"FTH1",0.335188991546935,0.0042715572930082
"TLE2",0.33768319592532,0.00397703234149285
"LPCAT2",0.356320092609705,0.00228923493203052
"ITGAM",0.449997391993495,8.24147815873158e-05
"FAT3",-0.345748298292056,0.00314420104076743
"SKAP2",0.455255713506948,6.63466644943967e-05
"FLNB",0.44685060819153,9.36783182853377e-05
"SALL1",0.308039260846869,0.00896479890920625
"CSF1",0.512197482395726,4.97304577969995e-06
"CTSZ",0.431643234104728,0.000170992928017741
"INCENP",-0.307261268452795,0.0091485141789485
"MALT1",0.35661956327075,0.00226839267707024
"SAMD5",-0.377016835002254,0.00119153293531074
"MSN",0.448680290166192,8.69675206804151e-05
"SORBS3",0.326154741608479,0.00550677918079341
"B3GALT5",0.381964146127352,0.00101282068955484
"DPYSL3",-0.471807710685511,3.2741504822549e-05
"EVC",0.312085155071292,0.00806042596395929
"MTHFD1L",0.402715677110007,0.00049808204873184
"HSPH1",-0.358376138514659,0.00214952751512643
"GAB2",0.408089731063675,0.000411309737643914
"HIPK4",-0.366833934231127,0.00165177427270261
"STAT2",0.345688868972134,0.00314972019971168
"NCAN",-0.33378632908081,0.00444555006921933
"RGS4",-0.307081443578147,0.00919144271868889
"LMNA",0.381004636966648,0.00104545624871562
"HRK",-0.311587391078902,0.0081671983440221
"VWA5A",0.387976746550339,0.000828465157065471
"CHRM3",-0.32733554243776,0.00532920690732181
"TRIB2",-0.324677337438445,0.00573629682230018
"UNC5A",0.326427767816998,0.00546526297120356
"ACOX3",0.311009597176518,0.00829268822225951
"SLCO1C1",-0.32571877211795,0.00557364970486146
"ANKRD13A",0.337781049363025,0.00396585437849344
"ANXA5",0.352321157239488,0.00258446244629
"KCNK9",0.322514190048686,0.00608756241064673
"PLEKHH2",0.370679530198093,0.00146189930401313
"TDG",-0.375801739590206,0.00123957305762153
"SSTR3",0.323042147969122,0.00600012548966293
"CX3CR1",0.365722054804827,0.00171066309771418
"APOE",0.472477759218064,3.17941014356085e-05
"FAM210B",-0.355552499703007,0.0023434425985406
"LBH",0.350087833062763,0.00276375724381286
"POLRMT",0.356510686323207,0.00227595043360784
"SLC22A4",0.417776250947666,0.000288915320063639
"MAN2B1",0.522993281793774,2.8816272382491e-06
