"","Var1","Freq"
"1","AstroByothersCuffdiff2FCover20",451
"2","EndotheByothersCuffdiff2FCover20",626
"3","MicrogliByothersCuffdiff2FCover20",1147
"4","MyeOligoByothersCuffdiff2FCover20",263
"5","NeuronByothersCuffdiff2FCover20",706
"6","NewOligoByothersCuffdiff2FCover20",82
"7","PreOligoByothersCuffdiff2FCover20",116
